term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 557.0741322761479 1.640465522215284 
subject 	 3507.989176160352 0.44378782984263965 
subscribe__ 	 11857.193500304535 0.44378782984263965 
subs 	 5739.501353420487 0.7263933872216984 
magyar 	 318.3280755863703 1.7774020936945554 
siliconvalley 	 843.1831611974759 1.5477222692438877 
com 	 159.60554852710789 1.5477222692438877 
mailto 	 576.503505112107 1.1755497788010087 
unsubscribe 	 11857.193500304535 0.44378782984263965 
unsubs 	 5928.596750152267 0.7263933872216984 
www_page___ 	 11857.193500304535 0.44378782984263965 
http 	 870.4975310359339 0.7263933872216984 
www 	 862.7626284512698 0.7263933872216984 
htmlx 	 11857.193500304535 0.44378782984263965 
disclaimer_ 	 5928.596750152267 0.7263933872216984 
dissemination 	 11479.002706840974 0.44378782984263965 
information 	 1098.6660382665282 0.92213236738048 
public 	 1426.7096136410278 0.92213236738048 
benefit 	 7843.161082764326 0.44378782984263965 
responsibility 	 7180.290474820883 0.44378782984263965 
content 	 8221.351876227887 0.44378782984263965 
assumed 	 10118.197934369711 0.44378782984263965 
eeeeeee 	 2301.811637481084 1.065720582548686 
zzzzzzz 	 4603.623274962168 0.7263933872216984 
tttttttnn 	 9207.246549924335 0.44378782984263965 
eeee 	 4603.623274962168 0.7263933872216984 
vitacikk 	 11857.193500304535 0.44378782984263965 
level 	 5889.014389896281 0.44378782984263965 
szerkesztosegnek 	 5928.596750152267 0.7263933872216984 
alairassal 	 11857.193500304535 0.44378782984263965 
signed 	 4319.711201179071 0.7263933872216984 
alairas 	 10971.75988868975 0.44378782984263965 
nelkul 	 3069.082183308112 0.92213236738048 
noname 	 5928.596750152267 0.7263933872216984 
editor 	 4996.109549728728 0.7263933872216984 
kadar 	 4091.754675478264 0.92213236738048 
latnok 	 23744.25916176677 0.44378782984263965 
forum 	 4603.623274962168 0.7263933872216984 
aprilis 	 1786.009801793101 1.3324884012520588 
nyul 	 5248.462787326227 1.065720582548686 
kotozkodik 	 23744.25916176677 0.44378782984263965 
hangoskodik 	 23744.25916176677 0.44378782984263965 
kocsmaban 	 20993.851149304908 0.44378782984263965 
beleiszik 	 23744.25916176677 0.44378782984263965 
roka 	 11872.129580883386 0.7263933872216984 
poharaba 	 23744.25916176677 0.44378782984263965 
raszol 	 23744.25916176677 0.44378782984263965 
mire 	 15025.672038896653 0.44378782984263965 
kihivja 	 23744.25916176677 0.44378782984263965 
verekedni 	 23744.25916176677 0.44378782984263965 
kocsma 	 23744.25916176677 0.44378782984263965 
ele 	 5566.870781473062 0.7263933872216984 
kis 	 10118.197934369711 0.44378782984263965 
ido 	 11133.741562946125 0.44378782984263965 
mulvavisszajonnek 	 23744.25916176677 0.44378782984263965 
mero 	 19384.965600331714 0.44378782984263965 
ver 	 8011.443845157644 0.7263933872216984 
megszegyenulten 	 23744.25916176677 0.44378782984263965 
leul 	 23744.25916176677 0.44378782984263965 
ottfolytatja 	 23744.25916176677 0.44378782984263965 
ahol 	 4708.068442197245 0.7263933872216984 
abbahagyta 	 20993.851149304908 0.44378782984263965 
odamegy 	 23744.25916176677 0.44378782984263965 
farkashoz 	 23744.25916176677 0.44378782984263965 
megcsavarja 	 23744.25916176677 0.44378782984263965 
afulet 	 23744.25916176677 0.44378782984263965 
ordas 	 23744.25916176677 0.44378782984263965 
parviadalt 	 23744.25916176677 0.44378782984263965 
akar 	 9416.13688439449 0.44378782984263965 
elvonulnak 	 23744.25916176677 0.44378782984263965 
majd 	 1782.6372232836734 1.1755497788010087 
betamolyog 	 23744.25916176677 0.44378782984263965 
afarkas 	 23744.25916176677 0.44378782984263965 
borogatast 	 23744.25916176677 0.44378782984263965 
ker 	 17358.009525228263 0.44378782984263965 
nem 	 156.37168625295382 1.8840901754677444 
nyugszik 	 23744.25916176677 0.44378782984263965 
szeme 	 18243.443136843045 0.44378782984263965 
megakad 	 23744.25916176677 0.44378782984263965 
amedven 	 23744.25916176677 0.44378782984263965 
hata 	 19384.965600331714 0.44378782984263965 
moge 	 7746.517562190591 0.7263933872216984 
surran 	 23744.25916176677 0.44378782984263965 
levizeli 	 23744.25916176677 0.44378782984263965 
dormogo 	 23744.25916176677 0.44378782984263965 
elegteteltkovetel 	 23744.25916176677 0.44378782984263965 
nehany 	 3250.5535333632815 0.92213236738048 
perc 	 16634.557587869847 0.44378782984263965 
alig 	 12275.26402643479 0.44378782984263965 
birja 	 18243.443136843045 0.44378782984263965 
vonszolni 	 23744.25916176677 0.44378782984263965 
magat 	 2409.1595134441945 1.065720582548686 
siri 	 20993.851149304908 0.44378782984263965 
csondtamad 	 23744.25916176677 0.44378782984263965 
ekkor 	 13884.149575407988 0.44378782984263965 
nyilik 	 19384.965600331714 0.44378782984263965 
ajto 	 23744.25916176677 0.44378782984263965 
megjelenik 	 18243.443136843045 0.44378782984263965 
