term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 510.3667903689566 1.49621890232428 
logo_asm 	 1531.1003711068697 0.9949712126564644 
gif 	 65.83329696283121 1.711813755516963 
subject 	 1010.4918418223998 0.9949712126564644 
index 	 248.52260189511122 1.3288557946090571 
anthropology 	 1520.1624885954093 0.9949712126564644 
ant 	 1531.1003711068697 0.9949712126564644 
idx 	 80.5842300582563 1.899040186375984 
html 	 14.971368336718314 1.934852958626329 
architecture 	 1466.990110724727 0.9949712126564644 
arc 	 723.1974794675829 1.3288557946090571 
art 	 646.8842885826681 1.3288557946090571 
black 	 1320.8765670889284 0.9949712126564644 
studies 	 306.1186586072878 1.5967718358495235 
blk 	 1531.1003711068697 0.9949712126564644 
stu 	 1531.1003711068697 0.9949712126564644 
business 	 1038.7154980131945 0.9949712126564644 
bus 	 1456.6461487254605 0.9949712126564644 
ecology 	 1520.1624885954093 0.9949712126564644 
eco 	 1520.1624885954093 0.9949712126564644 
economics 	 1446.3949589351657 0.9949712126564644 
ecn 	 1520.1624885954093 0.9949712126564644 
education 	 413.80275916052227 1.49621890232428 
edu 	 1249.970115267994 0.9949712126564644 
film 	 1416.1817461062637 0.9949712126564644 
flm 	 1531.1003711068697 0.9949712126564644 
gen 	 273.507221365116 1.6638634982282814 
healthcare 	 1509.328284255366 0.9949712126564644 
med 	 749.29790551775 1.3288557946090571 
history 	 157.3245714136546 1.775783295380905 
law 	 318.68432727589396 1.49621890232428 
linguistics 	 1509.328284255366 0.9949712126564644 
lin 	 749.29790551775 1.3288557946090571 
literature 	 1436.2348920372535 0.9949712126564644 
lit 	 1520.1624885954093 0.9949712126564644 
mass 	 1293.7685771653362 0.9949712126564644 
media 	 989.7722412331076 0.9949712126564644 
mda 	 1531.1003711068697 0.9949712126564644 
medicine 	 1406.285580390884 0.9949712126564644 
music 	 1466.990110724727 0.9949712126564644 
mus 	 1520.1624885954093 0.9949712126564644 
philosophy 	 1466.990110724727 0.9949712126564644 
phi 	 1531.1003711068697 0.9949712126564644 
political 	 108.24023442666804 1.816512540964333 
science 	 624.985057633997 1.3288557946090571 
psi 	 1520.1624885954093 0.9949712126564644 
psychology 	 1509.328284255366 0.9949712126564644 
psy 	 1509.328284255366 0.9949712126564644 
religion 	 1456.6461487254605 0.9949712126564644 
rel 	 1520.1624885954093 0.9949712126564644 
sci 	 1477.4285394375474 0.9949712126564644 
shakespeare 	 1531.1003711068697 0.9949712126564644 
sha 	 754.664142127683 1.3288557946090571 
sociology 	 1520.1624885954093 0.9949712126564644 
soc 	 1520.1624885954093 0.9949712126564644 
sports 	 1446.3949589351657 0.9949712126564644 
recreation 	 1477.4285394375474 0.9949712126564644 
spt 	 1487.9631762224756 0.9949712126564644 
urban 	 1456.6461487254605 0.9949712126564644 
urb 	 1531.1003711068697 0.9949712126564644 
women's 	 1456.6461487254605 0.9949712126564644 
wom 	 1531.1003711068697 0.9949712126564644 
home 	 255.23305081163568 1.3288557946090571 
page 	 280.5349695436059 1.3288557946090571 
topic 	 1509.328284255366 0.9949712126564644 
search 	 693.3733215306019 1.3288557946090571 
custom 	 743.9815881112378 1.3288557946090571 
east 	 1129.628669052372 1.3288557946090571 
specific 	 1232.9100970703337 0.9949712126564644 
paper 	 327.9422372949798 1.5967718358495235 
click 	 703.142790195442 1.3288557946090571 
catalog 	 1498.5958110355 0.9949712126564644 
button 	 1367.53610682558 0.9949712126564644 
title 	 660.4382835444642 1.3288557946090571 
description 	 1396.4743613516232 0.9949712126564644 
written 	 1258.5965713092369 0.9949712126564644 
pgs 	 29.23389401145018 1.9618899701185002 
pages 	 1330.0573393389013 0.9949712126564644 
footnotes 	 1520.1624885954093 0.9949712126564644 
sources 	 1330.0573393389013 0.9949712126564644 
price 	 1311.7689491799192 0.9949712126564644 
comparison 	 929.9604899596276 1.3288557946090571 
historical 	 380.95005101069114 1.6638634982282814 
methods 	 952.3751275267279 1.3288557946090571 
thucydides 	 5583.925322877809 0.9949712126564644 
ssu 	 6047.371941445442 0.9949712126564644 
ch'ien 	 6047.371941445442 0.9949712126564644 
contrast 	 2914.591794098936 0.9949712126564644 
ancient 	 2990.820035150919 0.9949712126564644 
historians 	 5000.051634913282 0.9949712126564644 
greece 	 1767.9721247750713 1.3288557946090571 
china 	 154.21535191905883 1.8937293374603084 
respectively 	 3160.464101001105 0.9949712126564644 
war 	 75.5844384351273 1.9223295503512725 
crimes 	 959.4343439751237 1.49621890232428 
geneva 	 2231.4187433427032 1.3288557946090571 
conventions 	 2231.4187433427032 1.3288557946090571 
impact 	 1070.455171037682 1.3288557946090571 
observes 	 295.8692612912585 1.711813755516963 
principle 	 3415.517180153247 0.9949712126564644 
body 	 2438.9204600708617 0.9949712126564644 
international 	 385.53598381974626 1.5967718358495235 
jurisdiction 	 4207.784407533264 0.9949712126564644 
known 	 695.3452681817846 1.49621890232428 
focuses 	 2280.230403602493 0.9949712126564644 
treatment 	 1874.6695716466977 0.9949712126564644 
vietnam 	 479.96428892965514 1.7477915762672158 
particularly 	 2033.6755048615844 0.9949712126564644 
lai 	 5000.051634913282 0.9949712126564644 
massacre 	 4615.463868455236 0.9949712126564644 
afn 	 276.4796580252145 1.711813755516963 
imperialism 	 4207.784407533264 0.9949712126564644 
revolution 	 874.4166509244097 1.49621890232428 
sociopolitical 	 4328.21147693016 0.9949712126564644 
intellectual 	 3255.7692800184404 0.9949712126564644 
reactions 	 3474.1454156382174 0.9949712126564644 
foreign 	 247.8723127433242 1.7477915762672158 
rule 	 1195.6442840425063 1.3288557946090571 
noting 	 2259.257338104744 0.9949712126564644 
western 	 504.18546545229214 1.5967718358495235 
imperialist 	 5583.925322877809 0.9949712126564644 
expansion 	 2712.35999467311 0.9949712126564644 
iran 	 1158.0484718794057 1.49621890232428 
military 	 517.0786298336864 1.5967718358495235 
regimes 	 5583.925322877809 0.9949712126564644 
communist 	 812.9734866902872 1.49621890232428 
mao 	 1597.2193651659306 1.49621890232428 
tse 	 1313.776178516356 1.5967718358495235 
tung 	 1666.6838783044275 1.49621890232428 
reasons 	 2514.310417256886 0.9949712126564644 
defeat 	 819.7689744033843 1.6638634982282814 
nationalist 	 1487.612495561802 1.49621890232428 
chinese 	 379.5019089059163 1.798182323991442 
communists 	 1835.2851296526944 1.3288557946090571 
conflict 	 398.5480946808354 1.711813755516963 
japanese 	 217.0512853345627 1.8738161688858004 
invasion 	 3415.517180153247 0.9949712126564644 
north 	 672.2472872697228 1.49621890232428 
reaction 	 959.4343439751237 1.49621890232428 
chang 	 2500.025817456641 1.3288557946090571 
