term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 679.5960235709116 1.380883681946633 
logo_asm 	 2038.7880707127347 0.8528625562904855 
gif 	 87.6625354133238 1.6337547361600477 
subject 	 1345.554316057474 0.8528625562904855 
index 	 330.92860899768965 1.195799011641758 
anthropology 	 2024.223366266153 0.8528625562904855 
ant 	 2038.7880707127347 0.8528625562904855 
idx 	 107.30463530067026 1.8677767658204887 
html 	 19.935627828945996 1.914178218884928 
architecture 	 1953.4199024698462 0.8528625562904855 
arc 	 962.997868547385 1.195799011641758 
art 	 430.6902393800616 1.4967136635134604 
black 	 586.2858370106004 1.380883681946633 
studies 	 543.4967610385442 1.380883681946633 
blk 	 2038.7880707127347 0.8528625562904855 
stu 	 2038.7880707127347 0.8528625562904855 
business 	 461.0454908066731 1.380883681946633 
bus 	 1939.646052808531 0.8528625562904855 
ecology 	 2024.223366266153 0.8528625562904855 
eco 	 2024.223366266153 0.8528625562904855 
economics 	 1925.99573709477 0.8528625562904855 
ecn 	 2024.223366266153 0.8528625562904855 
education 	 826.5194218403083 1.195799011641758 
edu 	 1664.4396460523944 0.8528625562904855 
film 	 1885.7643198370372 0.8528625562904855 
flm 	 2038.7880707127347 0.8528625562904855 
gen 	 364.1977173383259 1.5760332642900043 
healthcare 	 2009.7967179673378 0.8528625562904855 
med 	 997.7527665774413 1.195799011641758 
history 	 239.41807043277822 1.6776424945929997 
law 	 159.13305318697854 1.7121375183000584 
linguistics 	 2009.7967179673378 0.8528625562904855 
lin 	 1995.5055331548826 0.8528625562904855 
literature 	 1912.4667591257216 0.8528625562904855 
lit 	 2024.223366266153 0.8528625562904855 
mass 	 1722.7609575202464 0.8528625562904855 
media 	 1317.9644367076025 0.8528625562904855 
mda 	 2038.7880707127347 0.8528625562904855 
medicine 	 1872.5867483420168 0.8528625562904855 
music 	 1953.4199024698462 0.8528625562904855 
mus 	 2024.223366266153 0.8528625562904855 
philosophy 	 72.34888527666098 1.9050949609547896 
phi 	 2038.7880707127347 0.8528625562904855 
political 	 160.1454620369289 1.739963643437141 
science 	 277.4066076753991 1.6337547361600477 
psi 	 2024.223366266153 0.8528625562904855 
psychology 	 1004.8983589836689 1.195799011641758 
psy 	 2009.7967179673378 0.8528625562904855 
religion 	 646.5486842695103 1.380883681946633 
rel 	 2024.223366266153 0.8528625562904855 
sci 	 1967.3195424531473 0.8528625562904855 
shakespeare 	 2038.7880707127347 0.8528625562904855 
sha 	 1004.8983589836689 1.195799011641758 
sociology 	 674.7411220887177 1.380883681946633 
soc 	 2024.223366266153 0.8528625562904855 
sports 	 1925.99573709477 0.8528625562904855 
recreation 	 1967.3195424531473 0.8528625562904855 
spt 	 1981.3472915228415 0.8528625562904855 
urban 	 1939.646052808531 0.8528625562904855 
urb 	 2038.7880707127347 0.8528625562904855 
women's 	 1939.646052808531 0.8528625562904855 
wom 	 2038.7880707127347 0.8528625562904855 
home 	 679.7282648036912 0.8528625562904855 
page 	 373.55575122079455 1.195799011641758 
topic 	 2009.7967179673378 0.8528625562904855 
search 	 923.284510384581 1.195799011641758 
custom 	 990.6736457614207 1.195799011641758 
individual 	 426.1273245581929 1.6337547361600477 
philosophers 	 2662.7615491142838 1.195799011641758 
specific 	 1641.722806422614 0.8528625562904855 
paper 	 436.68248920643856 1.4967136635134604 
click 	 936.2933741710084 1.195799011641758 
catalog 	 1995.5055331548826 0.8528625562904855 
button 	 1820.9885866916295 0.8528625562904855 
title 	 879.4287555159007 1.195799011641758 
description 	 929.7611452218595 1.195799011641758 
written 	 837.9632465147238 1.195799011641758 
pgs 	 23.537481003094808 1.969201601283898 
pages 	 885.5412381775188 1.195799011641758 
footnotes 	 2024.223366266153 0.8528625562904855 
sources 	 1771.0824763550377 0.8528625562904855 
price 	 1746.7299568257542 0.8528625562904855 
descarte's 	 9107.551019205905 0.8528625562904855 
meditations 	 8052.581010393667 0.8528625562904855 
critique 	 776.2044987959022 1.5760332642900043 
subjective 	 5603.016507668966 0.8528625562904855 
view 	 277.3643519049552 1.739963643437141 
existence 	 568.5058123570911 1.7121375183000584 
cogito 	 3035.8503397353015 1.380883681946633 
ergo 	 8052.581010393667 0.8528625562904855 
sum 	 6380.493107040804 0.8528625562904855 
cartesian 	 8052.581010393667 0.8528625562904855 
dualism 	 3717.7315579265205 1.195799011641758 
discusses 	 256.68668739004977 1.7121375183000584 
external 	 1569.4684012293137 1.380883681946633 
realities 	 1980.8803309230645 1.380883681946633 
internal 	 3383.004443120302 0.8528625562904855 
containing 	 2601.8490485747225 1.195799011641758 
universal 	 5203.698097149445 0.8528625562904855 
laws 	 1002.7966370940276 1.380883681946633 
humans 	 5603.016507668966 0.8528625562904855 
subjected 	 6657.986516481204 0.8528625562904855 
descartes 	 636.1464546892211 1.7820917009811452 
rational 	 1485.6602481922985 1.4967136635134604 
