term 	 tf-idf weight 	 BM25 ranking 
 law 	 217.7885346836244 1.625880979218425 
leading 	 1605.2483527010443 1.0414446181228703 
attorneys 	 2966.6524104454993 1.0414446181228703 
web 	 2137.2732398533235 1.0414446181228703 
header 	 5759.620929470956 0.7040223918080585 
gif 	 179.9616241123063 1.369670993734067 
webhead 	 6224.428946858455 0.7040223918080585 
illinois 	 365.6521642782824 1.767585405128685 
social 	 50.44223907029839 1.932866839818785 
security 	 63.419713745308826 1.9374305533513503 
act 	 475.19822625415264 1.625880979218425 
benefits 	 65.68399353657136 1.9465195572009653 
retirees 	 3673.5712318550177 1.239459754506606 
retirement 	 404.91548450905634 1.8144412527595644 
survivors 	 1016.6328176690399 1.625880979218425 
insurance 	 161.1113454594455 1.8843736557378847 
railroad 	 395.6527645043909 1.8144412527595644 
system 	 280.8564886480211 1.625880979218425 
disability 	 296.68133494676147 1.8517908162392047 
rsdhi 	 1001.8830632331866 1.713286392032842 
supplemental 	 1596.1480197431144 1.5304524191508408 
income 	 161.29255883443034 1.887894467603072 
medicare 	 223.90523841716356 1.9098539749530725 
costs 	 888.9363636618732 1.461813327970672 
covered 	 473.1603486643893 1.7340014677427111 
medicaid 	 349.2921719307751 1.8628343827732996 
assistance 	 505.87492605889696 1.6890723900789792 
applying 	 1393.4765710165668 1.461813327970672 
appeal 	 1380.889319494117 1.369670993734067 
resources 	 1300.5296711994702 1.239459754506606 
millions 	 3221.9474504868535 1.0414446181228703 
people 	 152.547453776917 1.793639657271807 
united 	 717.9924438145559 1.369670993734067 
rely 	 7668.254523964821 0.7040223918080585 
form 	 1605.2483527010443 1.0414446181228703 
financial 	 583.1952805878554 1.5304524191508408 
government 	 223.43303968109493 1.713286392032842 
disabilities 	 1137.2784506292523 1.5304524191508408 
eligible 	 657.3100398400061 1.7340014677427111 
lower 	 4678.973457787162 0.7040223918080585 
brackets 	 11020.713695565051 0.7040223918080585 
workers 	 357.14780884766714 1.767585405128685 
age 	 237.81549892776763 1.8045924903539885 
reap 	 11020.713695565051 0.7040223918080585 
workforce 	 8411.2084321892 0.7040223918080585 
receiving 	 2274.5569012585047 1.239459754506606 
commonly 	 1917.0636309912052 1.369670993734067 
referred 	 3560.874880539518 1.0414446181228703 
chapter 	 1793.281708889716 1.239459754506606 
describes 	 4194.421216742348 0.7040223918080585 
federal 	 185.30822732400176 1.8314331750403172 
major 	 1395.1365148799694 1.0414446181228703 
programs 	 188.306377037611 1.8144412527595644 
created 	 1933.8591743112459 1.0414446181228703 
thereunder 	 12464.539272671418 0.7040223918080585 
issues 	 723.2261562102667 1.369670993734067 
senior 	 2799.6555403922 1.0414446181228703 
citizens 	 2622.7056935697933 1.0414446181228703 
addressed 	 3411.835351887757 1.0414446181228703 
elder 	 8133.062541352319 0.7040223918080585 
c14 	 10176.129875375746 0.7040223918080585 
html 	 272.83779742243433 1.239459754506606 
congress 	 4780.603369752088 0.7040223918080585 
passed 	 5599.3110807844 0.7040223918080585 
create 	 4444.681818309366 0.7040223918080585 
broad 	 5379.845126669147 0.7040223918080585 
safety 	 4729.1686577263445 0.7040223918080585 
net 	 4833.340363783364 0.7040223918080585 
families 	 6224.428946858455 0.7040223918080585 
originally 	 3411.835351887757 1.0414446181228703 
intended 	 1073.9824834956178 1.5304524191508408 
provide 	 587.9187094598865 1.5304524191508408 
support 	 2892.904624841067 0.7040223918080585 
elderly 	 1073.9824834956178 1.5304524191508408 
perform 	 6224.428946858455 0.7040223918080585 
gainful 	 3673.5712318550177 1.239459754506606 
labor 	 4489.479243784633 0.7040223918080585 
expanded 	 6562.9558770023195 0.7040223918080585 
include 	 1185.4145822536582 1.239459754506606 
dependents 	 4366.152149134689 1.0414446181228703 
persons 	 1011.7498521177939 1.461813327970672 
qualified 	 1577.5440956160146 1.461813327970672 
receive 	 337.79776126616747 1.767585405128685 
widows 	 11020.713695565051 0.7040223918080585 
widowers 	 12464.539272671418 0.7040223918080585 
children 	 1968.009774781391 1.0414446181228703 
died 	 7668.254523964821 0.7040223918080585 
legally 	 7469.723419432412 0.7040223918080585 
depending 	 3012.948921163023 1.0414446181228703 
person's 	 852.9588379719393 1.625880979218425 
circumstances 	 4489.479243784633 0.7040223918080585 
public 	 449.3703818368338 1.461813327970672 
benefit 	 823.4528495664362 1.461813327970672 
started 	 6331.272879067722 0.7040223918080585 
amendments 	 7887.720478080073 0.7040223918080585 
financed 	 8732.304298269379 0.7040223918080585 
taxes 	 1556.1072367146137 1.369670993734067 
levied 	 9112.080101071188 0.7040223918080585 
employers 	 6562.9558770023195 0.7040223918080585 
automatically 	 2322.4609516942783 1.239459754506606 
deduct 	 9112.080101071188 0.7040223918080585 
portion 	 2429.492907054338 1.239459754506606 
worker's 	 1455.3840497115632 1.5304524191508408 
paycheck 	 11020.713695565051 0.7040223918080585 
match 	 9576.888118458686 0.7040223918080585 
amount 	 308.9373287895936 1.793639657271807 
money 	 1312.0065165209273 1.239459754506606 
business 	 473.2380538848391 1.369670993734067 
organization 	 1522.8268333391334 1.0414446181228703 
percent 	 822.8029899244221 1.583563742316938 
employee's 	 4366.152149134689 1.0414446181228703 
gross 	 3644.239360581507 1.0414446181228703 
salary 	 4556.040050535594 1.0414446181228703 
goes 	 2761.778638988234 1.0414446181228703 
deduction 	 9112.080101071188 0.7040223918080585 
usually 	 1311.3528467848967 1.369670993734067 
labeled 	 9576.888118458686 0.7040223918080585 
fica 	 12464.539272671418 0.7040223918080585 
contributions 	 5000.06932386734 0.7040223918080585 
authorizes 	 12464.539272671418 0.7040223918080585 
payroll 	 3673.5712318550177 1.239459754506606 
tax 	 988.5994521266997 1.461813327970672 
employer 	 3344.6184821229767 1.0414446181228703 
