term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 301.84422597499093 1.6678691782864767 
logo_asm 	 905.5326779249729 1.252031070147519 
gif 	 38.9355282124881 1.8188971276948949 
subject 	 597.6312205353826 1.252031070147519 
index 	 146.9827461776861 1.5399989030126016 
anthropology 	 899.0637290380549 1.252031070147519 
ant 	 905.5326779249729 1.252031070147519 
idx 	 47.659614627630155 1.9390322887699345 
html 	 8.854457563973385 1.9609506454292065 
architecture 	 867.6161984688673 1.252031070147519 
arc 	 285.145229583019 1.6678691782864767 
art 	 255.05615577829317 1.6678691782864767 
black 	 195.30020983204628 1.740112294048493 
studies 	 241.39540766232318 1.6678691782864767 
blk 	 905.5326779249729 1.252031070147519 
stu 	 905.5326779249729 1.252031070147519 
business 	 614.3234266464738 1.252031070147519 
bus 	 861.4985096574028 1.252031070147519 
ecology 	 899.0637290380549 1.252031070147519 
eco 	 899.0637290380549 1.252031070147519 
economics 	 427.7178443745284 1.5399989030126016 
ecn 	 899.0637290380549 1.252031070147519 
education 	 734.2012209777246 1.252031070147519 
edu 	 739.2649150666351 1.252031070147519 
film 	 837.5668069709836 1.252031070147519 
flm 	 905.5326779249729 1.252031070147519 
gen 	 161.75930152477548 1.7865423328966699 
healthcare 	 892.6560981247834 1.252031070147519 
med 	 443.1543168241461 1.5399989030126016 
history 	 74.43668260761541 1.8872545724637195 
law 	 282.7173297093233 1.5399989030126016 
linguistics 	 892.6560981247834 1.252031070147519 
lin 	 886.3086336482922 1.252031070147519 
literature 	 849.4267602949985 1.252031070147519 
lit 	 899.0637290380549 1.252031070147519 
mass 	 765.1684673348794 1.252031070147519 
media 	 585.3771085508142 1.252031070147519 
mda 	 905.5326779249729 1.252031070147519 
medicine 	 831.7139565566382 1.252031070147519 
music 	 867.6161984688673 1.252031070147519 
mus 	 899.0637290380549 1.252031070147519 
philosophy 	 433.80809923443366 1.5399989030126016 
phi 	 905.5326779249729 1.252031070147519 
political 	 128.03219330258545 1.7865423328966699 
science 	 369.63245753331756 1.5399989030126016 
psi 	 899.0637290380549 1.252031070147519 
psychology 	 892.6560981247834 1.252031070147519 
psy 	 892.6560981247834 1.252031070147519 
religion 	 287.1661698858009 1.6678691782864767 
rel 	 899.0637290380549 1.252031070147519 
sci 	 873.7897573576397 1.252031070147519 
shakespeare 	 905.5326779249729 1.252031070147519 
sha 	 446.3280490623917 1.5399989030126016 
