term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 611.7257242392568 1.4249357679823216 
logo_asm 	 1835.1771727177704 0.9046842274850975 
gif 	 78.90780125903653 1.6641897711521423 
subject 	 1211.175698422299 0.9046842274850975 
index 	 297.8792341174999 1.2458279890456547 
anthropology 	 1822.0670248256438 0.9046842274850975 
ant 	 1835.1771727177704 0.9046842274850975 
idx 	 96.58827224830371 1.8801906763326526 
html 	 17.94468470805257 1.9224166398612346 
architecture 	 1758.3346034058407 0.9046842274850975 
arc 	 866.8246254335857 1.2458279890456547 
art 	 775.3556214857877 1.2458279890456547 
black 	 791.6014422186491 1.2458279890456547 
studies 	 366.9138777707649 1.5352976106561402 
blk 	 1835.1771727177704 0.9046842274850975 
stu 	 1835.1771727177704 0.9046842274850975 
business 	 622.502288835554 1.2458279890456547 
bus 	 1745.9363287435528 0.9046842274850975 
ecology 	 1822.0670248256438 0.9046842274850975 
eco 	 1822.0670248256438 0.9046842274850975 
economics 	 288.94154181119524 1.6641897711521423 
ecn 	 1822.0670248256438 0.9046842274850975 
education 	 495.9840595362341 1.4249357679823216 
edu 	 1498.2143988776481 0.9046842274850975 
film 	 1697.4356886837982 0.9046842274850975 
flm 	 1835.1771727177704 0.9046842274850975 
gen 	 327.8258033860095 1.6101202850138348 
healthcare 	 1809.081145607919 0.9046842274850975 
med 	 898.1086006643197 1.2458279890456547 
history 	 251.42567843302052 1.6641897711521423 
law 	 381.97509043567345 1.4249357679823216 
linguistics 	 1809.081145607919 0.9046842274850975 
lin 	 1796.2172013286395 0.9046842274850975 
literature 	 1721.4713929055445 0.9046842274850975 
lit 	 1822.0670248256438 0.9046842274850975 
mass 	 775.3556214857877 1.2458279890456547 
media 	 1186.3411815304964 0.9046842274850975 
mda 	 1835.1771727177704 0.9046842274850975 
medicine 	 1685.5741427257315 0.9046842274850975 
music 	 1758.3346034058407 0.9046842274850975 
mus 	 1822.0670248256438 0.9046842274850975 
philosophy 	 1758.3346034058407 0.9046842274850975 
phi 	 1835.1771727177704 0.9046842274850975 
political 	 432.45587974492634 1.4249357679823216 
science 	 749.1071994388241 1.2458279890456547 
psi 	 1822.0670248256438 0.9046842274850975 
psychology 	 904.5405728039595 1.2458279890456547 
psy 	 1809.081145607919 0.9046842274850975 
religion 	 1745.9363287435528 0.9046842274850975 
rel 	 1822.0670248256438 0.9046842274850975 
sci 	 1770.8461058875241 0.9046842274850975 
shakespeare 	 1835.1771727177704 0.9046842274850975 
sha 	 904.5405728039595 1.2458279890456547 
sociology 	 1822.0670248256438 0.9046842274850975 
soc 	 1822.0670248256438 0.9046842274850975 
sports 	 1733.6492508671713 0.9046842274850975 
recreation 	 1770.8461058875241 0.9046842274850975 
spt 	 1783.47292338127 0.9046842274850975 
urban 	 1745.9363287435528 0.9046842274850975 
urb 	 1835.1771727177704 0.9046842274850975 
women's 	 1745.9363287435528 0.9046842274850975 
wom 	 1835.1771727177704 0.9046842274850975 
home 	 611.8447587260558 0.9046842274850975 
page 	 336.2492635824497 1.2458279890456547 
topic 	 1809.081145607919 0.9046842274850975 
search 	 831.0773845117451 1.2458279890456547 
custom 	 891.736461690635 1.2458279890456547 
labor 	 51.80270160265597 1.958402294455067 
employment 	 698.6860468793601 1.6101202850138348 
specific 	 1477.7662580808023 0.9046842274850975 
paper 	 393.07162300448147 1.5352976106561402 
click 	 842.7870713628657 1.2458279890456547 
catalog 	 1796.2172013286395 0.9046842274850975 
button 	 1639.1290169300476 0.9046842274850975 
title 	 791.6014422186491 1.2458279890456547 
description 	 836.9072069342625 1.2458279890456547 
written 	 1508.554070598123 0.9046842274850975 
pgs 	 25.6629158426147 1.9664671345365272 
pages 	 1594.2069596625502 0.9046842274850975 
footnotes 	 1822.0670248256438 0.9046842274850975 
sources 	 1594.2069596625502 0.9046842274850975 
price 	 786.1432460089629 1.2458279890456547 
national 	 520.4854653643936 1.4249357679823216 
policy 	 1088.7986813201048 1.2458279890456547 
union 	 82.77727453625853 1.9248252593983974 
activity 	 2758.6927829750443 0.9046842274850975 
agriculture 	 4316.490423184435 0.9046842274850975 
discusses 	 264.0591415238357 1.7050887894808187 
dispute 	 4316.490423184435 0.9046842274850975 
farm 	 2046.9197448862417 1.2458279890456547 
workers 	 182.6984310475878 1.8739540882244905 
teamsters 	 1449.6762134348653 1.6101202850138348 
legislative 	 1388.0371010278093 1.4249357679823216 
background 	 964.8157731992135 1.4249357679823216 
analysis 	 210.69676784071643 1.7371070611180526 
events 	 1260.9490646925256 1.2458279890456547 
traces 	 3144.227852405358 0.9046842274850975 
origins 	 1538.6926637466183 1.2458279890456547 
growth 	 420.3163548975085 1.6641897711521423 
company 	 2543.8185970296754 0.9046842274850975 
relations 	 609.3909539939568 1.5352976106561402 
movement 	 380.50566483278425 1.6641897711521423 
notes 	 2417.2671484501843 0.9046842274850975 
knights 	 1673.2234672665352 1.5352976106561402 
formation 	 3682.69619811552 0.9046842274850975 
gompers 	 8197.992704541452 0.9046842274850975 
power 	 493.41971320788645 1.5352976106561402 
unions 	 234.20060424095726 1.8858392043230354 
latin 	 4164.111303083428 0.9046842274850975 
america 	 894.4202960780988 1.4249357679823216 
historical 	 380.50566483278425 1.6641897711521423 
discussion 	 508.313364047247 1.5352976106561402 
status 	 1132.4440141745888 1.2458279890456547 
hoffa 	 2732.6642348471505 1.4249357679823216 
rise 	 449.17540748647974 1.7050887894808187 
organization 	 400.6284707968531 1.6101202850138348 
afl's 	 8197.992704541452 0.9046842274850975 
attitude 	 3327.165860300954 0.9046842274850975 
american 	 101.26482478372488 1.8506276828601795 
communist 	 1461.6452450993354 1.2458279890456547 
party 	 2500.3228803387005 0.9046842274850975 
soviet 	 3144.227852405358 0.9046842274850975 
analyzes 	 552.9622866654079 1.5352976106561402 
anti 	 2659.0124676081173 0.9046842274850975 
attitudes 	 3366.87878581731 0.9046842274850975 
prevalent 	 5043.451127139609 0.9046842274850975 
organizations 	 1476.3769956756953 1.2458279890456547 
manpower 	 1997.6875881689114 1.4249357679823216 
program 	 1616.4838732568892 0.9046842274850975 
york 	 566.2220070872944 1.5352976106561402 
development 	 398.55173991563754 1.5352976106561402 
training 	 1476.3769956756953 1.2458279890456547 
act 	 1250.1614401693503 1.2458279890456547 
designed 	 1294.3703271485865 1.2458279890456547 
retrain 	 8197.992704541452 0.9046842274850975 
unemployed 	 3346.4469345330704 1.2458279890456547 
ready 	 3902.365628718516 0.9046842274850975 
force 	 430.5218437247762 1.7050887894808187 
laws 	 1353.9731203864828 1.2458279890456547 
effect 	 720.2624452631414 1.4249357679823216 
management 	 253.67044322185617 1.7628538291155798 
overview 	 1188.7771114669144 1.2458279890456547 
legislation 	 803.6249164290756 1.5352976106561402 
unemployment 	 381.8736802473789 1.816706966712443 
current 	 482.65966599795405 1.5352976106561402 
crisis 	 1379.3463914875222 1.2458279890456547 
proportions 	 5743.282231699015 0.9046842274850975 
effects 	 357.3635119766853 1.6641897711521423 
sociologically 	 8197.992704541452 0.9046842274850975 
blue 	 4093.8394897724834 0.9046842274850975 
white 	 1447.2236597988203 1.2458279890456547 
collar 	 2871.6411158495075 1.2458279890456547 
todays 	 6298.769429807201 0.9046842274850975 
glutted 	 8197.992704541452 0.9046842274850975 
market 	 862.9135514323909 1.4249357679823216 
relationship 	 672.7050602044554 1.4249357679823216 
multinational 	 5187.795033590831 0.9046842274850975 
corporations 	 2158.2452115922174 1.2458279890456547 
examines 	 229.3971465897213 1.7371070611180526 
conflict 	 2866.1988961298925 0.9046842274850975 
objectives 	 3251.0351642188634 0.9046842274850975 
goals 	 1281.352985654922 1.4249357679823216 
adhered 	 8197.992704541452 0.9046842274850975 
reference 	 1644.2858794282902 1.2458279890456547 
abundance 	 5993.062764506733 0.9046842274850975 
cheap 	 6298.769429807201 0.9046842274850975 
aboard 	 4793.670594331891 0.9046842274850975 
governmental 	 1841.34809905776 1.2458279890456547 
reaction 	 3449.9345177058253 0.9046842274850975 
alliance 	 1663.582930150477 1.2458279890456547 
extensive 	 3788.1328244720157 0.9046842274850975 
detailed 	 2894.4473195976407 0.9046842274850975 
study 	 554.0515896744968 1.4249357679823216 
formulation 	 5743.282231699015 0.9046842274850975 
performance 	 3077.3853274932367 0.9046842274850975 
subsequent 	 3584.7974174599817 0.9046842274850975 
demise 	 2871.6411158495075 1.2458279890456547 
organized 	 1894.0664122360079 1.2458279890456547 
