term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 358.1051319999153 1.6177935806357902 
logo_asm 	 1074.315395999746 1.1704428209644304 
gif 	 46.19274205091043 1.7887074478710083 
subject 	 354.5120109980598 1.4766931776531942 
index 	 174.37893851258025 1.4766931776531942 
anthropology 	 1066.640696284793 1.1704428209644304 
ant 	 1074.315395999746 1.1704428209644304 
idx 	 56.54291557893399 1.9280771432353518 
html 	 10.504844624713987 1.9538402008684992 
architecture 	 1029.331643745609 1.1704428209644304 
arc 	 507.44040116623046 1.4766931776531942 
art 	 453.8943127237969 1.4766931776531942 
black 	 926.8092797946812 1.1704428209644304 
studies 	 286.38922625027095 1.6177935806357902 
blk 	 1074.315395999746 1.1704428209644304 
stu 	 1074.315395999746 1.1704428209644304 
business 	 182.2068743233994 1.6989628962886834 
bus 	 1022.0736756586347 1.1704428209644304 
ecology 	 1066.640696284793 1.1704428209644304 
eco 	 1066.640696284793 1.1704428209644304 
economics 	 1014.8808023324609 1.1704428209644304 
ecn 	 1066.640696284793 1.1704428209644304 
education 	 871.0493775504957 1.1704428209644304 
edu 	 877.0568962772801 1.1704428209644304 
film 	 993.6813301638001 1.1704428209644304 
flm 	 1074.315395999746 1.1704428209644304 
gen 	 191.90970387998516 1.7516954281150956 
healthcare 	 1059.038743633249 1.1704428209644304 
med 	 525.754085936339 1.4766931776531942 
history 	 441.55487759842873 1.4766931776531942 
law 	 335.4131633533687 1.4766931776531942 
linguistics 	 1059.038743633249 1.1704428209644304 
lin 	 1051.508171872678 1.1704428209644304 
literature 	 503.87593325191483 1.4766931776531942 
lit 	 1066.640696284793 1.1704428209644304 
mass 	 907.7886254475937 1.1704428209644304 
media 	 694.4858595528891 1.1704428209644304 
mda 	 1074.315395999746 1.1704428209644304 
medicine 	 986.7375638438223 1.1704428209644304 
music 	 1029.331643745609 1.1704428209644304 
mus 	 1066.640696284793 1.1704428209644304 
philosophy 	 1029.331643745609 1.1704428209644304 
phi 	 1074.315395999746 1.1704428209644304 
political 	 379.74045498769806 1.4766931776531942 
science 	 438.52844813864004 1.4766931776531942 
psi 	 1066.640696284793 1.1704428209644304 
psychology 	 1059.038743633249 1.1704428209644304 
psy 	 1059.038743633249 1.1704428209644304 
religion 	 1022.0736756586347 1.1704428209644304 
rel 	 1066.640696284793 1.1704428209644304 
sci 	 1036.6558955633536 1.1704428209644304 
shakespeare 	 1074.315395999746 1.1704428209644304 
sha 	 529.5193718166245 1.4766931776531942 
