term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 159.85241553113426 1.8092032841639505 
logo_asm 	 479.5572465934028 1.5193216945460941 
gif 	 20.61970281075553 1.8998232955278334 
subject 	 316.49700732495114 1.5193216945460941 
index 	 77.83997504676275 1.7268346873780738 
anthropology 	 476.1313831296208 1.5193216945460941 
ant 	 479.5572465934028 1.5193216945460941 
idx 	 25.239855083863304 1.967242623909017 
html 	 4.689194982104248 1.9791283165183766 
architecture 	 459.4772175323292 1.5193216945460941 
arc 	 226.51329628118518 1.7268346873780738 
art 	 202.6111770013956 1.7268346873780738 
black 	 413.7128705317904 1.5193216945460941 
studies 	 127.83957979750251 1.8092032841639505 
blk 	 479.5572465934028 1.5193216945460941 
stu 	 479.5572465934028 1.5193216945460941 
business 	 325.33696263230416 1.5193216945460941 
bus 	 456.2373764161985 1.5193216945460941 
ecology 	 476.1313831296208 1.5193216945460941 
eco 	 476.1313831296208 1.5193216945460941 
economics 	 453.02659256237035 1.5193216945460941 
ecn 	 476.1313831296208 1.5193216945460941 
education 	 388.82254010358787 1.5193216945460941 
edu 	 391.5042005826263 1.5193216945460941 
film 	 443.5634865319706 1.5193216945460941 
flm 	 479.5572465934028 1.5193216945460941 
gen 	 85.66542891400832 1.880980255213384 
healthcare 	 472.7379927938942 1.5193216945460941 
med 	 234.68823287432588 1.7268346873780738 
history 	 197.10305010004674 1.7268346873780738 
law 	 149.723082893399 1.7268346873780738 
linguistics 	 472.7379927938942 1.5193216945460941 
lin 	 469.37646574865175 1.5193216945460941 
literature 	 449.84434938699627 1.5193216945460941 
lit 	 476.1313831296208 1.5193216945460941 
mass 	 405.2223540027912 1.5193216945460941 
media 	 310.0074036408158 1.5193216945460941 
mda 	 479.5572465934028 1.5193216945460941 
medicine 	 440.4639000699356 1.5193216945460941 
music 	 459.4772175323292 1.5193216945460941 
mus 	 476.1313831296208 1.5193216945460941 
philosophy 	 459.4772175323292 1.5193216945460941 
phi 	 479.5572465934028 1.5193216945460941 
political 	 339.0201568219349 1.5193216945460941 
science 	 195.75210029131316 1.7268346873780738 
psi 	 476.1313831296208 1.5193216945460941 
psychology 	 472.7379927938942 1.5193216945460941 
psy 	 472.7379927938942 1.5193216945460941 
religion 	 456.2373764161985 1.5193216945460941 
rel 	 476.1313831296208 1.5193216945460941 
sci 	 462.74664664798075 1.5193216945460941 
shakespeare 	 479.5572465934028 1.5193216945460941 
sha 	 236.3689963969471 1.7268346873780738 
sociology 	 476.1313831296208 1.5193216945460941 
soc 	 476.1313831296208 1.5193216945460941 
sports 	 453.02659256237035 1.5193216945460941 
recreation 	 462.74664664798075 1.5193216945460941 
spt 	 466.04620917554354 1.5193216945460941 
urban 	 456.2373764161985 1.5193216945460941 
urb 	 479.5572465934028 1.5193216945460941 
women's 	 228.11868820809926 1.7268346873780738 
wom 	 479.5572465934028 1.5193216945460941 
home 	 159.8835208933781 1.5193216945460941 
page 	 87.86659588504891 1.7268346873780738 
topic 	 472.7379927938942 1.5193216945460941 
search 	 217.1720464636531 1.7268346873780738 
custom 	 233.02310458777177 1.7268346873780738 
women 	 52.475400855050395 1.9558020980367095 
specific 	 386.1608178050564 1.5193216945460941 
paper 	 102.71506644934625 1.8534062626673118 
click 	 220.2319500349678 1.7268346873780738 
catalog 	 469.37646574865175 1.5193216945460941 
button 	 428.32714457004164 1.5193216945460941 
title 	 206.8564352658952 1.7268346873780738 
description 	 437.39091982841745 1.5193216945460941 
written 	 394.2061002000935 1.5193216945460941 
pgs 	 47.61313831296207 1.9386651119254035 
pages 	 416.58838799941094 1.5193216945460941 
footnotes 	 476.1313831296208 1.5193216945460941 
sources 	 416.58838799941094 1.5193216945460941 
price 	 410.860265797385 1.5193216945460941 
changes 	 591.8466526635077 1.5193216945460941 
role 	 117.34411643716294 1.8534062626673118 
following 	 527.3614851529818 1.5193216945460941 
american 	 99.23213669500048 1.8534062626673118 
revolution 	 410.81517195661246 1.7268346873780738 
examines 	 159.85241553113426 1.8092032841639505 
manner 	 879.8121206734285 1.5193216945460941 
changed 	 1004.5059172214497 1.5193216945460941 
noting 	 707.6239081727896 1.5193216945460941 
change 	 573.4836532727646 1.5193216945460941 
limited 	 756.3592265809892 1.5193216945460941 
meaningless 	 1894.102497845554 1.5193216945460941 
worst 	 1397.8091165646329 1.5193216945460941 
afn 	 173.19285664571618 1.8092032841639505 
african 	 526.1550778905143 1.7268346873780738 
civil 	 305.6013589391332 1.7268346873780738 
rights 	 82.46004166559001 1.8534062626673118 
movement 	 149.14711096000374 1.8534062626673118 
correct 	 989.8916431831983 1.5193216945460941 
special 	 591.8466526635077 1.5193216945460941 
roles 	 214.8373521296817 1.8534062626673118 
responsibilities 	 1069.7770345536853 1.5193216945460941 
struggle 	 924.6205258509625 1.5193216945460941 
holy 	 1355.6427897996477 1.5193216945460941 
household 	 1317.9237251941458 1.5193216945460941 
morals 	 1645.9558072050934 1.5193216945460941 
reformation 	 783.0352079173032 1.7268346873780738 
augsberg 	 2142.249188486014 1.5193216945460941 
lyndal 	 2142.249188486014 1.5193216945460941 
roper 	 2142.249188486014 1.5193216945460941 
observes 	 278.00838725005394 1.7268346873780738 
roper's 	 2142.249188486014 1.5193216945460941 
position 	 259.7892849685743 1.7268346873780738 
conclusion 	 849.5405757593818 1.5193216945460941 
deminished 	 2142.249188486014 1.5193216945460941 
status 	 591.8466526635077 1.5193216945460941 
concerning 	 701.1732832028307 1.5193216945460941 
social 	 459.4772175323292 1.5193216945460941 
colonial 	 598.7333322418758 1.7268346873780738 
analyzes 	 577.9868573028206 1.5193216945460941 
female 	 949.3199738432911 1.5193216945460941 
settlers 	 1748.945989142831 1.5193216945460941 
demonstrate 	 1127.9588113138886 1.5193216945460941 
determination 	 1107.4960991591872 1.5193216945460941 
persistence 	 1748.945989142831 1.5193216945460941 
colonies 	 1645.9558072050934 1.5193216945460941 
able 	 734.6556119707055 1.5193216945460941 
survive 	 1252.6526078619102 1.5193216945460941 
subsequently 	 1172.767216491423 1.5193216945460941 
flourish 	 1566.0704158346064 1.5193216945460941 
integrating 	 1445.6133551242121 1.5193216945460941 
vales 	 2142.249188486014 1.5193216945460941 
japan 	 912.8817692803318 1.5193216945460941 
iraq 	 1645.9558072050934 1.5193216945460941 
woman's 	 2142.249188486014 1.5193216945460941 
