term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 279.96498474307595 1.6881904085471144 
logo_asm 	 839.8949542292278 1.2869172626473717 
gif 	 36.11327838643497 1.8309145912150906 
subject 	 554.311797745096 1.2869172626473717 
index 	 136.3286713807828 1.566108495972124 
anthropology 	 833.8949084421013 1.2869172626473717 
ant 	 839.8949542292278 1.2869172626473717 
idx 	 44.20499759101199 1.9433263181573375 
html 	 8.212640373685373 1.9637298145924844 
architecture 	 804.7268586390234 1.2869172626473717 
arc 	 396.71462784442207 1.566108495972124 
art 	 354.8525362566342 1.566108495972124 
black 	 724.5753347023256 1.2869172626473717 
studies 	 134.33868692687275 1.800471249492499 
blk 	 839.8949542292278 1.2869172626473717 
stu 	 839.8949542292278 1.2869172626473717 
business 	 569.794065839259 1.2869172626473717 
bus 	 799.0526117680348 1.2869172626473717 
ecology 	 833.8949084421013 1.2869172626473717 
eco 	 833.8949084421013 1.2869172626473717 
economics 	 793.4292556888441 1.2869172626473717 
ecn 	 833.8949084421013 1.2869172626473717 
education 	 136.19649868432938 1.800471249492499 
edu 	 685.6791445958287 1.2869172626473717 
film 	 776.8556035071106 1.2869172626473717 
flm 	 839.8949542292278 1.2869172626473717 
gen 	 150.0341450533051 1.800471249492499 
healthcare 	 413.9758679913012 1.566108495972124 
med 	 411.03218439162663 1.566108495972124 
history 	 172.6028106323035 1.7566582707632419 
law 	 174.81633700961112 1.6881904085471144 
linguistics 	 827.9517359826024 1.2869172626473717 
lin 	 822.0643687832533 1.2869172626473717 
literature 	 787.8558856582309 1.2869172626473717 
lit 	 833.8949084421013 1.2869172626473717 
mass 	 709.7050725132684 1.2869172626473717 
media 	 180.98197586852098 1.6881904085471144 
mda 	 839.8949542292278 1.2869172626473717 
medicine 	 385.7134990835889 1.566108495972124 
music 	 804.7268586390234 1.2869172626473717 
mus 	 833.8949084421013 1.2869172626473717 
philosophy 	 804.7268586390234 1.2869172626473717 
