term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 137.5266591720373 1.8336342473227272 
logo_asm 	 412.5799775161119 1.5720919815365018 
gif 	 17.739856049476828 1.9132072900311463 
subject 	 272.2935146818015 1.5720919815365018 
index 	 66.96847015196349 1.7604160135431688 
anthropology 	 409.63258660313744 1.5720919815365018 
ant 	 412.5799775161119 1.5720919815365018 
idx 	 21.71473565874273 1.9717530608204588 
html 	 4.034279481810359 1.9820171457447129 
architecture 	 395.30442178759046 1.5720919815365018 
arc 	 129.91824069758852 1.8336342473227272 
art 	 174.31352658220626 1.7604160135431688 
black 	 355.9317433625459 1.5720919815365018 
studies 	 109.98488988165022 1.8336342473227272 
blk 	 412.5799775161119 1.5720919815365018 
stu 	 412.5799775161119 1.5720919815365018 
business 	 279.898839359636 1.5720919815365018 
bus 	 392.5170724474557 1.5720919815365018 
ecology 	 409.63258660313744 1.5720919815365018 
eco 	 409.63258660313744 1.5720919815365018 
economics 	 389.7547220927655 1.5720919815365018 
ecn 	 409.63258660313744 1.5720919815365018 
education 	 334.5177160667739 1.5720919815365018 
edu 	 336.82484295935444 1.5720919815365018 
film 	 381.6132789157736 1.5720919815365018 
flm 	 412.5799775161119 1.5720919815365018 
gen 	 73.70098353495689 1.8967449267994863 
healthcare 	 406.713133465138 1.5720919815365018 
med 	 201.91054671869378 1.7604160135431688 
history 	 169.57469114752624 1.7604160135431688 
law 	 128.81203779655556 1.7604160135431688 
linguistics 	 406.713133465138 1.5720919815365018 
lin 	 403.82109343738756 1.5720919815365018 
literature 	 77.40338525765075 1.8967449267994863 
lit 	 409.63258660313744 1.5720919815365018 
mass 	 348.62705316441253 1.5720919815365018 
media 	 266.71028022729405 1.5720919815365018 
mda 	 412.5799775161119 1.5720919815365018 
medicine 	 378.94659559089433 1.5720919815365018 
music 	 395.30442178759046 1.5720919815365018 
mus 	 409.63258660313744 1.5720919815365018 
philosophy 	 395.30442178759046 1.5720919815365018 
phi 	 412.5799775161119 1.5720919815365018 
political 	 145.83548645412844 1.7604160135431688 
science 	 168.41242147967722 1.7604160135431688 
psi 	 409.63258660313744 1.5720919815365018 
psychology 	 406.713133465138 1.5720919815365018 
psy 	 406.713133465138 1.5720919815365018 
religion 	 392.5170724474557 1.5720919815365018 
rel 	 409.63258660313744 1.5720919815365018 
sci 	 398.1172267250784 1.5720919815365018 
shakespeare 	 412.5799775161119 1.5720919815365018 
sha 	 203.356566732569 1.7604160135431688 
sociology 	 409.63258660313744 1.5720919815365018 
soc 	 409.63258660313744 1.5720919815365018 
sports 	 389.7547220927655 1.5720919815365018 
recreation 	 398.1172267250784 1.5720919815365018 
spt 	 400.955956497395 1.5720919815365018 
urban 	 392.5170724474557 1.5720919815365018 
urb 	 412.5799775161119 1.5720919815365018 
women's 	 392.5170724474557 1.5720919815365018 
wom 	 412.5799775161119 1.5720919815365018 
home 	 137.5534202099454 1.5720919815365018 
page 	 75.59472495138286 1.7604160135431688 
topic 	 406.713133465138 1.5720919815365018 
search 	 186.84075505811495 1.7604160135431688 
custom 	 200.4779782486975 1.7604160135431688 
written 	 30.83176202682295 1.9517058907864955 
languages 	 1166.3072046320992 1.5720919815365018 
specific 	 332.22774269261834 1.5720919815365018 
paper 	 70.69550942211988 1.8967449267994863 
click 	 189.47329779544717 1.7604160135431688 
catalog 	 403.82109343738756 1.5720919815365018 
button 	 368.50491767478445 1.5720919815365018 
title 	 177.96587168127294 1.7604160135431688 
description 	 376.30280253394574 1.5720919815365018 
pgs 	 37.23932605483068 1.9517058907864955 
pages 	 358.40565224530326 1.5720919815365018 
footnotes 	 409.63258660313744 1.5720919815365018 
sources 	 358.40565224530326 1.5720919815365018 
price 	 353.4775471105994 1.5720919815365018 
madame 	 1291.1904579294137 1.5720919815365018 
bovary 	 1416.0737112267284 1.5720919815365018 
french 	 149.60103430258306 1.8967449267994863 
lerouge 	 1843.0523744516547 1.5720919815365018 
noir 	 1843.0523744516547 1.5720919815365018 
discusses 	 415.55584607692685 1.5720919815365018 
symbolism 	 1133.8561658094886 1.5720919815365018 
color 	 936.165168868391 1.5720919815365018 
theme 	 936.165168868391 1.5720919815365018 
pere 	 1504.679789541877 1.5720919815365018 
goriot 	 1629.5630428391917 1.5720919815365018 
germinal 	 1504.679789541877 1.5720919815365018 
role 	 403.82109343738756 1.5720919815365018 
femmes 	 1843.0523744516547 1.5720919815365018 
dans 	 1843.0523744516547 1.5720919815365018 
las 	 1416.0737112267284 1.5720919815365018 
pieces 	 1202.5843796142651 1.5720919815365018 
aloutette 	 1843.0523744516547 1.5720919815365018 
anouilh 	 1504.679789541877 1.5720919815365018 
guerre 	 1843.0523744516547 1.5720919815365018 
troite 	 1843.0523744516547 1.5720919815365018 
giraudoux 	 1843.0523744516547 1.5720919815365018 
