term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1168.5300878351352 1.129362253780316 
logo_asm 	 3505.5902635054053 0.6037311371817503 
gif 	 150.73117948532746 1.4435685768447288 
subject 	 2313.61080494245 0.6037311371817503 
index 	 569.0145661937936 0.9274861425749543 
anthropology 	 3480.5470101961387 0.6037311371817503 
ant 	 3505.5902635054053 0.6037311371817503 
idx 	 184.50475071081078 1.782971718406291 
html 	 34.278277285382174 1.856853154093846 
architecture 	 3358.804129279624 0.6037311371817503 
arc 	 1655.8248501895575 0.9274861425749543 
art 	 227.86138814467225 1.6979333586182404 
black 	 3024.2641960382552 0.6037311371817503 
studies 	 350.44292632339113 1.5514801127355464 
blk 	 3505.5902635054053 0.6037311371817503 
stu 	 3505.5902635054053 0.6037311371817503 
business 	 84.93683471755187 1.8474084863111424 
bus 	 3335.1207097239985 0.6037311371817503 
ecology 	 3480.5470101961387 0.6037311371817503 
eco 	 3480.5470101961387 0.6037311371817503 
economics 	 1655.8248501895575 0.9274861425749543 
ecn 	 3480.5470101961387 0.6037311371817503 
education 	 947.4381633622808 1.129362253780316 
edu 	 2861.9175780020473 0.6037311371817503 
film 	 3242.4738666317517 0.6037311371817503 
flm 	 3505.5902635054053 0.6037311371817503 
gen 	 626.2190711395525 1.3674778142150357 
healthcare 	 3455.741137267098 0.6037311371817503 
med 	 1715.5840933857844 0.9274861425749543 
history 	 576.3337230299691 1.3674778142150357 
law 	 1094.4841003687854 0.9274861425749543 
linguistics 	 3455.741137267098 0.6037311371817503 
lin 	 3431.168186771569 0.6037311371817503 
literature 	 234.88480892772728 1.7164505894992326 
lit 	 3480.5470101961387 0.6037311371817503 
mass 	 2962.198045880739 0.6037311371817503 
media 	 2266.1714394637293 0.6037311371817503 
mda 	 3505.5902635054053 0.6037311371817503 
medicine 	 3219.815716433021 0.6037311371817503 
music 	 3358.804129279624 0.6037311371817503 
mus 	 3480.5470101961387 0.6037311371817503 
philosophy 	 1679.402064639812 0.9274861425749543 
phi 	 3505.5902635054053 0.6037311371817503 
political 	 2478.25628604191 0.6037311371817503 
science 	 260.1743252729134 1.6525532486611858 
psi 	 3480.5470101961387 0.6037311371817503 
psychology 	 1727.870568633549 0.9274861425749543 
psy 	 3455.741137267098 0.6037311371817503 
religion 	 3335.1207097239985 0.6037311371817503 
rel 	 3480.5470101961387 0.6037311371817503 
sci 	 3382.7038387647085 0.6037311371817503 
shakespeare 	 3505.5902635054053 0.6037311371817503 
sha 	 1727.870568633549 0.9274861425749543 
sociology 	 3480.5470101961387 0.6037311371817503 
soc 	 3480.5470101961387 0.6037311371817503 
sports 	 3311.649700379115 0.6037311371817503 
recreation 	 3382.7038387647085 0.6037311371817503 
spt 	 3406.8238251742946 0.6037311371817503 
urban 	 3335.1207097239985 0.6037311371817503 
urb 	 3505.5902635054053 0.6037311371817503 
women's 	 3335.1207097239985 0.6037311371817503 
wom 	 3505.5902635054053 0.6037311371817503 
home 	 1168.7574697708671 0.6037311371817503 
page 	 642.309724668081 0.9274861425749543 
topic 	 1727.870568633549 0.9274861425749543 
search 	 793.7698960829332 1.2672799766138703 
custom 	 1703.4119125871473 0.9274861425749543 
management 	 41.53423669937003 1.9568973254888147 
administration 	 1116.9815032733402 1.2672799766138703 
specific 	 940.9523837950024 1.129362253780316 
paper 	 500.56858267772657 1.4435685768447288 
click 	 1609.9078582165105 0.9274861425749543 
catalog 	 3431.168186771569 0.6037311371817503 
button 	 3131.0953556977624 0.6037311371817503 
title 	 1512.1320980191276 0.9274861425749543 
description 	 1598.6760295963247 0.9274861425749543 
written 	 2881.668615149845 0.6037311371817503 
pgs 	 22.600954611663237 1.970408899446256 
pages 	 3045.2843893699956 0.6037311371817503 
footnotes 	 3480.5470101961387 0.6037311371817503 
sources 	 761.3210973424989 1.2672799766138703 
price 	 3003.411496066359 0.6037311371817503 
schools 	 7034.756168225048 0.6037311371817503 
includes 	 597.0318089974669 1.4435685768447288 
classical 	 1468.5988745075608 1.3674778142150357 
behavioral 	 3211.3653527309866 1.129362253780316 
employment 	 6673.216732420749 0.6037311371817503 
interview 	 1809.040803219574 1.2672799766138703 
selection 	 1590.8728876159605 1.3674778142150357 
tool 	 3517.378084112524 0.9274861425749543 
employers 	 8245.441925163259 0.6037311371817503 
interviewing 	 12032.028903507624 0.6037311371817503 
skills 	 804.0181347642551 1.5911274633172365 
preparation 	 4692.334658822521 0.9274861425749543 
look 	 1397.39918120561 1.129362253780316 
evaluating 	 3406.020910660749 1.129362253780316 
results 	 756.9415330192008 1.4435685768447288 
theory 	 241.87124183977903 1.8015905806854131 
systems 	 412.7576976467827 1.624334756941877 
johnson 	 8404.09656045687 0.6037311371817503 
book 	 704.1860361086971 1.4435685768447288 
review 	 196.15974913119004 1.7722873716628957 
consumer 	 3140.946092309369 0.9274861425749543 
credit 	 2093.9640615395792 1.129362253780316 
discusses 	 252.20539174010145 1.7164505894992326 
screens 	 15659.961246558378 0.6037311371817503 
controls 	 8095.858356144115 0.6037311371817503 
analysis 	 169.46398507542216 1.782971718406291 
behavior 	 474.8271259024542 1.6768286091952216 
manager 	 611.8741875446002 1.6979333586182404 
motivation 	 1200.58522292241 1.5033181078598388 
maslow 	 12784.892887113934 0.6037311371817503 
employee 	 815.8882636153115 1.5911274633172365 
relations 	 1164.0701654030547 1.2672799766138703 
communications 	 700.8858526467823 1.2672799766138703 
managerial 	 264.18785966201557 1.8906838324973148 
leavitt 	 15659.961246558378 0.6037311371817503 
critique 	 2224.405577473583 1.129362253780316 
suggesting 	 2857.6646234246314 1.129362253780316 
success 	 2143.825251212628 1.129362253780316 
governed 	 9384.669317645043 0.6037311371817503 
thoroughly 	 12032.028903507624 0.6037311371817503 
knows 	 9634.09605819296 0.6037311371817503 
understands 	 12784.892887113934 0.6037311371817503 
fellow 	 10970.926715588557 0.6037311371817503 
workers 	 1046.9820307697896 1.4435685768447288 
employees 	 650.9600958200598 1.624334756941877 
trade 	 5584.124972883154 0.6037311371817503 
offs 	 15659.961246558378 0.6037311371817503 
motivational 	 5283.757193240312 0.9274861425749543 
device 	 8572.993870273893 0.6037311371817503 
examines 	 184.50475071081078 1.782971718406291 
trading 	 8404.09656045687 0.6037311371817503 
rewards 	 11448.062229718336 0.6037311371817503 
discipline 	 4122.7209625816295 0.9274861425749543 
motivating 	 4261.630962371311 1.129362253780316 
factors 	 1633.9347813389406 1.129362253780316 
control 	 216.93780093029554 1.760496568697117 
data 	 2198.1114488215326 0.9274861425749543 
corporation 	 830.9857919697605 1.5033181078598388 
study 	 186.7693873136313 1.760496568697117 
information 	 362.29952395961493 1.4435685768447288 
services 	 1843.971307907512 0.9274861425749543 
cdc 	 15659.961246558378 0.6037311371817503 
policies 	 1225.4510860042055 1.2672799766138703 
objectives 	 1552.5472672921105 1.2672799766138703 
leadership 	 297.23010860650663 1.8242118819481699 
industry 	 515.9471220584784 1.5514801127355464 
social 	 1679.402064639812 0.9274861425749543 
psychological 	 2002.0545717140687 1.129362253780316 
economic 	 3913.199866969367 0.6037311371817503 
conditions 	 2472.53076361157 0.9274861425749543 
effecting 	 10567.514386480623 0.6037311371817503 
morale 	 6922.9975375165 0.9274861425749543 
ref 	 13845.995075033 0.6037311371817503 
journal 	 8947.488778081535 0.6037311371817503 
applied 	 1588.9038424101454 1.2672799766138703 
psych 	 15659.961246558378 0.6037311371817503 
time 	 356.4721723249105 1.5033181078598388 
utilization 	 2236.872194520384 1.2672799766138703 
manager's 	 6922.9975375165 0.9274861425749543 
maximum 	 2447.664790845935 1.129362253780316 
benefit 	 5172.770300805 0.6037311371817503 
recruitment 	 9909.824527669492 0.6037311371817503 
salesmen 	 6392.446443556967 0.9274861425749543 
notes 	 4617.509582112506 0.6037311371817503 
methods 	 623.0135504905504 1.5033181078598388 
tests 	 3910.0649433337917 0.9274861425749543 
procedures 	 2820.2033559732076 0.9274861425749543 
sales 	 1426.704521311232 1.3674778142150357 
personnel 	 472.33832819649433 1.6979333586182404 
nature 	 1477.2762963576793 1.129362253780316 
scope 	 8753.548214955246 0.6037311371817503 
linear 	 5485.463357794279 0.9274861425749543 
programming 	 8572.993870273893 0.6037311371817503 
attainting 	 15659.961246558378 0.6037311371817503 
profits 	 8572.993870273893 0.6037311371817503 
minimum 	 6939.5820434298685 0.6037311371817503 
costs 	 1861.3749909610515 1.129362253780316 
expenditures 	 7820.129886667583 0.6037311371817503 
requirements 	 1439.184243648572 1.2672799766138703 
