term 	 tf-idf weight 	 BM25 ranking 
 law 	 171.60997676142847 1.6930316288468248 
dispute 	 3878.5399349927293 0.9579108191701574 
applicant's 	 1346.2518728298885 1.572365044690144 
true 	 3264.2818095002553 0.9579108191701574 
intent 	 2153.652737818452 1.2953883706864422 
applicant 	 769.286784474222 1.7309857631470087 
bears 	 6013.833834175489 0.9579108191701574 
burden 	 2104.3864512453897 1.2953883706864422 
proving 	 4531.743312050261 0.9579108191701574 
temporarily 	 1346.2518728298885 1.572365044690144 
nearly 	 4307.305475636904 0.9579108191701574 
impossible 	 4117.545988769548 0.9579108191701574 
overcome 	 2403.216511859027 1.2953883706864422 
spouse 	 1471.4721602370457 1.4677545214896344 
normally 	 4806.433023718054 0.9579108191701574 
wait 	 1242.7025420097102 1.572365044690144 
available 	 642.210924442773 1.4677545214896344 
claims 	 3062.024753360694 0.9579108191701574 
presumption 	 7366.225561525932 0.9579108191701574 
married 	 1510.5811040167537 1.4677545214896344 
stamp 	 6013.833834175489 0.9579108191701574 
person's 	 2016.3078819845553 1.2953883706864422 
passport 	 6013.833834175489 0.9579108191701574 
conditional 	 1414.9243007468365 1.572365044690144 
approval 	 1344.2052546563702 1.4677545214896344 
matters 	 4208.772902490779 0.9579108191701574 
involving 	 3264.2818095002553 0.9579108191701574 
handled 	 4307.305475636904 0.9579108191701574 
apply 	 652.8563619000511 1.6426087360326336 
consulate 	 5659.697202987346 0.9579108191701574 
embassy 	 4970.810168038841 0.9579108191701574 
alien's 	 7366.225561525932 0.9579108191701574 
primarily 	 3179.351584699818 0.9579108191701574 
european 	 2326.0874054305255 0.9579108191701574 
japan 	 3138.987312804716 0.9579108191701574 
days 	 2600.777117098318 0.9579108191701574 
eligible 	 4661.442106825046 0.9579108191701574 
ticket 	 5160.569654906196 0.9579108191701574 
engage 	 1510.5811040167537 1.4677545214896344 
type 	 756.3189389308592 1.572365044690144 
tourist 	 5160.569654906196 0.9579108191701574 
activity 	 1239.3981079716348 1.2953883706864422 
allowed 	 3025.2757557234368 0.9579108191701574 
described 	 1512.6378778617184 1.2953883706864422 
canadian 	 3618.4184406883974 0.9579108191701574 
instances 	 4414.416480711137 0.9579108191701574 
obtain 	 3309.0503794746023 0.9579108191701574 
advance 	 1870.8105890860215 1.2953883706864422 
establishes 	 5385.007491319554 0.9579108191701574 
quotas 	 6512.961382256639 0.9579108191701574 
limits 	 3808.177927555753 0.9579108191701574 
types 	 2433.1984105047595 0.9579108191701574 
receives 	 3953.168844448761 0.9579108191701574 
depends 	 4208.772902490779 0.9579108191701574 
requested 	 4414.416480711137 0.9579108191701574 
reason 	 1444.1784994513753 1.2953883706864422 
traveling 	 4806.433023718054 0.9579108191701574 
probably 	 3741.621178172043 0.9579108191701574 
element 	 3878.5399349927293 0.9579108191701574 
obtaining 	 4531.743312050261 0.9579108191701574 
successfully 	 3878.5399349927293 0.9579108191701574 
knowing 	 4117.545988769548 0.9579108191701574 
category 	 3618.4184406883974 0.9579108191701574 
categories 	 1029.386497192387 1.572365044690144 
shorter 	 2580.284827453098 1.2953883706864422 
applied 	 2989.5920978324634 0.9579108191701574 
unfortunately 	 4414.416480711137 0.9579108191701574 
applies 	 3808.177927555753 0.9579108191701574 
change 	 1971.9507742423832 0.9579108191701574 
class 	 2502.2445439521944 0.9579108191701574 
wise 	 4661.442106825046 0.9579108191701574 
consult 	 5659.697202987346 0.9579108191701574 
attorney 	 3454.041296367611 0.9579108191701574 
applying 	 4117.545988769548 0.9579108191701574 
kind 	 3138.987312804716 0.9579108191701574 
kinds 	 4970.810168038841 0.9579108191701574 
identified 	 3878.5399349927293 0.9579108191701574 
letters 	 4208.772902490779 0.9579108191701574 
persons 	 747.3980244581159 1.572365044690144 
following 	 1813.3575090036888 0.9579108191701574 
list 	 2825.214953511676 0.9579108191701574 
families 	 1226.1597109269894 1.4677545214896344 
vistors 	 7366.225561525932 0.9579108191701574 
pleasure 	 4414.416480711137 0.9579108191701574 
labor 	 2653.168002447855 0.9579108191701574 
hire 	 4661.442106825046 0.9579108191701574 
commonly 	 2265.8716560251305 1.2953883706864422 
research 	 706.3812670343309 1.2953883706864422 
litigation 	 4661.442106825046 0.9579108191701574 
negotiate 	 4970.810168038841 0.9579108191701574 
contracts 	 3741.621178172043 0.9579108191701574 
common 	 736.2535246971338 1.4677545214896344 
allow 	 747.3980244581159 1.572365044690144 
tourism 	 5385.007491319554 0.9579108191701574 
relatives 	 2265.8716560251305 1.2953883706864422 
receive 	 399.25976391613267 1.7309857631470087 
medical 	 2346.7769680779907 0.9579108191701574 
treatment 	 504.7502718060116 1.572365044690144 
immediate 	 1206.1394802294658 1.4677545214896344 
continuous 	 4806.433023718054 0.9579108191701574 
transit 	 6013.833834175489 0.9579108191701574 
third 	 834.0815146507315 1.4677545214896344 
crew 	 4806.433023718054 0.9579108191701574 
vessels 	 4806.433023718054 0.9579108191701574 
traders 	 5385.007491319554 0.9579108191701574 
investors 	 2104.3864512453897 1.2953883706864422 
covered 	 3355.5087232214873 0.9579108191701574 
commercial 	 2825.214953511676 0.9579108191701574 
treaties 	 5160.569654906196 0.9579108191701574 
spouses 	 1720.1898849687318 1.4677545214896344 
holder 	 5659.697202987346 0.9579108191701574 
students 	 612.4049506721387 1.6426087360326336 
full 	 2118.866632888072 0.9579108191701574 
academic 	 3355.5087232214873 0.9579108191701574 
programs 	 500.77924896776096 1.572365044690144 
elementary 	 3878.5399349927293 0.9579108191701574 
school 	 1142.8615667677118 1.2953883706864422 
level 	 608.9866191164584 1.4677545214896344 
post 	 2433.1984105047595 0.9579108191701574 
graduate 	 4661.442106825046 0.9579108191701574 
holders 	 2829.848601493673 1.2953883706864422 
employed 	 3454.041296367611 0.9579108191701574 
fewer 	 4806.433023718054 0.9579108191701574 
hours 	 3221.084394812582 0.9579108191701574 
week 	 2856.381175140337 0.9579108191701574 
mainly 	 4208.772902490779 0.9579108191701574 
campus 	 4208.772902490779 0.9579108191701574 
jobs 	 1976.5844222243804 1.2953883706864422 
typically 	 3878.5399349927293 0.9579108191701574 
held 	 1163.0437027152627 1.2953883706864422 
representatives 	 1610.542197406291 1.2953883706864422 
international 	 332.17483540304994 1.6426087360326336 
organizations 	 2653.168002447855 0.9579108191701574 
workers 	 295.491374828646 1.803771807588305 
employers 	 3878.5399349927293 0.9579108191701574 
fill 	 4531.743312050261 0.9579108191701574 
temporary 	 1132.9358280125653 1.572365044690144 
openings 	 6512.961382256639 0.9579108191701574 
professional 	 1239.3981079716348 1.2953883706864422 
nurses 	 4414.416480711137 0.9579108191701574 
argriculture 	 7366.225561525932 0.9579108191701574 
media 	 1065.975178440906 0.9579108191701574 
designed 	 2326.0874054305255 0.9579108191701574 
bring 	 2954.91374828646 0.9579108191701574 
foreigners 	 5160.569654906196 0.9579108191701574 
training 	 1326.5840012239275 1.2953883706864422 
exchange 	 2921.185611060891 0.9579108191701574 
designated 	 5160.569654906196 0.9579108191701574 
information 	 340.8412028997218 1.4677545214896344 
agency 	 2600.777117098318 0.9579108191701574 
engaged 	 4970.810168038841 0.9579108191701574 
minor 	 1226.1597109269894 1.4677545214896344 
marry 	 4970.810168038841 0.9579108191701574 
intracompany 	 7366.225561525932 0.9579108191701574 
employee 	 3454.041296367611 0.9579108191701574 
transfers 	 4661.442106825046 0.9579108191701574 
employees 	 1531.012376680347 1.2953883706864422 
multinational 	 2330.721053412523 1.2953883706864422 
corporations 	 3878.5399349927293 0.9579108191701574 
vocational 	 4806.433023718054 0.9579108191701574 
nonacademic 	 7366.225561525932 0.9579108191701574 
study 	 1493.5127888086981 0.9579108191701574 
organization 	 1799.9038231785628 0.9579108191701574 
outstanding 	 2207.2082403555687 1.2953883706864422 
artists 	 2104.3864512453897 1.2953883706864422 
entertainers 	 2455.408520508644 1.4677545214896344 
athletes 	 2004.611278058496 1.4677545214896344 
scientists 	 4208.772902490779 0.9579108191701574 
professionals 	 1187.0507671472815 1.4677545214896344 
extraordinary 	 1602.144341239351 1.4677545214896344 
ability 	 656.6734659552124 1.572365044690144 
field 	 2575.3947745517503 0.9579108191701574 
standards 	 2653.168002447855 0.9579108191701574 
shown 	 3309.0503794746023 0.9579108191701574 
extensive 	 3403.7894211131766 0.9579108191701574 
documentation 	 4414.416480711137 0.9579108191701574 
acclaim 	 6512.961382256639 0.9579108191701574 
accompany 	 5385.007491319554 0.9579108191701574 
assist 	 3678.4791327809685 0.9579108191701574 
performing 	 4806.433023718054 0.9579108191701574 
somewhat 	 3808.177927555753 0.9579108191701574 
similar 	 2433.1984105047595 0.9579108191701574 
intended 	 3808.177927555753 0.9579108191701574 
specific 	 663.9161546341123 1.2953883706864422 
performance 	 2765.1542614191053 0.9579108191701574 
tour 	 4117.545988769548 0.9579108191701574 
participants 	 4414.416480711137 0.9579108191701574 
cultural 	 2455.78620020531 0.9579108191701574 
exchanges 	 5659.697202987346 0.9579108191701574 
religious 	 1460.5928055304455 1.2953883706864422 
admitted 	 3878.5399349927293 0.9579108191701574 
basis 	 1216.5992052523798 1.2953883706864422 
connections 	 4970.810168038841 0.9579108191701574 
main 	 2208.7605740914014 0.9579108191701574 
political 	 388.57896931825127 1.4677545214896344 
asylum 	 5659.697202987346 0.9579108191701574 
seekers 	 7366.225561525932 0.9579108191701574 
immigrate 	 3256.4806911283194 1.2953883706864422 
preferences 	 5385.007491319554 0.9579108191701574 
permitted 	 4806.433023718054 0.9579108191701574 
preference 	 396.9668965312458 1.8455584143149846 
individuals 	 1397.4091737064643 1.2953883706864422 
professors 	 5659.697202987346 0.9579108191701574 
researchers 	 4970.810168038841 0.9579108191701574 
executives 	 4414.416480711137 0.9579108191701574 
advanced 	 3099.904665179468 0.9579108191701574 
degrees 	 3454.041296367611 0.9579108191701574 
exceptional 	 2403.216511859027 1.2953883706864422 
abilities 	 4307.305475636904 0.9579108191701574 
science 	 1346.2057846849525 0.9579108191701574 
art 	 1393.3763066408826 0.9579108191701574 
note 	 3355.5087232214873 0.9579108191701574 
standard 	 2626.6938638208494 0.9579108191701574 
required 	 2550.5252418438836 0.9579108191701574 
skilled 	 4414.416480711137 0.9579108191701574 
shortage 	 4970.810168038841 0.9579108191701574 
fourth 	 1753.216090858574 1.2953883706864422 
fifth 	 4307.305475636904 0.9579108191701574 
creating 	 3264.2818095002553 0.9579108191701574 
investment 	 2989.5920978324634 0.9579108191701574 
relative 	 2989.5920978324634 0.9579108191701574 
child 	 1340.112018309334 1.2953883706864422 
addition 	 2736.188219107156 0.9579108191701574 
unmarried 	 2829.848601493673 1.2953883706864422 
lawful 	 5659.697202987346 0.9579108191701574 
siblings 	 6512.961382256639 0.9579108191701574 
adult 	 3953.168844448761 0.9579108191701574 
allotted 	 3683.112780762966 1.2953883706864422 
total 	 1412.607476755838 1.2953883706864422 
speaking 	 3618.4184406883974 0.9579108191701574 
fall 	 2550.5252418438836 0.9579108191701574 
outside 	 1460.5928055304455 1.2953883706864422 
deemed 	 5160.569654906196 0.9579108191701574 
represented 	 3878.5399349927293 0.9579108191701574 
pool 	 4661.442106825046 0.9579108191701574 
applicants 	 2485.4050840194204 1.2953883706864422 
program 	 1452.4756554592925 0.9579108191701574 
implemented 	 4032.6157639691105 0.9579108191701574 
low 	 2433.1984105047595 0.9579108191701574 
admission 	 4661.442106825046 0.9579108191701574 
experience 	 2208.7605740914014 0.9579108191701574 
particular 	 1163.0437027152627 1.2953883706864422 
occupation 	 4208.772902490779 0.9579108191701574 
refugees 	 1602.144341239351 1.4677545214896344 
asylees 	 3683.112780762966 1.2953883706864422 
refugee 	 1503.4584585438722 1.572365044690144 
fleeing 	 5659.697202987346 0.9579108191701574 
fled 	 7366.225561525932 0.9579108191701574 
founded 	 2104.3864512453897 1.2953883706864422 
fear 	 1589.675792349909 1.2953883706864422 
returned 	 2016.3078819845553 1.2953883706864422 
persecuted 	 6512.961382256639 0.9579108191701574 
race 	 3138.987312804716 0.9579108191701574 
religion 	 1568.793883710448 0.9579108191701574 
nationality 	 7366.225561525932 0.9579108191701574 
membership 	 2989.5920978324634 0.9579108191701574 
social 	 1579.934231235467 0.9579108191701574 
opinion 	 3309.0503794746023 0.9579108191701574 
asylee 	 7366.225561525932 0.9579108191701574 
persecution 	 5160.569654906196 0.9579108191701574 
president 	 2084.669989472262 0.9579108191701574 
decide 	 3678.4791327809685 0.9579108191701574 
accept 	 3264.2818095002553 0.9579108191701574 
grants 	 4531.743312050261 0.9579108191701574 
factors 	 2305.7398347285853 0.9579108191701574 
included 	 2825.214953511676 0.9579108191701574 
china 	 2989.5920978324634 0.9579108191701574 
hong 	 4806.433023718054 0.9579108191701574 
kong 	 4806.433023718054 0.9579108191701574 
tibet 	 6512.961382256639 0.9579108191701574 
arrives 	 6013.833834175489 0.9579108191701574 
officials 	 2888.3569989027505 0.9579108191701574 
mere 	 4806.433023718054 0.9579108191701574 
formality 	 7366.225561525932 0.9579108191701574 
exclude 	 6013.833834175489 0.9579108191701574 
valid 	 3741.621178172043 0.9579108191701574 
variety 	 2575.3947745517503 0.9579108191701574 
including 	 1080.8066831543167 0.9579108191701574 
communicable 	 5659.697202987346 0.9579108191701574 
diseases 	 4032.6157639691105 0.9579108191701574 
physical 	 2326.0874054305255 0.9579108191701574 
mental 	 3309.0503794746023 0.9579108191701574 
disorders 	 4806.433023718054 0.9579108191701574 
pose 	 4806.433023718054 0.9579108191701574 
threat 	 3506.432181717148 0.9579108191701574 
drug 	 1073.6947982708607 1.4677545214896344 
addiction 	 3006.9169170877444 1.2953883706864422 
criminal 	 3025.2757557234368 0.9579108191701574 
history 	 1355.496394822109 0.9579108191701574 
involvement 	 2921.185611060891 0.9579108191701574 
espionage 	 4970.810168038841 0.9579108191701574 
terrorist 	 4806.433023718054 0.9579108191701574 
grounds 	 1602.144341239351 1.4677545214896344 
secretary 	 3025.2757557234368 0.9579108191701574 
broad 	 3179.351584699818 0.9579108191701574 
discretion 	 5659.697202987346 0.9579108191701574 
bar 	 2367.8202155432896 0.9579108191701574 
presence 	 3618.4184406883974 0.9579108191701574 
adverse 	 5160.569654906196 0.9579108191701574 
effect 	 1941.554168143636 0.9579108191701574 
policy 	 1956.6586521241593 0.9579108191701574 
waivers 	 3683.112780762966 1.2953883706864422 
denied 	 3506.432181717148 0.9579108191701574 
waiver 	 6013.833834175489 0.9579108191701574 
step 	 2954.91374828646 0.9579108191701574 
american 	 682.428828332657 1.2953883706864422 
issued 	 3454.041296367611 0.9579108191701574 
cards 	 5160.569654906196 0.9579108191701574 
restrictions 	 4032.6157639691105 0.9579108191701574 
diligent 	 6013.833834175489 0.9579108191701574 
investigating 	 4970.810168038841 0.9579108191701574 
marriages 	 2580.284827453098 1.2953883706864422 
ensure 	 3309.0503794746023 0.9579108191701574 
sham 	 6512.961382256639 0.9579108191701574 
specifies 	 6512.961382256639 0.9579108191701574 
seeking 	 3221.084394812582 0.9579108191701574 
residence 	 3618.4184406883974 0.9579108191701574 
marriage 	 4032.6157639691105 0.9579108191701574 
status 	 1017.546409816729 1.2953883706864422 
husband 	 4531.743312050261 0.9579108191701574 
wife 	 3953.168844448761 0.9579108191701574 
remove 	 4117.545988769548 0.9579108191701574 
expulsion 	 7366.225561525932 0.9579108191701574 
entered 	 2330.721053412523 1.2953883706864422 
legally 	 4414.416480711137 0.9579108191701574 
deportable 	 2455.408520508644 1.4677545214896344 
exceptions 	 4307.305475636904 0.9579108191701574 
violation 	 3878.5399349927293 0.9579108191701574 
conditions 	 2326.0874054305255 0.9579108191701574 
matter 	 3099.904665179468 0.9579108191701574 
conviction 	 4661.442106825046 0.9579108191701574 
crime 	 2989.5920978324634 0.9579108191701574 
delay 	 2104.3864512453897 1.2953883706864422 
term 	 2411.0176302309624 0.9579108191701574 
goal 	 3309.0503794746023 0.9579108191701574 
deported 	 3256.4806911283194 1.2953883706864422 
forbidden 	 5385.007491319554 0.9579108191701574 
aggravated 	 5659.697202987346 0.9579108191701574 
felonies 	 6013.833834175489 0.9579108191701574 
smuggling 	 5659.697202987346 0.9579108191701574 
barred 	 3006.9169170877444 1.2953883706864422 
returning 	 2485.4050840194204 1.2953883706864422 
waiting 	 4661.442106825046 0.9579108191701574 
lists 	 5385.007491319554 0.9579108191701574 
result 	 2208.7605740914014 0.9579108191701574 
embassy's 	 7366.225561525932 0.9579108191701574 
refusal 	 4117.545988769548 0.9579108191701574 
entrust 	 7366.225561525932 0.9579108191701574 
individual 	 689.3071439305328 1.4677545214896344 
remedies 	 4531.743312050261 0.9579108191701574 
especially 	 2136.3279185631704 0.9579108191701574 
lived 	 3953.168844448761 0.9579108191701574 
building 	 2433.1984105047595 0.9579108191701574 
demonstrates 	 4307.305475636904 0.9579108191701574 
moral 	 3309.0503794746023 0.9579108191701574 
character 	 3309.0503794746023 0.9579108191701574 
defenses 	 4970.810168038841 0.9579108191701574 
court 	 2266.026713337955 0.9579108191701574 
voluntary 	 4531.743312050261 0.9579108191701574 
departure 	 4970.810168038841 0.9579108191701574 
allows 	 3678.4791327809685 0.9579108191701574 
depart 	 5659.697202987346 0.9579108191701574 
facing 	 3561.152301441845 0.9579108191701574 
seek 	 3561.152301441845 0.9579108191701574 
advice 	 3878.5399349927293 0.9579108191701574 
counsel 	 4531.743312050261 0.9579108191701574 
hearing 	 3561.152301441845 0.9579108191701574 
amnesty 	 5160.569654906196 0.9579108191701574 
office 	 2019.0010872240464 0.9579108191701574 
sansome 	 7366.225561525932 0.9579108191701574 
street 	 2626.6938638208494 0.9579108191701574 
san 	 3025.2757557234368 0.9579108191701574 
francisco 	 3506.432181717148 0.9579108191701574 
phone 	 931.6061158043095 1.4677545214896344 
exodus 	 6013.833834175489 0.9579108191701574 
box 	 3179.351584699818 0.9579108191701574 
west 	 1095.124473527826 1.2953883706864422 
chicago 	 1020.6749177868979 1.4677545214896344 
assistance 	 2989.5920978324634 0.9579108191701574 
advocacy 	 3953.168844448761 0.9579108191701574 
district 	 3099.904665179468 0.9579108191701574 
jackson 	 4117.545988769548 0.9579108191701574 
boulevard 	 6512.961382256639 0.9579108191701574 
call 	 1163.0437027152627 1.2953883706864422 
english 	 2736.188219107156 0.9579108191701574 
spanish 	 3454.041296367611 0.9579108191701574 
form 	 1897.321864786352 0.9579108191701574 
forms 	 2227.554832284402 0.9579108191701574 
lawyers 	 3953.168844448761 0.9579108191701574 
committee 	 2575.3947745517503 0.9579108191701574 
human 	 1897.321864786352 0.9579108191701574 
rights 	 567.0855379348676 1.2953883706864422 
seventh 	 4661.442106825046 0.9579108191701574 
avenue 	 3808.177927555753 0.9579108191701574 
tenth 	 6512.961382256639 0.9579108191701574 
floor 	 3953.168844448761 0.9579108191701574 
york 	 2035.092819633458 0.9579108191701574 
logo 	 3062.024753360694 0.9579108191701574 
llalogo 	 3678.4791327809685 0.9579108191701574 
page 	 604.2669247737163 0.9579108191701574 
index 	 535.3129010199159 0.9579108191701574 
html 	 241.86029425853337 1.2953883706864422 
contents 	 3025.2757557234368 0.9579108191701574 
copyright 	 960.0933297343962 0.9579108191701574 
weblocator 	 1839.2395663904842 1.2953883706864422 
http 	 540.11212737159 0.9579108191701574 
www 	 535.3129010199159 0.9579108191701574 
com 	 594.1767043453724 0.9579108191701574 
corporation 	 2736.188219107156 0.9579108191701574 
credits 	 3264.2818095002553 0.9579108191701574 
reserved 	 1364.857656665314 0.9579108191701574 
