term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 576.8975443190656 1.448650821717992 
logo_asm 	 1730.6926329571966 0.9338006181962555 
gif 	 74.41524031144175 1.680252245423127 
subject 	 1142.2182498989857 0.9338006181962555 
index 	 280.91968648161304 1.273161662595013 
anthropology 	 1718.3289022443298 0.9338006181962555 
ant 	 1730.6926329571966 0.9338006181962555 
idx 	 91.08908594511561 1.8866252577557712 
html 	 16.923016527594104 1.9266718437630093 
architecture 	 1658.2250420440482 0.9338006181962555 
arc 	 817.472566467294 1.273161662595013 
art 	 731.2112868318522 1.273161662595013 
black 	 1493.064326053277 0.9338006181962555 
studies 	 230.6825937128118 1.680252245423127 
blk 	 1730.6926329571966 0.9338006181962555 
stu 	 1730.6926329571966 0.9338006181962555 
business 	 587.0605526828729 1.273161662595013 
bus 	 1646.5326545523142 0.9338006181962555 
ecology 	 1718.3289022443298 0.9338006181962555 
eco 	 1718.3289022443298 0.9338006181962555 
economics 	 817.472566467294 1.273161662595013 
ecn 	 1718.3289022443298 0.9338006181962555 
education 	 1403.2366531112725 0.9338006181962555 
edu 	 1412.9146009853441 0.9338006181962555 
film 	 1600.793364802531 0.9338006181962555 
flm 	 1730.6926329571966 0.9338006181962555 
gen 	 309.16126859468926 1.6281911974814738 
healthcare 	 853.0411825275297 1.273161662595013 
med 	 846.9754102615336 1.273161662595013 
history 	 355.66639766656476 1.5558799641880576 
law 	 270.1707026512172 1.5558799641880576 
linguistics 	 1706.0823650550594 0.9338006181962555 
lin 	 1693.9508205230673 0.9338006181962555 
literature 	 1623.460612871506 0.9338006181962555 
lit 	 1718.3289022443298 0.9338006181962555 
mass 	 1462.4225736637045 0.9338006181962555 
media 	 1118.7976690054024 0.9338006181962555 
mda 	 1730.6926329571966 0.9338006181962555 
medicine 	 105.97380984922847 1.8585305350406693 
music 	 1658.2250420440482 0.9338006181962555 
mus 	 1718.3289022443298 0.9338006181962555 
philosophy 	 1658.2250420440482 0.9338006181962555 
phi 	 1730.6926329571966 0.9338006181962555 
political 	 407.83430410981373 1.448650821717992 
science 	 706.4573004926721 1.273161662595013 
psi 	 1718.3289022443298 0.9338006181962555 
psychology 	 1706.0823650550594 0.9338006181962555 
psy 	 1706.0823650550594 0.9338006181962555 
religion 	 1646.5326545523142 0.9338006181962555 
rel 	 1718.3289022443298 0.9338006181962555 
sci 	 1670.0242108077966 0.9338006181962555 
shakespeare 	 1730.6926329571966 0.9338006181962555 
sha 	 853.0411825275297 1.273161662595013 
sociology 	 572.77630074811 1.448650821717992 
soc 	 1718.3289022443298 0.9338006181962555 
sports 	 1634.945132934588 0.9338006181962555 
recreation 	 1670.0242108077966 0.9338006181962555 
spt 	 1681.9321292033583 0.9338006181962555 
urban 	 1646.5326545523142 0.9338006181962555 
urb 	 1730.6926329571966 0.9338006181962555 
women's 	 1646.5326545523142 0.9338006181962555 
wom 	 1730.6926329571966 0.9338006181962555 
home 	 577.0098016599009 0.9338006181962555 
page 	 317.1051449259307 1.273161662595013 
topic 	 1706.0823650550594 0.9338006181962555 
search 	 783.7605699191056 1.273161662595013 
custom 	 840.9660646016791 1.273161662595013 
funding 	 1245.8729416363021 1.448650821717992 
administration 	 2205.7930488791067 0.9338006181962555 
organization 	 629.6982777001633 1.448650821717992 
specific 	 1393.630660905399 0.9338006181962555 
paper 	 370.6923627166351 1.5558799641880576 
click 	 794.8035738692134 1.273161662595013 
catalog 	 1693.9508205230673 0.9338006181962555 
button 	 1545.8063429734464 0.9338006181962555 
title 	 746.5321630266385 1.273161662595013 
description 	 789.2584754445745 1.273161662595013 
written 	 711.3327953331295 1.273161662595013 
pgs 	 26.848889097567653 1.9649446254881995 
pages 	 1503.4418918861422 0.9338006181962555 
footnotes 	 1718.3289022443298 0.9338006181962555 
sources 	 1503.4418918861422 0.9338006181962555 
price 	 1482.7694508665404 0.9338006181962555 
american 	 358.12268326799057 1.5558799641880576 
public 	 174.20383261317488 1.750205271108834 
stevens 	 2608.5648810341927 1.273161662595013 
review 	 290.52930364252677 1.680252245423127 
discussion 	 1917.4915805811477 0.9338006181962555 
minor 	 3860.7595772160935 0.9338006181962555 
physically 	 4232.444814823794 0.9338006181962555 
handicapped 	 4756.305734499543 0.9338006181962555 
persons 	 3137.7359792035277 0.9338006181962555 
armed 	 2035.3670170636092 1.273161662595013 
forces 	 1378.4274866192272 1.273161662595013 
reviews 	 1378.4274866192272 1.273161662595013 
various 	 526.1723169630496 1.448650821717992 
disabilities 	 4232.444814823794 0.9338006181962555 
classifications 	 5940.153360080952 0.9338006181962555 
acceptability 	 6835.699517364401 0.9338006181962555 
times 	 700.7926235216325 1.448650821717992 
war 	 2135.9381989979106 0.9338006181962555 
peace 	 2997.9240278483467 0.9338006181962555 
effective 	 1351.5069247444603 1.273161662595013 
operation 	 3065.939731511512 0.9338006181962555 
emergency 	 3625.2001258383048 0.9338006181962555 
medical 	 205.25560809347172 1.826235957073583 
system 	 278.7261321810798 1.6281911974814738 
includes 	 589.5033222963142 1.448650821717992 
