term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 433.56618849366305 1.5551671871943835 
logo_asm 	 1300.6985654809891 1.0763648038796383 
gif 	 55.92662410403246 1.7497542087990166 
subject 	 429.2159135649826 1.3995281736707201 
index 	 211.12462505700177 1.3995281736707201 
anthropology 	 1291.4066285443066 1.0763648038796383 
ant 	 1300.6985654809891 1.0763648038796383 
idx 	 68.45781923584154 1.9135762404890024 
html 	 12.718459015707333 1.944383748628573 
architecture 	 1246.2356933628257 1.0763648038796383 
arc 	 614.3698622598625 1.3995281736707201 
art 	 549.5403711406568 1.3995281736707201 
black 	 1122.1094896267275 1.0763648038796383 
studies 	 346.7380781658518 1.5551671871943835 
blk 	 1300.6985654809891 1.0763648038796383 
stu 	 1300.6985654809891 1.0763648038796383 
business 	 147.068058992536 1.7497542087990166 
bus 	 1237.4483030729853 1.0763648038796383 
ecology 	 1291.4066285443066 1.0763648038796383 
eco 	 1291.4066285443066 1.0763648038796383 
economics 	 1228.739724519725 1.0763648038796383 
ecn 	 1291.4066285443066 1.0763648038796383 
education 	 1054.5996827949268 1.0763648038796383 
edu 	 1061.873125043939 1.0763648038796383 
film 	 1203.073031906546 1.0763648038796383 
flm 	 1300.6985654809891 1.0763648038796383 
gen 	 232.34952926117901 1.7070363427782784 
healthcare 	 1282.2027681644447 1.0763648038796383 
med 	 636.5426651423755 1.3995281736707201 
history 	 267.300365428974 1.6467322547994028 
law 	 29.00660684147854 1.940529285609214 
linguistics 	 1282.2027681644447 1.0763648038796383 
lin 	 1273.085330284751 1.0763648038796383 
literature 	 1220.1085565775793 1.0763648038796383 
lit 	 1291.4066285443066 1.0763648038796383 
mass 	 1099.0807422813136 1.0763648038796383 
media 	 840.8301366905927 1.0763648038796383 
mda 	 1300.6985654809891 1.0763648038796383 
medicine 	 1194.666052982982 1.0763648038796383 
music 	 1246.2356933628257 1.0763648038796383 
mus 	 1291.4066285443066 1.0763648038796383 
philosophy 	 1246.2356933628257 1.0763648038796383 
phi 	 1300.6985654809891 1.0763648038796383 
political 	 459.76057580181396 1.3995281736707201 
science 	 530.9365625219694 1.3995281736707201 
psi 	 1291.4066285443066 1.0763648038796383 
psychology 	 1282.2027681644447 1.0763648038796383 
psy 	 1282.2027681644447 1.0763648038796383 
religion 	 1237.4483030729853 1.0763648038796383 
rel 	 1291.4066285443066 1.0763648038796383 
sci 	 1255.1033349027634 1.0763648038796383 
shakespeare 	 1300.6985654809891 1.0763648038796383 
sha 	 641.1013840822224 1.3995281736707201 
sociology 	 1291.4066285443066 1.0763648038796383 
soc 	 1291.4066285443066 1.0763648038796383 
sports 	 1228.739724519725 1.0763648038796383 
recreation 	 1255.1033349027634 1.0763648038796383 
spt 	 1264.0527070096446 1.0763648038796383 
urban 	 1237.4483030729853 1.0763648038796383 
urb 	 1300.6985654809891 1.0763648038796383 
women's 	 1237.4483030729853 1.0763648038796383 
wom 	 1300.6985654809891 1.0763648038796383 
home 	 433.6505552722629 1.0763648038796383 
page 	 238.31973353179467 1.3995281736707201 
topic 	 1282.2027681644447 1.0763648038796383 
search 	 589.0336790955507 1.3995281736707201 
custom 	 632.0263535048223 1.3995281736707201 
civil 	 828.8796634913361 1.3995281736707201 
commercial 	 371.4166964337716 1.7497542087990166 
specific 	 523.6901593417734 1.3995281736707201 
paper 	 185.72873281622947 1.7497542087990166 
click 	 597.333026491491 1.3995281736707201 
catalog 	 1273.085330284751 1.0763648038796383 
button 	 1161.7476463058952 1.0763648038796383 
title 	 374.0364965422425 1.5551671871943835 
description 	 395.44374595288025 1.5551671871943835 
written 	 1069.201461715896 1.0763648038796383 
pgs 	 28.074057142267538 1.9633742733455433 
pages 	 1129.908728344771 1.0763648038796383 
footnotes 	 1291.4066285443066 1.0763648038796383 
sources 	 1129.908728344771 1.0763648038796383 
price 	 1114.3723968973766 1.0763648038796383 
holders 	 4464.310303899848 1.0763648038796383 
due 	 1867.7119653066889 1.0763648038796383 
course 	 2304.20083536972 1.0763648038796383 
discusses 	 187.1543258537551 1.7815997690715015 
historical 	 404.5302925758761 1.6467322547994028 
background 	 1025.73297347785 1.3995281736707201 
nature 	 1644.3660111921743 1.0763648038796383 
development 	 564.9543641723855 1.3995281736707201 
noting 	 959.6408028432662 1.3995281736707201 
codes 	 3482.0458186600445 1.0763648038796383 
pennsylvania 	 1450.7730454631683 1.3995281736707201 
housing 	 967.182030308779 1.5551671871943835 
code 	 545.2812322985279 1.6467322547994028 
governing 	 2808.9999063363375 1.0763648038796383 
landlord 	 790.6082660417546 1.7497542087990166 
tenant 	 744.0517173166414 1.7497542087990166 
rights 	 81.32930467982519 1.8552709706013701 
securities 	 3397.557771603114 1.0763648038796383 
exchange 	 1152.10041768486 1.3995281736707201 
commission 	 1090.5624645970559 1.3995281736707201 
analysis 	 149.33325662287274 1.80625517832538 
review 	 1310.0802809762856 1.0763648038796383 
legal 	 150.7053933620611 1.8552709706013701 
rules 	 2253.083770155375 1.0763648038796383 
rule 	 2031.4446190818435 1.0763648038796383 
involving 	 2574.8315491671387 1.0763648038796383 
administrative 	 2765.8372448800574 1.0763648038796383 
sec 	 3676.897063953793 1.0763648038796383 
addyston 	 5810.402128547262 1.0763648038796383 
pipe 	 4464.310303899848 1.0763648038796383 
steel 	 3482.0458186600445 1.0763648038796383 
company 	 600.9848802228261 1.5551671871943835 
detailed 	 2051.4659469557 1.0763648038796383 
study 	 589.0336790955507 1.3995281736707201 
resolution 	 2476.0005529921846 1.0763648038796383 
courts 	 2808.9999063363375 1.0763648038796383 
corporation 	 1079.1384081044064 1.3995281736707201 
brief 	 471.1498368699784 1.6467322547994028 
corporations 	 1529.675985734338 1.3995281736707201 
consequences 	 1193.1530295724847 1.3995281736707201 
modern 	 1631.1549230460132 1.0763648038796383 
society 	 1474.005345333661 1.0763648038796383 
robinson 	 4070.6036839268204 1.0763648038796383 
