term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 224.59710897251543 1.7418980845699927 
logo_asm 	 673.7913269175464 1.3845444977123562 
gif 	 28.971258418463776 1.862047597450978 
subject 	 444.687135990085 1.3845444977123562 
index 	 109.36733924168063 1.6363141316631318 
anthropology 	 668.9778930564225 1.3845444977123562 
ant 	 673.7913269175464 1.3845444977123562 
idx 	 35.46270141671297 1.9542782815140043 
html 	 6.588449932956528 1.9707981323708519 
architecture 	 645.5783251920714 1.3845444977123562 
arc 	 318.2575084621121 1.6363141316631318 
art 	 189.7829088113631 1.7418980845699927 
black 	 96.87968988709987 1.862047597450978 
studies 	 179.6181805534742 1.7418980845699927 
blk 	 673.7913269175464 1.3845444977123562 
stu 	 673.7913269175464 1.3845444977123562 
business 	 457.10752012304187 1.3845444977123562 
bus 	 641.0262579255526 1.3845444977123562 
ecology 	 668.9778930564225 1.3845444977123562 
eco 	 668.9778930564225 1.3845444977123562 
economics 	 636.5150169242243 1.3845444977123562 
ecn 	 668.9778930564225 1.3845444977123562 
education 	 546.3065298103484 1.3845444977123562 
edu 	 550.0743376901146 1.3845444977123562 
film 	 623.219088618942 1.3845444977123562 
flm 	 673.7913269175464 1.3845444977123562 
gen 	 120.3623205132575 1.8367097452369145 
healthcare 	 664.210084847287 1.3845444977123562 
med 	 329.743522725659 1.6363141316631318 
history 	 110.77411642494246 1.8367097452369145 
law 	 210.36511367424498 1.6363141316631318 
linguistics 	 664.210084847287 1.3845444977123562 
lin 	 659.487045451318 1.3845444977123562 
literature 	 316.02193818667473 1.6363141316631318 
lit 	 668.9778930564225 1.3845444977123562 
mass 	 569.3487264340893 1.3845444977123562 
media 	 435.56906154002894 1.3845444977123562 
mda 	 673.7913269175464 1.3845444977123562 
medicine 	 618.8640830591554 1.3845444977123562 
music 	 37.97519559953361 1.9490363232733172 
mus 	 668.9778930564225 1.3845444977123562 
philosophy 	 645.5783251920714 1.3845444977123562 
phi 	 673.7913269175464 1.3845444977123562 
political 	 476.3327901716013 1.3845444977123562 
science 	 275.0371688450573 1.6363141316631318 
psi 	 668.9778930564225 1.3845444977123562 
psychology 	 664.210084847287 1.3845444977123562 
psy 	 664.210084847287 1.3845444977123562 
religion 	 641.0262579255526 1.3845444977123562 
rel 	 668.9778930564225 1.3845444977123562 
sci 	 650.1719644243975 1.3845444977123562 
shakespeare 	 673.7913269175464 1.3845444977123562 
sha 	 332.1050424236435 1.6363141316631318 
sociology 	 668.9778930564225 1.3845444977123562 
soc 	 668.9778930564225 1.3845444977123562 
sports 	 636.5150169242243 1.3845444977123562 
recreation 	 650.1719644243975 1.3845444977123562 
spt 	 654.8079419421744 1.3845444977123562 
urban 	 641.0262579255526 1.3845444977123562 
urb 	 673.7913269175464 1.3845444977123562 
women's 	 641.0262579255526 1.3845444977123562 
wom 	 673.7913269175464 1.3845444977123562 
home 	 224.6408128753329 1.3845444977123562 
page 	 123.45502159268045 1.6363141316631318 
topic 	 664.210084847287 1.3845444977123562 
search 	 305.1327915397137 1.6363141316631318 
custom 	 327.4039709710872 1.6363141316631318 
jazz 	 63.35357592647418 1.9717268114893995 
specific 	 542.5667356311267 1.3845444977123562 
paper 	 144.31753749726582 1.7999700492484516 
click 	 309.4320415295777 1.6363141316631318 
catalog 	 659.487045451318 1.3845444977123562 
button 	 601.8116025662875 1.3845444977123562 
title 	 290.63906966129963 1.6363141316631318 
description 	 614.5464599823854 1.3845444977123562 
written 	 553.8705821247123 1.3845444977123562 
pgs 	 33.448894652821124 1.9565146618285505 
pages 	 585.3183216863232 1.3845444977123562 
footnotes 	 668.9778930564225 1.3845444977123562 
sources 	 585.3183216863232 1.3845444977123562 
price 	 577.2701499890633 1.3845444977123562 
united 	 693.5193456336469 1.3845444977123562 
fine 	 1528.8671426649373 1.3845444977123562 
tracing 	 1851.7196474096518 1.3845444977123562 
civil 	 858.756891320581 1.3845444977123562 
war 	 831.5610790216323 1.3845444977123562 
ragtime 	 819.1059893285325 1.7418980845699927 
country 	 818.4954093607921 1.3845444977123562 
blues 	 1156.306942771176 1.6363141316631318 
beginnings 	 1615.3078218990468 1.3845444977123562 
instruments 	 1682.4741123891818 1.3845444977123562 
gospel 	 2457.3179679855975 1.3845444977123562 
popular 	 570.996599816695 1.6363141316631318 
soul 	 841.2370561945909 1.6363141316631318 
sound 	 444.60702685584306 1.7418980845699927 
rock 	 586.6706347807642 1.7418980845699927 
roll 	 2031.1271442108343 1.3845444977123562 
reggae 	 2661.2669173640043 1.3845444977123562 
improvisional 	 2661.2669173640043 1.3845444977123562 
noting 	 994.2313570137238 1.3845444977123562 
major 	 336.8956634587732 1.6363141316631318 
contributors 	 2312.613885542352 1.3845444977123562 
george 	 1371.0973905608514 1.3845444977123562 
gershwin 	 1330.6334586820021 1.6363141316631318 
artist 	 1719.7504223825038 1.3845444977123562 
worlds 	 1719.7504223825038 1.3845444977123562 
story 	 1154.4135837663468 1.3845444977123562 
contributions 	 603.7049615711168 1.6363141316631318 
record 	 1141.99319963339 1.3845444977123562 
reviews 	 536.6478527627487 1.6363141316631318 
orleans 	 1100.1863396156523 1.6363141316631318 
rhythm 	 2031.1271442108343 1.3845444977123562 
kings 	 2108.664936163945 1.3845444977123562 
vol 	 2457.3179679855975 1.3845444977123562 
fingerbustin 	 2661.2669173640043 1.3845444977123562 
jansen 	 2661.2669173640043 1.3845444977123562 
king 	 1316.1701467024604 1.3845444977123562 
oliver 	 2108.664936163945 1.3845444977123562 
york 	 831.5610790216323 1.3845444977123562 
roots 	 1282.6243853296282 1.3845444977123562 
examines 	 224.59710897251543 1.7418980845699927 
development 	 195.1061072287744 1.7418980845699927 
form 	 193.81659179275692 1.7999700492484516 
known 	 306.0005860852473 1.7418980845699927 
giving 	 1167.1484411824447 1.3845444977123562 
african 	 739.2625815053875 1.6363141316631318 
european 	 950.4646343879401 1.3845444977123562 
american 	 111.53913912309551 1.8367097452369145 
influences 	 590.1070554216424 1.6363141316631318 
dance 	 573.2501407941679 1.7418980845699927 
twenties 	 2200.3726792313046 1.3845444977123562 
observes 	 156.24381987349398 1.8367097452369145 
including 	 441.6293758136648 1.3845444977123562 
renaissance 	 1615.3078218990468 1.3845444977123562 
meaning 	 1221.5798742564816 1.3845444977123562 
day 	 698.574664567958 1.3845444977123562 
dancing 	 2200.3726792313046 1.3845444977123562 
fusion 	 2200.3726792313046 1.3845444977123562 
miles 	 382.21678566623433 1.7999700492484516 
davis 	 617.2398824698839 1.7418980845699927 
influence 	 288.59732367795834 1.7418980845699927 
scene 	 1455.125595146424 1.3845444977123562 
discusses 	 678.65126810615 1.3845444977123562 
davis' 	 3009.919949185657 1.3845444977123562 
modern 	 844.9752073039595 1.3845444977123562 
cool 	 1904.7159867855385 1.3845444977123562 
jazz' 	 3009.919949185657 1.3845444977123562 
style 	 412.0535351012425 1.7418980845699927 
arrangement 	 1803.7786269680764 1.3845444977123562 
evolution 	 1154.4135837663468 1.3845444977123562 
essence 	 1963.9608537206993 1.3845444977123562 
elements 	 1106.4725633247715 1.3845444977123562 
influenced 	 716.3831792866472 1.6363141316631318 
varying 	 2031.1271442108343 1.3845444977123562 
definitions 	 1528.8671426649373 1.3845444977123562 
implications 	 1129.8721311891227 1.3845444977123562 
noted 	 1141.99319963339 1.3845444977123562 
afro 	 2457.3179679855975 1.3845444977123562 
styles 	 375.76665389699986 1.7999700492484516 
analysis 	 618.8640830591554 1.3845444977123562 
forms 	 910.2031524281513 1.3845444977123562 
contemporary 	 1052.3343392360116 1.3845444977123562 
hard 	 1371.0973905608514 1.3845444977123562 
bop 	 2661.2669173640043 1.3845444977123562 
funky 	 2661.2669173640043 1.3845444977123562 
louis 	 462.92991185241294 1.7999700492484516 
armstrong 	 550.0931698078261 1.7999700492484516 
performer 	 1054.3324680819726 1.6363141316631318 
composer 	 1015.5635721054172 1.6363141316631318 
observation 	 577.2067918831734 1.6363141316631318 
life 	 207.739696206314 1.7418980845699927 
contribution 	 751.5333077939997 1.6363141316631318 
leading 	 387.63318358551385 1.6363141316631318 
trumpeter 	 1330.6334586820021 1.6363141316631318 
swing 	 1330.6334586820021 1.6363141316631318 
era 	 1207.4099231422335 1.3845444977123562 
origins 	 564.9360655945613 1.6363141316631318 
era' 	 2661.2669173640043 1.3845444977123562 
originality 	 2312.613885542352 1.3845444977123562 
relationship 	 740.9576174076811 1.3845444977123562 
past 	 865.7919710338751 1.3845444977123562 
benny 	 2457.3179679855975 1.3845444977123562 
goodman 	 2200.3726792313046 1.3845444977123562 
serve 	 1282.6243853296282 1.3845444977123562 
illustrate 	 2031.1271442108343 1.3845444977123562 
actual 	 1266.6547900773942 1.3845444977123562 
implementation 	 1251.1766457680171 1.3845444977123562 
nat 	 1156.306942771176 1.6363141316631318 
hentoff 	 3009.919949185657 1.3845444977123562 
summary 	 1032.2116559253209 1.3845444977123562 
review 	 678.65126810615 1.3845444977123562 
hentoff's 	 3009.919949185657 1.3845444977123562 
book 	 812.087679394745 1.3845444977123562 
dealing 	 1012.8631166689396 1.3845444977123562 
brian 	 2312.613885542352 1.3845444977123562 
eno 	 3009.919949185657 1.3845444977123562 
herbie 	 3009.919949185657 1.3845444977123562 
hancock 	 2661.2669173640043 1.3845444977123562 
comparison 	 409.24770468039605 1.6363141316631318 
musical 	 925.8598237048259 1.6363141316631318 
artists 	 1719.7504223825038 1.3845444977123562 
artsitic 	 1504.9599745928285 1.6363141316631318 
innovator 	 1330.6334586820021 1.6363141316631318 
ben 	 553.2362816623857 1.6363141316631318 
responsible 	 559.0181454958974 1.6363141316631318 
innovations 	 952.3579933927692 1.6363141316631318 
continuing 	 676.0570027927396 1.6363141316631318 
blaze 	 1504.9599745928285 1.6363141316631318 
trails 	 1228.6589839927988 1.6363141316631318 
minstrel 	 3009.919949185657 1.3845444977123562 
discussion 	 248.8385616698445 1.7418980845699927 
