term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 443.8360364188476 1.5470169453391707 
logo_asm 	 1331.5081092565429 1.064717816478797 
gif 	 57.25135361422066 1.7445836534522028 
subject 	 878.765433745814 1.064717816478797 
index 	 216.12551730860943 1.3896454815564103 
anthropology 	 1321.996074946489 1.064717816478797 
ant 	 1331.5081092565429 1.064717816478797 
idx 	 70.07937417139699 1.911619590082316 
html 	 13.019720145842522 1.9431038477548024 
architecture 	 1275.7551794054054 1.064717816478797 
arc 	 628.9223924678716 1.3896454815564103 
art 	 562.5572903334838 1.3896454815564103 
black 	 574.34440406229 1.3896454815564103 
studies 	 177.4756177635719 1.7445836534522028 
blk 	 1331.5081092565429 1.064717816478797 
stu 	 1331.5081092565429 1.064717816478797 
business 	 903.3098906606434 1.064717816478797 
bus 	 1266.7596428986071 1.064717816478797 
ecology 	 1321.996074946489 1.064717816478797 
eco 	 1321.996074946489 1.064717816478797 
economics 	 1257.8447849357433 1.064717816478797 
ecn 	 1321.996074946489 1.064717816478797 
education 	 1079.5799018518612 1.064717816478797 
edu 	 1087.025629550644 1.064717816478797 
film 	 1231.5701274099968 1.064717816478797 
flm 	 1331.5081092565429 1.064717816478797 
gen 	 237.8531741355427 1.7011339125587708 
healthcare 	 1312.5742034556727 1.064717816478797 
med 	 651.6204007739663 1.3896454815564103 
history 	 57.606713260642884 1.911619590082316 
law 	 207.85578826262375 1.639871177228047 
linguistics 	 1312.5742034556727 1.064717816478797 
lin 	 1303.2408015479325 1.064717816478797 
literature 	 416.33639040100024 1.5470169453391707 
lit 	 1321.996074946489 1.064717816478797 
mass 	 1125.1145806669676 1.064717816478797 
media 	 860.7468134608127 1.064717816478797 
mda 	 1331.5081092565429 1.064717816478797 
medicine 	 1222.9640130433409 1.064717816478797 
music 	 1275.7551794054054 1.064717816478797 
mus 	 1321.996074946489 1.064717816478797 
philosophy 	 637.8775897027027 1.3896454815564103 
phi 	 1331.5081092565429 1.064717816478797 
political 	 313.76725873463994 1.5470169453391707 
science 	 543.512814775322 1.3896454815564103 
psi 	 1321.996074946489 1.064717816478797 
psychology 	 437.5247344852242 1.5470169453391707 
psy 	 1312.5742034556727 1.064717816478797 
religion 	 1266.7596428986071 1.064717816478797 
rel 	 1321.996074946489 1.064717816478797 
sci 	 1284.8328680672985 1.064717816478797 
shakespeare 	 1331.5081092565429 1.064717816478797 
sha 	 656.2871017278363 1.3896454815564103 
sociology 	 1321.996074946489 1.064717816478797 
soc 	 1321.996074946489 1.064717816478797 
sports 	 628.9223924678716 1.3896454815564103 
recreation 	 1284.8328680672985 1.064717816478797 
spt 	 1293.994223241593 1.064717816478797 
urban 	 633.3798214493036 1.3896454815564103 
urb 	 1331.5081092565429 1.064717816478797 
women's 	 1266.7596428986071 1.064717816478797 
wom 	 1331.5081092565429 1.064717816478797 
home 	 443.92240158664197 1.064717816478797 
page 	 243.96479416128105 1.3896454815564103 
topic 	 1312.5742034556727 1.064717816478797 
search 	 602.9860731420982 1.3896454815564103 
custom 	 646.9971116207965 1.3896454815564103 
specific 	 1072.1895332352683 1.064717816478797 
paper 	 228.15368949865962 1.7011339125587708 
click 	 611.4820065216704 1.3896454815564103 
catalog 	 1303.2408015479325 1.064717816478797 
button 	 1189.2658706777133 1.064717816478797 
title 	 574.34440406229 1.3896454815564103 
