term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 171.01529371068276 1.797230321768892 
logo_asm 	 513.0458811320482 1.4942431242630316 
gif 	 22.059626191394887 1.8932012751143048 
subject 	 338.59875364652595 1.4942431242630316 
index 	 83.27572749416238 1.7105199279207928 
anthropology 	 509.38078139286245 1.4942431242630316 
ant 	 513.0458811320482 1.4942431242630316 
idx 	 27.002414796423594 1.9649951349197878 
html 	 5.016652732251194 1.9776870574998764 
architecture 	 491.5636154046985 1.4942431242630316 
arc 	 242.33126389858637 1.7105199279207928 
art 	 216.76000221099025 1.7105199279207928 
black 	 442.6034341164126 1.4942431242630316 
studies 	 136.76692475542868 1.797230321768892 
blk 	 513.0458811320482 1.4942431242630316 
stu 	 513.0458811320482 1.4942431242630316 
business 	 348.0560242686383 1.4942431242630316 
bus 	 488.0975284005699 1.4942431242630316 
ecology 	 509.38078139286245 1.4942431242630316 
eco 	 509.38078139286245 1.4942431242630316 
economics 	 484.66252779717274 1.4942431242630316 
ecn 	 509.38078139286245 1.4942431242630316 
education 	 415.9749521219948 1.4942431242630316 
edu 	 418.8438793942622 1.4942431242630316 
film 	 474.53859034006916 1.4942431242630316 
flm 	 513.0458811320482 1.4942431242630316 
gen 	 91.64765160353404 1.8731957830056782 
healthcare 	 252.87521122913614 1.7105199279207928 
med 	 251.07707595214194 1.7105199279207928 
history 	 421.73445915261397 1.4942431242630316 
law 	 160.17860544182074 1.7105199279207928 
linguistics 	 505.7504224582723 1.4942431242630316 
lin 	 502.1541519042839 1.4942431242630316 
literature 	 481.25806093636754 1.4942431242630316 
lit 	 509.38078139286245 1.4942431242630316 
mass 	 433.5200044219805 1.4942431242630316 
media 	 331.65596534757674 1.4942431242630316 
mda 	 513.0458811320482 1.4942431242630316 
medicine 	 235.61127615472813 1.7105199279207928 
music 	 491.5636154046985 1.4942431242630316 
mus 	 509.38078139286245 1.4942431242630316 
philosophy 	 491.5636154046985 1.4942431242630316 
phi 	 513.0458811320482 1.4942431242630316 
political 	 362.69474877877394 1.4942431242630316 
science 	 209.4219396971311 1.7105199279207928 
psi 	 509.38078139286245 1.4942431242630316 
psychology 	 505.7504224582723 1.4942431242630316 
psy 	 505.7504224582723 1.4942431242630316 
religion 	 488.0975284005699 1.4942431242630316 
rel 	 509.38078139286245 1.4942431242630316 
sci 	 495.0613566094319 1.4942431242630316 
shakespeare 	 513.0458811320482 1.4942431242630316 
sha 	 252.87521122913614 1.7105199279207928 
sociology 	 509.38078139286245 1.4942431242630316 
soc 	 509.38078139286245 1.4942431242630316 
sports 	 484.66252779717274 1.4942431242630316 
recreation 	 495.0613566094319 1.4942431242630316 
spt 	 498.5913355146178 1.4942431242630316 
urban 	 488.0975284005699 1.4942431242630316 
urb 	 513.0458811320482 1.4942431242630316 
women's 	 488.0975284005699 1.4942431242630316 
wom 	 513.0458811320482 1.4942431242630316 
home 	 171.04857123509444 1.4942431242630316 
page 	 94.00253135188193 1.7105199279207928 
topic 	 505.7504224582723 1.4942431242630316 
search 	 232.33769216642216 1.7105199279207928 
custom 	 249.2956677573089 1.7105199279207928 
abortion 	 71.21054690665794 1.9682760509962516 
specific 	 413.1273553612754 1.4942431242630316 
paper 	 109.88790628519446 1.8439679194816139 
click 	 235.61127615472813 1.7105199279207928 
catalog 	 502.1541519042839 1.4942431242630316 
button 	 458.23825801767026 1.4942431242630316 
title 	 221.3017170582063 1.7105199279207928 
description 	 467.9349784756533 1.4942431242630316 
written 	 421.73445915261397 1.4942431242630316 
pgs 	 39.18313703022019 1.9492490121479475 
pages 	 445.67975587646475 1.4942431242630316 
footnotes 	 509.38078139286245 1.4942431242630316 
sources 	 445.67975587646475 1.4942431242630316 
price 	 439.55162514077784 1.4942431242630316 
examination 	 585.8325810381004 1.4942431242630316 
effects 	 299.71582135854845 1.7105199279207928 
woman 	 1059.0181545786731 1.4942431242630316 
lifers 	 2291.847595503194 1.4942431242630316 
play 	 952.685199461532 1.4942431242630316 
adding 	 1125.795501855123 1.4942431242630316 
guilt 	 1450.310582383422 1.4942431242630316 
potential 	 785.9583781697771 1.4942431242630316 
mother 	 1125.795501855123 1.4942431242630316 
factors 	 717.3829055248157 1.4942431242630316 
sound 	 1015.6132681060908 1.4942431242630316 
adjustment 	 1409.9575048864745 1.4942431242630316 
difficult 	 952.685199461532 1.4942431242630316 
views 	 340.72516113822695 1.7105199279207928 
examines 	 102.60917622640963 1.8731957830056782 
pros 	 572.2410673660077 1.7105199279207928 
cons 	 572.2410673660077 1.7105199279207928 
hotly 	 2026.372225348735 1.4942431242630316 
debated 	 1871.0790889433079 1.4942431242630316 
issue 	 135.92555954275318 1.8439679194816139 
opinion 	 1029.542075823536 1.4942431242630316 
legal 	 326.9422359600224 1.7105199279207928 
aspect 	 1281.08863826055 1.4942431242630316 
prenatal 	 1760.896855194276 1.4942431242630316 
diagnosis 	 1254.6643684810474 1.4942431242630316 
selective 	 1605.603718788849 1.4942431242630316 
morality 	 1125.795501855123 1.4942431242630316 
physiological 	 1546.564008415009 1.4942431242630316 
dynamics 	 1002.1732926183745 1.4942431242630316 
decisions 	 941.2515145752042 1.4942431242630316 
abort 	 2291.847595503194 1.4942431242630316 
philosophical 	 1090.9533108023295 1.4942431242630316 
biological 	 1675.4328750409336 1.4942431242630316 
aspects 	 723.7136281721293 1.4942431242630316 
violently 	 1871.0790889433079 1.4942431242630316 
controversial 	 1107.978335866959 1.4942431242630316 
subjects 	 1229.9461148853577 1.4942431242630316 
america 	 750.1378979516318 1.4942431242630316 
moral 	 1029.542075823536 1.4942431242630316 
arguments 	 1090.9533108023295 1.4942431242630316 
form 	 590.3121642674027 1.4942431242630316 
murder 	 1107.978335866959 1.4942431242630316 
overview 	 664.6739177982894 1.4942431242630316 
includes 	 524.2564375529915 1.4942431242630316 
introduction 	 785.9583781697771 1.4942431242630316 
catholic 	 1495.4214850398168 1.4942431242630316 
view 	 628.170118933233 1.4942431242630316 
illegal 	 1043.9966214409665 1.4942431242630316 
abortions 	 1145.923797751597 1.7105199279207928 
economic 	 572.6998658957843 1.4942431242630316 
discrimination 	 1043.9966214409665 1.4942431242630316 
birth 	 1107.978335866959 1.4942431242630316 
control 	 539.7332907363983 1.4942431242630316 
social 	 122.89090385117463 1.8439679194816139 
illegitimate 	 2291.847595503194 1.4942431242630316 
children 	 723.7136281721293 1.4942431242630316 
costs 	 817.2410640482415 1.4942431242630316 
society 	 581.4047860584883 1.4942431242630316 
affects 	 1015.6132681060908 1.4942431242630316 
worker 	 537.3264892399654 1.7105199279207928 
question 	 750.1378979516318 1.4942431242630316 
professional 	 771.2257926127313 1.4942431242630316 
counsel 	 1409.9575048864745 1.4942431242630316 
client 	 1206.7268847296632 1.4942431242630316 
recommend 	 1675.4328750409336 1.4942431242630316 
option 	 1029.542075823536 1.4942431242630316 
particular 	 723.7136281721293 1.4942431242630316 
instance 	 1254.6643684810474 1.4942431242630316 
fetal 	 880.448427597138 1.7105199279207928 
tissue 	 880.448427597138 1.7105199279207928 
transplantation 	 1145.923797751597 1.7105199279207928 
method 	 825.4779406478705 1.4942431242630316 
orcell 	 2291.847595503194 1.4942431242630316 
cells 	 1605.603718788849 1.4942431242630316 
aborted 	 2026.372225348735 1.4942431242630316 
human 	 295.1560821337014 1.7105199279207928 
fetuses 	 2026.372225348735 1.4942431242630316 
develop 	 860.320131700664 1.4942431242630316 
therapies 	 1546.564008415009 1.4942431242630316 
ailments 	 1760.896855194276 1.4942431242630316 
leukemia 	 2026.372225348735 1.4942431242630316 
paralysis 	 1871.0790889433079 1.4942431242630316 
