term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 465.7152776507627 1.5299351047048948 
logo_asm 	 1397.145832952288 1.040726235692997 
gif 	 60.0736034402738 1.733669384080984 
subject 	 461.04242826805034 1.369049569114939 
index 	 226.7795921055127 1.369049569114939 
anthropology 	 1387.1648955424428 1.040726235692997 
ant 	 1397.145832952288 1.040726235692997 
idx 	 73.53399120801515 1.9074643879992057 
html 	 13.661537336130534 1.9403827133466767 
architecture 	 1338.6445192352494 1.040726235692997 
arc 	 659.925608997978 1.369049569114939 
art 	 196.76299591476314 1.733669384080984 
black 	 1205.3143127504395 1.040726235692997 
studies 	 159.62092784771963 1.7672896221942904 
blk 	 1397.145832952288 1.040726235692997 
stu 	 1397.145832952288 1.040726235692997 
business 	 947.8392514678583 1.040726235692997 
bus 	 1329.205540787975 1.040726235692997 
ecology 	 1387.1648955424428 1.040726235692997 
eco 	 1387.1648955424428 1.040726235692997 
economics 	 1319.851217995956 1.040726235692997 
ecn 	 1387.1648955424428 1.040726235692997 
education 	 62.93325718932994 1.902573947870235 
edu 	 1140.6114000214504 1.040726235692997 
film 	 1292.2813308738698 1.040726235692997 
flm 	 1397.145832952288 1.040726235692997 
gen 	 249.5783306070131 1.6886942851740514 
healthcare 	 1377.2785655978537 1.040726235692997 
med 	 683.7425332064857 1.369049569114939 
history 	 229.69662709983098 1.6886942851740514 
law 	 436.20440072015407 1.369049569114939 
linguistics 	 1377.2785655978537 1.040726235692997 
lin 	 1367.4850664129715 1.040726235692997 
literature 	 262.1160091679537 1.6886942851740514 
lit 	 1387.1648955424428 1.040726235692997 
mass 	 590.2889877442894 1.369049569114939 
media 	 451.588997203032 1.369049569114939 
mda 	 1397.145832952288 1.040726235692997 
medicine 	 1283.2509714328014 1.040726235692997 
music 	 446.21483974508317 1.5299351047048948 
mus 	 1387.1648955424428 1.040726235692997 
philosophy 	 1338.6445192352494 1.040726235692997 
phi 	 1397.145832952288 1.040726235692997 
political 	 987.7039764393244 1.040726235692997 
science 	 228.12228000429008 1.6886942851740514 
psi 	 1387.1648955424428 1.040726235692997 
psychology 	 1377.2785655978537 1.040726235692997 
psy 	 1377.2785655978537 1.040726235692997 
religion 	 1329.205540787975 1.040726235692997 
