term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 730.0522329424707 1.3498598997889106 
logo_asm 	 2190.156698827412 0.8180274508911295 
gif 	 94.17098909381367 1.611840423384836 
subject 	 1445.454209430992 0.8180274508911295 
index 	 355.498210059936 1.1611348223488016 
anthropology 	 2174.5106464160053 0.8180274508911295 
ant 	 2190.156698827412 0.8180274508911295 
idx 	 115.27140520144275 1.8586537158125158 
html 	 21.415736859610185 1.9080992170816993 
architecture 	 2098.4504208529556 0.8180274508911295 
arc 	 1034.4950821780385 1.1611348223488016 
art 	 616.8887791383274 1.3498598997889106 
black 	 472.36071460857346 1.4692632710756066 
studies 	 437.88627018627784 1.4692632710756066 
blk 	 2190.156698827412 0.8180274508911295 
stu 	 2190.156698827412 0.8180274508911295 
business 	 742.9133155081247 1.1611348223488016 
bus 	 2083.6539397778897 0.8180274508911295 
ecology 	 2174.5106464160053 0.8180274508911295 
eco 	 2174.5106464160053 0.8180274508911295 
economics 	 2068.990164356077 0.8180274508911295 
ecn 	 2174.5106464160053 0.8180274508911295 
education 	 1775.767746003816 0.8180274508911295 
edu 	 1788.0149942809887 0.8180274508911295 
film 	 2025.7717890496424 0.8180274508911295 
flm 	 2190.156698827412 0.8180274508911295 
gen 	 391.2373638949822 1.5516130759227629 
healthcare 	 2159.0129000503266 0.8180274508911295 
med 	 1071.8303372891698 1.1611348223488016 
history 	 900.1773377474201 1.1611348223488016 
law 	 683.7911746667804 1.1611348223488016 
linguistics 	 2159.0129000503266 0.8180274508911295 
lin 	 2143.6606745783397 0.8180274508911295 
literature 	 342.4094558881466 1.611840423384836 
lit 	 2174.5106464160053 0.8180274508911295 
mass 	 1850.666337414982 0.8180274508911295 
media 	 1415.8159356221618 0.8180274508911295 
mda 	 2190.156698827412 0.8180274508911295 
medicine 	 2011.6158564646503 0.8180274508911295 
music 	 2098.4504208529556 0.8180274508911295 
mus 	 2174.5106464160053 0.8180274508911295 
philosophy 	 699.483473617652 1.3498598997889106 
phi 	 2190.156698827412 0.8180274508911295 
political 	 1548.3183139772725 0.8180274508911295 
science 	 894.0074971404944 1.1611348223488016 
psi 	 2174.5106464160053 0.8180274508911295 
psychology 	 1079.5064500251633 1.1611348223488016 
psy 	 2159.0129000503266 0.8180274508911295 
religion 	 2083.6539397778897 0.8180274508911295 
rel 	 2174.5106464160053 0.8180274508911295 
sci 	 2113.382031478907 0.8180274508911295 
shakespeare 	 2190.156698827412 0.8180274508911295 
sha 	 1079.5064500251633 1.1611348223488016 
sociology 	 2174.5106464160053 0.8180274508911295 
soc 	 2174.5106464160053 0.8180274508911295 
sports 	 2068.990164356077 0.8180274508911295 
recreation 	 2113.382031478907 0.8180274508911295 
spt 	 2128.4512625754573 0.8180274508911295 
urban 	 2083.6539397778897 0.8180274508911295 
urb 	 2190.156698827412 0.8180274508911295 
women's 	 1041.8269698889449 1.1611348223488016 
wom 	 2190.156698827412 0.8180274508911295 
home 	 730.1942923482491 0.8180274508911295 
page 	 401.2901795308798 1.1611348223488016 
topic 	 2159.0129000503266 0.8180274508911295 
search 	 396.73329158443886 1.5516130759227629 
custom 	 1064.2256312877287 1.1611348223488016 
author 	 4222.778099905932 0.8180274508911295 
specific 	 1763.611556176724 0.8180274508911295 
paper 	 469.1037252644724 1.4692632710756066 
click 	 1005.8079282323251 1.1611348223488016 
catalog 	 2143.6606745783397 0.8180274508911295 
button 	 1956.1868194749109 0.8180274508911295 
title 	 944.7214292171469 1.1611348223488016 
description 	 1997.581435529225 0.8180274508911295 
written 	 900.1773377474201 1.1611348223488016 
pgs 	 20.908756215538517 1.9725941103060725 
pages 	 1902.5754591593209 0.8180274508911295 
footnotes 	 2174.5106464160053 0.8180274508911295 
sources 	 1902.5754591593209 0.8180274508911295 
price 	 1876.4149010578897 0.8180274508911295 
life 	 289.39596986423464 1.6578041782373696 
scott 	 879.0085086012956 1.5516130759227629 
fitzgerald 	 412.63579532613244 1.8343463988694328 
zelda 	 9783.735818923557 0.8180274508911295 
portrayed 	 3191.9244491385125 1.1611348223488016 
gatsby 	 887.5005252167996 1.7233281438312593 
tender 	 3758.5722692462678 1.1611348223488016 
night 	 2197.521271503239 1.1611348223488016 
ellison 	 7987.504726951197 0.8180274508911295 
discusses 	 200.5412657425547 1.7677916154276132 
views 	 1454.5316931096634 1.1611348223488016 
commercial 	 3752.4179114472704 0.8180274508911295 
america 	 3202.285804571587 0.8180274508911295 
tycoon 	 9783.735818923557 0.8180274508911295 
day 	 2270.7148639535017 0.8180274508911295 
locust 	 8650.440178708046 0.8180274508911295 
hawthorne 	 998.4380908688996 1.6940349074402508 
