term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 250.49498634906794 1.7163576066586559 
logo_asm 	 751.4849590472038 1.3370995033834512 
gif 	 32.31188066154708 1.8473546287186478 
subject 	 495.9631874561385 1.3370995033834512 
index 	 121.97828491964778 1.6027085821418028 
anthropology 	 746.1164970271432 1.3370995033834512 
ant 	 751.4849590472038 1.3370995033834512 
idx 	 39.551839949852834 1.9491402631647756 
html 	 7.348151913297439 1.9674856603655417 
architecture 	 720.0187682559683 1.3370995033834512 
arc 	 354.9551933344829 1.6027085821418028 
art 	 158.74981885165215 1.7794484850495411 
black 	 216.10141561297428 1.7163576066586559 
studies 	 200.32962085586288 1.7163576066586559 
blk 	 751.4849590472038 1.3370995033834512 
stu 	 751.4849590472038 1.3370995033834512 
business 	 509.81574311933696 1.3370995033834512 
bus 	 714.9418105292943 1.3370995033834512 
ecology 	 746.1164970271432 1.3370995033834512 
eco 	 746.1164970271432 1.3370995033834512 
economics 	 236.63679555632194 1.7163576066586559 
ecn 	 746.1164970271432 1.3370995033834512 
education 	 304.6500628465262 1.6027085821418028 
edu 	 613.50239253311 1.3370995033834512 
film 	 695.0813294537305 1.3370995033834512 
flm 	 751.4849590472038 1.3370995033834512 
gen 	 134.2410771529572 1.8195795885319055 
healthcare 	 740.7989216686442 1.3370995033834512 
med 	 367.7656386661923 1.6027085821418028 
history 	 88.24805355636569 1.8677188167350542 
law 	 234.62192598658336 1.6027085821418028 
linguistics 	 740.7989216686442 1.3370995033834512 
lin 	 735.5312773323845 1.3370995033834512 
literature 	 704.9236871678908 1.3370995033834512 
lit 	 746.1164970271432 1.3370995033834512 
mass 	 634.9992754066086 1.3370995033834512 
media 	 485.79372469971423 1.3370995033834512 
mda 	 751.4849590472038 1.3370995033834512 
medicine 	 690.2241562548433 1.3370995033834512 
music 	 36.00093841279842 1.9516217373638813 
mus 	 746.1164970271432 1.3370995033834512 
philosophy 	 720.0187682559683 1.3370995033834512 
phi 	 751.4849590472038 1.3370995033834512 
political 	 531.2578435114679 1.3370995033834512 
science 	 204.50079751103664 1.7163576066586559 
psi 	 746.1164970271432 1.3370995033834512 
psychology 	 740.7989216686442 1.3370995033834512 
psy 	 740.7989216686442 1.3370995033834512 
religion 	 714.9418105292943 1.3370995033834512 
rel 	 746.1164970271432 1.3370995033834512 
sci 	 725.1420915349643 1.3370995033834512 
shakespeare 	 751.4849590472038 1.3370995033834512 
sha 	 370.3994608343221 1.6027085821418028 
sociology 	 746.1164970271432 1.3370995033834512 
soc 	 746.1164970271432 1.3370995033834512 
sports 	 709.9103866689658 1.3370995033834512 
recreation 	 725.1420915349643 1.3370995033834512 
spt 	 730.3126350488267 1.3370995033834512 
urban 	 714.9418105292943 1.3370995033834512 
urb 	 751.4849590472038 1.3370995033834512 
women's 	 714.9418105292943 1.3370995033834512 
wom 	 751.4849590472038 1.3370995033834512 
home 	 250.54372966811482 1.3370995033834512 
page 	 137.69039187573307 1.6027085821418028 
topic 	 740.7989216686442 1.3370995033834512 
search 	 340.31708957013797 1.6027085821418028 
custom 	 365.15631752441334 1.6027085821418028 
specific 	 605.1291027615549 1.3370995033834512 
paper 	 160.95852591643364 1.7794484850495411 
click 	 345.1120781274216 1.6027085821418028 
catalog 	 735.5312773323845 1.3370995033834512 
button 	 671.2053857647859 1.3370995033834512 
title 	 324.1521234194614 1.6027085821418028 
description 	 685.4086760439726 1.3370995033834512 
written 	 308.8681874472799 1.6027085821418028 
pgs 	 29.84465988108573 1.9611092431662833 
pages 	 652.8102951610881 1.3370995033834512 
footnotes 	 746.1164970271432 1.3370995033834512 
sources 	 652.8102951610881 1.3370995033834512 
price 	 643.8341036657346 1.3370995033834512 
william 	 1316.3024178590115 1.3370995033834512 
billings 	 3356.988253465514 1.3370995033834512 
composer 	 1132.6663299227416 1.6027085821418028 
special 	 927.4468495648822 1.3370995033834512 
psalmody 	 3356.988253465514 1.3370995033834512 
reciting 	 3356.988253465514 1.3370995033834512 
psalms 	 3356.988253465514 1.3370995033834512 
musically 	 2968.1326851713848 1.3370995033834512 
afro 	 913.5555865075681 1.7163576066586559 
american 	 124.40051102993357 1.8195795885319055 
dancing 	 818.0311948633279 1.7163576066586559 
concert 	 755.110886615161 1.7163576066586559 
vernacular 	 2740.666759522704 1.3370995033834512 
influences 	 1316.3024178590115 1.3370995033834512 
african 	 412.25279147566835 1.7794484850495411 
gregorian 	 2968.1326851713848 1.3370995033834512 
chants 	 2740.666759522704 1.3370995033834512 
beginnings 	 1801.5659802889966 1.3370995033834512 
recorded 	 1918.0516639295915 1.3370995033834512 
christian 	 1378.6999991558473 1.3370995033834512 
song 	 1005.8845027128141 1.6027085821418028 
means 	 1006.5919431886891 1.3370995033834512 
recording 	 2190.421548583126 1.3370995033834512 
diagrams 	 2968.1326851713848 1.3370995033834512 
precise 	 1962.9556229344457 1.3370995033834512 
structures 	 1412.7104119948672 1.3370995033834512 
chant 	 2740.666759522704 1.3370995033834512 
folk 	 1175.9055956142874 1.6027085821418028 
dances 	 1484.0663425856924 1.6027085821418028 
southern 	 1378.6999991558473 1.3370995033834512 
mexico 	 1597.9759983292608 1.3370995033834512 
analysis 	 172.5560390637108 1.7794484850495411 
development 	 217.6034317203627 1.7163576066586559 
social 	 720.0187682559683 1.3370995033834512 
origins 	 1260.1555976085444 1.3370995033834512 
spheres 	 2351.811191228575 1.3370995033834512 
examines 	 250.49498634906794 1.7163576066586559 
pythagoras' 	 2968.1326851713848 1.3370995033834512 
theory 	 544.4182461051656 1.6027085821418028 
harmonies 	 2968.1326851713848 1.3370995033834512 
movement 	 934.8774217716436 1.3370995033834512 
celestial 	 2968.1326851713848 1.3370995033834512 
bodies 	 1767.5555674499765 1.3370995033834512 
linking 	 2190.421548583126 1.3370995033834512 
mathematics 	 2011.7690054256282 1.3370995033834512 
acoustic 	 3356.988253465514 1.3370995033834512 
electric 	 1735.4896972857655 1.3370995033834512 
piano 	 730.1405161943753 1.7163576066586559 
differences 	 1119.1682033429558 1.3370995033834512 
similarities 	 1508.023771637085 1.3370995033834512 
structure 	 981.6545043864513 1.3370995033834512 
sound 	 495.87384108574145 1.7163576066586559 
improvisation 	 2740.666759522704 1.3370995033834512 
based 	 345.1120781274216 1.6027085821418028 
plato's 	 2265.3326598454832 1.3370995033834512 
existent 	 2579.277116877255 1.3370995033834512 
harmony 	 2190.421548583126 1.3370995033834512 
suggests 	 1801.5659802889966 1.3370995033834512 
study 	 680.6341791402759 1.3370995033834512 
instrument 	 589.1851891499922 1.7163576066586559 
provide 	 950.0405069812664 1.3370995033834512 
broad 	 1448.9165223530445 1.3370995033834512 
understanding 	 1378.6999991558473 1.3370995033834512 
theme 	 852.5789930765704 1.6027085821418028 
oriented 	 1962.9556229344457 1.3370995033834512 
grade 	 1801.5659802889966 1.3370995033834512 
primarily 	 1448.9165223530445 1.3370995033834512 
applied 	 1362.4379909699528 1.3370995033834512 
musical 	 413.04760325917084 1.8195795885319055 
acoustics 	 3356.988253465514 1.3370995033834512 
deals 	 1221.4505967043644 1.3370995033834512 
specifically 	 1273.6743240443973 1.3370995033834512 
behavior 	 1221.4505967043644 1.3370995033834512 
enclosed 	 2740.666759522704 1.3370995033834512 
auditoriums 	 3356.988253465514 1.3370995033834512 
consideration 	 1649.0111659026734 1.3370995033834512 
architectural 	 2265.3326598454832 1.3370995033834512 
design 	 525.3940078321431 1.6027085821418028 
reverberation 	 3356.988253465514 1.3370995033834512 
developed 	 559.5841016714779 1.6027085821418028 
classical 	 787.0500273201582 1.6027085821418028 
period 	 1079.0797245489725 1.3370995033834512 
methods 	 467.4387108858218 1.6027085821418028 
