term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1400.065921152554 1.2896411338684333 
magam 	 16061.735231905192 0.411884249184332 
neveben 	 14292.690965229269 0.411884249184332 
leghatarozottabban 	 23083.71284385517 0.411884249184332 
visszautasitom 	 26107.913992638212 0.411884249184332 
pontosan 	 4582.201390840313 0.8751799223391381 
gyanusitgatas 	 26107.913992638212 0.411884249184332 
ragalom 	 26107.913992638212 0.411884249184332 
kiss 	 6213.876364269666 0.6830912376058277 
elemer 	 7005.554698753023 0.6830912376058277 
kormanyfo 	 5946.419398625243 0.6830912376058277 
felhatalmazasabol 	 26107.913992638212 0.411884249184332 
tovabbi 	 11268.489816446227 0.411884249184332 
reszletekkel 	 26107.913992638212 0.411884249184332 
szolgalt 	 23083.71284385517 0.411884249184332 
ujsagiroknak 	 21314.66857717925 0.411884249184332 
kozolte 	 5562.713909734759 0.6830912376058277 
ujsag 	 14917.039946033527 0.411884249184332 
tulzo 	 13053.956996319106 0.6830912376058277 
osszeget 	 15266.266279613168 0.411884249184332 
allapit 	 23083.71284385517 0.411884249184332 
ingatlan 	 20059.51169507213 0.411884249184332 
ertekekent 	 26107.913992638212 0.411884249184332 
eltulozza 	 26107.913992638212 0.411884249184332 
mereteit 	 23083.71284385517 0.411884249184332 
pontos 	 16061.735231905192 0.411884249184332 
adatoknak 	 26107.913992638212 0.411884249184332 
birtokaban 	 19085.936380688232 0.411884249184332 
akkor 	 1137.4583975279988 1.4001535189979326 
honnan 	 5872.636004103293 0.8751799223391381 
tudja 	 5562.713909734759 0.6830912376058277 
allamtitkar 	 3315.3316816337583 1.018364531226844 
elmondta 	 5634.244908223113 0.6830912376058277 
valosagban 	 21314.66857717925 0.411884249184332 
kisebb 	 6873.30208626047 0.6830912376058277 
mekkora 	 20059.51169507213 0.411884249184332 
erteke 	 9145.233714198104 0.6830912376058277 
pedig 	 4900.230724033939 0.6830912376058277 
feleannyi 	 26107.913992638212 0.411884249184332 
sincs 	 12427.752728539332 0.411884249184332 
cikkben 	 20059.51169507213 0.411884249184332 
allitottnak 	 26107.913992638212 0.411884249184332 
szazmilliot 	 23083.71284385517 0.411884249184332 
otvenmilliot 	 26107.913992638212 0.411884249184332 
rendben 	 6686.503898357376 0.8751799223391381 
tobbszintes 	 23083.71284385517 0.411884249184332 
alapterulete 	 23083.71284385517 0.411884249184332 
negyzetmeter 	 23083.71284385517 0.411884249184332 
cafolta 	 16061.735231905192 0.411884249184332 
hazat 	 15645.896917418922 0.411884249184332 
kulonlegesen 	 23083.71284385517 0.411884249184332 
oriznek 	 23083.71284385517 0.411884249184332 
azt 	 808.1498239889331 1.5136480781415245 
viszont 	 10237.125577751991 0.411884249184332 
lehetsegesnek 	 21314.66857717925 0.411884249184332 
tartotta 	 16061.735231905192 0.411884249184332 
kivitelezo 	 11541.856421927585 0.6830912376058277 
vagyonort 	 26107.913992638212 0.411884249184332 
alkalmaz 	 20059.51169507213 0.411884249184332 
vagyonorzese 	 26107.913992638212 0.411884249184332 
kulonleges 	 17035.31054628909 0.411884249184332 
orizet 	 26107.913992638212 0.411884249184332 
hazugsag 	 3729.2599865083816 1.018364531226844 
atlatszo 	 23083.71284385517 0.411884249184332 
tudomasa 	 20059.51169507213 0.411884249184332 
megbizatasanak 	 11541.856421927585 0.6830912376058277 
lejartakor 	 26107.913992638212 0.411884249184332 
kivan 	 13261.326726535033 0.411884249184332 
bekoltozni 	 13053.956996319106 0.6830912376058277 
hazaba 	 21314.66857717925 0.411884249184332 
amennyiben 	 6873.30208626047 0.6830912376058277 
atkoltozne 	 26107.913992638212 0.411884249184332 
jelentos 	 5946.419398625243 0.6830912376058277 
allami 	 2680.6007559344753 1.018364531226844 
pluszkiadasokkal 	 26107.913992638212 0.411884249184332 
jarna 	 20059.51169507213 0.411884249184332 
epuletben 	 23083.71284385517 0.411884249184332 
kellene 	 5236.5104320771015 0.6830912376058277 
teremteni 	 19085.936380688232 0.411884249184332 
biztonsagi 	 16061.735231905192 0.411884249184332 
felteteleket 	 16521.423161720286 0.411884249184332 
ennek 	 2476.3997664018293 1.018364531226844 
koze 	 12427.752728539332 0.411884249184332 
vagyon 	 4972.346648677842 0.8751799223391381 
eredetenek 	 26107.913992638212 0.411884249184332 
vizsgalatahoz 	 26107.913992638212 0.411884249184332 
ezzel 	 10353.47913977146 0.411884249184332 
osszefuggesben 	 19085.936380688232 0.411884249184332 
emlekeztetett 	 15645.896917418922 0.411884249184332 
tavaszan 	 21314.66857717925 0.411884249184332 
hozott 	 14917.039946033527 0.411884249184332 
kormanyrendelet 	 26107.913992638212 0.411884249184332 
ertelmeben 	 7296.853431763419 0.6830912376058277 
