term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 222.8110484637877 1.7436875441925277 
logo_asm 	 668.433145391363 1.3879409824618858 
gif 	 28.740870677561485 1.86306952555104 
subject 	 441.150856578633 1.3879409824618858 
index 	 108.49761885009669 1.6386837783146067 
anthropology 	 663.6579893343038 1.3879409824618858 
ant 	 668.433145391363 1.3879409824618858 
idx 	 35.18069186270332 1.95463362627903 
html 	 6.536056692933016 1.9710269899026713 
architecture 	 640.4445015324923 1.3879409824618858 
arc 	 315.72663364332794 1.6386837783146067 
art 	 112.9642204734038 1.8379030321329257 
black 	 576.6556491490597 1.3879409824618858 
studies 	 178.18980536020604 1.7436875441925277 
blk 	 668.433145391363 1.3879409824618858 
stu 	 668.433145391363 1.3879409824618858 
business 	 453.4724702612284 1.3879409824618858 
bus 	 635.9286336080532 1.3879409824618858 
ecology 	 663.6579893343038 1.3879409824618858 
eco 	 663.6579893343038 1.3879409824618858 
economics 	 631.4532672866559 1.3879409824618858 
ecn 	 663.6579893343038 1.3879409824618858 
education 	 541.9621438874032 1.3879409824618858 
edu 	 545.6999890802529 1.3879409824618858 
film 	 618.2630720096462 1.3879409824618858 
flm 	 668.433145391363 1.3879409824618858 
gen 	 119.40516488293339 1.8379030321329257 
healthcare 	 658.9280961009865 1.3879409824618858 
med 	 327.12130783320845 1.6386837783146067 
history 	 183.1553482307697 1.7436875441925277 
law 	 208.6922300664975 1.6386837783146067 
linguistics 	 658.9280961009865 1.3879409824618858 
lin 	 654.2426156664169 1.3879409824618858 
literature 	 627.0176825254501 1.3879409824618858 
lit 	 663.6579893343038 1.3879409824618858 
mass 	 564.821102367019 1.3879409824618858 
media 	 432.1052916669472 1.3879409824618858 
mda 	 668.433145391363 1.3879409824618858 
medicine 	 613.9426987008321 1.3879409824618858 
music 	 26.685187563853848 1.9639144258413972 
mus 	 663.6579893343038 1.3879409824618858 
philosophy 	 640.4445015324923 1.3879409824618858 
phi 	 668.433145391363 1.3879409824618858 
political 	 472.5448554585071 1.3879409824618858 
science 	 272.84999454012643 1.6386837783146067 
psi 	 663.6579893343038 1.3879409824618858 
