term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 325.50952771563374 1.646432753467558 
logo_asm 	 976.5285831469012 1.2163656868067523 
gif 	 41.98816577944353 1.8060749941453225 
subject 	 644.4869227371212 1.2163656868067523 
index 	 158.5065413661733 1.5127206359602414 
anthropology 	 969.5524533561272 1.2163656868067523 
ant 	 976.5285831469012 1.2163656868067523 
idx 	 51.39624121825796 1.9344090387265045 
html 	 9.548667994284909 1.9579534476660525 
architecture 	 935.6393619582904 1.2163656868067523 
arc 	 461.25193572341897 1.5127206359602414 
art 	 412.57974311178043 1.5127206359602414 
black 	 76.5862576479622 1.8893457642340972 
studies 	 111.56630527419712 1.831443761442483 
blk 	 976.5285831469012 1.2163656868067523 
stu 	 976.5285831469012 1.2163656868067523 
business 	 662.487837315502 1.2163656868067523 
bus 	 929.0420318642701 1.2163656868067523 
ecology 	 969.5524533561272 1.2163656868067523 
eco 	 969.5524533561272 1.2163656868067523 
economics 	 922.5038714468379 1.2163656868067523 
ecn 	 969.5524533561272 1.2163656868067523 
education 	 39.58821672283737 1.9375862423311245 
edu 	 797.2250341473033 1.2163656868067523 
film 	 903.2340270441525 1.2163656868067523 
flm 	 976.5285831469012 1.2163656868067523 
gen 	 174.44161362657005 1.7717169717336938 
healthcare 	 962.6424490132649 1.2163656868067523 
med 	 477.89866414911614 1.5127206359602414 
history 	 267.5756490184992 1.646432753467558 
law 	 203.2553583413182 1.646432753467558 
linguistics 	 962.6424490132649 1.2163656868067523 
lin 	 955.7973282982323 1.2163656868067523 
literature 	 916.0238287796656 1.2163656868067523 
lit 	 969.5524533561272 1.2163656868067523 
mass 	 825.1594862235609 1.2163656868067523 
media 	 631.2720593691473 1.2163656868067523 
mda 	 976.5285831469012 1.2163656868067523 
medicine 	 896.922299304422 1.2163656868067523 
music 	 935.6393619582904 1.2163656868067523 
mus 	 969.5524533561272 1.2163656868067523 
philosophy 	 467.8196809791452 1.5127206359602414 
phi 	 976.5285831469012 1.2163656868067523 
political 	 345.17555073071304 1.5127206359602414 
science 	 398.61251707365165 1.5127206359602414 
psi 	 969.5524533561272 1.2163656868067523 
psychology 	 962.6424490132649 1.2163656868067523 
psy 	 962.6424490132649 1.2163656868067523 
religion 	 929.0420318642701 1.2163656868067523 
rel 	 969.5524533561272 1.2163656868067523 
sci 	 942.2969424759161 1.2163656868067523 
shakespeare 	 976.5285831469012 1.2163656868067523 
sha 	 481.32122450663246 1.5127206359602414 
sociology 	 484.7762266780636 1.5127206359602414 
soc 	 969.5524533561272 1.2163656868067523 
sports 	 922.5038714468379 1.2163656868067523 
recreation 	 942.2969424759161 1.2163656868067523 
spt 	 949.0158840474057 1.2163656868067523 
urban 	 232.26050796606754 1.7225629849118045 
urb 	 976.5285831469012 1.2163656868067523 
women's 	 464.5210159321351 1.5127206359602414 
wom 	 976.5285831469012 1.2163656868067523 
home 	 325.5728679644487 1.2163656868067523 
page 	 178.92387821285098 1.5127206359602414 
topic 	 962.6424490132649 1.2163656868067523 
search 	 442.2302286927461 1.5127206359602414 
custom 	 474.50794202370287 1.5127206359602414 
cultural 	 242.3866964459343 1.8060749941453225 
racial 	 451.0417074229316 1.7717169717336938 
aspects 	 1377.5123627610503 1.2163656868067523 
specific 	 786.3442351393467 1.2163656868067523 
paper 	 167.32800769066688 1.7717169717336938 
click 	 448.461149652211 1.5127206359602414 
catalog 	 955.7973282982323 1.2163656868067523 
button 	 872.2080681328501 1.2163656868067523 
title 	 421.22441706379215 1.5127206359602414 
description 	 890.6647501533976 1.2163656868067523 
written 	 802.7269470554976 1.2163656868067523 
pgs 	 26.932012593225757 1.9648380029927663 
pages 	 848.3042872948898 1.2163656868067523 
footnotes 	 969.5524533561272 1.2163656868067523 
sources 	 424.1521436474449 1.5127206359602414 
price 	 836.6400384533343 1.2163656868067523 
students 	 906.6677681559488 1.5127206359602414 
federal 	 648.5343145424738 1.5127206359602414 
aid 	 1637.5283968923866 1.2163656868067523 
innovative 	 1148.43851040199 1.5127206359602414 
approach 	 493.94429259170045 1.646432753467558 
seeking 	 1907.5308885608224 1.2163656868067523 
financial 	 1224.626095675122 1.2163656868067523 
support 	 1012.4471778728458 1.2163656868067523 
government 	 430.0791035052089 1.5127206359602414 
deals 	 1587.2325935783988 1.2163656868067523 
primarily 	 1882.8166573892504 1.2163656868067523 
treatment 	 1195.6553960896263 1.2163656868067523 
minorities 	 738.5978442695423 1.646432753467558 
ghetto 	 1675.8404796822808 1.5127206359602414 
human 	 1123.5967826395213 1.2163656868067523 
concern 	 1637.5283968923866 1.2163656868067523 
analysis 	 224.2305748261055 1.7225629849118045 
dealing 	 1467.9467436414652 1.2163656868067523 
inherent 	 2215.793532808627 1.2163656868067523 
kenneth 	 2614.22389475095 1.2163656868067523 
clark 	 2683.7050158283027 1.2163656868067523 
teaching 	 993.5685862016508 1.5127206359602414 
reading 	 1038.2571326043058 1.5127206359602414 
culturally 	 1471.8605249798193 1.5127206359602414 
disadvantaged 	 3056.0968955537096 1.2163656868067523 
student 	 1710.4892381804266 1.2163656868067523 
refers 	 3056.0968955537096 1.2163656868067523 
