term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 438.4778548926643 1.5512585580566591 
logo_asm 	 1315.433564677993 1.0707628795210014 
gif 	 56.56019039151378 1.7472775160652319 
subject 	 868.1565955114581 1.0707628795210014 
index 	 213.51635613385758 1.3947841908106253 
anthropology 	 1306.036363780133 1.0707628795210014 
ant 	 1315.433564677993 1.0707628795210014 
idx 	 69.23334550936805 1.9126399516695602 
html 	 12.86254042577199 1.9437714118242813 
architecture 	 1260.3537084266682 1.0707628795210014 
arc 	 621.3297680115191 1.3947841908106253 
art 	 555.7658542328784 1.3947841908106253 
black 	 1134.8213376039612 1.0707628795210014 
studies 	 350.6661099473393 1.5512585580566591 
blk 	 1315.433564677993 1.0707628795210014 
stu 	 1315.433564677993 1.0707628795210014 
business 	 446.2023705376015 1.3947841908106253 
bus 	 1251.4667699461088 1.0707628795210014 
ecology 	 1306.036363780133 1.0707628795210014 
eco 	 1306.036363780133 1.0707628795210014 
economics 	 177.52279086043401 1.779398517002861 
ecn 	 1306.036363780133 1.0707628795210014 
education 	 1066.546744083026 1.0707628795210014 
edu 	 1073.9025837210588 1.0707628795210014 
film 	 1216.7020775821095 1.0707628795210014 
flm 	 1315.433564677993 1.0707628795210014 
gen 	 234.98170724457034 1.7042083395928078 
healthcare 	 1296.728237216771 1.0707628795210014 
med 	 643.7537560966146 1.3947841908106253 
history 	 67.58212122843781 1.8971026721886037 
law 	 410.6929257020051 1.3947841908106253 
linguistics 	 1296.728237216771 1.0707628795210014 
lin 	 1287.507512193229 1.0707628795210014 
literature 	 1233.9305896593025 1.0707628795210014 
lit 	 1306.036363780133 1.0707628795210014 
mass 	 1111.5317084657568 1.0707628795210014 
media 	 850.3555038415675 1.0707628795210014 
mda 	 1315.433564677993 1.0707628795210014 
medicine 	 1208.199859968371 1.0707628795210014 
music 	 1260.3537084266682 1.0707628795210014 
mus 	 1306.036363780133 1.0707628795210014 
philosophy 	 420.11790280888937 1.5512585580566591 
phi 	 1315.433564677993 1.0707628795210014 
political 	 232.4844930161593 1.643443721207587 
science 	 536.9512918605294 1.3947841908106253 
psi 	 1306.036363780133 1.0707628795210014 
psychology 	 1296.728237216771 1.0707628795210014 
psy 	 1296.728237216771 1.0707628795210014 
religion 	 1251.4667699461088 1.0707628795210014 
rel 	 1306.036363780133 1.0707628795210014 
sci 	 1269.321807285802 1.0707628795210014 
shakespeare 	 1315.433564677993 1.0707628795210014 
sha 	 648.3641186083855 1.3947841908106253 
sociology 	 1306.036363780133 1.0707628795210014 
soc 	 1306.036363780133 1.0707628795210014 
sports 	 1242.6595360230383 1.0707628795210014 
recreation 	 1269.321807285802 1.0707628795210014 
spt 	 1278.3725625988372 1.0707628795210014 
urban 	 1251.4667699461088 1.0707628795210014 
urb 	 1315.433564677993 1.0707628795210014 
women's 	 1251.4667699461088 1.0707628795210014 
wom 	 1315.433564677993 1.0707628795210014 
home 	 438.5631774226181 1.0707628795210014 
page 	 241.0195451372012 1.3947841908106253 
topic 	 1296.728237216771 1.0707628795210014 
search 	 595.706563204769 1.3947841908106253 
custom 	 639.1862812994186 1.3947841908106253 
specific 	 1059.2455952082832 1.0707628795210014 
paper 	 281.7491487521174 1.643443721207587 
click 	 604.0999299841855 1.3947841908106253 
catalog 	 1287.507512193229 1.0707628795210014 
button 	 1174.9085362228516 1.0707628795210014 
title 	 567.4106688019806 1.3947841908106253 
description 	 1199.7706236634244 1.0707628795210014 
written 	 1081.313939655005 1.0707628795210014 
pgs 	 25.11608391884871 1.9671699323624177 
pages 	 1142.7089302106747 1.0707628795210014 
footnotes 	 1306.036363780133 1.0707628795210014 
sources 	 1142.7089302106747 1.0707628795210014 
price 	 563.4982975042348 1.3947841908106253 
marx 	 3216.9201301524504 1.0707628795210014 
bohm 	 5195.554896324955 1.0707628795210014 
bawerk 	 5876.225427634821 1.0707628795210014 
comparison 	 1597.9373598256418 1.0707628795210014 
ideas 	 998.0520479939297 1.3947841908106253 
related 	 780.438178873243 1.3947841908106253 
austrian 	 4116.717628852871 1.0707628795210014 
minister 	 2229.4976581311907 1.0707628795210014 
finance 	 2604.000598642771 1.0707628795210014 
economic 	 39.68606790696918 1.9541654625696094 
societization 	 5876.225427634821 1.0707628795210014 
georgia 	 1760.7461348734107 1.3947841908106253 
discusses 	 264.98431223866373 1.7042083395928078 
development 	 228.54178604213496 1.7042083395928078 
industrial 	 215.66935997072605 1.8241097749476418 
revolution 	 450.7491607389871 1.7042083395928078 
roots 	 2504.049992830407 1.0707628795210014 
movement 	 1636.4521001421642 1.0707628795210014 
europe 	 671.724218766511 1.5512585580566591 
century 	 326.50718231811726 1.7472775160652319 
policies 	 459.8368232541573 1.643443721207587 
president 	 1662.994256427101 1.0707628795210014 
hoover 	 4514.884365015088 1.0707628795210014 
ford 	 3521.4922697468214 1.0707628795210014 
compares 	 2138.082862680367 1.0707628795210014 
respective 	 3037.8803613807872 1.0707628795210014 
administration 	 838.2696493805274 1.3947841908106253 
combating 	 5195.554896324955 1.0707628795210014 
plaguing 	 5876.225427634821 1.0707628795210014 
nation 	 2639.7136252185696 1.0707628795210014 
market 	 371.11581350654365 1.7042083395928078 
system 	 264.8113988020708 1.643443721207587 
contrasting 	 3718.5508926906537 1.0707628795210014 
views 	 873.6086376964462 1.3947841908106253 
adam 	 1718.0235487715024 1.3947841908106253 
smith 	 2840.821738436955 1.0707628795210014 
david 	 2472.8727710854896 1.0707628795210014 
ricardo 	 2398.6940800813686 1.3947841908106253 
international 	 441.6405203977729 1.5512585580566591 
monetary 	 1760.7461348734107 1.3947841908106253 
fund 	 2715.289367614248 1.0707628795210014 
outgrowth 	 4295.757397624535 1.0707628795210014 
world 	 155.54023660732716 1.779398517002861 
conference 	 2205.8338624805533 1.0707628795210014 
purpose 	 1855.579067532718 1.0707628795210014 
increase 	 2054.457894890186 1.0707628795210014 
trade 	 523.8451206888859 1.643443721207587 
promotion 	 3153.5433023953556 1.0707628795210014 
stable 	 3834.213833705222 1.0707628795210014 
currency 	 3521.4922697468214 1.0707628795210014 
elimination 	 3965.3416612625033 1.0707628795210014 
discrimination 	 2676.774627297726 1.0707628795210014 
trading 	 3153.5433023953556 1.0707628795210014 
practices 	 2116.4995762825297 1.0707628795210014 
bank 	 494.34969213165937 1.643443721207587 
examines 	 101.18719728292254 1.8748430939843759 
foundation 	 2504.049992830407 1.0707628795210014 
function 	 2095.3804827555437 1.0707628795210014 
founded 	 3357.445158607592 1.0707628795210014 
erected 	 5876.225427634821 1.0707628795210014 
cooperation 	 3153.5433023953556 1.0707628795210014 
depicts 	 3216.9201301524504 1.0707628795210014 
growth 	 200.85190292425955 1.8241097749476418 
historical 	 327.29042002843283 1.7042083395928078 
account 	 629.6234637594124 1.5512585580566591 
modern 	 824.8167530541632 1.3947841908106253 
stemming 	 4797.388160162737 1.0707628795210014 
john 	 523.8451206888859 1.643443721207587 
locke's 	 4797.388160162737 1.0707628795210014 
gold 	 1094.890376650879 1.5512585580566591 
silver 	 3718.5508926906537 1.0707628795210014 
social 	 157.54421355333352 1.8042751275574882 
inequality 	 4295.757397624535 1.0707628795210014 
critical 	 641.1100224443014 1.5512585580566591 
projection 	 3834.213833705222 1.0707628795210014 
individualism 	 3965.3416612625033 1.0707628795210014 
mayek 	 5876.225427634821 1.0707628795210014 
age 	 1905.9490826212927 1.0707628795210014 
keynes 	 2398.6940800813686 1.3947841908106253 
lekachma 	 5876.225427634821 1.0707628795210014 
reviews 	 2095.3804827555437 1.0707628795210014 
afn 	 712.6063626791619 1.3947841908106253 
interpretation 	 2604.000598642771 1.0707628795210014 
constitution 	 1338.387313648863 1.3947841908106253 
united 	 270.78966099890306 1.7042083395928078 
beard 	 4797.388160162737 1.0707628795210014 
review 	 662.4607805966593 1.3947841908106253 
critique 	 1252.0249964152035 1.3947841908106253 
focusing 	 1996.1040959878594 1.0707628795210014 
significant 	 1047.6902413777718 1.3947841908106253 
relationship 	 1446.5613922352743 1.0707628795210014 
exists 	 3216.9201301524504 1.0707628795210014 
designed 	 1855.579067532718 1.0707628795210014 
principles 	 2715.289367614248 1.0707628795210014 
embodied 	 4295.757397624535 1.0707628795210014 
blue 	 2934.416335004802 1.0707628795210014 
sky 	 4514.884365015088 1.0707628795210014 
laws 	 1941.0242397365344 1.0707628795210014 
securities 	 859.0117743857512 1.643443721207587 
exchange 	 776.7680124727308 1.5512585580566591 
acts 	 1398.585053796198 1.3947841908106253 
regulatory 	 1576.7716511976778 1.3947841908106253 
legislation 	 1152.0579093917552 1.3947841908106253 
aimed 	 2886.5043937904193 1.0707628795210014 
protecting 	 3216.9201301524504 1.0707628795210014 
public 	 1059.2455952082832 1.0707628795210014 
issuance 	 5195.554896324955 1.0707628795210014 
sale 	 2984.7863500933763 1.0707628795210014 
stock 	 879.9045417395232 1.5512585580566591 
act 	 896.1011198878116 1.3947841908106253 
examined 	 2472.8727710854896 1.0707628795210014 
reasoning 	 3834.213833705222 1.0707628795210014 
intentions 	 3615.0868663146684 1.0707628795210014 
reaction 	 2472.8727710854896 1.0707628795210014 
crash 	 1239.5169642302178 1.5512585580566591 
regulation 	 2676.774627297726 1.0707628795210014 
counter 	 3216.9201301524504 1.0707628795210014 
civil 	 838.2696493805274 1.3947841908106253 
aeronautics 	 4116.717628852871 1.0707628795210014 
board 	 2160.1512071270886 1.0707628795210014 
impact 	 613.1157643388764 1.5512585580566591 
airline 	 2058.3588144264354 1.3947841908106253 
ticket 	 2058.3588144264354 1.3947841908106253 
prices 	 905.096455871416 1.5512585580566591 
powers 	 2569.5409225881035 1.0707628795210014 
cab 	 5195.554896324955 1.0707628795210014 
created 	 1823.379461520541 1.0707628795210014 
regulate 	 3436.047097543005 1.0707628795210014 
marx's 	 2058.3588144264354 1.3947841908106253 
concept 	 659.1329228422125 1.5512585580566591 
alienation 	 3284.6711299526373 1.0707628795210014 
marxian 	 4514.884365015088 1.0707628795210014 
behavior 	 2138.082862680367 1.0707628795210014 
relation 	 1977.3987685266375 1.0707628795210014 
derived 	 3357.445158607592 1.0707628795210014 
hegel 	 4116.717628852871 1.0707628795210014 
federal 	 873.6086376964462 1.3947841908106253 
governments 	 2472.8727710854896 1.0707628795210014 
fiscal 	 3521.4922697468214 1.0707628795210014 
policy 	 520.2921192488286 1.5512585580566591 
study 	 1191.413126409538 1.0707628795210014 
governmental 	 2639.7136252185696 1.0707628795210014 
period 	 377.77407825564745 1.7042083395928078 
result 	 880.9922354824356 1.3947841908106253 
nature 	 554.3314188090336 1.5512585580566591 
motivation 	 3153.5433023953556 1.0707628795210014 
effects 	 307.3847901557124 1.7042083395928078 
conflict 	 2054.457894890186 1.0707628795210014 
resulted 	 2984.7863500933763 1.0707628795210014 
incessant 	 4797.388160162737 1.0707628795210014 
inflationary 	 3834.213833705222 1.0707628795210014 
pressures 	 3718.5508926906537 1.0707628795210014 
society 	 745.3518275580099 1.3947841908106253 
heilbroner 	 2597.7774481624774 1.3947841908106253 
bringing 	 3153.5433023953556 1.0707628795210014 
reader 	 3284.6711299526373 1.0707628795210014 
roman 	 2569.5409225881035 1.0707628795210014 
slave 	 1917.106916852611 1.3947841908106253 
systems 	 774.4135634106623 1.3947841908106253 
medieval 	 3153.5433023953556 1.0707628795210014 
