term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 644.1499987775667 1.5956294656918384 
subject 	 4309.840532707086 0.3767751891822754 
subscribe__ 	 14567.494534774347 0.3767751891822754 
subs 	 7051.428704114132 0.6340947867465818 
magyar 	 405.57592515624566 1.7247874715108906 
siliconvalley 	 1130.0910678622695 1.4371377821854452 
com 	 213.91414472222806 1.4371377821854452 
mailto 	 708.2798859429237 1.0743209714159305 
unsubscribe 	 14567.494534774347 0.3767751891822754 
unsubs 	 7283.747267387173 0.6340947867465818 
www_page___ 	 14567.494534774347 0.3767751891822754 
http 	 2138.9493265121864 0.3767751891822754 
www 	 2119.943454485857 0.3767751891822754 
htmlx 	 14567.494534774347 0.3767751891822754 
disclaimer_ 	 7283.747267387173 0.6340947867465818 
dissemination 	 14102.857408228265 0.3767751891822754 
information 	 4049.3928451733805 0.3767751891822754 
public 	 1752.8249411542365 0.8209950153286638 
benefit 	 9635.940090341757 0.3767751891822754 
responsibility 	 8821.551427608822 0.3767751891822754 
content 	 10100.577216887841 0.3767751891822754 
assumed 	 12431.001746484964 0.3767751891822754 
eeeeeee 	 2827.9565858670067 0.9629035218277224 
zzzzzzz 	 5655.913171734013 0.6340947867465818 
tttttttnn 	 11311.826343468027 0.3767751891822754 
eeee 	 5655.913171734013 0.6340947867465818 
vitacikk 	 14567.494534774347 0.3767751891822754 
level 	 7235.117225490012 0.3767751891822754 
szerkesztosegnek 	 7283.747267387173 0.6340947867465818 
alairassal 	 14567.494534774347 0.3767751891822754 
signed 	 5307.104865359872 0.6340947867465818 
alairas 	 13479.669722117575 0.3767751891822754 
nelkul 	 3770.608781156009 0.8209950153286638 
noname 	 7283.747267387173 0.6340947867465818 
editor 	 6138.113421100693 0.6340947867465818 
szettekintes 	 14585.844684175028 0.6340947867465818 
szamvetes 	 14585.844684175028 0.6340947867465818 
antalli 	 4298.766143853387 1.1641211854222473 
oroksegaz 	 29171.689368350057 0.3767751891822754 
mdf 	 1996.780301807711 1.1641211854222473 
vezeto 	 3369.9174305293936 0.9629035218277224 
koreibol 	 29171.689368350057 0.3767751891822754 
gyakran 	 10218.430977931643 0.6340947867465818 
hangzik 	 19034.411852660854 0.3767751891822754 
hogy 	 144.08618393708727 1.892708219715937 
hivek 	 29171.689368350057 0.3767751891822754 
maradnak 	 20436.861955863285 0.3767751891822754 
azantalli 	 29171.689368350057 0.3767751891822754 
orokseghez 	 25792.59686312032 0.3767751891822754 
meglehetosen 	 10218.430977931643 0.6340947867465818 
bizarr 	 29171.689368350057 0.3767751891822754 
hiszen 	 2859.6142099209806 0.9629035218277224 
tudniuk 	 22413.504357890586 0.3767751891822754 
kene 	 9230.109776917992 0.6340947867465818 
hogya 	 19034.411852660854 0.3767751891822754 
szavazok 	 20436.861955863285 0.3767751891822754 
sokasaga 	 25792.59686312032 0.3767751891822754 
politika 	 4855.831511591449 0.8209950153286638 
miatt 	 5655.913171734013 0.6340947867465818 
forditott 	 19685.377391705402 0.3767751891822754 
hatatpartjuknak 	 29171.689368350057 0.3767751891822754 
orokseget 	 25792.59686312032 0.3767751891822754 
illeto 	 19685.377391705402 0.3767751891822754 
nyilatkozatok 	 21325.679545233816 0.3767751891822754 
tehat 	 5919.683784294581 0.6340947867465818 
annak 	 2737.6374948046587 0.9629035218277224 
egyreszukulo 	 29171.689368350057 0.3767751891822754 
tabornak 	 25792.59686312032 0.3767751891822754 
szolnak 	 21325.679545233816 0.3767751891822754 
melyhez 	 21325.679545233816 0.3767751891822754 
tartozok 	 25792.59686312032 0.3767751891822754 
tenyek 	 8740.974956728998 0.6340947867465818 
elol 	 10662.839772616908 0.6340947867465818 
eltakarvaszemuket 	 29171.689368350057 0.3767751891822754 
meg 	 210.58749960035834 1.8469777134795802 
mindig 	 4252.040732388665 0.8209950153286638 
elhunyt 	 22413.504357890586 0.3767751891822754 
miniszterelnok 	 12756.122197165994 0.3767751891822754 
megteveszto 	 23815.954461093017 0.3767751891822754 
szavaikeltette 	 29171.689368350057 0.3767751891822754 
fustkodben 	 29171.689368350057 0.3767751891822754 
bolyonganak 	 29171.689368350057 0.3767751891822754 
hivok 	 25792.59686312032 0.3767751891822754 
vezetoik 	 11907.977230546509 0.6340947867465818 
azonbanugyancsak 	 29171.689368350057 0.3767751891822754 
zavarba 	 14585.844684175028 0.6340947867465818 
jonnenek 	 14585.844684175028 0.6340947867465818 
valaki 	 4143.667248828321 0.8209950153286638 
azt 	 833.5260618726105 1.502177711271432 
kerdezne 	 29171.689368350057 0.3767751891822754 
toluk 	 20436.861955863285 0.3767751891822754 
mondanak 	 19034.411852660854 0.3767751891822754 
orokseg 	 6448.14921578008 0.9629035218277224 
pedig 	 684.4093737011647 1.5757177831329525 
ekerdest 	 29171.689368350057 0.3767751891822754 
megvalaszolni 	 25792.59686312032 0.3767751891822754 
nem 	 133.54329242949555 1.9001669622604938 
nehez 	 14817.549344913656 0.3767751891822754 
amit 	 1825.0916632031056 1.1641211854222473 
emberutodaira 	 29171.689368350057 0.3767751891822754 
hagy 	 25792.59686312032 0.3767751891822754 
adott 	 12126.215006200962 0.3767751891822754 
esetben 	 12590.852132747044 0.3767751891822754 
roviden 	 21325.679545233816 0.3767751891822754 
szolvan 	 29171.689368350057 0.3767751891822754 
aszabadsag 	 29171.689368350057 0.3767751891822754 
kihunyt 	 29171.689368350057 0.3767751891822754 
alma 	 22413.504357890586 0.3767751891822754 
megnyomoritott 	 12896.29843156016 0.6340947867465818 
kifosztott 	 23815.954461093017 0.3767751891822754 
idegen 	 2329.4692694965242 1.2380390886980963 
kezrejatszott 	 29171.689368350057 0.3767751891822754 
orszag 	 942.6521952890023 1.471651832787684 
hamis 	 9230.109776917992 0.6340947867465818 
tajekoztatas 	 25792.59686312032 0.3767751891822754 
veremeben 	 29171.689368350057 0.3767751891822754 
vergodo 	 14585.844684175028 0.6340947867465818 
nep 	 850.4081464777329 1.553743590630431 
szdsz 	 2827.9565858670067 0.9629035218277224 
mszp 	 1479.9209460736452 1.2999458331788507 
uralom 	 9842.688695852701 0.6340947867465818 
legyunk 	 19034.411852660854 0.3767751891822754 
azonban 	 1615.9751919240039 1.2380390886980963 
igazsagosak 	 29171.689368350057 0.3767751891822754 
amitantall 	 29171.689368350057 0.3767751891822754 
kapott 	 13104.484646578949 0.3767751891822754 
sem 	 476.1108686616797 1.684475407504199 
volt 	 547.5274989609317 1.6455349027813708 
menyaszszonyi 	 29171.689368350057 0.3767751891822754 
hozomany 	 29171.689368350057 0.3767751891822754 
csakhogy 	 5119.924772025333 0.8209950153286638 
ahagyatekhoz 	 29171.689368350057 0.3767751891822754 
jarulekul 	 29171.689368350057 0.3767751891822754 
kapta 	 18460.219553835985 0.3767751891822754 
valtoztatas 	 29171.689368350057 0.3767751891822754 
tortenelmi 	 6378.061098582997 0.6340947867465818 
lehetoseget 	 2777.2310131390896 1.0743209714159305 
ezt 	 1581.1465061666506 1.2380390886980963 
maradektalanul 	 25792.59686312032 0.3767751891822754 
eljatszotta 	 25792.59686312032 0.3767751891822754 
kozeposztalyi 	 14585.844684175028 0.6340947867465818 
holgyecsek 	 29171.689368350057 0.3767751891822754 
uracsok 	 29171.689368350057 0.3767751891822754 
akik 	 2767.0063857916384 0.9629035218277224 
belesuketultek 	 29171.689368350057 0.3767751891822754 
antallaltal 	 29171.689368350057 0.3767751891822754 
odavetett 	 29171.689368350057 0.3767751891822754 
konc 	 29171.689368350057 0.3767751891822754 
csontropogtatasaba 	 29171.689368350057 0.3767751891822754 
akiknek 	 8153.142443237834 0.6340947867465818 
szive 	 29171.689368350057 0.3767751891822754 
eslelke 	 29171.689368350057 0.3767751891822754 
kozosseguk 	 29171.689368350057 0.3767751891822754 
sorsanak 	 25792.59686312032 0.3767751891822754 
atelesere 	 29171.689368350057 0.3767751891822754 
valasztasok 	 4776.547494816122 0.8209950153286638 
utan 	 5534.012771583277 0.6340947867465818 
mintegymakonybol 	 29171.689368350057 0.3767751891822754 
riadvan 	 29171.689368350057 0.3767751891822754 
kezdtek 	 19685.377391705402 0.3767751891822754 
atkozni 	 29171.689368350057 0.3767751891822754 
nepet 	 3333.5122501450123 1.0743209714159305 
mely 	 637.8061098582997 1.6455349027813708 
nemertette 	 29171.689368350057 0.3767751891822754 
nagy 	 1229.7806159073948 1.352549032398893 
ember 	 4143.667248828321 0.8209950153286638 
celjainak 	 25792.59686312032 0.3767751891822754 
cselekedeteinek 	 29171.689368350057 0.3767751891822754 
igazitartalmat 	 29171.689368350057 0.3767751891822754 
aevisszahoztao 	 29171.689368350057 0.3767751891822754 
kommunistakat 	 23815.954461093017 0.3767751891822754 
atkozodtak 	 29171.689368350057 0.3767751891822754 
vajonmilyen 	 29171.689368350057 0.3767751891822754 
jogon 	 25792.59686312032 0.3767751891822754 
arrol 	 2892.1161360523647 0.9629035218277224 
van 	 489.14180680577215 1.6303271639219559 
szo 	 1331.1868678718074 1.352549032398893 
inkabb 	 3900.6781811255055 0.8209950153286638 
ezen 	 3189.0305492914986 0.9629035218277224 
erzeketlen 	 23815.954461093017 0.3767751891822754 
esmeltatlan 	 29171.689368350057 0.3767751891822754 
retegen 	 29171.689368350057 0.3767751891822754 
valamint 	 11568.464544209459 0.3767751891822754 
sorshoditokon 	 29171.689368350057 0.3767751891822754 
eszsoldoshadukon 	 29171.689368350057 0.3767751891822754 
kivul 	 13479.669722117575 0.3767751891822754 
mindenki 	 4628.718355231816 0.8209950153286638 
egesz 	 1170.2034543376517 1.3977993597996163 
vesznierezte 	 29171.689368350057 0.3767751891822754 
sorsat 	 9842.688695852701 0.6340947867465818 
jovojet 	 20436.861955863285 0.3767751891822754 
kovetkezteben 	 15081.127048606251 0.3767751891822754 
amunkas 	 29171.689368350057 0.3767751891822754 
akinek 	 14102.857408228265 0.3767751891822754 
szethordtak 	 29171.689368350057 0.3767751891822754 
elkotyavetyeltek 	 23815.954461093017 0.3767751891822754 
munkahelyet 	 25792.59686312032 0.3767751891822754 
akihamarosan 	 29171.689368350057 0.3767751891822754 
utcara 	 19685.377391705402 0.3767751891822754 
kerult 	 6138.113421100693 0.6340947867465818 
paraszt 	 12896.29843156016 0.6340947867465818 
aki 	 1547.9769720491338 1.2380390886980963 
tapasztalhatta 	 29171.689368350057 0.3767751891822754 
mint 	 684.4093737011647 1.5757177831329525 
lopjakel 	 29171.689368350057 0.3767751891822754 
jatsszak 	 29171.689368350057 0.3767751891822754 
tolvajkezre 	 29171.689368350057 0.3767751891822754 
szovetkezetenek 	 29171.689368350057 0.3767751891822754 
javait 	 25792.59686312032 0.3767751891822754 
ertelmisegi 	 10218.430977931643 0.6340947867465818 
akierzekelte 	 29171.689368350057 0.3767751891822754 
tevekenysegi 	 25792.59686312032 0.3767751891822754 
letfenntartasi 	 29171.689368350057 0.3767751891822754 
tereinek 	 29171.689368350057 0.3767751891822754 
rohamosszetfoszlasat 	 29171.689368350057 0.3767751891822754 
eredmenyeibol 	 29171.689368350057 0.3767751891822754 
mindenekelott 	 6812.2873186210945 0.8209950153286638 
sulyos 	 6943.077532847724 0.6340947867465818 
iteletolvashato 	 29171.689368350057 0.3767751891822754 
melyet 	 2717.7141477459445 1.1641211854222473 
idoszakrol 	 29171.689368350057 0.3767751891822754 
alkotott 	 21325.679545233816 0.3767751891822754 
esamelyet 	 29171.689368350057 0.3767751891822754 
nincs 	 730.0366652812422 1.553743590630431 
jog 	 19034.411852660854 0.3767751891822754 
ketsegbe 	 11206.752178945293 0.6340947867465818 
vonni 	 22413.504357890586 0.3767751891822754 
hisz 	 8973.29352000204 0.6340947867465818 
aligha 	 8528.884725316777 0.6340947867465818 
mutathatnank 	 29171.689368350057 0.3767751891822754 
raennek 	 29171.689368350057 0.3767751891822754 
nepnek 	 5827.316637819333 0.8209950153286638 
sok 	 1906.4094732806539 1.1641211854222473 
keseruseget 	 29171.689368350057 0.3767751891822754 
megismert 	 29171.689368350057 0.3767751891822754 
tortenelmeben 	 25792.59686312032 0.3767751891822754 
egyolyan 	 25792.59686312032 0.3767751891822754 
idoszakra 	 21325.679545233816 0.3767751891822754 
annyi 	 8333.780625362531 0.6340947867465818 
jatszott 	 25792.59686312032 0.3767751891822754 
volna 	 706.9891464667517 1.5757177831329525 
olyvegveszelybe 	 29171.689368350057 0.3767751891822754 
vitte 	 25792.59686312032 0.3767751891822754 
orszagot 	 5119.924772025333 0.8209950153286638 
evek 	 4855.831511591449 0.8209950153286638 
amagyarorszag 	 25792.59686312032 0.3767751891822754 
vegso 	 7984.972318988389 0.6340947867465818 
meghoditasara 	 29171.689368350057 0.3767751891822754 
megalkotott 	 29171.689368350057 0.3767751891822754 
aczelgyorgyi 	 29171.689368350057 0.3767751891822754 
mukiteljesedesenek 	 29171.689368350057 0.3767751891822754 
mondhatni 	 11206.752178945293 0.6340947867465818 
megdicsoulesenek 	 29171.689368350057 0.3767751891822754 
peto 	 6839.338472701909 0.6340947867465818 
hornkorszakba 	 29171.689368350057 0.3767751891822754 
torkollo 	 29171.689368350057 0.3767751891822754 
nyitanya 	 25792.59686312032 0.3767751891822754 
kor 	 17481.949913457996 0.3767751891822754 
orszaggyulese 	 29171.689368350057 0.3767751891822754 
lapvilag 	 29171.689368350057 0.3767751891822754 
folottlaposan 	 29171.689368350057 0.3767751891822754 
repulo 	 23815.954461093017 0.3767751891822754 
vegul 	 4628.718355231816 0.8209950153286638 
buzlo 	 12896.29843156016 0.6340947867465818 
mocsari 	 29171.689368350057 0.3767751891822754 
iszapba 	 29171.689368350057 0.3767751891822754 
buko 	 29171.689368350057 0.3767751891822754 
tuzokkaljelkepezheto 	 29171.689368350057 0.3767751891822754 
melynel 	 29171.689368350057 0.3767751891822754 
ido 	 1954.09670648626 1.2380390886980963 
kovetelmenyeihez 	 29171.689368350057 0.3767751891822754 
merten 	 11907.977230546509 0.6340947867465818 
meltatlanabb 	 29171.689368350057 0.3767751891822754 
gyulekezet 	 25792.59686312032 0.3767751891822754 
mar 	 536.1882451499265 1.6455349027813708 
nehezen 	 19685.377391705402 0.3767751891822754 
kepzelheto 	 23815.954461093017 0.3767751891822754 
mondhatnak 	 23815.954461093017 0.3767751891822754 
elutasitas 	 25792.59686312032 0.3767751891822754 
csak 	 476.1108686616797 1.684475407504199 
ertheto 	 19685.377391705402 0.3767751891822754 
miert 	 2213.605108633311 1.0743209714159305 
esettazutan 	 29171.689368350057 0.3767751891822754 
valasztas 	 17057.769450633554 0.3767751891822754 
eppen 	 5919.683784294581 0.6340947867465818 
mszmp 	 10218.430977931643 0.6340947867465818 
utodpartjara 	 29171.689368350057 0.3767751891822754 
sajnos 	 3641.8736336935867 0.9629035218277224 
kialakult 	 15969.944637976778 0.3767751891822754 
helyzet 	 13886.155065695448 0.3767751891822754 
logikus 	 23815.954461093017 0.3767751891822754 
elore 	 7283.747267387173 0.6340947867465818 
lathatofejlemenye 	 29171.689368350057 0.3767751891822754 
kozeposztaly 	 5603.3760894726465 0.9629035218277224 
kepes 	 3322.1171863738323 0.9629035218277224 
lett 	 2959.8418921472903 0.9629035218277224 
kiemelkedniabbol 	 29171.689368350057 0.3767751891822754 
erkolcsi 	 17481.949913457996 0.3767751891822754 
szellemi 	 4939.183114971219 0.8209950153286638 
