term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 259.87180401988866 1.7072938994542497 
logo_asm 	 779.6154120596659 1.3207131139347685 
gif 	 33.521416301284134 1.8420917744941454 
subject 	 514.5286543662613 1.3207131139347685 
index 	 126.54431697546346 1.5908789089820932 
anthropology 	 774.0459915682662 1.3207131139347685 
ant 	 779.6154120596659 1.3207131139347685 
idx 	 41.03239010840347 1.9472866016975678 
html 	 7.623216423420873 1.9662890610808876 
architecture 	 746.9713424687586 1.3207131139347685 
arc 	 368.2422861330999 1.5908789089820932 
art 	 329.3846508793638 1.5908789089820932 
black 	 672.5723202500055 1.3207131139347685 
studies 	 207.82859062052086 1.7072938994542497 
blk 	 779.6154120596659 1.3207131139347685 
stu 	 779.6154120596659 1.3207131139347685 
business 	 528.8997548938576 1.3207131139347685 
bus 	 741.7043381961663 1.3207131139347685 
ecology 	 774.0459915682662 1.3207131139347685 
eco 	 774.0459915682662 1.3207131139347685 
economics 	 736.4845722661998 1.3207131139347685 
ecn 	 774.0459915682662 1.3207131139347685 
education 	 632.1081517885143 1.3207131139347685 
edu 	 636.4677227348841 1.3207131139347685 
film 	 721.1004166525332 1.3207131139347685 
flm 	 779.6154120596659 1.3207131139347685 
gen 	 139.2661442121588 1.8134558155081293 
healthcare 	 768.5293625867218 1.3207131139347685 
med 	 381.5322668515577 1.5908789089820932 
history 	 320.4300982073385 1.5908789089820932 
law 	 162.26970995150506 1.7072938994542497 
linguistics 	 768.5293625867218 1.3207131139347685 
lin 	 763.0645337031154 1.3207131139347685 
literature 	 731.3112048693627 1.3207131139347685 
lit 	 774.0459915682662 1.3207131139347685 
mass 	 658.7693017587276 1.3207131139347685 
media 	 503.97851653339336 1.3207131139347685 
mda 	 779.6154120596659 1.3207131139347685 
medicine 	 716.0614241360406 1.3207131139347685 
music 	 746.9713424687586 1.3207131139347685 
mus 	 774.0459915682662 1.3207131139347685 
philosophy 	 82.99681582986207 1.8918824067808981 
phi 	 779.6154120596659 1.3207131139347685 
political 	 551.1445007552127 1.3207131139347685 
science 	 318.23386136744205 1.5908789089820932 
psi 	 774.0459915682662 1.3207131139347685 
psychology 	 768.5293625867218 1.3207131139347685 
psy 	 768.5293625867218 1.3207131139347685 
religion 	 247.2347793987221 1.7072938994542497 
rel 	 774.0459915682662 1.3207131139347685 
sci 	 752.2864479025833 1.3207131139347685 
shakespeare 	 779.6154120596659 1.3207131139347685 
sha 	 384.2646812933609 1.5908789089820932 
sociology 	 774.0459915682662 1.3207131139347685 
soc 	 774.0459915682662 1.3207131139347685 
sports 	 736.4845722661998 1.3207131139347685 
recreation 	 752.2864479025833 1.3207131139347685 
spt 	 757.650541173649 1.3207131139347685 
urban 	 741.7043381961663 1.3207131139347685 
urb 	 779.6154120596659 1.3207131139347685 
women's 	 741.7043381961663 1.3207131139347685 
wom 	 779.6154120596659 1.3207131139347685 
home 	 259.92237195515656 1.3207131139347685 
page 	 142.8445776678728 1.5908789089820932 
topic 	 768.5293625867218 1.3207131139347685 
search 	 353.05623196046395 1.5908789089820932 
custom 	 378.8252705868245 1.5908789089820932 
religious 	 460.3655634003354 1.7072938994542497 
specific 	 627.7809943087789 1.3207131139347685 
paper 	 166.98371137854613 1.7721331733049832 
click 	 358.0307120680203 1.5908789089820932 
catalog 	 763.0645337031154 1.3207131139347685 
button 	 696.330721060794 1.3207131139347685 
title 	 336.28616012500277 1.5908789089820932 
description 	 711.0656853076507 1.3207131139347685 
