term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 2072.854876066247 1.1016187711934649 
eeeeeee 	 2676.552140962127 0.9903992583524909 
zzzzzzz 	 5353.104281924254 0.6581598978543105 
tttttttnn 	 10706.208563848508 0.3938907175311751 
eeee 	 5353.104281924254 0.6581598978543105 
hazai 	 5474.553375075123 0.6581598978543105 
sajto 	 11476.996110484357 0.3938907175311751 
sajtokivonatok 	 15775.205663763165 0.3938907175311751 
napi 	 3921.821679198744 0.847750930350174 
hetilapokbol 	 11765.465037596232 0.3938907175311751 
szent 	 5669.627269255864 0.6581598978543105 
hirek 	 5738.498055242178 0.6581598978543105 
sorok 	 11765.465037596232 0.3938907175311751 
kozt 	 12402.89069934672 0.3938907175311751 
olvaso 	 11765.465037596232 0.3938907175311751 
szabad 	 10589.392197808995 0.3938907175311751 
velemenyeivel 	 14537.435629615315 0.3938907175311751 
tarkitva 	 14537.435629615315 0.3938907175311751 
magyarnemzet 	 15433.271480245894 0.3938907175311751 
nsz 	 1572.1280715824475 1.3247719421895983 
nepszabadsag 	 11205.506043378542 0.3938907175311751 
magyar 	 383.86201408634207 1.7375886829623848 
hirlap 	 5669.627269255864 0.6581598978543105 
nszv 	 4192.34152421986 0.847750930350174 
nepszava 	 11916.75728010151 0.3938907175311751 
esti 	 6288.51228632979 0.6581598978543105 
hvg 	 13562.455471434821 0.3938907175311751 
heti 	 13142.7116867936 0.3938907175311751 
vilaggazdasag 	 6378.9944715744095 0.6581598978543105 
gazdasag 	 5809.488271786379 0.6581598978543105 
copyright 	 3598.595144918362 0.3938907175311751 
egyszer 	 11765.465037596232 0.3938907175311751 
mar 	 780.7408483224492 1.5224665877972008 
megjelent 	 11618.976543572759 0.3938907175311751 
eshetilap 	 21213.519816883523 0.3938907175311751 
anyagot 	 13347.812119295428 0.3938907175311751 
szabadon 	 12757.988943148819 0.3938907175311751 
utankozolhetonek 	 13787.573288912583 0.3938907175311751 
tart 	 11765.465037596232 0.3938907175311751 
kulfold 	 6117.545194571153 0.6581598978543105 
jelcin 	 4939.052544892115 0.847750930350174 
oroszorszagi 	 21213.519816883523 0.3938907175311751 
elnokvalasztasokat 	 27609.8819990907 0.3938907175311751 
borisz 	 6005.112908593312 0.847750930350174 
nyerte 	 19342.70380807245 0.3938907175311751 
igy 	 863.6895316942697 1.4927647116974994 
tovabbra 	 6288.51228632979 0.6581598978543105 
marad 	 6673.906059647714 0.6581598978543105 
allamfo 	 5381.507572322955 0.847750930350174 
szavazatok 	 22540.88489917604 0.3938907175311751 
szazalekanak 	 21213.519816883523 0.3938907175311751 
osszesitese 	 27609.8819990907 0.3938907175311751 
alapjan 	 3825.6653701614523 0.847750930350174 
tamogatottsaga 	 27609.8819990907 0.3938907175311751 
megkozeliti 	 27609.8819990907 0.3938907175311751 
szazalekot 	 7887.6028318815825 0.6581598978543105 
mig 	 3779.751512837243 0.847750930350174 
gennagyij 	 21213.519816883523 0.3938907175311751 
zjuganov 	 21213.519816883523 0.3938907175311751 
ert 	 12757.988943148819 0.3938907175311751 
reszvetel 	 24411.70090798711 0.3938907175311751 
szazalekos 	 3972.2524267005037 0.847750930350174 
volt 	 690.9516253554158 1.5725289281193642 
regi 	 12757.988943148819 0.3938907175311751 
orosz 	 5882.732518798116 0.6581598978543105 
rovid 	 15114.938371205099 0.3938907175311751 
televizios 	 20183.93547111976 0.3938907175311751 
beszedeben 	 16144.522716968864 0.3938907175311751 
koszontotte 	 24411.70090798711 0.3938907175311751 
lakossagot 	 20183.93547111976 0.3938907175311751 
ramutatott 	 16545.993210399014 0.3938907175311751 
kell 	 740.3053128808026 1.5488824129310534 
kerulni 	 21213.519816883523 0.3938907175311751 
gyoztesek 	 20183.93547111976 0.3938907175311751 
legyozottek 	 27609.8819990907 0.3938907175311751 
megkulonbozteteset 	 27609.8819990907 0.3938907175311751 
