term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 303.1837713565368 1.6666409028148348 
logo_asm 	 909.5513140696103 1.249956524340109 
gif 	 39.10831901816482 1.8181664875176353 
subject 	 600.2834300939716 1.249956524340109 
index 	 147.63503647137404 1.5384286097105966 
anthropology 	 903.0536568296438 1.249956524340109 
ant 	 909.5513140696103 1.249956524340109 
idx 	 47.871121793137384 1.9387700054049248 
html 	 8.893752493991018 1.960780747745802 
architecture 	 871.4665662135517 1.249956524340109 
arc 	 429.6160004886166 1.5384286097105966 
art 	 384.2820926925911 1.5384286097105966 
black 	 392.3338534791699 1.5384286097105966 
studies 	 242.46668905727432 1.6666409028148348 
blk 	 909.5513140696103 1.249956524340109 
stu 	 909.5513140696103 1.249956524340109 
business 	 617.0497140428339 1.249956524340109 
bus 	 865.3217278955274 1.249956524340109 
ecology 	 903.0536568296438 1.249956524340109 
eco 	 903.0536568296438 1.249956524340109 
economics 	 859.2320009772332 1.249956524340109 
ecn 	 903.0536568296438 1.249956524340109 
education 	 737.4595104199334 1.249956524340109 
edu 	 742.5456765240315 1.249956524340109 
film 	 841.2838194279555 1.249956524340109 
flm 	 909.5513140696103 1.249956524340109 
gen 	 162.4771682475186 1.785696540106125 
healthcare 	 896.6175896845087 1.249956524340109 
med 	 445.120977993484 1.5384286097105966 
history 	 186.91755728761416 1.7391093950446241 
law 	 283.97199241513385 1.5384286097105966 
linguistics 	 896.6175896845087 1.249956524340109 
lin 	 890.241955986968 1.249956524340109 
literature 	 426.59820284046157 1.5384286097105966 
lit 	 903.0536568296438 1.249956524340109 
mass 	 768.5641853851822 1.249956524340109 
media 	 587.9749359556256 1.249956524340109 
mda 	 909.5513140696103 1.249956524340109 
medicine 	 417.7024974126904 1.5384286097105966 
music 	 871.4665662135517 1.249956524340109 
mus 	 903.0536568296438 1.249956524340109 
philosophy 	 871.4665662135517 1.249956524340109 
phi 	 909.5513140696103 1.249956524340109 
political 	 91.85741679253545 1.8420917744941454 
science 	 247.5152255080105 1.6666409028148348 
psi 	 903.0536568296438 1.249956524340109 
psychology 	 896.6175896845087 1.249956524340109 
psy 	 896.6175896845087 1.249956524340109 
religion 	 865.3217278955274 1.249956524340109 
rel 	 903.0536568296438 1.249956524340109 
sci 	 877.6675225530138 1.249956524340109 
shakespeare 	 909.5513140696103 1.249956524340109 
sha 	 448.3087948422544 1.5384286097105966 
sociology 	 903.0536568296438 1.249956524340109 
soc 	 903.0536568296438 1.249956524340109 
sports 	 859.2320009772332 1.249956524340109 
recreation 	 877.6675225530138 1.249956524340109 
spt 	 883.9256313692572 1.249956524340109 
urban 	 865.3217278955274 1.249956524340109 
urb 	 909.5513140696103 1.249956524340109 
women's 	 432.6608639477637 1.5384286097105966 
wom 	 909.5513140696103 1.249956524340109 
home 	 303.242767281016 1.249956524340109 
page 	 166.65200727918494 1.5384286097105966 
topic 	 896.6175896845087 1.249956524340109 
search 	 411.89893728720796 1.5384286097105966 
custom 	 441.9628156846286 1.5384286097105966 
africa 	 168.2586532063651 1.8965426255106175 
specific 	 366.2055800134543 1.5384286097105966 
paper 	 155.85146395330975 1.785696540106125 
click 	 417.7024974126904 1.5384286097105966 
catalog 	 890.241955986968 1.249956524340109 
button 	 812.385841237593 1.249956524340109 
title 	 392.3338534791699 1.5384286097105966 
description 	 829.5766328589258 1.249956524340109 
written 	 747.6702291504566 1.249956524340109 
pgs 	 31.139781269987722 1.9594557754985567 
pages 	 790.1215515407822 1.249956524340109 
footnotes 	 903.0536568296438 1.249956524340109 
sources 	 790.1215515407822 1.249956524340109 
price 	 779.2573197665487 1.249956524340109 
international 	 305.3705838595599 1.6666409028148348 
relief 	 2571.1772465753093 1.249956524340109 
sahelian 	 4063.0927345866025 1.249956524340109 
nations 	 450.1314680444097 1.7391093950446241 
discusses 	 183.22235031573595 1.785696540106125 
drought 	 3317.1349905809557 1.249956524340109 
struck 	 2741.8197433780447 1.249956524340109 
government 	 160.23248904254422 1.785696540106125 
policies 	 423.9364602709747 1.6666409028148348 
aid 	 381.30376594304886 1.7391093950446241 
effect 	 356.97678856472487 1.6666409028148348 
importance 	 805.6397359505869 1.5384286097105966 
oil 	 422.2410250877155 1.7391093950446241 
production 	 746.8139865780515 1.5384286097105966 
economy 	 455.75484176157056 1.6666409028148348 
nigeria 	 241.01381161690853 1.8965426255106175 
thesis 	 2321.492120870219 1.249956524340109 
proposal 	 1649.0114008352905 1.249956524340109 
accomplish 	 2970.284392043848 1.249956524340109 
topological 	 4063.0927345866025 1.249956524340109 
view 	 1113.6488531479508 1.249956524340109 
yorba 	 4063.0927345866025 1.249956524340109 
southwestern 	 3317.1349905809557 1.249956524340109 
bascom 	 4063.0927345866025 1.249956524340109 
review 	 458.05587578933984 1.5384286097105966 
analysisof 	 4063.0927345866025 1.249956524340109 
effects 	 1062.6999618927123 1.249956524340109 
european 	 641.5163884188979 1.5384286097105966 
civilization 	 2028.9905208434425 1.249956524340109 
yoruba 	 4063.0927345866025 1.249956524340109 
culture 	 443.2929788591453 1.6666409028148348 
apartheid 	 203.9347636758457 1.9117568830321956 
south 	 86.29331757286688 1.9178009091015817 
examines 	 227.38782851740257 1.7391093950446241 
roots 	 1731.415422741188 1.249956524340109 
system 	 244.1370533423029 1.6666409028148348 
defining 	 2271.1728077778416 1.249956524340109 
oppressing 	 4063.0927345866025 1.249956524340109 
persons 	 1649.0114008352905 1.249956524340109 
color' 	 4063.0927345866025 1.249956524340109 
nigeria's 	 1105.7116635269854 1.6666409028148348 
struggle 	 1753.6797124379987 1.249956524340109 
independence 	 625.825349833698 1.6666409028148348 
creation 	 787.7671884322862 1.5384286097105966 
diversity 	 2434.9218443565087 1.249956524340109 
comparative 	 1731.415422741188 1.249956524340109 
study 	 274.5992915248053 1.6666409028148348 
tanzania 	 3592.4457989863995 1.249956524340109 
uganda 	 4063.0927345866025 1.249956524340109 
kenya 	 495.0473986739747 1.8181664875176353 
representative 	 1731.415422741188 1.249956524340109 
day 	 943.0063563452157 1.249956524340109 
african 	 124.74137496077488 1.9277043808281424 
developing 	 1593.1717321323863 1.249956524340109 
differing 	 2499.6374564436455 1.249956524340109 
conditions 	 1283.0327768377958 1.249956524340109 
takeover 	 1485.142196021924 1.5384286097105966 
angola 	 3592.4457989863995 1.249956524340109 
cubans 	 4063.0927345866025 1.249956524340109 
russians 	 2651.151927785994 1.249956524340109 
depth 	 1668.6939383722288 1.249956524340109 
communist 	 1448.8425130254725 1.249956524340109 
miniscule 	 4063.0927345866025 1.249956524340109 
nation 	 1825.2195025696628 1.249956524340109 
due 	 1306.0519304255836 1.249956524340109 
failure 	 1493.627973156103 1.249956524340109 
policy 	 107.92617585640164 1.886782547082938 
urbanization 	 711.6220137451883 1.7391093950446241 
deals 	 1478.3689040325553 1.249956524340109 
available 	 1062.6999618927123 1.249956524340109 
west 	 1208.1064460201364 1.249956524340109 
impact 	 1271.809380812924 1.249956524340109 
economic 	 145.0440913626399 1.8420917744941454 
social 	 174.29331324271035 1.785696540106125 
challenge 	 1964.2749087563059 1.249956524340109 
congo 	 3592.4457989863995 1.249956524340109 
kwame 	 4063.0927345866025 1.249956524340109 
nkrumah 	 4063.0927345866025 1.249956524340109 
analysis 	 835.4049948253808 1.249956524340109 
eye 	 2063.8186677325893 1.249956524340109 
witness 	 2499.6374564436455 1.249956524340109 
account 	 1306.0519304255836 1.249956524340109 
turmoil 	 3592.4457989863995 1.249956524340109 
country 	 1104.8874412643695 1.249956524340109 
stemming 	 3317.1349905809557 1.249956524340109 
declaration 	 2063.8186677325893 1.249956524340109 
agricultural 	 1995.861999372398 1.249956524340109 
particulars 	 3592.4457989863995 1.249956524340109 
regarding 	 1294.4448101746189 1.249956524340109 
ethopia 	 4063.0927345866025 1.249956524340109 
includes 	 929.425903651387 1.249956524340109 
previous 	 1541.5773012943773 1.249956524340109 
famine 	 3121.7988633861964 1.249956524340109 
mid 	 2063.8186677325893 1.249956524340109 
uneasy 	 4063.0927345866025 1.249956524340109 
diplomatic 	 2271.1728077778416 1.249956524340109 
relations 	 201.3510743366894 1.8181664875176353 
world 	 752.8337521330204 1.249956524340109 
response 	 1478.3689040325553 1.249956524340109 
food 	 292.6890452741014 1.785696540106125 
shipments 	 4063.0927345866025 1.249956524340109 
people 	 795.6195572887307 1.249956524340109 
ethiopian 	 2970.284392043848 1.249956524340109 
responsibility 	 1228.6837783274648 1.249956524340109 
solutions 	 1877.476049501094 1.249956524340109 
defense 	 1406.8291139008911 1.249956524340109 
look 	 217.53932992860737 1.785696540106125 
white 	 1434.5472481801444 1.249956524340109 
opposition 	 1525.2150637721954 1.249956524340109 
anti 	 1317.8609237269427 1.249956524340109 
obstacles 	 2741.8197433780447 1.249956524340109 
revolution 	 1558.3435852432394 1.249956524340109 
rule 	 473.51558405649564 1.6666409028148348 
background 	 1434.5472481801444 1.249956524340109 
colonization 	 1485.142196021924 1.5384286097105966 
development 	 197.53038788519555 1.7391093950446241 
significance 	 1629.8833753749036 1.249956524340109 
multiracialism 	 4063.0927345866025 1.249956524340109 
resistance 	 857.0590821917699 1.6666409028148348 
growing 	 1420.5467521694868 1.249956524340109 
trend 	 2028.9905208434425 1.249956524340109 
confrontation 	 2651.151927785994 1.249956524340109 
isolation 	 2224.3266480382017 1.249956524340109 
informational 	 3121.7988633861964 1.249956524340109 
perspective 	 1493.627973156103 1.249956524340109 
factors 	 1271.809380812924 1.249956524340109 
increase 	 1420.5467521694868 1.249956524340109 
evolution 	 1558.3435852432394 1.249956524340109 
changes 	 374.17493217739457 1.6666409028148348 
brought 	 888.3494330128933 1.5384286097105966 
family 	 1159.2364397747008 1.249956524340109 
roles 	 1629.8833753749036 1.249956524340109 
migratory 	 4063.0927345866025 1.249956524340109 
patterns 	 805.6397359505869 1.5384286097105966 
outside 	 1611.2794719011738 1.249956524340109 
overview 	 392.78815507836254 1.6666409028148348 
organization 	 330.93276359010133 1.6666409028148348 
unity's 	 4063.0927345866025 1.249956524340109 
oau 	 4063.0927345866025 1.249956524340109 
attempts 	 710.2733760847434 1.5384286097105966 
establish 	 1934.0921619707096 1.249956524340109 
peacekeeping 	 3592.4457989863995 1.249956524340109 
force 	 1493.627973156103 1.249956524340109 
deal 	 1509.2378560306734 1.249956524340109 
intra 	 3317.1349905809557 1.249956524340109 
continental 	 2651.151927785994 1.249956524340109 
conflicts 	 1850.8451852700161 1.249956524340109 
stability 	 1112.1633240191009 1.5384286097105966 
answering 	 2846.488054980753 1.249956524340109 
questions 	 548.1188213807474 1.5384286097105966 
trading 	 2180.504992185791 1.249956524340109 
wwii 	 2970.284392043848 1.249956524340109 
land 	 1541.5773012943773 1.249956524340109 
tenure 	 2741.8197433780447 1.249956524340109 
represents 	 1995.861999372398 1.249956524340109 
strategy 	 787.7671884322862 1.5384286097105966 
ethnic 	 389.58589631080986 1.7391093950446241 
language 	 1463.4452263705066 1.249956524340109 
racial 	 420.1060621950213 1.785696540106125 
creating 	 1800.5258721776388 1.249956524340109 
national 	 773.8897028812188 1.249956524340109 
identity 	 1995.861999372398 1.249956524340109 
unity 	 2434.9218443565087 1.249956524340109 
based 	 835.4049948253808 1.249956524340109 
primarily 	 1753.6797124379987 1.249956524340109 
selected 	 1776.6988660257866 1.249956524340109 
parliamentary 	 1825.2195025696628 1.249956524340109 
papers 	 2028.9905208434425 1.249956524340109 
various 	 829.5766328589258 1.249956524340109 
theories 	 1393.383129966785 1.249956524340109 
race 	 1731.415422741188 1.249956524340109 
specifics 	 2741.8197433780447 1.249956524340109 
applied 	 1649.0114008352905 1.249956524340109 
cultural 	 1354.57256696946 1.249956524340109 
implicat 	 4063.0927345866025 1.249956524340109 
shaped 	 2180.504992185791 1.249956524340109 
government's 	 1877.476049501094 1.249956524340109 
reform 	 1380.1982496698133 1.249956524340109 
continuities 	 4063.0927345866025 1.249956524340109 
idealogies 	 3592.4457989863995 1.249956524340109 
