term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 234.42044177051812 1.7321213406464175 
logo_asm 	 703.2613253115544 1.366157027620865 
gif 	 30.23839099342641 1.8564469721623869 
subject 	 464.1366727530708 1.366157027620865 
index 	 114.15080139539229 1.623402611834111 
anthropology 	 698.2373635280752 1.366157027620865 
ant 	 703.2613253115544 1.366157027620865 
idx 	 37.01375396376602 1.9523261924599102 
html 	 6.87661275308584 1.9695403653183245 
architecture 	 673.8143553197565 1.366157027620865 
arc 	 332.17731996542517 1.623402611834111 
art 	 297.125329401488 1.623402611834111 
black 	 606.7018352770668 1.366157027620865 
studies 	 112.48454646986953 1.8301742664208671 
blk 	 703.2613253115544 1.366157027620865 
stu 	 703.2613253115544 1.366157027620865 
business 	 477.1002943630159 1.366157027620865 
bus 	 669.0631916717995 1.366157027620865 
ecology 	 349.1186817640376 1.623402611834111 
eco 	 698.2373635280752 1.366157027620865 
economics 	 332.17731996542517 1.623402611834111 
ecn 	 698.2373635280752 1.366157027620865 
education 	 570.2006523865465 1.366157027620865 
edu 	 574.1332550443542 1.366157027620865 
film 	 650.4771799700687 1.366157027620865 
flm 	 703.2613253115544 1.366157027620865 
gen 	 125.62667648004015 1.8301742664208671 
healthcare 	 693.2610229519398 1.366157027620865 
med 	 344.1657046341371 1.623402611834111 
history 	 578.0955380029303 1.366157027620865 
law 	 146.37731567790405 1.7321213406464175 
linguistics 	 693.2610229519398 1.366157027620865 
lin 	 688.3314092682742 1.366157027620865 
literature 	 659.6879425367962 1.366157027620865 
lit 	 698.2373635280752 1.366157027620865 
mass 	 594.250658802976 1.366157027620865 
media 	 454.61979584197854 1.366157027620865 
mda 	 703.2613253115544 1.366157027620865 
medicine 	 645.9316970299335 1.366157027620865 
music 	 673.8143553197565 1.366157027620865 
mus 	 698.2373635280752 1.366157027620865 
philosophy 	 673.8143553197565 1.366157027620865 
phi 	 703.2613253115544 1.366157027620865 
political 	 497.1664310936196 1.366157027620865 
science 	 287.0666275221771 1.623402611834111 
