term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 576.935858554245 1.6300181519049952 
subject 	 4314.2608819714005 0.3764618137174797 
subscribe__ 	 14582.435554810014 0.3764618137174797 
subs 	 7058.660938682454 0.633650936942401 
magyar 	 322.4053327214898 1.7748719146508258 
siliconvalley 	 1131.2501356241796 1.4367230759613834 
com 	 214.13354384502009 1.4367230759613834 
mailto 	 709.0063268515831 1.0738112255020307 
unsubscribe 	 14582.435554810014 0.3764618137174797 
unsubs 	 7291.217777405007 0.633650936942401 
www_page___ 	 14582.435554810014 0.3764618137174797 
http 	 2141.1431206932243 0.3764618137174797 
www 	 2122.117755464817 0.3764618137174797 
htmlx 	 14582.435554810014 0.3764618137174797 
disclaimer_ 	 7291.217777405007 0.633650936942401 
dissemination 	 14117.321877364908 0.3764618137174797 
information 	 2026.7730343021638 0.633650936942401 
public 	 1754.622710324651 0.8204989269569717 
benefit 	 9645.82310581903 0.3764618137174797 
responsibility 	 8830.59917266278 0.3764618137174797 
content 	 10110.936783264136 0.3764618137174797 
assumed 	 12443.751491865974 0.3764618137174797 
eeeeeee 	 2830.8570541602035 0.9623916792527609 
zzzzzzz 	 5661.714108320407 0.633650936942401 
tttttttnn 	 11323.428216640814 0.3764618137174797 
eeee 	 5661.714108320407 0.633650936942401 
vitacikk 	 14582.435554810014 0.3764618137174797 
level 	 7242.537858541797 0.3764618137174797 
szerkesztosegnek 	 7291.217777405007 0.633650936942401 
alairassal 	 14582.435554810014 0.3764618137174797 
signed 	 5312.548049837164 0.633650936942401 
alairas 	 13493.49502439667 0.3764618137174797 
nelkul 	 5661.714108320407 0.633650936942401 
noname 	 7291.217777405007 0.633650936942401 
editor 	 6144.408922045412 0.633650936942401 
hazai 	 3860.109878683225 0.8204989269569717 
sajtosajtokivonatok 	 15375.527930759154 0.3764618137174797 
napi 	 12443.751491865974 0.3764618137174797 
hetilapokbol 	 12443.751491865974 0.3764618137174797 
batthyany 	 17499.880118497444 0.3764618137174797 
alapitvany 	 7548.297435610103 0.633650936942401 
