term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1682.0224840943654 0.948012953060806 
logo_asm 	 5046.067452283096 0.4619975328181973 
gif 	 216.9676549947377 1.2863077173070374 
subject 	 832.5727839337227 1.0915500123161723 
index 	 819.0591787741768 0.7506060045305705 
anthropology 	 5010.019330305256 0.4619975328181973 
ant 	 5046.067452283096 0.4619975328181973 
idx 	 265.582497488584 1.701820649836021 
html 	 49.34133379214163 1.8002325479036458 
architecture 	 4834.778431408614 0.4619975328181973 
arc 	 2383.451360590013 0.7506060045305705 
art 	 266.4931228227155 1.6555411330343413 
black 	 1451.0767069769593 0.948012953060806 
studies 	 366.8651831619035 1.5353449549473834 
blk 	 5046.067452283096 0.4619975328181973 
stu 	 5046.067452283096 0.4619975328181973 
business 	 3423.3082073628207 0.4619975328181973 
bus 	 4800.687701005083 0.4619975328181973 
ecology 	 5010.019330305256 0.4619975328181973 
eco 	 5010.019330305256 0.4619975328181973 
economics 	 1588.9675737266753 0.948012953060806 
ecn 	 5010.019330305256 0.4619975328181973 
education 	 33.535454450275104 1.9468753964699272 
edu 	 4119.5428033373 0.4619975328181973 
film 	 2333.6643209021418 0.7506060045305705 
flm 	 5046.067452283096 0.4619975328181973 
gen 	 901.4013148577357 1.2006203681852574 
healthcare 	 4974.31290182849 0.4619975328181973 
med 	 2469.4708749653228 0.7506060045305705 
history 	 518.4966408707235 1.412301283133232 
law 	 1050.2920917307897 0.948012953060806 
linguistics 	 2487.156450914245 0.7506060045305705 
lin 	 4938.9417499306455 0.4619975328181973 
literature 	 205.80078505475043 1.747121122975731 
lit 	 5010.019330305256 0.4619975328181973 
mass 	 2131.944982581724 0.7506060045305705 
media 	 3262.00527797473 0.4619975328181973 
mda 	 5046.067452283096 0.4619975328181973 
medicine 	 4634.7137194509705 0.4619975328181973 
music 	 690.6826330583734 1.3554035045297428 
mus 	 5010.019330305256 0.4619975328181973 
philosophy 	 537.1976034898461 1.4599691725425827 
phi 	 5046.067452283096 0.4619975328181973 
political 	 509.6125022937864 1.3554035045297428 
science 	 1373.1809344457665 0.948012953060806 
psi 	 5010.019330305256 0.4619975328181973 
psychology 	 1658.1043006094967 0.948012953060806 
psy 	 4974.31290182849 0.4619975328181973 
religion 	 4800.687701005083 0.4619975328181973 
rel 	 5010.019330305256 0.4619975328181973 
sci 	 4869.180496991463 0.4619975328181973 
shakespeare 	 5046.067452283096 0.4619975328181973 
sha 	 2487.156450914245 0.7506060045305705 
sociology 	 5010.019330305256 0.4619975328181973 
soc 	 5010.019330305256 0.4619975328181973 
sports 	 4766.902721180026 0.4619975328181973 
recreation 	 4869.180496991463 0.4619975328181973 
spt 	 4903.899636771711 0.4619975328181973 
urban 	 800.1146168341805 1.2863077173070374 
urb 	 5046.067452283096 0.4619975328181973 
women's 	 2400.3438505025415 0.7506060045305705 
wom 	 5046.067452283096 0.4619975328181973 
home 	 560.7832618299398 0.948012953060806 
page 	 616.3751707616001 0.948012953060806 
topic 	 1243.5782254571225 1.0915500123161723 
search 	 2285.1594944932435 0.7506060045305705 
custom 	 2451.9498183858555 0.7506060045305705 
specific 	 2031.6589394855412 0.7506060045305705 
paper 	 864.6428051724856 1.2006203681852574 
click 	 2317.3568597254853 0.7506060045305705 
catalog 	 4938.9417499306455 0.4619975328181973 
button 	 4507.006574288678 0.4619975328181973 
title 	 2176.615060465439 0.7506060045305705 
description 	 4602.378756965499 0.4619975328181973 
written 	 4147.973126965788 0.4619975328181973 
pgs 	 22.466454395987697 1.9705824084120638 
pages 	 4383.4873117144725 0.4619975328181973 
footnotes 	 5010.019330305256 0.4619975328181973 
sources 	 1461.1624372381575 0.948012953060806 
price 	 4323.214025862429 0.4619975328181973 
death 	 6816.571123651781 0.4619975328181973 
age 	 3655.6569217079477 0.7506060045305705 
kozol 	 15211.244437857282 0.4619975328181973 
imitation 	 5492.911784403131 0.948012953060806 
forerunner 	 18403.015477935878 0.4619975328181973 
symbolic 	 6300.079504343984 0.7506060045305705 
function 	 2009.495488426714 1.0915500123161723 
characteristics 	 1808.4744256368958 1.2006203681852574 
preoperational 	 22541.487969348647 0.4619975328181973 
discusses 	 220.97669002989605 1.747121122975731 
internalization 	 22541.487969348647 0.4619975328181973 
egocentrism 	 22541.487969348647 0.4619975328181973 
stasis 	 22541.487969348647 0.4619975328181973 
dynamism 	 22541.487969348647 0.4619975328181973 
reversibility 	 22541.487969348647 0.4619975328181973 
