term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 582.7022409724308 1.4446436467419705 
logo_asm 	 1748.1067229172922 0.9288184303975436 
gif 	 75.16400046937422 1.677553668703409 
subject 	 576.8555789931023 1.2685230613923313 
index 	 283.74627775426086 1.2685230613923313 
anthropology 	 1735.6185893412155 0.9288184303975436 
ant 	 1748.1067229172922 0.9288184303975436 
idx 	 92.00561699564697 1.8855497707781173 
html 	 17.093294557670514 1.9259613354355147 
architecture 	 1674.9099689376803 0.9288184303975436 
arc 	 825.6979096283426 1.2685230613923313 
art 	 738.5686759408416 1.2685230613923313 
black 	 1508.0874191172804 0.9288184303975436 
studies 	 349.5055551028089 1.552411333884808 
blk 	 1748.1067229172922 0.9288184303975436 
stu 	 1748.1067229172922 0.9288184303975436 
business 	 197.65583623610658 1.677553668703409 
bus 	 1663.0999335841873 0.9288184303975436 
ecology 	 1735.6185893412155 0.9288184303975436 
eco 	 1735.6185893412155 0.9288184303975436 
economics 	 330.27916385133705 1.625151262465022 
ecn 	 1735.6185893412155 0.9288184303975436 
education 	 1417.355907360844 0.9288184303975436 
edu 	 1427.1312339673948 0.9288184303975436 
film 	 1616.9004187827422 0.9288184303975436 
flm 	 1748.1067229172922 0.9288184303975436 
gen 	 312.27202439324265 1.625151262465022 
healthcare 	 1723.248828480536 0.9288184303975436 
med 	 855.497608661998 1.2685230613923313 
history 	 478.9934457738566 1.4446436467419705 
law 	 363.85218468507577 1.4446436467419705 
linguistics 	 1723.248828480536 0.9288184303975436 
lin 	 1710.995217323996 0.9288184303975436 
literature 	 1639.7957428771792 0.9288184303975436 
lit 	 1735.6185893412155 0.9288184303975436 
mass 	 1477.1373518816831 0.9288184303975436 
media 	 1130.054921092918 0.9288184303975436 
mda 	 1748.1067229172922 0.9288184303975436 
medicine 	 1605.6016469029778 0.9288184303975436 
music 	 1674.9099689376803 0.9288184303975436 
mus 	 1735.6185893412155 0.9288184303975436 
philosophy 	 1674.9099689376803 0.9288184303975436 
phi 	 1748.1067229172922 0.9288184303975436 
political 	 247.1627400293995 1.625151262465022 
science 	 713.5656169836974 1.2685230613923313 
psi 	 1735.6185893412155 0.9288184303975436 
psychology 	 1723.248828480536 0.9288184303975436 
psy 	 1723.248828480536 0.9288184303975436 
religion 	 1663.0999335841873 0.9288184303975436 
rel 	 1735.6185893412155 0.9288184303975436 
sci 	 1686.827859987751 0.9288184303975436 
shakespeare 	 1748.1067229172922 0.9288184303975436 
sha 	 861.624414240268 1.2685230613923313 
sociology 	 1735.6185893412155 0.9288184303975436 
soc 	 1735.6185893412155 0.9288184303975436 
sports 	 1651.3958192566852 0.9288184303975436 
recreation 	 1686.827859987751 0.9288184303975436 
spt 	 1698.8555948996768 0.9288184303975436 
urban 	 1663.0999335841873 0.9288184303975436 
urb 	 1748.1067229172922 0.9288184303975436 
women's 	 1663.0999335841873 0.9288184303975436 
wom 	 1748.1067229172922 0.9288184303975436 
home 	 582.8156278375933 0.9288184303975436 
page 	 320.2958313686839 1.2685230613923313 
topic 	 1723.248828480536 0.9288184303975436 
search 	 791.6467056845455 1.2685230613923313 
custom 	 849.4277974498384 1.2685230613923313 
macro 	 2999.9613525176633 1.2685230613923313 
specific 	 703.8266302173165 1.2685230613923313 
paper 	 374.4222394312761 1.552411333884808 
click 	 802.8008234514889 1.2685230613923313 
catalog 	 1710.995217323996 0.9288184303975436 
button 	 1561.3601219662132 0.9288184303975436 
title 	 754.0437095586402 1.2685230613923313 
description 	 1594.3998613857116 0.9288184303975436 
written 	 1436.9803373215698 0.9288184303975436 
pgs 	 24.79455127630308 1.9675834062404531 
pages 	 1518.5694031822102 0.9288184303975436 
footnotes 	 1735.6185893412155 0.9288184303975436 
sources 	 1518.5694031822102 0.9288184303975436 
price 	 1497.6889577251045 0.9288184303975436 
inflation 	 198.41213777949415 1.9003792370936083 
budgetary 	 6375.3478095849005 0.9288184303975436 
controls 	 1345.7005674140962 1.4446436467419705 
attempts 	 2730.2113572624157 0.9288184303975436 
combat 	 4804.163299939554 0.9288184303975436 
spiral 	 7809.036846296784 0.9288184303975436 
growing 	 1365.1056786312079 1.2685230613923313 
budget 	 1778.6104320893749 1.2685230613923313 
rate 	 703.1649559696285 1.552411333884808 
national 	 297.4745396936644 1.625151262465022 
labor 	 2812.659823878514 0.9288184303975436 
policy 	 159.56005380378852 1.8370308623286136 
union 	 1222.1732267753061 1.2685230613923313 
activity 	 2627.805899111265 0.9288184303975436 
