term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 326.84907309717954 1.6452358367911986 
logo_asm 	 980.5472192915387 1.2144075562896541 
gif 	 42.16095658512025 1.8053546167695473 
subject 	 647.1391322957102 1.2144075562896541 
index 	 159.15883165986125 1.5112054523558025 
anthropology 	 973.5423811477162 1.2144075562896541 
ant 	 980.5472192915387 1.2144075562896541 
idx 	 51.60774838376519 1.9341480045148556 
html 	 9.587962924302541 1.9577840689205537 
architecture 	 939.4897297029747 1.2144075562896541 
arc 	 463.1500918375071 1.5112054523558025 
art 	 414.27760213693176 1.5112054523558025 
black 	 845.9157017577389 1.2144075562896541 
studies 	 261.39266036807777 1.6452358367911986 
blk 	 980.5472192915387 1.2144075562896541 
stu 	 980.5472192915387 1.2144075562896541 
business 	 332.6070623559311 1.5112054523558025 
bus 	 932.8652501023947 1.2144075562896541 
ecology 	 486.7711905738581 1.5112054523558025 
eco 	 486.7711905738581 1.5112054523558025 
economics 	 926.3001836750142 1.2144075562896541 
ecn 	 973.5423811477162 1.2144075562896541 
education 	 795.0226238989562 1.2144075562896541 
edu 	 800.5057956046995 1.2144075562896541 
film 	 906.9510395011243 1.2144075562896541 
flm 	 980.5472192915387 1.2144075562896541 
gen 	 175.15948034931313 1.7708851548080737 
healthcare 	 966.6039405729903 1.2144075562896541 
med 	 479.86532531845404 1.5112054523558025 
history 	 806.0303501298 1.2144075562896541 
law 	 204.09180014519194 1.6452358367911986 
linguistics 	 966.6039405729903 1.2144075562896541 
lin 	 959.7306506369081 1.2144075562896541 
literature 	 459.8967370827951 1.5112054523558025 
lit 	 973.5423811477162 1.2144075562896541 
mass 	 828.5552042738635 1.2144075562896541 
media 	 633.8698867739587 1.2144075562896541 
mda 	 980.5472192915387 1.2144075562896541 
medicine 	 900.6133375731645 1.2144075562896541 
music 	 939.4897297029747 1.2144075562896541 
mus 	 973.5423811477162 1.2144075562896541 
philosophy 	 939.4897297029747 1.2144075562896541 
phi 	 980.5472192915387 1.2144075562896541 
political 	 693.1920524962468 1.2144075562896541 
science 	 400.25289780234976 1.5112054523558025 
psi 	 973.5423811477162 1.2144075562896541 
psychology 	 966.6039405729903 1.2144075562896541 
psy 	 966.6039405729903 1.2144075562896541 
religion 	 932.8652501023947 1.2144075562896541 
rel 	 973.5423811477162 1.2144075562896541 
sci 	 946.1747076712903 1.2144075562896541 
shakespeare 	 980.5472192915387 1.2144075562896541 
sha 	 483.30197028649513 1.5112054523558025 
sociology 	 973.5423811477162 1.2144075562896541 
soc 	 973.5423811477162 1.2144075562896541 
sports 	 926.3001836750142 1.2144075562896541 
recreation 	 473.08735383564516 1.5112054523558025 
spt 	 952.9212992080946 1.2144075562896541 
urban 	 932.8652501023947 1.2144075562896541 
urb 	 980.5472192915387 1.2144075562896541 
women's 	 932.8652501023947 1.2144075562896541 
wom 	 980.5472192915387 1.2144075562896541 
home 	 326.9126740054546 1.2144075562896541 
page 	 179.66019046887095 1.5112054523558025 
topic 	 966.6039405729903 1.2144075562896541 
search 	 444.05010617707836 1.5112054523558025 
custom 	 476.4606496040473 1.5112054523558025 
pollution 	 94.86258110437805 1.9532031639121166 
specific 	 789.5802196460929 1.2144075562896541 
paper 	 210.02075039363535 1.7215802069820516 
click 	 450.30666878658224 1.5112054523558025 
catalog 	 959.7306506369081 1.2144075562896541 
button 	 875.7974017465656 1.2144075562896541 
title 	 422.95785087886946 1.5112054523558025 
description 	 894.3300371910658 1.2144075562896541 
written 	 806.0303501298 1.2144075562896541 
pgs 	 31.40459294024891 1.9591180365335665 
pages 	 851.7952514401363 1.2144075562896541 
footnotes 	 973.5423811477162 1.2144075562896541 
sources 	 851.7952514401363 1.2144075562896541 
price 	 840.0830015745414 1.2144075562896541 
transportation 	 472.6412185215814 1.7215802069820516 
air 	 444.43164411319316 1.7215802069820516 
york 	 1210.1445523734292 1.2144075562896541 
city 	 1219.8400583544442 1.2144075562896541 
suburbs 	 4380.241357463024 1.2144075562896541 
proposal 	 1777.7265764527726 1.2144075562896541 
environmental 	 411.0667992198995 1.7215802069820516 
engineering 	 2053.9059536483273 1.2144075562896541 
derive 	 3576.057162157967 1.2144075562896541 
system 	 263.1934065486977 1.6452358367911986 
analysis 	 300.2044458577215 1.6452358367911986 
forecasting 	 2561.2896898182075 1.2144075562896541 
levels 	 559.993865683874 1.6452358367911986 
vehicles 	 2151.6509330494778 1.2144075562896541 
noise 	 510.8653088797096 1.830808793862624 
examines 	 108.94969103239318 1.8658856203766137 
extent 	 858.7641442716545 1.5112054523558025 
society 	 1111.196614607868 1.2144075562896541 
determine 	 1698.5142324961223 1.2144075562896541 
sounds 	 2694.749069391382 1.2144075562896541 
considered 	 1516.6405174896204 1.2144075562896541 
noises 	 4380.241357463024 1.2144075562896541 
imposition 	 3872.8576212931434 1.2144075562896541 
anothers 	 4380.241357463024 1.2144075562896541 
free 	 926.3001836750142 1.2144075562896541 
environment 	 222.65649007395726 1.8053546167695473 
water 	 106.15713953100764 1.922280565969412 
supply 	 1798.9454534439933 1.2144075562896541 
purification 	 1936.4288106465717 1.5112054523558025 
dangers 	 2502.6984278011782 1.2144075562896541 
unsafe 	 3365.4738851232637 1.2144075562896541 
recommends 	 3576.057162157967 1.2144075562896541 
feasible 	 3202.132805561262 1.2144075562896541 
techniques 	 1460.3050353779745 1.2144075562896541 
concorde 	 4380.241357463024 1.2144075562896541 
supersonic 	 4380.241357463024 1.2144075562896541 
jet 	 2151.6509330494778 1.2144075562896541 
advantages 	 1820.7978224695598 1.2144075562896541 
technological 	 2224.912024713189 1.2144075562896541 
advance 	 2224.912024713189 1.2144075562896541 
drawbacks 	 2694.749069391382 1.2144075562896541 
altering 	 3068.6734259880873 1.2144075562896541 
natural 	 1644.267196879598 1.2144075562896541 
life 	 90.69510395011244 1.8784821940812528 
cycle 	 2117.5982816047363 1.2144075562896541 
balance 	 1843.3226766136236 1.2144075562896541 
occupational 	 2694.749069391382 1.2144075562896541 
safety 	 1661.90660463547 1.2144075562896541 
health 	 1172.597860881742 1.2144075562896541 
administration's 	 2858.0901489533835 1.2144075562896541 
involvement 	 1737.049445407451 1.2144075562896541 
economic 	 1094.5595348190968 1.2144075562896541 
feasibility 	 2624.9820177746165 1.2144075562896541 
study 	 444.05010617707836 1.5112054523558025 
kingdom 	 2397.9486102562055 1.2144075562896541 
saudi 	 1429.0450744766918 1.5112054523558025 
arabia 	 1385.9364834264554 1.5112054523558025 
views 	 1302.4063600688362 1.2144075562896541 
resources 	 685.5408444440798 1.5112054523558025 
availability 	 2624.9820177746165 1.2144075562896541 
role 	 959.7306506369081 1.2144075562896541 
climate 	 1737.049445407451 1.2144075562896541 
geological 	 3576.057162157967 1.2144075562896541 
variables 	 2117.5982816047363 1.2144075562896541 
topography 	 3202.132805561262 1.2144075562896541 
anti 	 710.3639147040664 1.5112054523558025 
legislation 	 858.7641442716545 1.5112054523558025 
steel 	 874.9940059248721 1.6452358367911986 
industry 	 1154.5228684655901 1.2144075562896541 
examination 	 223.93182732109116 1.7708851548080737 
polluting 	 3576.057162157967 1.2144075562896541 
effects 	 143.2062540694892 1.8503754977546336 
production 	 1610.2145454348563 1.2144075562896541 
resulting 	 1798.9454534439933 1.2144075562896541 
massive 	 2448.451392184654 1.2144075562896541 
amounts 	 2350.7064127835033 1.2144075562896541 
sulphur 	 3576.057162157967 1.2144075562896541 
dioxide 	 3068.6734259880873 1.2144075562896541 
sent 	 2085.059591402886 1.2144075562896541 
