term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 416.1520985335674 1.5691851982949232 
logo_asm 	 1248.456295600702 1.0967074120458866 
gif 	 53.68034363023508 1.7585920719883708 
subject 	 823.9531028683085 1.0967074120458866 
index 	 202.64485123905834 1.4166109562431413 
anthropology 	 1239.5375672536497 1.0967074120458866 
ant 	 1248.456295600702 1.0967074120458866 
idx 	 65.70822608424749 1.916903209230741 
html 	 12.207624925478099 1.94655787315345 
architecture 	 1196.1809126819296 1.0967074120458866 
arc 	 589.6938327767167 1.4166109562431413 
art 	 527.4682038136891 1.4166109562431413 
black 	 1077.0402104347168 1.0967074120458866 
studies 	 199.6868520188922 1.7171389757636593 
blk 	 1248.456295600702 1.0967074120458866 
stu 	 1248.456295600702 1.0967074120458866 
business 	 846.9666178025349 1.0967074120458866 
bus 	 1187.746465977366 1.0967074120458866 
ecology 	 619.7687836268249 1.4166109562431413 
eco 	 1239.5375672536497 1.0967074120458866 
economics 	 589.6938327767167 1.4166109562431413 
ecn 	 1239.5375672536497 1.0967074120458866 
education 	 1012.241920046212 1.0967074120458866 
edu 	 1019.2232260977869 1.0967074120458866 
film 	 1154.7518699659124 1.0967074120458866 
flm 	 1248.456295600702 1.0967074120458866 
gen 	 223.0172618655189 1.7171389757636593 
healthcare 	 1230.703377888015 1.0967074120458866 
med 	 610.9760699409825 1.4166109562431413 
history 	 256.564305437491 1.658498406035468 
law 	 389.78188060516163 1.4166109562431413 
linguistics 	 1230.703377888015 1.0967074120458866 
lin 	 1221.952139881965 1.0967074120458866 
literature 	 1171.10316656056 1.0967074120458866 
lit 	 1239.5375672536497 1.0967074120458866 
mass 	 1054.9364076273782 1.0967074120458866 
media 	 807.0583804280457 1.0967074120458866 
mda 	 1248.456295600702 1.0967074120458866 
medicine 	 1146.6825554893296 1.0967074120458866 
music 	 1196.1809126819296 1.0967074120458866 
mus 	 1239.5375672536497 1.0967074120458866 
philosophy 	 1196.1809126819296 1.0967074120458866 
phi 	 1248.456295600702 1.0967074120458866 
political 	 441.29439407547954 1.4166109562431413 
science 	 339.74107536592896 1.5691851982949232 
psi 	 1239.5375672536497 1.0967074120458866 
psychology 	 1230.703377888015 1.0967074120458866 
psy 	 1230.703377888015 1.0967074120458866 
religion 	 1187.746465977366 1.0967074120458866 
rel 	 1239.5375672536497 1.0967074120458866 
sci 	 1204.6923873628996 1.0967074120458866 
shakespeare 	 1248.456295600702 1.0967074120458866 
sha 	 615.3516889440075 1.4166109562431413 
sociology 	 1239.5375672536497 1.0967074120458866 
soc 	 1239.5375672536497 1.0967074120458866 
sports 	 1179.3876655534334 1.0967074120458866 
recreation 	 602.3461936814498 1.4166109562431413 
spt 	 1213.2823099206887 1.0967074120458866 
urban 	 593.873232988683 1.4166109562431413 
urb 	 1248.456295600702 1.0967074120458866 
women's 	 1187.746465977366 1.0967074120458866 
wom 	 1248.456295600702 1.0967074120458866 
home 	 416.23307673918544 1.0967074120458866 
page 	 152.49844946902343 1.5691851982949232 
topic 	 615.3516889440075 1.4166109562431413 
search 	 565.375271799231 1.4166109562431413 
custom 	 606.6411549603444 1.4166109562431413 
specific 	 1005.3125200958451 1.0967074120458866 
paper 	 213.9227752643368 1.7171389757636593 
click 	 573.3412777446648 1.4166109562431413 
catalog 	 1221.952139881965 1.0967074120458866 
button 	 1115.0863093275946 1.0967074120458866 
title 	 538.5201052173584 1.4166109562431413 
description 	 1138.6825063689528 1.0967074120458866 
written 	 1026.257221749964 1.0967074120458866 
pgs 	 24.30465818144411 1.968213716973013 
pages 	 1084.526194456567 1.0967074120458866 
footnotes 	 1239.5375672536497 1.0967074120458866 
sources 	 216.90523889131342 1.7171389757636593 
price 	 1069.6138763216838 1.0967074120458866 
industries 	 1496.4879622364926 1.4166109562431413 
attitude 	 2263.444220292328 1.0967074120458866 
environmental 	 190.32004812366932 1.8606790430033961 
crisis 	 375.3433100339768 1.7171389757636593 
economic 	 174.20243962626338 1.8133105137336385 
approach 	 1894.4694678825713 1.0967074120458866 
motives 	 3529.2153075231054 1.0967074120458866 
trying 	 1348.0885235352555 1.4166109562431413 
solve 	 3529.2153075231054 1.0967074120458866 
created 	 1730.5393667384362 1.0967074120458866 
pollution 	 250.85350892292658 1.8808359557191199 
notes 	 822.223716188165 1.4166109562431413 
changing 	 1912.5671239013898 1.0967074120458866 
quality 	 1014.6095865672618 1.4166109562431413 
air 	 1131.722110146164 1.4166109562431413 
water 	 432.5178318815262 1.7171389757636593 
land 	 528.9948618580117 1.658498406035468 
noting 	 1842.1940849637983 1.0967074120458866 
suggestions 	 2654.748004354494 1.0967074120458866 
improvement 	 2654.748004354494 1.0967074120458866 
government 	 549.8404999545331 1.4166109562431413 
policies 	 1745.6941721909354 1.0967074120458866 
alternatives 	 1252.6543272422134 1.4166109562431413 
current 	 437.79932721176954 1.5691851982949232 
food 	 1004.3674160363124 1.4166109562431413 
production 	 1025.0819373943211 1.4166109562431413 
discusses 	 314.36529914261024 1.658498406035468 
future 	 1414.8022470143894 1.0967074120458866 
advances 	 3186.495812446309 1.0967074120458866 
agricultural 	 2739.5337016422313 1.0967074120458866 
farming 	 4285.002269036723 1.0967074120458866 
livestock 	 5577.0286136004615 1.0967074120458866 
upkeep 	 4931.015441318593 1.0967074120458866 
prevent 	 1173.481376095558 1.4166109562431413 
shortage 	 3763.4403546809094 1.0967074120458866 
landscapes 	 5577.0286136004615 1.0967074120458866 
cultures 	 2832.8114850173392 1.0967074120458866 
essays 	 3053.1258261732014 1.0967074120458866 
development 	 361.5087314855224 1.5691851982949232 
incorporation 	 4931.015441318593 1.0967074120458866 
culture 	 1825.4008378353024 1.0967074120458866 
landscaping 	 5577.0286136004615 1.0967074120458866 
satellites 	 1630.5478079990228 1.4166109562431413 
contribution 	 1392.503067324071 1.4166109562431413 
consequence 	 3529.2153075231054 1.0967074120458866 
ability 	 1988.691048806687 1.0967074120458866 
foresee 	 4931.015441318593 1.0967074120458866 
natural 	 1046.7602646801813 1.4166109562431413 
disaster 	 4285.002269036723 1.0967074120458866 
aid 	 2093.5205293603626 1.0967074120458866 
preventative 	 3763.4403546809094 1.0967074120458866 
steps 	 2540.4826401644405 1.0967074120458866 
weather 	 2739.5337016422313 1.0967074120458866 
forecasting 	 3261.0956159980456 1.0967074120458866 
planning 	 2211.6531190160445 1.0967074120458866 
