term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 304.5233167380826 1.6654144350993918 
logo_asm 	 913.5699502142478 1.2478888419742662 
gif 	 39.28110982384155 1.8174364340923235 
subject 	 602.9356396525606 1.2478888419742662 
index 	 148.287326765062 1.536861515513841 
anthropology 	 907.0435846212329 1.2478888419742662 
ant 	 913.5699502142478 1.2478888419742662 
idx 	 48.08262895864461 1.9385077929858812 
html 	 8.933047424008652 1.960610879499877 
architecture 	 875.316933958236 1.2478888419742662 
arc 	 431.5141566027047 1.536861515513841 
art 	 385.97995171774244 1.536861515513841 
black 	 788.1345745884945 1.2478888419742662 
studies 	 243.53797045222547 1.6654144350993918 
blk 	 913.5699502142478 1.2478888419742662 
stu 	 913.5699502142478 1.2478888419742662 
business 	 619.7760014391939 1.2478888419742662 
bus 	 869.144946133652 1.2478888419742662 
ecology 	 907.0435846212329 1.2478888419742662 
eco 	 907.0435846212329 1.2478888419742662 
economics 	 215.75707830135235 1.7381076513995921 
ecn 	 907.0435846212329 1.2478888419742662 
education 	 740.7177998621422 1.2478888419742662 
edu 	 745.8264379814277 1.2478888419742662 
film 	 845.0008318849273 1.2478888419742662 
flm 	 913.5699502142478 1.2478888419742662 
gen 	 163.19503497026167 1.7848515477745674 
healthcare 	 900.5790812442342 1.2478888419742662 
med 	 447.087639162822 1.536861515513841 
history 	 375.48681611237953 1.536861515513841 
law 	 190.151103413963 1.6654144350993918 
linguistics 	 900.5790812442342 1.2478888419742662 
lin 	 894.175278325644 1.2478888419742662 
literature 	 856.9660510668476 1.2478888419742662 
lit 	 907.0435846212329 1.2478888419742662 
mass 	 771.9599034354849 1.2478888419742662 
media 	 590.5727633604369 1.2478888419742662 
mda 	 913.5699502142478 1.2478888419742662 
medicine 	 839.0960330941232 1.2478888419742662 
music 	 875.316933958236 1.2478888419742662 
mus 	 907.0435846212329 1.2478888419742662 
philosophy 	 175.06338679164722 1.7848515477745674 
phi 	 913.5699502142478 1.2478888419742662 
political 	 215.2809561941896 1.6654144350993918 
science 	 372.91321899071386 1.536861515513841 
psi 	 907.0435846212329 1.2478888419742662 
psychology 	 900.5790812442342 1.2478888419742662 
psy 	 900.5790812442342 1.2478888419742662 
religion 	 869.144946133652 1.2478888419742662 
rel 	 907.0435846212329 1.2478888419742662 
sci 	 881.545287748388 1.2478888419742662 
shakespeare 	 913.5699502142478 1.2478888419742662 
sha 	 450.2895406221171 1.536861515513841 
sociology 	 907.0435846212329 1.2478888419742662 
soc 	 907.0435846212329 1.2478888419742662 
sports 	 863.0283132054094 1.2478888419742662 
recreation 	 881.545287748388 1.2478888419742662 
spt 	 887.8310465299461 1.2478888419742662 
urban 	 869.144946133652 1.2478888419742662 
urb 	 913.5699502142478 1.2478888419742662 
women's 	 869.144946133652 1.2478888419742662 
wom 	 913.5699502142478 1.2478888419742662 
home 	 304.5825733220219 1.2478888419742662 
page 	 167.38831953520491 1.536861515513841 
topic 	 900.5790812442342 1.2478888419742662 
search 	 413.7188147715402 1.536861515513841 
custom 	 443.91552326497305 1.536861515513841 
comparison 	 138.72114045329528 1.859879718283473 
specific 	 735.6471445336549 1.2478888419742662 
paper 	 130.4500471479593 1.8174364340923235 
click 	 419.5480165470616 1.536861515513841 
catalog 	 894.175278325644 1.2478888419742662 
button 	 815.9751748513083 1.2478888419742662 
title 	 394.06728729424725 1.536861515513841 
description 	 833.2419198965941 1.2478888419742662 
written 	 750.9736322247591 1.2478888419742662 
pgs 	 27.48616923094645 1.9641274819573504 
pages 	 793.6125156860287 1.2478888419742662 
footnotes 	 907.0435846212329 1.2478888419742662 
sources 	 396.80625784301435 1.536861515513841 
price 	 195.67507072193897 1.7381076513995921 
soviet 	 391.3071889307398 1.7381076513995921 
economies 	 1376.9669108864703 1.536861515513841 
gnp's 	 4081.044543428664 1.2478888419742662 
types 	 1348.0433111001187 1.2478888419742662 
planning 	 809.1992635026514 1.536861515513841 
methods 	 568.2588249984501 1.536861515513841 
ownership 	 2281.2074446310576 1.2478888419742662 
capitalism 	 233.17490816398958 1.8863107577617217 
freedom 	 655.911205118003 1.536861515513841 
fireman 	 3608.3181662867814 1.2478888419742662 
monopoly 	 2662.865412003016 1.2478888419742662 
capital 	 533.4035941650897 1.6654144350993918 
baron 	 2983.4078871486076 1.2478888419742662 
sweeney 	 3608.3181662867814 1.2478888419742662 
distribution 	 1637.084627401597 1.2478888419742662 
services 	 961.0916560893567 1.2478888419742662 
discussion 	 337.3914494211411 1.6654144350993918 
capitalistic 	 1567.7958945724492 1.536861515513841 
communistic 	 4081.044543428664 1.2478888419742662 
practiced 	 3135.5917891448985 1.2478888419742662 
study 	 275.81254318102685 1.6654144350993918 
marx 	 159.58245044835405 1.9174527216113966 
das 	 3135.5917891448985 1.2478888419742662 
kapital 	 4081.044543428664 1.2478888419742662 
theory 	 73.53797659808336 1.935202241406915 
alienation 	 325.8867778044368 1.8414494033432454 
examines 	 83.0518136558407 1.8961092680291405 
marxian 	 313.55917891448985 1.8863107577617217 
class 	 277.2592654712261 1.7848515477745674 
system 	 367.82357226682745 1.536861515513841 
seen 	 644.3507759965955 1.536861515513841 
exploitation 	 2753.9338217729405 1.2478888419742662 
proletariat 	 1804.1590831433907 1.536861515513841 
marshall 	 1222.8399836900876 1.536861515513841 
economic 	 92.70859447921313 1.8961092680291405 
philosophies 	 986.4767951191462 1.536861515513841 
marx's 	 259.91496231046636 1.8961092680291405 
concept 	 457.76848612870566 1.6654144350993918 
behavior 	 1484.9007254053058 1.2478888419742662 
relation 	 1373.305458386117 1.2478888419742662 
derived 	 2331.749081639896 1.2478888419742662 
