term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 220.13195770069606 1.7463786379648714 
logo_asm 	 660.3958731020882 1.3930670702115353 
gif 	 28.39528906620804 1.8646045226368777 
subject 	 435.8464374614551 1.3930670702115353 
index 	 107.19303826272076 1.6422511449202646 
anthropology 	 655.6781337511259 1.3930670702115353 
ant 	 660.3958731020882 1.3930670702115353 
idx 	 34.75767753168885 1.9551668857878128 
html 	 6.45746683289775 1.9713703758774561 
architecture 	 632.7437660431236 1.3930670702115353 
arc 	 311.93032141515164 1.6422511449202646 
art 	 279.01483313320676 1.6422511449202646 
black 	 569.7219138887504 1.3930670702115353 
studies 	 176.04724257030375 1.7463786379648714 
blk 	 660.3958731020882 1.3930670702115353 
stu 	 660.3958731020882 1.3930670702115353 
business 	 20.364540703114013 1.9611617714483527 
bus 	 628.2821971318041 1.3930670702115353 
ecology 	 655.6781337511259 1.3930670702115353 
eco 	 655.6781337511259 1.3930670702115353 
economics 	 623.8606428303033 1.3930670702115353 
ecn 	 655.6781337511259 1.3930670702115353 
education 	 535.4455650029855 1.3930670702115353 
edu 	 539.1384661654603 1.3930670702115353 
film 	 610.8290470957025 1.3930670702115353 
flm 	 660.3958731020882 1.3930670702115353 
gen 	 117.96943143744721 1.839695872550188 
healthcare 	 651.0051129815358 1.3930670702115353 
med 	 323.1879854945326 1.6422511449202646 
history 	 271.42961927185206 1.6422511449202646 
law 	 206.1829046548763 1.6422511449202646 
linguistics 	 651.0051129815358 1.3930670702115353 
lin 	 646.3759709890652 1.3930670702115353 
literature 	 619.478391753601 1.3930670702115353 
lit 	 655.6781337511259 1.3930670702115353 
mass 	 558.0296662664135 1.3930670702115353 
media 	 426.9096368573246 1.3930670702115353 
mda 	 660.3958731020882 1.3930670702115353 
medicine 	 606.5606221633471 1.3930670702115353 
music 	 632.7437660431236 1.3930670702115353 
mus 	 655.6781337511259 1.3930670702115353 
philosophy 	 316.3718830215618 1.6422511449202646 
phi 	 660.3958731020882 1.3930670702115353 
political 	 466.86295338886566 1.3930670702115353 
science 	 269.56923308273014 1.6422511449202646 
psi 	 655.6781337511259 1.3930670702115353 
psychology 	 651.0051129815358 1.3930670702115353 
psy 	 651.0051129815358 1.3930670702115353 
religion 	 628.2821971318041 1.3930670702115353 
rel 	 655.6781337511259 1.3930670702115353 
sci 	 637.2460804398171 1.3930670702115353 
shakespeare 	 660.3958731020882 1.3930670702115353 
sha 	 325.5025564907679 1.6422511449202646 
sociology 	 655.6781337511259 1.3930670702115353 
soc 	 655.6781337511259 1.3930670702115353 
sports 	 311.93032141515164 1.6422511449202646 
recreation 	 637.2460804398171 1.3930670702115353 
spt 	 641.7898914065446 1.3930670702115353 
urban 	 628.2821971318041 1.3930670702115353 
urb 	 660.3958731020882 1.3930670702115353 
women's 	 628.2821971318041 1.3930670702115353 
wom 	 660.3958731020882 1.3930670702115353 
home 	 110.08739636932317 1.6422511449202646 
page 	 121.00064740594723 1.6422511449202646 
topic 	 651.0051129815358 1.3930670702115353 
search 	 299.06653325860606 1.6422511449202646 
custom 	 320.8949457032723 1.6422511449202646 
specific 	 531.7801206086391 1.3930670702115353 
paper 	 141.44840156292653 1.8035561849826436 
click 	 303.2803110816736 1.6422511449202646 
catalog 	 646.3759709890652 1.3930670702115353 
button 	 589.8471571872361 1.3930670702115353 
title 	 284.8609569443752 1.6422511449202646 
description 	 602.3288365234911 1.3930670702115353 
written 	 542.8592385437041 1.3930670702115353 
pgs 	 28.507744945701123 1.962818997814497 
pages 	 573.6817745355016 1.3930670702115353 
footnotes 	 655.6781337511259 1.3930670702115353 
sources 	 573.6817745355016 1.3930670702115353 
price 	 565.7936062517061 1.3930670702115353 
starting 	 362.28275614528434 1.8035561849826436 
coin 	 2950.080586378785 1.3930670702115353 
shop 	 517.7688025863567 1.7463786379648714 
includes 	 134.96523431520876 1.839695872550188 
plan 	 446.0538311601179 1.6422511449202646 
purpose 	 931.5687172032892 1.3930670702115353 
capital 	 1156.7506096336767 1.3930670702115353 
requirements 	 542.2375484285411 1.6422511449202646 
location 	 217.87532996228225 1.8828134098087883 
store 	 187.30902120621622 1.8967051856402364 
decisions 	 1211.5848477430175 1.3930670702115353 
discusses 	 221.7197317271915 1.7463786379648714 
various 	 602.3288365234911 1.3930670702115353 
considerations 	 1363.1748047187618 1.3930670702115353 
locations 	 1725.021608033301 1.3930670702115353 
considering 	 1473.1845755166673 1.3930670702115353 
marketing 	 192.79176827227946 1.8646045226368777 
feasibility 	 883.9591084445941 1.6422511449202646 
study 	 149.53326662930303 1.8035561849826436 
opening 	 221.9009153941529 1.8828134098087883 
evaluates 	 2266.637466346679 1.3930670702115353 
steps 	 447.9463310447315 1.7463786379648714 
procedures 	 531.2801889548305 1.6422511449202646 
consider 	 1404.281937925714 1.3930670702115353 
planning 	 1169.8980554451823 1.3930670702115353 
mail 	 869.8632877269642 1.3930670702115353 
godline 	 2950.080586378785 1.3930670702115353 
press 	 401.11156741040804 1.6422511449202646 
considers 	 1343.8389931341944 1.3930670702115353 
acquisition 	 1725.021608033301 1.3930670702115353 
advisability 	 2408.4647280654067 1.3930670702115353 
purchasing 	 907.4530677663602 1.6422511449202646 
operation 	 584.9490277225912 1.6422511449202646 
costs 	 525.978909367863 1.6422511449202646 
expenses 	 1426.1966568731352 1.3930670702115353 
reviewed 	 1553.3064077590702 1.3930670702115353 
self 	 892.1076623202358 1.3930670702115353 
america 	 482.79110142317813 1.6422511449202646 
book 	 795.9427951125433 1.3930670702115353 
review 	 665.1591951815744 1.3930670702115353 
values 	 1107.4094645650844 1.3930670702115353 
concepts 	 605.7924238715087 1.6422511449202646 
success 	 1211.5848477430175 1.3930670702115353 
grounded 	 2608.359026362732 1.3930670702115353 
ice 	 1649.0253228784625 1.3930670702115353 
cream 	 2608.359026362732 1.3930670702115353 
parlor 	 2950.080586378785 1.3930670702115353 
philadelphia 	 1685.5605531502472 1.3930670702115353 
procedure 	 1343.8389931341944 1.3930670702115353 
design 	 923.4197713413424 1.3930670702115353 
development 	 286.8408872677508 1.6422511449202646 
specialty 	 1990.7468828945155 1.3930670702115353 
food 	 531.2801889548305 1.6422511449202646 
outline 	 1383.3000480172477 1.3930670702115353 
health 	 789.7414554845612 1.3930670702115353 
start 	 106.35602412172781 1.839695872550188 
brief 	 956.8563113363516 1.3930670702115353 
explanation 	 1290.0037421954532 1.3930670702115353 
considered 	 1021.4532447027088 1.3930670702115353 
boutique 	 2950.080586378785 1.3930670702115353 
capitalization 	 2156.6276955487733 1.3930670702115353 
management 	 410.7794732026919 1.6422511449202646 
stock 	 662.6165057193252 1.6422511449202646 
choice 	 1143.9446948368693 1.3930670702115353 
stereo 	 2408.4647280654067 1.3930670702115353 
system 	 531.7801206086391 1.3930670702115353 
type 	 605.7924238715087 1.6422511449202646 
facility 	 1383.3000480172477 1.3930670702115353 
choices 	 1814.9061355327203 1.3930670702115353 
budgeting 	 995.3734414472577 1.6422511449202646 
ideal 	 1449.1310245811374 1.3930670702115353 
sheen 	 2950.080586378785 1.3930670702115353 
cleaners 	 1475.0402931893925 1.6422511449202646 
declining 	 2066.7431680493537 1.3930670702115353 
revenues 	 2156.6276955487733 1.3930670702115353 
expansion 	 1169.8980554451823 1.3930670702115353 
jericho 	 2950.080586378785 1.3930670702115353 
dry 	 1924.9159063306258 1.3930670702115353 
resolving 	 2156.6276955487733 1.3930670702115353 
low 	 974.4653260591766 1.3930670702115353 
volume 	 1615.0118372353952 1.3930670702115353 
quality 	 1073.3959789220173 1.3930670702115353 
poor 	 1107.4094645650844 1.3930670702115353 
analysis 	 202.18687405444905 1.7463786379648714 
market 	 232.8921793008223 1.8035561849826436 
competition 	 1290.0037421954532 1.3930670702115353 
product 	 636.6451386096711 1.6422511449202646 
lines 	 1197.293992064504 1.3930670702115353 
approach 	 1002.1174331181412 1.3930670702115353 
operating 	 645.0018710977266 1.6422511449202646 
restaurant 	 1078.3138477743867 1.6422511449202646 
overhead 	 2608.359026362732 1.3930670702115353 
equipment 	 1226.30235857581 1.3930670702115353 
personnel 	 385.5835365445589 1.7463786379648714 
publicity 	 2156.6276955487733 1.3930670702115353 
middle 	 1156.7506096336767 1.3930670702115353 
eastern 	 1107.4094645650844 1.3930670702115353 
sole 	 1866.8488697520288 1.3930670702115353 
proprietorship 	 2608.359026362732 1.3930670702115353 
pitt 	 2608.359026362732 1.3930670702115353 
promoting 	 842.7802765751236 1.6422511449202646 
auto 	 1685.5605531502472 1.3930670702115353 
repair 	 1725.021608033301 1.3930670702115353 
multi 	 1473.1845755166673 1.3930670702115353 
ethnic 	 1131.4630155006143 1.3930670702115353 
neighborhood 	 2266.637466346679 1.3930670702115353 
shoe 	 2266.637466346679 1.3930670702115353 
facets 	 2156.6276955487733 1.3930670702115353 
including 	 432.8494677457987 1.3930670702115353 
introduction 	 1011.6905494456922 1.3930670702115353 
definition 	 1041.5784880011947 1.3930670702115353 
banking 	 1525.1273097359758 1.3930670702115353 
necessities 	 2156.6276955487733 1.3930670702115353 
sba 	 2608.359026362732 1.3930670702115353 
assistance 	 1197.293992064504 1.3930670702115353 
organization 	 360.41940894680397 1.6422511449202646 
legal 	 280.5613965679566 1.7463786379648714 
accounting 	 1473.1845755166673 1.3930670702115353 
advertising 	 1473.1845755166673 1.3930670702115353 
techniques 	 983.5114514225976 1.3930670702115353 
performance 	 553.7047322825422 1.6422511449202646 
appraisal 	 962.4579531653129 1.6422511449202646 
micro1 	 2608.359026362732 1.3930670702115353 
employee 	 1383.3000480172477 1.3930670702115353 
san 	 1211.5848477430175 1.3930670702115353 
francisco 	 1404.281937925714 1.3930670702115353 
calif 	 2156.6276955487733 1.3930670702115353 
formulating 	 2608.359026362732 1.3930670702115353 
observes 	 765.6879045490313 1.3930670702115353 
style 	 1211.5848477430175 1.3930670702115353 
union 	 923.4197713413424 1.3930670702115353 
policy 	 195.90428828131814 1.8035561849826436 
promotion 	 1583.1943463145726 1.3930670702115353 
fringe 	 2066.7431680493537 1.3930670702115353 
benefits 	 1041.5784880011947 1.3930670702115353 
selling 	 691.6500240086239 1.6422511449202646 
hand 	 1197.293992064504 1.3930670702115353 
records 	 1498.4721696497297 1.3930670702115353 
manual 	 842.7802765751236 1.6422511449202646 
licensing 	 1814.9061355327203 1.3930670702115353 
balance 	 1241.4727862985196 1.3930670702115353 
sheet 	 1990.7468828945155 1.3930670702115353 
accentuating 	 2950.080586378785 1.3930670702115353 
essentials 	 2266.637466346679 1.3930670702115353 
retail 	 1866.8488697520288 1.3930670702115353 
promotional 	 962.4579531653129 1.6422511449202646 
plans 	 427.78621602422544 1.6422511449202646 
budget 	 1343.8389931341944 1.3930670702115353 
factors 	 923.4197713413424 1.3930670702115353 
increarsing 	 2950.080586378785 1.3930670702115353 
sales 	 1343.8389931341944 1.3930670702115353 
perfumes 	 2950.080586378785 1.3930670702115353 
toiletries 	 2950.080586378785 1.3930670702115353 
exclusive 	 1924.9159063306258 1.3930670702115353 
bath 	 2608.359026362732 1.3930670702115353 
products 	 1107.4094645650844 1.3930670702115353 
photoprinting 	 2950.080586378785 1.3930670702115353 
projected 	 1924.9159063306258 1.3930670702115353 
income 	 1183.4057497199226 1.3930670702115353 
statement 	 1119.2895574935612 1.3930670702115353 
survey 	 1197.293992064504 1.3930670702115353 
cost 	 1002.1174331181412 1.3930670702115353 
financial 	 828.1764954291292 1.3930670702115353 
ratios 	 2266.637466346679 1.3930670702115353 
site 	 983.5114514225976 1.3930670702115353 
form 	 759.853516929059 1.3930670702115353 
merchandising 	 2608.359026362732 1.3930670702115353 
credit 	 1183.4057497199226 1.3930670702115353 
cash 	 1615.0118372353952 1.3930670702115353 
flow 	 1814.9061355327203 1.3930670702115353 
entrepreneur 	 1304.179513181366 1.6422511449202646 
describes 	 992.7266729975889 1.3930670702115353 
analyzes 	 795.9427951125433 1.3930670702115353 
startup 	 2950.080586378785 1.3930670702115353 
gap 	 1990.7468828945155 1.3930670702115353 
anaylsis 	 2950.080586378785 1.3930670702115353 
selection 	 1498.4721696497297 1.3930670702115353 
service 	 748.387883882075 1.3930670702115353 
testing 	 1426.1966568731352 1.3930670702115353 
mamagement 	 2950.080586378785 1.3930670702115353 
team 	 1404.281937925714 1.3930670702115353 
structure 	 862.666079612336 1.3930670702115353 
top 	 460.5015748047631 1.3930670702115353 
experienced 	 598.1330665172121 1.3930670702115353 
microsoft 	 318.62304021990855 1.6422511449202646 
internet 	 510.3419604223479 1.3930670702115353 
explorer 	 660.3958731020882 1.3930670702115353 
msie30 	 660.3958731020882 1.3930670702115353 
http 	 216.3081062503606 1.3930670702115353 
www 	 214.38607652544152 1.3930670702115353 
com 	 79.32009619341147 1.7463786379648714 
htm 	 323.43763516552144 1.3930670702115353 
send 	 520.9445195962829 1.3930670702115353 
comments 	 186.0098887554712 1.7463786379648714 
mailto 	 358.1353679690886 1.3930670702115353 
updated 	 528.1417277109113 1.3930670702115353 
copyright 	 384.5052896499247 1.3930670702115353 
asm 	 660.3958731020882 1.3930670702115353 
communications 	 528.1417277109113 1.3930670702115353 
rights 	 454.22123509649026 1.3930670702115353 
reserved 	 546.6083060406172 1.3930670702115353 
