term 	 tf-idf weight 	 BM25 ranking 
inheritance 	 7684.9584685567415 0.8073755263114146 
excluded 	 6526.362956250793 0.8073755263114146 
awarded 	 11697.256056095994 0.5057754414684522 
purposes 	 8118.770416778168 0.5057754414684522 
distribution 	 4012.297587539251 0.8073755263114146 
declaration 	 5080.519739491933 0.8073755263114146 
invalidity 	 10002.14949316864 0.8073755263114146 
transferred 	 11988.135089372325 0.5057754414684522 
ownership 	 5590.9651667167345 0.8073755263114146 
presumed 	 13499.121358045366 0.5057754414684522 
regardless 	 5170.8930998452 0.8073755263114146 
title 	 3863.2461625356846 0.5057754414684522 
held 	 3158.4525574143972 0.8073755263114146 
individually 	 14623.948045070081 0.5057754414684522 
proceeding 	 14014.447080707889 0.5057754414684522 
assign 	 20004.29898633728 0.5057754414684522 
regard 	 7843.84845437197 0.5057754414684522 
equitable 	 8843.55398086269 0.8073755263114146 
proportions 	 14014.447080707889 0.5057754414684522 
equally 	 11697.256056095994 0.5057754414684522 
considering 	 9989.565995846286 0.5057754414684522 
contribution 	 4994.782997923143 0.8073755263114146 
acquisition 	 5848.628028047997 0.8073755263114146 
preservation 	 12658.977224302296 0.5057754414684522 
increase 	 6993.943729753453 0.5057754414684522 
decrease 	 11988.135089372325 0.5057754414684522 
homemaker 	 17687.10796172538 0.5057754414684522 
unit 	 8747.429026692496 0.5057754414684522 
effective 	 6993.943729753453 0.5057754414684522 
desirability 	 14014.447080707889 0.5057754414684522 
live 	 8524.479761743432 0.5057754414684522 
periods 	 9989.565995846286 0.5057754414684522 
arising 	 11697.256056095994 0.5057754414684522 
station 	 9243.597103802882 0.5057754414684522 
vocational 	 13052.725912501586 0.5057754414684522 
skills 	 9243.597103802882 0.5057754414684522 
employability 	 16331.638105319787 0.5057754414684522 
estate 	 10161.039478983867 0.5057754414684522 
liabilities 	 14623.948045070081 0.5057754414684522 
provisions 	 5367.767443944845 0.8073755263114146 
apportionment 	 16331.638105319787 0.5057754414684522 
lieu 	 17687.10796172538 0.5057754414684522 
addition 	 3715.303499786849 0.8073755263114146 
opportunity 	 3878.506201662935 0.8073755263114146 
capital 	 7843.84845437197 0.5057754414684522 
attention 	 3566.6277769102758 0.8073755263114146 
particular 	 6316.9051148287945 0.5057754414684522 
business 	 3037.9929220105946 0.5057754414684522 
kind 	 4262.239880871716 0.8073755263114146 
split 	 11181.930333433469 0.5057754414684522 
lost 	 8747.429026692496 0.5057754414684522 
pensions 	 7311.974022535041 0.8073755263114146 
retirement 	 11697.256056095994 0.5057754414684522 
accumulated 	 14623.948045070081 0.5057754414684522 
contributed 	 11988.135089372325 0.5057754414684522 
received 	 6731.613119332535 0.5057754414684522 
compensation 	 9826.460477027875 0.5057754414684522 
investment 	 8118.770416778168 0.5057754414684522 
equitably 	 20004.29898633728 0.5057754414684522 
called 	 1949.893647156213 1.0076710528135855 
annulment 	 4000.859797267456 1.2571778466026422 
finding 	 9826.460477027875 0.5057754414684522 
couple's 	 20004.29898633728 0.5057754414684522 
existed 	 4102.252340152728 1.0076710528135855 
distinction 	 10532.866777157347 0.5057754414684522 
void 	 8165.819052659894 0.8073755263114146 
voidable 	 4421.776990431345 1.1503634177109439 
purpose 	 6316.9051148287945 0.5057754414684522 
bigamous 	 20004.29898633728 0.5057754414684522 
closely 	 9826.460477027875 0.5057754414684522 
blood 	 10341.7861996904 0.5057754414684522 
bring 	 8024.595175078502 0.5057754414684522 
impediment 	 20004.29898633728 0.5057754414684522 
fraud 	 3650.429054684196 1.0076710528135855 
proper 	 9670.944064760428 0.5057754414684522 
engaged 	 6749.560679022683 0.8073755263114146 
cohabit 	 20004.29898633728 0.5057754414684522 
consummate 	 20004.29898633728 0.5057754414684522 
physically 	 5475.643582026294 0.8073755263114146 
incapable 	 15369.916937113483 0.5057754414684522 
consummating 	 20004.29898633728 0.5057754414684522 
pregnancy 	 11697.256056095994 0.5057754414684522 
parental 	 5714.83664217168 0.8073755263114146 
declare 	 17687.10796172538 0.5057754414684522 
limits 	 10341.7861996904 0.5057754414684522 
imposed 	 10341.7861996904 0.5057754414684522 
found 	 6261.647658405898 0.5057754414684522 
ratified 	 16331.638105319787 0.5057754414684522 
waived 	 13052.725912501586 0.5057754414684522 
invalidate 	 17687.10796172538 0.5057754414684522 
church 	 8864.73930882157 0.5057754414684522 
spiritual 	 5080.519739491933 0.8073755263114146 
nature 	 5661.293074578206 0.5057754414684522 
likewise 	 15369.916937113483 0.5057754414684522 
invalidation 	 20004.29898633728 0.5057754414684522 
satisfy 	 15369.916937113483 0.5057754414684522 
born 	 3650.429054684196 1.0076710528135855 
legitimate 	 11429.67328434336 0.5057754414684522 
finally 	 4493.1581716424025 0.8073755263114146 
belief 	 4621.798551901441 0.8073755263114146 
involves 	 10341.7861996904 0.5057754414684522 
procedures 	 7205.150797874232 0.5057754414684522 
decide 	 4994.782997923143 0.8073755263114146 
remains 	 9989.565995846286 0.5057754414684522 
remarriage 	 17687.10796172538 0.5057754414684522 
forbidden 	 14623.948045070081 0.5057754414684522 
basis 	 3303.892074052563 0.8073755263114146 
separate 	 8634.096139440691 0.5057754414684522 
apart 	 11429.67328434336 0.5057754414684522 
sought 	 13052.725912501586 0.5057754414684522 
beliefs 	 9380.065031484097 0.5057754414684522 
prohibit 	 12658.977224302296 0.5057754414684522 
noted 	 7589.827567344777 0.5057754414684522 
subsequently 	 10951.287164052588 0.5057754414684522 
obtain 	 4493.1581716424025 0.8073755263114146 
father 	 2585.4465499226 1.1503634177109439 
identity 	 4913.230238513937 0.8073755263114146 
mother 	 1965.2920954055749 1.2571778466026422 
obvious 	 12306.757020458183 0.5057754414684522 
unclear 	 10735.53488788969 0.5057754414684522 
frequently 	 8634.096139440691 0.5057754414684522 
man's 	 10341.7861996904 0.5057754414684522 
presumes 	 20004.29898633728 0.5057754414684522 
elements 	 7353.753040148531 0.5057754414684522 
apply 	 4432.369654410785 0.8073755263114146 
conceived 	 16331.638105319787 0.5057754414684522 
consents 	 20004.29898633728 0.5057754414684522 
named 	 10161.039478983867 0.5057754414684522 
acknowledgment 	 20004.29898633728 0.5057754414684522 
accordance 	 5994.067544686162 0.8073755263114146 
department 	 918.6054288686569 1.4064239729092278 
public 	 1201.9884673392025 1.0076710528135855 
aid 	 3754.634726207989 0.8073755263114146 
rules 	 2585.670801108623 1.0076710528135855 
petition 	 1406.5530249224776 1.5057313070307274 
establish 	 9522.34182248613 0.5057754414684522 
parentage 	 20004.29898633728 0.5057754414684522 
easily 	 10161.039478983867 0.5057754414684522 
definition 	 2354.291335624066 1.0076710528135855 
evolving 	 11429.67328434336 0.5057754414684522 
response 	 7278.626283035099 0.5057754414684522 
society's 	 13052.725912501586 0.5057754414684522 
understanding 	 8215.67575254545 0.5057754414684522 
society 	 2537.384072837502 0.8073755263114146 
preventing 	 12658.977224302296 0.5057754414684522 
workers 	 1146.3707392969288 1.4064239729092278 
suspected 	 1712.5907270531893 1.4064239729092278 
victims 	 1360.334546069447 1.4064239729092278 
immediate 	 1637.743412837979 1.3401346558440155 
professionals 	 4835.472032380214 0.8073755263114146 
suspect 	 7007.223540353944 0.8073755263114146 
standards 	 7205.150797874232 0.5057754414684522 
categories 	 11181.930333433469 0.5057754414684522 
harassment 	 5994.067544686162 0.8073755263114146 
interference 	 12658.977224302296 0.5057754414684522 
personal 	 2390.3442688583345 0.8073755263114146 
liberty 	 12658.977224302296 0.5057754414684522 
willful 	 17687.10796172538 0.5057754414684522 
deprivation 	 15369.916937113483 0.5057754414684522 
intimidation 	 7311.974022535041 0.8073755263114146 
household 	 4102.252340152728 1.0076710528135855 
talk 	 10341.7861996904 0.5057754414684522 
boyfriend 	 20004.29898633728 0.5057754414684522 
elder 	 6526.362956250793 0.8073755263114146 
threatened 	 3447.2620665634663 1.0076710528135855 
harm 	 1864.6751303573694 1.4064239729092278 
assault 	 10951.287164052588 0.5057754414684522 
extent 	 3921.924227185985 0.8073755263114146 
feared 	 13499.121358045366 0.5057754414684522 
threats 	 10951.287164052588 0.5057754414684522 
options 	 9989.565995846286 0.5057754414684522 
victim 	 805.9120053967023 1.604886980827877 
file 	 1340.0092902120136 1.4064239729092278 
criminal 	 912.852861393939 1.5057313070307274 
charges 	 4262.239880871716 0.8073755263114146 
civil 	 1426.8510376166512 1.1503634177109439 
suit 	 11988.135089372325 0.5057754414684522 
abuser 	 1633.1638105319787 1.5438860336274551 
step 	 8024.595175078502 0.5057754414684522 
prohibiting 	 14623.948045070081 0.5057754414684522 
respondent 	 10002.14949316864 0.8073755263114146 
bringing 	 10735.53488788969 0.5057754414684522 
petitioner 	 2526.7297088179116 1.4064239729092278 
forbids 	 15369.916937113483 0.5057754414684522 
offender 	 3263.1814781253966 1.1503634177109439 
harming 	 16331.638105319787 0.5057754414684522 
causing 	 10951.287164052588 0.5057754414684522 
fear 	 8634.096139440691 0.5057754414684522 
requirements_ 	 20004.29898633728 0.5057754414684522 
circuit 	 13499.121358045366 0.5057754414684522 
courthouse 	 16331.638105319787 0.5057754414684522 
protect 	 1501.8538904831958 1.2571778466026422 
substantiate 	 17687.10796172538 0.5057754414684522 
soon 	 8747.429026692496 0.5057754414684522 
occurs 	 5994.067544686162 0.8073755263114146 
unable 	 4913.230238513937 0.8073755263114146 
disability 	 2737.821791013147 1.1503634177109439 
victim's 	 8843.55398086269 0.8073755263114146 
behalf 	 10735.53488788969 0.5057754414684522 
supported 	 5080.519739491933 0.8073755263114146 
abused 	 1921.2396171391854 1.4606104314743455 
fill 	 12306.757020458183 0.5057754414684522 
affidavit 	 16331.638105319787 0.5057754414684522 
describing 	 11988.135089372325 0.5057754414684522 
events 	 1538.4498990025959 1.1503634177109439 
incidents 	 5714.83664217168 0.8073755263114146 
surrounding 	 2771.8247361182775 1.0076710528135855 
effects 	 5232.114834473251 0.5057754414684522 
completing 	 15369.916937113483 0.5057754414684522 
paperwork 	 14623.948045070081 0.5057754414684522 
helpful 	 5994.067544686162 0.8073755263114146 
picture 	 4994.782997923143 0.8073755263114146 
unavailable 	 16331.638105319787 0.5057754414684522 
description 	 4084.3515223083787 0.5057754414684522 
offender's 	 20004.29898633728 0.5057754414684522 
prepared 	 9670.944064760428 0.5057754414684522 
dates 	 14014.447080707889 0.5057754414684522 
notes 	 5898.484727933553 0.5057754414684522 
document 	 4432.369654410785 0.8073755263114146 
emergency 	 1876.0130062968192 1.2571778466026422 
parte 	 10002.14949316864 0.8073755263114146 
danger 	 3076.6892551145456 1.1503634177109439 
immediately 	 3037.4940865771546 1.0076710528135855 
extended 	 4913.230238513937 0.8073755263114146 
cause 	 2806.1146210925967 1.0076710528135855 
shown 	 4493.1581716424025 0.8073755263114146 
hearing_ 	 20004.29898633728 0.5057754414684522 
issue 	 4745.682982260301 0.5057754414684522 
plenary 	 16331.638105319787 0.5057754414684522 
set 	 2480.717629211601 0.8073755263114146 
notice 	 10161.039478983867 0.5057754414684522 
appear 	 9522.34182248613 0.5057754414684522 
rehearing 	 20004.29898633728 0.5057754414684522 
original 	 8215.67575254545 0.5057754414684522 
accused 	 1457.9048377820825 1.3401346558440155 
tell 	 10161.039478983867 0.5057754414684522 
alleged 	 2737.821791013147 1.1503634177109439 
notify 	 15369.916937113483 0.5057754414684522 
sheriff 	 17687.10796172538 0.5057754414684522 
serves 	 9989.565995846286 0.5057754414684522 
papers 	 9989.565995846286 0.5057754414684522 
attends 	 20004.29898633728 0.5057754414684522 
representative 	 8524.479761743432 0.5057754414684522 
attend 	 11429.67328434336 0.5057754414684522 
respond 	 7007.223540353944 0.8073755263114146 
records 	 3387.0131596612887 1.0076710528135855 
police 	 1173.66796464935 1.4064239729092278 
reports 	 4262.239880871716 0.8073755263114146 
factual 	 14014.447080707889 0.5057754414684522 
data 	 5615.8093797557385 0.5057754414684522 
matter 	 2104.5859658194477 1.1503634177109439 
granting 	 6749.560679022683 0.8073755263114146 
dismissing 	 20004.29898633728 0.5057754414684522 
believe 	 4317.048069720346 0.8073755263114146 
safety 	 2529.942522448259 1.0076710528135855 
dismisses 	 20004.29898633728 0.5057754414684522 
contact 	 1079.446963108005 1.2571778466026422 
workplace 	 11429.67328434336 0.5057754414684522 
denied 	 9522.34182248613 0.5057754414684522 
temporarily 	 14623.948045070081 0.5057754414684522 
arrangements 	 5994.067544686162 0.8073755263114146 
exclusive 	 13052.725912501586 0.5057754414684522 
residence 	 9826.460477027875 0.5057754414684522 
restitution 	 15369.916937113483 0.5057754414684522 
counseling 	 10532.866777157347 0.5057754414684522 
amending 	 20004.29898633728 0.5057754414684522 
protection_ 	 20004.29898633728 0.5057754414684522 
violate 	 12658.977224302296 0.5057754414684522 
contacted 	 16331.638105319787 0.5057754414684522 
system 	 1802.9827010088038 0.8073755263114146 
notified 	 15369.916937113483 0.5057754414684522 
officers 	 2246.5790858212013 1.1503634177109439 
duty 	 8986.316343284805 0.5057754414684522 
enforced 	 14014.447080707889 0.5057754414684522 
removing 	 14014.447080707889 0.5057754414684522 
premises 	 6749.560679022683 0.8073755263114146 
documenting 	 17687.10796172538 0.5057754414684522 
incident 	 3650.429054684196 1.0076710528135855 
arrest 	 3329.855331948762 1.0076710528135855 
violating 	 12306.757020458183 0.5057754414684522 
offense 	 14014.447080707889 0.5057754414684522 
officer 	 10161.039478983867 0.5057754414684522 
inform 	 12306.757020458183 0.5057754414684522 
proceedings 	 11181.930333433469 0.5057754414684522 
advise 	 14014.447080707889 0.5057754414684522 
photographs 	 16331.638105319787 0.5057754414684522 
keep 	 3921.924227185985 0.8073755263114146 
damaged 	 12658.977224302296 0.5057754414684522 
enforcement 	 1876.0130062968192 1.2571778466026422 
investigate 	 10341.7861996904 0.5057754414684522 
believable 	 17687.10796172538 0.5057754414684522 
allegations 	 11697.256056095994 0.5057754414684522 
order_ 	 20004.29898633728 0.5057754414684522 
change 	 2677.591973311246 0.8073755263114146 
similar 	 3303.892074052563 0.8073755263114146 
described 	 8215.67575254545 0.5057754414684522 
violated 	 14014.447080707889 0.5057754414684522 
add 	 10161.039478983867 0.5057754414684522 
included 	 2557.458323744796 1.0076710528135855 
originally 	 10951.287164052588 0.5057754414684522 
extension 	 10951.287164052588 0.5057754414684522 
motion 	 10735.53488788969 0.5057754414684522 
stating 	 11181.930333433469 0.5057754414684522 
significant 	 7133.2555538205515 0.5057754414684522 
forms 	 6049.322343076163 0.5057754414684522 
injury 	 1825.214527342098 1.3401346558440155 
overt 	 16331.638105319787 0.5057754414684522 
numerous 	 8315.474208354834 0.5057754414684522 
concerned 	 8024.595175078502 0.5057754414684522 
protecting 	 10951.287164052588 0.5057754414684522 
neglected 	 7684.9584685567415 0.8073755263114146 
advocacy 	 10735.53488788969 0.5057754414684522 
center 	 1730.6928092680264 1.0076710528135855 
prevention 	 5367.767443944845 0.8073755263114146 
failure 	 1470.7506080297062 1.2571778466026422 
supply 	 8215.67575254545 0.5057754414684522 
imminent 	 13499.121358045366 0.5057754414684522 
charged 	 9670.944064760428 0.5057754414684522 
cover 	 7933.000404367635 0.5057754414684522 
instances 	 5994.067544686162 0.8073755263114146 
guardian 	 4671.482360235963 1.0076710528135855 
relies 	 15369.916937113483 0.5057754414684522 
prayer 	 15369.916937113483 0.5057754414684522 
sick 	 13052.725912501586 0.5057754414684522 
inflicted 	 15369.916937113483 0.5057754414684522 
accidental 	 14014.447080707889 0.5057754414684522 
explained 	 10951.287164052588 0.5057754414684522 
history 	 3681.0921591310403 0.5057754414684522 
discipline 	 10532.866777157347 0.5057754414684522 
acceptable 	 10735.53488788969 0.5057754414684522 
persons 	 1623.7540833556336 1.2571778466026422 
mentally 	 5848.628028047997 0.8073755263114146 
challenged 	 15369.916937113483 0.5057754414684522 
impaired 	 16331.638105319787 0.5057754414684522 
stability 	 10951.287164052588 0.5057754414684522 
observable 	 17687.10796172538 0.5057754414684522 
substantial 	 10341.7861996904 0.5057754414684522 
function 	 7133.2555538205515 0.5057754414684522 
compared 	 7062.874006872198 0.5057754414684522 
culture 	 6547.5482842096735 0.5057754414684522 
nurturing 	 17687.10796172538 0.5057754414684522 
symptoms 	 13499.121358045366 0.5057754414684522 
emotionally 	 13499.121358045366 0.5057754414684522 
disturbed 	 15369.916937113483 0.5057754414684522 
low 	 6607.784148105126 0.5057754414684522 
self 	 6049.322343076163 0.5057754414684522 
esteem 	 13499.121358045366 0.5057754414684522 
inappropriate 	 14014.447080707889 0.5057754414684522 
inability 	 10161.039478983867 0.5057754414684522 
communicate 	 11988.135089372325 0.5057754414684522 
hostility 	 14623.948045070081 0.5057754414684522 
anger 	 15369.916937113483 0.5057754414684522 
anti 	 6488.378597966376 0.5057754414684522 
speech 	 8315.474208354834 0.5057754414684522 
learning 	 8864.73930882157 0.5057754414684522 
disorders 	 13052.725912501586 0.5057754414684522 
position 	 1617.2729602419809 1.0076710528135855 
touching 	 16331.638105319787 0.5057754414684522 
fondling 	 20004.29898633728 0.5057754414684522 
molestation 	 17687.10796172538 0.5057754414684522 
clothed 	 20004.29898633728 0.5057754414684522 
naked 	 16331.638105319787 0.5057754414684522 
intimate 	 8165.819052659894 0.8073755263114146 
genitals 	 17687.10796172538 0.5057754414684522 
groin 	 20004.29898633728 0.5057754414684522 
inner 	 10951.287164052588 0.5057754414684522 
thighs 	 20004.29898633728 0.5057754414684522 
buttocks 	 20004.29898633728 0.5057754414684522 
breasts 	 20004.29898633728 0.5057754414684522 
acting 	 10951.287164052588 0.5057754414684522 
role 	 4383.032192731125 0.5057754414684522 
supervision 	 6153.378510229091 0.8073755263114146 
welfare 	 10532.866777157347 0.5057754414684522 
brief 	 6488.378597966376 0.5057754414684522 
prostitution 	 15369.916937113483 0.5057754414684522 
pornography 	 14623.948045070081 0.5057754414684522 
causes 	 7353.753040148531 0.5057754414684522 
virtue 	 13499.121358045366 0.5057754414684522 
professions 	 13499.121358045366 0.5057754414684522 
positions 	 8524.479761743432 0.5057754414684522 
required 	 1154.4010131984974 1.3401346558440155 
mandatory 	 2737.821791013147 1.1503634177109439 
reporters 	 3899.0853520319974 1.0076710528135855 
teachers 	 10341.7861996904 0.5057754414684522 
providers 	 11697.256056095994 0.5057754414684522 
virtually 	 11697.256056095994 0.5057754414684522 
dcfs 	 2947.85132695423 1.3401346558440155 
reporter 	 1904.9455473905598 1.3401346558440155 
class 	 6795.291235119566 0.5057754414684522 
misdemeanor 	 14623.948045070081 0.5057754414684522 
physician 	 5994.067544686162 0.8073755263114146 
reported 	 2286.7352987132854 1.0076710528135855 
disciplinary 	 14623.948045070081 0.5057754414684522 
board 	 7353.753040148531 0.5057754414684522 
immune 	 14623.948045070081 0.5057754414684522 
liability 	 9826.460477027875 0.5057754414684522 
honest 	 14014.447080707889 0.5057754414684522 
knowledge 	 7278.626283035099 0.5057754414684522 
contradicting 	 16331.638105319787 0.5057754414684522 
protective 	 6329.488612151148 0.8073755263114146 
service 	 5074.768145675004 0.5057754414684522 
expedite 	 17687.10796172538 0.5057754414684522 
abusive 	 14623.948045070081 0.5057754414684522 
situation 	 6488.378597966376 0.5057754414684522 
items 	 10951.287164052588 0.5057754414684522 
ready 	 9522.34182248613 0.5057754414684522 
race 	 8524.479761743432 0.5057754414684522 
injuries 	 12306.757020458183 0.5057754414684522 
individual 	 5615.8093797557385 0.5057754414684522 
kept 	 5714.83664217168 0.8073755263114146 
confidential 	 12658.977224302296 0.5057754414684522 
released 	 9522.34182248613 0.5057754414684522 
trying 	 9670.944064760428 0.5057754414684522 
urgency 	 8843.55398086269 0.8073755263114146 
follows 	 10341.7861996904 0.5057754414684522 
removed 	 11988.135089372325 0.5057754414684522 
guardian's 	 20004.29898633728 0.5057754414684522 
worker 	 4690.032515742048 0.8073755263114146 
believes 	 10735.53488788969 0.5057754414684522 
investigating 	 13499.121358045366 0.5057754414684522 
interviewing 	 15369.916937113483 0.5057754414684522 
concludes 	 9989.565995846286 0.5057754414684522 
informed 	 11181.930333433469 0.5057754414684522 
interviewed 	 14623.948045070081 0.5057754414684522 
initial 	 9522.34182248613 0.5057754414684522 
objectives 	 7933.000404367635 0.5057754414684522 
evaluate 	 11429.67328434336 0.5057754414684522 
damage 	 10532.866777157347 0.5057754414684522 
identify 	 10161.039478983867 0.5057754414684522 
intervention 	 4690.032515742048 0.8073755263114146 
assessed 	 14623.948045070081 0.5057754414684522 
goals 	 9380.065031484097 0.5057754414684522 
candidate 	 10341.7861996904 0.5057754414684522 
treatment 	 2741.478730540206 0.8073755263114146 
initiate 	 15369.916937113483 0.5057754414684522 
monitor 	 10735.53488788969 0.5057754414684522 
progress 	 8418.34386327779 0.5057754414684522 
initiated 	 11181.930333433469 0.5057754414684522 
juvenile 	 13499.121358045366 0.5057754414684522 
dealing 	 6731.613119332535 0.5057754414684522 
disabilities 	 2737.821791013147 1.1503634177109439 
prevents 	 14623.948045070081 0.5057754414684522 
elderly 	 5170.8930998452 0.8073755263114146 
covered 	 9112.482259731463 0.5057754414684522 
liable 	 12658.977224302296 0.5057754414684522 
abusing 	 17687.10796172538 0.5057754414684522 
hospitals 	 10161.039478983867 0.5057754414684522 
nursing 	 9989.565995846286 0.5057754414684522 
homes 	 10532.866777157347 0.5057754414684522 
facilities 	 8634.096139440691 0.5057754414684522 
exploitation 	 6749.560679022683 0.8073755263114146 
hygiene 	 15369.916937113483 0.5057754414684522 
unreasonable 	 14623.948045070081 0.5057754414684522 
confinement 	 13499.121358045366 0.5057754414684522 
hazards 	 13052.725912501586 0.5057754414684522 
aging 	 6526.362956250793 0.8073755263114146 
assist 	 4994.782997923143 0.8073755263114146 
petitioning 	 15369.916937113483 0.5057754414684522 
warrantless 	 20004.29898633728 0.5057754414684522 
arrests 	 16331.638105319787 0.5057754414684522 
situations 	 9380.065031484097 0.5057754414684522 
probability 	 15369.916937113483 0.5057754414684522 
bodily 	 14623.948045070081 0.5057754414684522 
activity 	 6731.613119332535 0.5057754414684522 
offering 	 9522.34182248613 0.5057754414684522 
designated 	 14014.447080707889 0.5057754414684522 
agencies 	 7430.606999573698 0.5057754414684522 
designed 	 6316.9051148287945 0.5057754414684522 
abusers 	 16331.638105319787 0.5057754414684522 
crimes 	 4209.171931638895 0.8073755263114146 
commit 	 12306.757020458183 0.5057754414684522 
battery 	 4219.659074767432 1.0076710528135855 
aggravated 	 7684.9584685567415 0.8073755263114146 
institutionalized 	 16331.638105319787 0.5057754414684522 
retarded 	 13052.725912501586 0.5057754414684522 
senior 	 8986.316343284805 0.5057754414684522 
citizen 	 10735.53488788969 0.5057754414684522 
disabled 	 11988.135089372325 0.5057754414684522 
wish 	 10341.7861996904 0.5057754414684522 
prosecutors 	 13499.121358045366 0.5057754414684522 
offenders 	 7007.223540353944 0.8073755263114146 
tried 	 10341.7861996904 0.5057754414684522 
lawsuit 	 13052.725912501586 0.5057754414684522 
hearings 	 12658.977224302296 0.5057754414684522 
lawsuits 	 13499.121358045366 0.5057754414684522 
discussed 	 6607.784148105126 0.5057754414684522 
chapters 	 12658.977224302296 0.5057754414684522 
c03 	 15369.916937113483 0.5057754414684522 
html 	 328.40737762237086 1.1503634177109439 
c12 	 17687.10796172538 0.5057754414684522 
guide 	 9522.34182248613 0.5057754414684522 
questions 	 5397.234815540025 0.5057754414684522 
aspects 	 6316.9051148287945 0.5057754414684522 
agency 	 7062.874006872198 0.5057754414684522 
organization 	 1629.3199244207785 1.0076710528135855 
deals 	 7278.626283035099 0.5057754414684522 
advice 	 5266.433388578674 0.8073755263114146 
coalition 	 9112.482259731463 0.5057754414684522 
vine 	 15369.916937113483 0.5057754414684522 
street 	 1426.6511107641104 1.2571778466026422 
east 	 1651.9460370262816 1.1503634177109439 
springfield 	 1723.6310332817332 1.3401346558440155 
phone 	 758.9827567344778 1.5438860336274551 
offers 	 6926.406079190985 0.5057754414684522 
free 	 1057.5893148994442 1.1503634177109439 
publications 	 3103.644368565768 0.8073755263114146 
english 	 7430.606999573698 0.5057754414684522 
spanish 	 9380.065031484097 0.5057754414684522 
handbook 	 14014.447080707889 0.5057754414684522 
relief 	 12658.977224302296 0.5057754414684522 
hidden 	 11988.135089372325 0.5057754414684522 
crime 	 8118.770416778168 0.5057754414684522 
monroe 	 14014.447080707889 0.5057754414684522 
brochure 	 14014.447080707889 0.5057754414684522 
call 	 1579.2262787071986 1.1503634177109439 
chicago 	 8315.474208354834 0.5057754414684522 
prescott 	 15369.916937113483 0.5057754414684522 
bloom 	 14623.948045070081 0.5057754414684522 
building 	 6607.784148105126 0.5057754414684522 
south 	 5948.011559713278 0.5057754414684522 
grand 	 11181.930333433469 0.5057754414684522 
avenue 	 3447.2620665634663 1.0076710528135855 
fund 	 9243.597103802882 0.5057754414684522 
rhode 	 14014.447080707889 0.5057754414684522 
island 	 9826.460477027875 0.5057754414684522 
san 	 8215.67575254545 0.5057754414684522 
francisco 	 9522.34182248613 0.5057754414684522 
office 	 5482.957461080412 0.5057754414684522 
vital 	 11181.930333433469 0.5057754414684522 
jefferson 	 12658.977224302296 0.5057754414684522 
west 	 5948.011559713278 0.5057754414684522 
american 	 1853.257167437914 0.8073755263114146 
capitol 	 13499.121358045366 0.5057754414684522 
toll 	 11988.135089372325 0.5057754414684522 
bar 	 3215.1190010402993 0.8073755263114146 
association 	 6488.378597966376 0.5057754414684522 
write 	 3397.645617559783 0.8073755263114146 
pamphlets 	 14014.447080707889 0.5057754414684522 
newly 	 9989.565995846286 0.5057754414684522 
marrieds 	 17687.10796172538 0.5057754414684522 
relations 	 5948.011559713278 0.5057754414684522 
national 	 1270.0605187687356 1.0076710528135855 
broadway 	 13499.121358045366 0.5057754414684522 
york 	 5526.657429760073 0.5057754414684522 
publication 	 3578.5116292965627 1.0076710528135855 
clearinghouse 	 17687.10796172538 0.5057754414684522 
rape 	 11429.67328434336 0.5057754414684522 
oak 	 13499.121358045366 0.5057754414684522 
berkeley 	 14014.447080707889 0.5057754414684522 
council 	 7757.01240332587 0.5057754414684522 
connecticut 	 13499.121358045366 0.5057754414684522 
washington 	 7062.874006872198 0.5057754414684522 
logo 	 8315.474208354834 0.5057754414684522 
llalogo 	 9989.565995846286 0.5057754414684522 
page 	 1640.994581249824 0.5057754414684522 
index 	 1453.7376345325579 0.5057754414684522 
copyright 	 2607.30463143955 0.5057754414684522 
weblocator 	 4994.782997923143 0.8073755263114146 
http 	 1466.7707894421003 0.5057754414684522 
www 	 1453.7376345325579 0.5057754414684522 
com 	 1613.592788486255 0.5057754414684522 
research 	 3836.608571398486 0.5057754414684522 
corporation 	 7430.606999573698 0.5057754414684522 
credits 	 8864.73930882157 0.5057754414684522 
