term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 374.1796765784651 1.60403385908868 
logo_asm 	 1122.5390297353954 1.149049258488124 
gif 	 48.266231719031104 1.7802650272484153 
subject 	 740.8505366991873 1.149049258488124 
index 	 182.2064220368357 1.4595506950434798 
anthropology 	 1114.519829783861 1.149049258488124 
ant 	 1122.5390297353954 1.149049258488124 
idx 	 59.08100156502081 1.924969801724301 
html 	 10.976383784925588 1.951818106639837 
architecture 	 1075.5360566818208 1.149049258488124 
arc 	 530.2182745352882 1.4595506950434798 
art 	 474.2686210256132 1.4595506950434798 
black 	 968.4116913565372 1.149049258488124 
studies 	 299.2446029896846 1.60403385908868 
blk 	 1122.5390297353954 1.149049258488124 
stu 	 1122.5390297353954 1.149049258488124 
business 	 761.5429460499187 1.149049258488124 
bus 	 1067.9522945161295 1.149049258488124 
ecology 	 1114.519829783861 1.149049258488124 
eco 	 1114.519829783861 1.149049258488124 
economics 	 1060.4365490705763 1.149049258488124 
ecn 	 1114.519829783861 1.149049258488124 
education 	 910.1488508570018 1.149049258488124 
edu 	 916.4260337660359 1.149049258488124 
film 	 1038.285479647462 1.149049258488124 
flm 	 1122.5390297353954 1.149049258488124 
gen 	 200.52410455290217 1.7419874703160652 
healthcare 	 1106.5766423499533 1.149049258488124 
med 	 549.3540199683941 1.4595506950434798 
history 	 102.52784356538744 1.8479412471810583 
law 	 350.469115823096 1.4595506950434798 
linguistics 	 1106.5766423499533 1.149049258488124 
lin 	 1098.7080399367883 1.149049258488124 
literature 	 1052.9876111349242 1.149049258488124 
lit 	 1114.519829783861 1.149049258488124 
mass 	 948.5372420512264 1.149049258488124 
media 	 725.6597884106247 1.149049258488124 
mda 	 1122.5390297353954 1.149049258488124 
medicine 	 1031.0300230687321 1.149049258488124 
music 	 1075.5360566818208 1.149049258488124 
mus 	 1114.519829783861 1.149049258488124 
philosophy 	 1075.5360566818208 1.149049258488124 
phi 	 1122.5390297353954 1.149049258488124 
political 	 61.04402479948033 1.8922068807758579 
science 	 458.21301688301793 1.4595506950434798 
psi 	 1114.519829783861 1.149049258488124 
psychology 	 1106.5766423499533 1.149049258488124 
psy 	 1106.5766423499533 1.149049258488124 
religion 	 1067.9522945161295 1.149049258488124 
rel 	 1114.519829783861 1.149049258488124 
sci 	 1083.1890779078433 1.149049258488124 
shakespeare 	 1122.5390297353954 1.149049258488124 
sha 	 553.2883211749767 1.4595506950434798 
sociology 	 1114.519829783861 1.149049258488124 
soc 	 1114.519829783861 1.149049258488124 
sports 	 1060.4365490705763 1.149049258488124 
recreation 	 1083.1890779078433 1.149049258488124 
spt 	 1090.9126348857696 1.149049258488124 
urban 	 1067.9522945161295 1.149049258488124 
urb 	 1122.5390297353954 1.149049258488124 
women's 	 1067.9522945161295 1.149049258488124 
wom 	 1122.5390297353954 1.149049258488124 
home 	 374.25248745433197 1.149049258488124 
page 	 205.67655684824297 1.4595506950434798 
topic 	 1106.5766423499533 1.149049258488124 
search 	 508.35244395681923 1.4595506950434798 
custom 	 545.4563174428848 1.4595506950434798 
central 	 1466.3573523633622 1.149049258488124 
south 	 497.0020627220786 1.60403385908868 
america 	 164.12938863798104 1.8620986672292934 
caribbean 	 3852.8239285973973 1.149049258488124 
specific 	 903.9183388844616 1.149049258488124 
paper 	 192.34687303810537 1.7419874703160652 
click 	 515.5150115343661 1.4595506950434798 
catalog 	 1098.7080399367883 1.149049258488124 
button 	 1002.620522764511 1.149049258488124 
title 	 484.2058456782686 1.4595506950434798 
description 	 511.91842292767296 1.4595506950434798 
written 	 922.7505920884869 1.149049258488124 
pgs 	 24.228691951823063 1.9683114935058688 
pages 	 975.1426512388446 1.149049258488124 
footnotes 	 1114.519829783861 1.149049258488124 
sources 	 975.1426512388446 1.149049258488124 
price 	 961.7343651905269 1.149049258488124 
mayan 	 1253.6346508039665 1.6875609854592821 
militarism 	 2507.269301607933 1.4595506950434798 
contends 	 2424.245027301597 1.149049258488124 
gradual 	 3852.8239285973973 1.149049258488124 
disrupted 	 4093.9015053119897 1.149049258488124 
eventually 	 2691.109253978929 1.149049258488124 
destroyed 	 3665.8296325960896 1.149049258488124 
culture 	 547.0979621266034 1.60403385908868 
sugar 	 1926.4119642986986 1.4595506950434798 
slavery 	 1586.632203704057 1.4595506950434798 
puerto 	 358.1388802078872 1.830544353965821 
rico 	 429.3003378015473 1.8086524701952322 
plantation 	 4433.681265906632 1.149049258488124 
economy 	 843.7169898295938 1.4595506950434798 
ponce 	 2216.840632953316 1.4595506950434798 
francisco 	 2386.994450267238 1.149049258488124 
scarano 	 4433.681265906632 1.149049258488124 
provides 	 1491.006188166236 1.149049258488124 
highly 	 2110.2519166696948 1.149049258488124 
detailed 	 1770.4721560750531 1.149049258488124 
portrait 	 1466.0934153467608 1.4595506950434798 
relationship 	 1234.4383367547453 1.149049258488124 
institution 	 2351.329493384287 1.149049258488124 
agricultural 	 2463.228800403637 1.149049258488124 
major 	 1122.5390297353954 1.149049258488124 
producing 	 2865.1110416630977 1.149049258488124 
district 	 2110.2519166696948 1.149049258488124 
fall 	 1736.2633246670791 1.149049258488124 
batista 	 2507.269301607933 1.4595506950434798 
cuba 	 477.51850694384956 1.7802650272484153 
describes 	 1687.4339796591876 1.149049258488124 
regime 	 1401.5042804991394 1.4595506950434798 
contributed 	 3005.102364610831 1.149049258488124 
inevitable 	 3271.9665912881633 1.149049258488124 
cuban 	 733.1659265192179 1.7419874703160652 
revolution 	 213.69529118537633 1.8479412471810583 
particular 	 1583.4778600737452 1.149049258488124 
reference 	 2011.5497327896453 1.149049258488124 
support 	 1163.8281688030793 1.149049258488124 
provided 	 1923.2576206683868 1.149049258488124 
united 	 577.7029936789226 1.4595506950434798 
overtly 	 5014.538603215866 1.149049258488124 
covertly 	 4093.9015053119897 1.149049258488124 
afn 	 1216.2202279534372 1.149049258488124 
juan 	 1832.9148162980448 1.4595506950434798 
manuel 	 4433.681265906632 1.149049258488124 
derosa 	 2507.269301607933 1.4595506950434798 
examines 	 93.54491914461627 1.8837462605570139 
rebuilding 	 4093.9015053119897 1.149049258488124 
argentina 	 733.1659265192179 1.7419874703160652 
favoring 	 3271.9665912881633 1.149049258488124 
landholders 	 5014.538603215866 1.149049258488124 
historical 	 279.2967128144875 1.7419874703160652 
perspective 	 1843.3876899923628 1.149049258488124 
shaped 	 2691.109253978929 1.149049258488124 
country 	 1363.6166064499876 1.149049258488124 
rican 	 3852.8239285973973 1.149049258488124 
century 	 417.9424930487509 1.6875609854592821 
discusses 	 161.51938729706154 1.8086524701952322 
economic 	 417.6871084601107 1.60403385908868 
standing 	 2745.1925346922135 1.149049258488124 
relations 	 372.751547041559 1.6875609854592821 
figures 	 2192.7446976872006 1.149049258488124 
future 	 636.0537998916622 1.4595506950434798 
prospects 	 2136.857325857313 1.149049258488124 
eric 	 3383.8658983075134 1.149049258488124 
williams 	 2865.1110416630977 1.149049258488124 
development 	 243.78566280971114 1.6875609854592821 
trinidad 	 4433.681265906632 1.149049258488124 
trinidad's 	 5014.538603215866 1.149049258488124 
progress 	 2110.2519166696948 1.149049258488124 
battles 	 3513.044168002755 1.149049258488124 
cia 	 1502.5511823054155 1.4595506950434798 
castro's 	 1253.6346508039665 1.6875609854592821 
traces 	 641.085873556129 1.60403385908868 
cia's 	 2046.9507526559948 1.4595506950434798 
involvement 	 497.14734810500136 1.6875609854592821 
