term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 377.2864044122112 1.7415028345318238 
subject 	 3860.733047452686 0.41158461864769763 
subscribe__ 	 13049.486899150683 0.41158461864769763 
subs 	 6316.633671972598 0.6826791238675171 
magyar 	 222.94196624357937 1.8387243167023872 
siliconvalley 	 927.9689679811939 1.513310694889254 
com 	 191.62319384655794 1.480557446044173 
mailto 	 634.4734896231278 1.1287614178326866 
unsubscribe 	 13049.486899150683 0.41158461864769763 
unsubs 	 6524.743449575341 0.6826791238675171 
www_page___ 	 13049.486899150683 0.41158461864769763 
http 	 1916.0598377187114 0.41158461864769763 
www 	 1899.0344750235358 0.41158461864769763 
htmlx 	 13049.486899150683 0.41158461864769763 
disclaimer_ 	 6524.743449575341 0.6826791238675171 
dissemination 	 12633.267343945196 0.41158461864769763 
information 	 1209.1417815297198 0.874728896611236 
public 	 1570.171593440113 0.874728896611236 
benefit 	 4315.91285892538 0.6826791238675171 
responsibility 	 7902.300530126713 0.41158461864769763 
content 	 9048.045273056247 0.41158461864769763 
assumed 	 11135.627615774327 0.41158461864769763 
eeeeeee 	 2533.269007278199 1.017906491751163 
zzzzzzz 	 5066.538014556398 0.6826791238675171 
tttttttnn 	 10133.076029112795 0.41158461864769763 
eeee 	 5066.538014556398 0.6826791238675171 
vitacikk 	 13049.486899150683 0.41158461864769763 
level 	 6481.180907428694 0.41158461864769763 
szerkesztosegnek 	 6524.743449575341 0.6826791238675171 
alairassal 	 13049.486899150683 0.41158461864769763 
signed 	 4754.077322466987 0.6826791238675171 
alairas 	 12075.019010561527 0.41158461864769763 
nelkul 	 5066.538014556398 0.6826791238675171 
noname 	 6524.743449575341 0.6826791238675171 
editor 	 5498.490525117277 0.6826791238675171 
hazai 	 2590.742803310908 1.017906491751163 
sajtosajtokivonatok 	 13759.207064267464 0.41158461864769763 
napi 	 5567.813807887163 0.6826791238675171 
hetilapokbol 	 11135.627615774327 0.41158461864769763 
batthyany 	 15660.241081450476 0.41158461864769763 
alapitvany 	 13509.59627102841 0.41158461864769763 
anemzeti 	 14930.715893726428 0.41158461864769763 
szovetseg 	 4146.382165599454 0.874728896611236 
hirszolgalata 	 15280.262398136765 0.41158461864769763 
egyeb 	 6126.644330315741 0.6826791238675171 
hirszerkesztok 	 16076.460636655964 0.41158461864769763 
alapjan 	 3620.867072278947 0.874728896611236 
szent 	 3577.411108920728 0.874728896611236 
hirek 	 10862.601216836842 0.41158461864769763 
sorok 	 11135.627615774327 0.41158461864769763 
kozt 	 11738.930143920055 0.41158461864769763 
olvaso 	 11135.627615774327 0.41158461864769763 
szabad 	 2505.62829041135 1.017906491751163 
velemenyei 	 16076.460636655964 0.41158461864769763 
kulfold 	 11580.112641825845 0.41158461864769763 
szuperliberalis 	 8710.616579253654 0.874728896611236 
albright 	 3300.6965714650973 1.2892213264883385 
kovel 	 23104.87600025568 0.41158461864769763 
megdobaltak 	 13065.924868880482 0.6826791238675171 
szerbek 	 4134.142502133423 1.017906491751163 
vukovaron 	 26131.849737760964 0.41158461864769763 
szerb 	 14305.794509547608 0.41158461864769763 
tuntetok 	 26131.849737760964 0.41158461864769763 
kovekkel 	 13065.924868880482 0.6826791238675171 
madeleine 	 11552.43800012784 0.6826791238675171 
albrightamerikai 	 26131.849737760964 0.41158461864769763 
ensz 	 4134.142502133423 1.017906491751163 
nagykovet 	 18307.236135642044 0.41158461864769763 
autojat 	 23104.87600025568 0.41158461864769763 
asszony 	 10038.9511313752 0.6826791238675171 
tegnap 	 1676.990020560008 1.2892213264883385 
korutat 	 26131.849737760964 0.41158461864769763 
tett 	 3454.3237377478777 0.874728896611236 
ameg 	 26131.849737760964 0.41158461864769763 
ellenorizte 	 23104.87600025568 0.41158461864769763 
kelet 	 4084.4295535438278 0.874728896611236 
szlavoniai 	 23104.87600025568 0.41158461864769763 
teruleten 	 12836.420252222772 0.41158461864769763 
hirlap 	 1192.4703696402428 1.3997686249874282 
europai 	 2172.520243367368 1.1287614178326866 
iranyvonalat 	 23104.87600025568 0.41158461864769763 
konzervativ 	 2488.452648954405 1.217128888421272 
amerikaiakszinten 	 26131.849737760964 0.41158461864769763 
elesen 	 18307.236135642044 0.41158461864769763 
ellenzik 	 23104.87600025568 0.41158461864769763 
nem 	 196.18893029434986 1.8566906599941584 
azert 	 5011.2565808227 0.6826791238675171 
mert 	 1089.938501635277 1.3997686249874282 
