term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 772.9176851519369 1.3245780990389195 
logo_asm 	 2318.7530554558107 0.7905937592669017 
gif 	 99.70029487546878 1.5936796304130538 
subject 	 765.1624576529196 1.1332265854053847 
index 	 376.3714994579506 1.1332265854053847 
anthropology 	 2302.1883357468537 0.7905937592669017 
ant 	 2318.7530554558107 0.7905937592669017 
idx 	 122.03963449767424 1.8509728896814848 
html 	 22.673174620174454 1.9029650086659187 
architecture 	 2221.6621886828543 0.7905937592669017 
arc 	 1095.236077828859 1.1332265854053847 
art 	 979.6646575123345 1.1332265854053847 
black 	 2000.3826225992432 0.7905937592669017 
studies 	 309.0646824434034 1.5936796304130538 
blk 	 2318.7530554558107 0.7905937592669017 
stu 	 2318.7530554558107 0.7905937592669017 
business 	 1573.0678276997724 0.7905937592669017 
bus 	 2205.996923397876 0.7905937592669017 
ecology 	 2302.1883357468537 0.7905937592669017 
eco 	 2302.1883357468537 0.7905937592669017 
economics 	 2190.472155657718 0.7905937592669017 
ecn 	 2302.1883357468537 0.7905937592669017 
education 	 1880.033008154499 0.7905937592669017 
edu 	 1892.9993609176706 0.7905937592669017 
film 	 2144.716187672741 0.7905937592669017 
flm 	 2318.7530554558107 0.7905937592669017 
gen 	 414.20909902276094 1.5314535530451971 
healthcare 	 1142.8903149807693 1.1332265854053847 
med 	 1134.7634947079835 1.1332265854053847 
history 	 317.6772623120865 1.5936796304130538 
law 	 723.9403812527198 1.1332265854053847 
linguistics 	 2285.7806299615386 0.7905937592669017 
lin 	 2269.526989415967 0.7905937592669017 
literature 	 362.5142312797442 1.5936796304130538 
lit 	 2302.1883357468537 0.7905937592669017 
mass 	 1959.329315024669 0.7905937592669017 
media 	 1498.9464125761235 0.7905937592669017 
mda 	 2318.7530554558107 0.7905937592669017 
medicine 	 212.97290810644094 1.7346438570311808 
music 	 2221.6621886828543 0.7905937592669017 
mus 	 2302.1883357468537 0.7905937592669017 
philosophy 	 2221.6621886828543 0.7905937592669017 
phi 	 2318.7530554558107 0.7905937592669017 
political 	 1639.2287470915344 0.7905937592669017 
science 	 473.24984022941766 1.446721524302099 
psi 	 2302.1883357468537 0.7905937592669017 
psychology 	 1142.8903149807693 1.1332265854053847 
psy 	 2285.7806299615386 0.7905937592669017 
religion 	 2205.996923397876 0.7905937592669017 
rel 	 2302.1883357468537 0.7905937592669017 
sci 	 2237.4705177308792 0.7905937592669017 
shakespeare 	 2318.7530554558107 0.7905937592669017 
sha 	 1142.8903149807693 1.1332265854053847 
sociology 	 2302.1883357468537 0.7905937592669017 
soc 	 2302.1883357468537 0.7905937592669017 
sports 	 1095.236077828859 1.1332265854053847 
recreation 	 2237.4705177308792 0.7905937592669017 
spt 	 2253.4245477175027 0.7905937592669017 
urban 	 2205.996923397876 0.7905937592669017 
urb 	 2318.7530554558107 0.7905937592669017 
women's 	 2205.996923397876 0.7905937592669017 
wom 	 2318.7530554558107 0.7905937592669017 
home 	 386.5340428302199 1.1332265854053847 
page 	 424.8521717235186 1.1332265854053847 
topic 	 2285.7806299615386 0.7905937592669017 
search 	 700.0462056398203 1.3245780990389195 
custom 	 1126.7122738587514 1.1332265854053847 
specific 	 311.1938433987675 1.5936796304130538 
paper 	 496.6474302341295 1.446721524302099 
click 	 1064.8645405322047 1.1332265854053847 
catalog 	 2269.526989415967 0.7905937592669017 
button 	 2071.045495113805 0.7905937592669017 
title 	 1000.1913112996216 1.1332265854053847 
description 	 2114.870620734611 0.7905937592669017 
written 	 953.0317869362594 1.1332265854053847 
pgs 	 22.136426305258208 1.9710082832060252 
pages 	 2014.2863118072075 0.7905937592669017 
footnotes 	 2302.1883357468537 0.7905937592669017 
sources 	 2014.2863118072075 0.7905937592669017 
price 	 1986.589720936518 0.7905937592669017 
patient 	 2428.4912607686165 1.1332265854053847 
report 	 910.0542282850349 1.3245780990389195 
discusses 	 194.62315193700226 1.7738694533879504 
nursing 	 1293.1452840868922 1.446721524302099 
care 	 427.6874947790149 1.678953769953939 
double 	 5670.558803761601 0.7905937592669017 
leg 	 6207.436984655547 0.7905937592669017 
amputee 	 9158.355932320263 0.7905937592669017 
suffering 	 2465.326607048084 1.1332265854053847 
severe 	 5354.960188951266 0.7905937592669017 
burns 	 6989.82323385478 0.7905937592669017 
psychological 	 662.1238944663838 1.5936796304130538 
variables 	 2503.799607553141 1.1332265854053847 
rehabilitation 	 1784.986729650422 1.3245780990389195 
sickle 	 1726.3656169782546 1.5936796304130538 
cell 	 907.0822575794704 1.678953769953939 
anemia 	 1150.9104113188364 1.7094432313371923 
background 	 3657.1447519879675 0.7905937592669017 
occurrence 	 3186.209452948417 1.1332265854053847 
symptoms 	 873.7279042318474 1.678953769953939 
genetics 	 7958.518162770996 0.7905937592669017 
treatment 	 109.19486602464615 1.888866077629456 
physiological 	 998.5461762649685 1.6413153342135076 
effects 	 159.3635652808009 1.8348877124144216 
vinyl 	 4579.177966160131 1.1332265854053847 
chloride 	 5179.096850934764 1.1332265854053847 
tests 	 5172.581136347569 0.7905937592669017 
toxicity 	 10358.193701869528 0.7905937592669017 
products 	 3888.2875926210163 0.7905937592669017 
acute 	 2959.133182051803 1.1332265854053847 
biological 	 7572.2566754460995 0.7905937592669017 
observations 	 5354.960188951266 0.7905937592669017 
bicep 	 9158.355932320263 0.7905937592669017 
cineplast 	 9158.355932320263 0.7905937592669017 
left 	 1256.2869773590344 1.3245780990389195 
handed 	 6554.797958500531 0.7905937592669017 
amputees 	 9158.355932320263 0.7905937592669017 
observes 	 1344.2249115358752 1.1332265854053847 
modern 	 969.285675177703 1.3245780990389195 
cineplastic 	 9158.355932320263 0.7905937592669017 
operations 	 3768.860932077103 0.7905937592669017 
available 	 1354.5903048868079 1.1332265854053847 
types 	 380.166662025791 1.7094432313371923 
prosthesis 	 9158.355932320263 0.7905937592669017 
artificial 	 6056.820291086498 0.7905937592669017 
limbs 	 9158.355932320263 0.7905937592669017 
mechanical 	 6989.82323385478 0.7905937592669017 
electrical 	 6056.820291086498 0.7905937592669017 
type 	 4254.063633758951 0.7905937592669017 
operation 	 4107.694795082374 0.7905937592669017 
encountered 	 5789.985464305514 0.7905937592669017 
replacing 	 6758.680393221731 0.7905937592669017 
amputated 	 9158.355932320263 0.7905937592669017 
hand 	 4203.886207431352 0.7905937592669017 
true 	 4590.147694756249 0.7905937592669017 
sick 	 6758.680393221731 0.7905937592669017 
people 	 676.1008609066239 1.3245780990389195 
seek 	 5007.599215106282 0.7905937592669017 
receive 	 3930.00045440437 0.7905937592669017 
medical 	 253.84433742067128 1.789432738126335 
includes 	 592.3550218043266 1.446721524302099 
affecting 	 2428.4912607686165 1.1332265854053847 
decision 	 3079.8707777037644 0.7905937592669017 
stuttering 	 9158.355932320263 0.7905937592669017 
stammering 	 10358.193701869528 0.7905937592669017 
historical 	 1442.3108886690866 1.1332265854053847 
overview 	 600.8096875764172 1.5314535530451971 
discussion 	 367.0033089325483 1.6413153342135076 
development 	 402.8572623614415 1.5314535530451971 
cures 	 3277.3989792502657 1.1332265854053847 
ancient 	 4529.404620162941 0.7905937592669017 
greek 	 2630.684914466209 1.1332265854053847 
noting 	 1710.7499791160596 1.1332265854053847 
contributions 	 4155.122419402001 0.7905937592669017 
aristotle 	 7256.658060635763 0.7905937592669017 
galen 	 10358.193701869528 0.7905937592669017 
hippocrates 	 9158.355932320263 0.7905937592669017 
parkinson's 	 9158.355932320263 0.7905937592669017 
disease 	 323.52890144021 1.8029917033461398 
motor 	 2586.2905681737843 1.1332265854053847 
disorder 	 4228.247915092515 1.1332265854053847 
extrapyramidal 	 10358.193701869528 0.7905937592669017 
system 	 233.39538254907563 1.678953769953939 
dysfunction 	 5179.096850934764 1.1332265854053847 
occurs 	 6207.436984655547 0.7905937592669017 
physical 	 817.7208161657676 1.446721524302099 
emotional 	 4359.0048541232 0.7905937592669017 
involved 	 1621.1355214927623 1.1332265854053847 
eugenics 	 10358.193701869528 0.7905937592669017 
believe 	 4470.721034212335 0.7905937592669017 
survival 	 6207.436984655547 0.7905937592669017 
fittest 	 10358.193701869528 0.7905937592669017 
terms 	 1552.950671710892 1.1332265854053847 
selective 	 7256.658060635763 0.7905937592669017 
breeding 	 7572.2566754460995 0.7905937592669017 
