term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 233.0808963889723 1.733448065628931 
logo_asm 	 699.2426891669169 1.3686355992103145 
gif 	 30.065600187749688 1.857208709115301 
subject 	 461.4844631944818 1.3686355992103145 
index 	 113.49851110170434 1.625151262465022 
anthropology 	 694.2474357364862 1.3686355992103145 
ant 	 699.2426891669169 1.3686355992103145 
idx 	 36.802246798258786 1.952592156753297 
html 	 6.837317823068205 1.969711784465133 
architecture 	 669.9639875750721 1.3686355992103145 
arc 	 330.27916385133705 1.625151262465022 
art 	 295.4274703763366 1.625151262465022 
black 	 603.2349676469122 1.3686355992103145 
studies 	 186.40296272149808 1.733448065628931 
blk 	 699.2426891669169 1.3686355992103145 
stu 	 699.2426891669169 1.3686355992103145 
business 	 474.37400696665577 1.3686355992103145 
bus 	 665.2399734336749 1.3686355992103145 
ecology 	 694.2474357364862 1.3686355992103145 
eco 	 694.2474357364862 1.3686355992103145 
economics 	 660.5583277026741 1.3686355992103145 
ecn 	 694.2474357364862 1.3686355992103145 
education 	 566.9423629443376 1.3686355992103145 
edu 	 570.8524935869578 1.3686355992103145 
film 	 646.7601675130968 1.3686355992103145 
flm 	 699.2426891669169 1.3686355992103145 
gen 	 124.90880975729706 1.8310627280523555 
healthcare 	 344.6497656961072 1.625151262465022 
med 	 342.1990434647992 1.625151262465022 
history 	 574.7921349286279 1.3686355992103145 
law 	 218.31131081104547 1.625151262465022 
linguistics 	 689.2995313922144 1.3686355992103145 
lin 	 684.3980869295984 1.3686355992103145 
literature 	 327.95914857543585 1.625151262465022 
lit 	 694.2474357364862 1.3686355992103145 
mass 	 590.8549407526732 1.3686355992103145 
media 	 226.01098421858362 1.625151262465022 
mda 	 699.2426891669169 1.3686355992103145 
medicine 	 160.56016469029777 1.793195532878212 
music 	 669.9639875750721 1.3686355992103145 
mus 	 694.2474357364862 1.3686355992103145 
philosophy 	 669.9639875750721 1.3686355992103145 
phi 	 699.2426891669169 1.3686355992103145 
political 	 494.325480058799 1.3686355992103145 
science 	 285.4262467934789 1.625151262465022 
psi 	 694.2474357364862 1.3686355992103145 
psychology 	 689.2995313922144 1.3686355992103145 
psy 	 689.2995313922144 1.3686355992103145 
religion 	 665.2399734336749 1.3686355992103145 
rel 	 694.2474357364862 1.3686355992103145 
sci 	 674.7311439951004 1.3686355992103145 
shakespeare 	 699.2426891669169 1.3686355992103145 
sha 	 344.6497656961072 1.625151262465022 
sociology 	 694.2474357364862 1.3686355992103145 
soc 	 694.2474357364862 1.3686355992103145 
sports 	 660.5583277026741 1.3686355992103145 
recreation 	 674.7311439951004 1.3686355992103145 
spt 	 679.5422379598708 1.3686355992103145 
urban 	 665.2399734336749 1.3686355992103145 
urb 	 699.2426891669169 1.3686355992103145 
women's 	 665.2399734336749 1.3686355992103145 
wom 	 699.2426891669169 1.3686355992103145 
home 	 116.56312556751867 1.625151262465022 
page 	 128.11833254747356 1.625151262465022 
topic 	 689.2995313922144 1.3686355992103145 
search 	 316.6586822738182 1.625151262465022 
custom 	 339.7711189799354 1.625151262465022 
pharmacology 	 3123.6147385187137 1.3686355992103145 
technology 	 977.7385814202449 1.3686355992103145 
specific 	 563.0613041738532 1.3686355992103145 
paper 	 149.76889577251046 1.793195532878212 
click 	 321.12032938059554 1.625151262465022 
catalog 	 684.3980869295984 1.3686355992103145 
button 	 624.5440487864853 1.3686355992103145 
title 	 301.6174838234561 1.625151262465022 
description 	 637.7599445542846 1.3686355992103145 
written 	 574.7921349286279 1.3686355992103145 
pgs 	 33.059401701737436 1.957010139129872 
pages 	 607.4277612728841 1.3686355992103145 
footnotes 	 694.2474357364862 1.3686355992103145 
sources 	 607.4277612728841 1.3686355992103145 
price 	 599.0755830900418 1.3686355992103145 
observations 	 1614.8406808969155 1.3686355992103145 
bicep 	 2761.7919102664223 1.3686355992103145 
cineplast 	 2761.7919102664223 1.3686355992103145 
left 	 568.2684594293032 1.625151262465022 
handed 	 1976.663509149207 1.3686355992103145 
amputees 	 2761.7919102664223 1.3686355992103145 
observes 	 405.3641847612518 1.625151262465022 
modern 	 438.44637993306844 1.625151262465022 
cineplastic 	 2761.7919102664223 1.3686355992103145 
operations 	 1136.5369188586064 1.3686355992103145 
available 	 816.9799412488893 1.3686355992103145 
types 	 1031.7868158273634 1.3686355992103145 
prosthesis 	 2761.7919102664223 1.3686355992103145 
artificial 	 1826.4934673293774 1.3686355992103145 
limbs 	 2761.7919102664223 1.3686355992103145 
mechanical 	 2107.84964071184 1.3686355992103145 
electrical 	 1826.4934673293774 1.3686355992103145 
type 	 1282.8545446690773 1.3686355992103145 
operation 	 1238.7155881184283 1.3686355992103145 
psychological 	 1198.0196634712386 1.3686355992103145 
encountered 	 1746.0268124595484 1.3686355992103145 
replacing 	 2038.146253761839 1.3686355992103145 
amputated 	 2761.7919102664223 1.3686355992103145 
hand 	 1267.7230504212396 1.3686355992103145 
computers 	 528.8725304646105 1.733448065628931 
medical 	 199.0280385599856 1.8310627280523555 
diagnosis 	 1710.0125335433597 1.3686355992103145 
discusses 	 117.38103444380725 1.857208709115301 
possibilities 	 1784.7111739237912 1.3686355992103145 
communicate 	 1871.913406117964 1.3686355992103145 
patient 	 732.335319538543 1.625151262465022 
information 	 144.53217539695757 1.733448065628931 
physician 	 1871.913406117964 1.3686355992103145 
compares 	 1136.5369188586064 1.3686355992103145 
data 	 438.44637993306844 1.625151262465022 
computer 	 1211.235559239038 1.3686355992103145 
diagnostic 	 623.9711353726547 1.733448065628931 
decision 	 928.7651911966291 1.3686355992103145 
drawbacks 	 1921.6653199758216 1.3686355992103145 
prostaglandins 	 3123.6147385187137 1.3686355992103145 
pharmacological 	 3123.6147385187137 1.3686355992103145 
examination 	 798.4454498743823 1.3686355992103145 
chemical 	 548.2257909737895 1.733448065628931 
enzyme 	 2761.7919102664223 1.3686355992103145 
effects 	 136.16332354148153 1.857208709115301 
lung 	 2399.9690820141304 1.3686355992103145 
tissue 	 2399.9690820141304 1.3686355992103145 
bronchial 	 2761.7919102664223 1.3686355992103145 
disease 	 1365.886315265774 1.3686355992103145 
radioactive 	 729.4387651938896 1.733448065628931 
tracers 	 3123.6147385187137 1.3686355992103145 
examines 	 174.81067229172922 1.793195532878212 
benefits 	 1102.8478108247944 1.3686355992103145 
isotopes 	 3123.6147385187137 1.3686355992103145 
traced 	 2399.9690820141304 1.3686355992103145 
body 	 371.27923014202094 1.733448065628931 
purposes 	 1267.7230504212396 1.3686355992103145 
advances 	 1784.7111739237912 1.3686355992103145 
test 	 1267.7230504212396 1.3686355992103145 
tube 	 2283.488148228113 1.3686355992103145 
babies 	 1275.06956191698 1.625151262465022 
vitro 	 3123.6147385187137 1.3686355992103145 
fertilization 	 2761.7919102664223 1.3686355992103145 
analysis 	 642.2406587611911 1.3686355992103145 
technique 	 1403.1878944644536 1.3686355992103145 
involving 	 1384.203984207257 1.3686355992103145 
transfer 	 1331.073417777467 1.3686355992103145 
immature 	 2761.7919102664223 1.3686355992103145 
egg 	 2761.7919102664223 1.3686355992103145 
uterus 	 3123.6147385187137 1.3686355992103145 
lab 	 2188.316295581669 1.3686355992103145 
setting 	 605.617779619519 1.625151262465022 
impregnation 	 3123.6147385187137 1.3686355992103145 
sperm 	 2761.7919102664223 1.3686355992103145 
cell 	 2188.316295581669 1.3686355992103145 
patients 	 1614.8406808969155 1.3686355992103145 
line 	 849.4127309867465 1.3686355992103145 
gemisch 	 1561.8073692593568 1.625151262465022 
analyzes 	 280.92098651030943 1.733448065628931 
introduction 	 1071.2017582366152 1.3686355992103145 
offer 	 1267.7230504212396 1.3686355992103145 
solutions 	 1443.3615579375125 1.3686355992103145 
plague 	 2038.146253761839 1.3686355992103145 
clinical 	 1676.3234255095476 1.3686355992103145 
systems 	 274.4357638155911 1.733448065628931 
known 	 952.6777690049647 1.3686355992103145 
generalized 	 2399.9690820141304 1.3686355992103145 
system 	 187.6871013912844 1.733448065628931 
community 	 804.5507826307683 1.3686355992103145 
health 	 209.04920880473682 1.793195532878212 
pre 	 1185.1301196990648 1.3686355992103145 
administration 	 445.5975121961663 1.625151262465022 
assessment 	 1365.886315265774 1.3686355992103145 
drug 	 227.64771921096235 1.857208709115301 
combinations 	 2399.9690820141304 1.3686355992103145 
various 	 212.58664818476154 1.733448065628931 
interactions 	 1094.1581477908344 1.625151262465022 
mixtures 	 2761.7919102664223 1.3686355992103145 
scrutinized 	 2761.7919102664223 1.3686355992103145 
electronics 	 1053.92482035592 1.625151262465022 
electronic 	 732.335319538543 1.625151262465022 
devices 	 1676.3234255095476 1.3686355992103145 
including 	 458.31120114261034 1.3686355992103145 
radiology 	 2188.316295581669 1.3686355992103145 
cardiology 	 2761.7919102664223 1.3686355992103145 
surgery 	 1826.4934673293774 1.3686355992103145 
ethical 	 1486.8867578036973 1.3686355992103145 
industry 	 274.4357638155911 1.733448065628931 
prescription 	 1976.663509149207 1.3686355992103145 
drugs 	 205.58467161517106 1.8909602917491215 
importance 	 1238.7155881184283 1.3686355992103145 
methods 	 869.8859432527594 1.3686355992103145 
centering 	 1559.8424917235302 1.3686355992103145 
chas 	 3123.6147385187137 1.3686355992103145 
pfizer 	 3123.6147385187137 1.3686355992103145 
future 	 396.2053502905103 1.625151262465022 
society 	 792.4107005810206 1.3686355992103145 
generation 	 1614.8406808969155 1.3686355992103145 
implication 	 2188.316295581669 1.3686355992103145 
considers 	 1422.8883456714998 1.3686355992103145 
impending 	 2761.7919102664223 1.3686355992103145 
situations 	 1464.670639077086 1.3686355992103145 
presently 	 2038.146253761839 1.3686355992103145 
existing 	 1348.189705291068 1.3686355992103145 
determine 	 1211.235559239038 1.3686355992103145 
position 	 757.5978030927138 1.3686355992103145 
united 	 719.7159014329297 1.3686355992103145 
technological 	 1586.6175913938316 1.3686355992103145 
developments 	 1384.203984207257 1.3686355992103145 
companies 	 1136.5369188586064 1.3686355992103145 
recommendations 	 1384.203984207257 1.3686355992103145 
regarding 	 995.1401927999278 1.3686355992103145 
advisability 	 2550.13912383396 1.3686355992103145 
installation 	 1826.4934673293774 1.3686355992103145 
full 	 898.4958427031468 1.3686355992103145 
scanner 	 1561.8073692593568 1.625151262465022 
northwest 	 1019.0731268809195 1.625151262465022 
connecticut 	 1053.92482035592 1.625151262465022 
agency 	 551.4239054123972 1.625151262465022 
recommendation 	 2550.13912383396 1.3686355992103145 
survey 	 1267.7230504212396 1.3686355992103145 
supporting 	 1403.1878944644536 1.3686355992103145 
danbury 	 3123.6147385187137 1.3686355992103145 
conn 	 3123.6147385187137 1.3686355992103145 
executive 	 1253.0178526446239 1.3686355992103145 
director 	 1238.7155881184283 1.3686355992103145 
pregnant 	 960.8326599879108 1.625151262465022 
women 	 535.6008791183076 1.625151262465022 
investigation 	 1061.0655174192084 1.3686355992103145 
deals 	 1136.5369188586064 1.3686355992103145 
medicinal 	 3123.6147385187137 1.3686355992103145 
afn 	 252.5326010309046 1.733448065628931 
pregnancy 	 913.2467336646887 1.625151262465022 
study 	 211.10578818254547 1.733448065628931 
focuses 	 1041.3650662121622 1.3686355992103145 
counter 	 1710.0125335433597 1.3686355992103145 
mother 	 1534.3740260270865 1.3686355992103145 
baby 	 2188.316295581669 1.3686355992103145 
suggests 	 1676.3234255095476 1.3686355992103145 
monitor 	 1676.3234255095476 1.3686355992103145 
regulation 	 1422.8883456714998 1.3686355992103145 
pain 	 1586.6175913938316 1.3686355992103145 
exhaustive 	 2761.7919102664223 1.3686355992103145 
forms 	 944.5845836331908 1.3686355992103145 
physical 	 986.3668770387768 1.3686355992103145 
mental 	 1403.1878944644536 1.3686355992103145 
maladies 	 2399.9690820141304 1.3686355992103145 
remedies 	 1921.6653199758216 1.3686355992103145 
alleviate 	 1921.6653199758216 1.3686355992103145 
interactive 	 1871.913406117964 1.3686355992103145 
machine 	 779.9212458617651 1.625151262465022 
biomedical 	 3123.6147385187137 1.3686355992103145 
engineering 	 1464.670639077086 1.3686355992103145 
research 	 299.5377915450209 1.625151262465022 
humans 	 1921.6653199758216 1.3686355992103145 
interact 	 1976.663509149207 1.3686355992103145 
machines 	 1871.913406117964 1.3686355992103145 
review 	 704.2862066628435 1.3686355992103145 
background 	 1102.8478108247944 1.3686355992103145 
experiment 	 1871.913406117964 1.3686355992103145 
detailed 	 1102.8478108247944 1.3686355992103145 
explanation 	 1365.886315265774 1.3686355992103145 
