term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 221.02498795505994 1.7454806842355775 
logo_asm 	 663.0749638651798 1.3913541723126002 
gif 	 28.510482936659187 1.864092575975269 
subject 	 437.61457716718104 1.3913541723126002 
index 	 107.62789845851273 1.6410602981803237 
anthropology 	 658.3380856121852 1.3913541723126002 
ant 	 663.0749638651798 1.3913541723126002 
idx 	 34.89868230869368 1.9549891002916322 
html 	 6.483663452909505 1.9712559005925 
architecture 	 635.3106778729132 1.3913541723126002 
arc 	 313.19575882454376 1.6410602981803237 
art 	 280.14673914997434 1.6410602981803237 
black 	 572.0331589755202 1.3913541723126002 
studies 	 176.76143016693783 1.7454806842355775 
blk 	 663.0749638651798 1.3913541723126002 
stu 	 663.0749638651798 1.3913541723126002 
business 	 449.83742039941495 1.3913541723126002 
bus 	 630.8310092905538 1.3913541723126002 
ecology 	 658.3380856121852 1.3913541723126002 
eco 	 658.3380856121852 1.3913541723126002 
economics 	 626.3915176490875 1.3913541723126002 
ecn 	 658.3380856121852 1.3913541723126002 
education 	 537.6177579644581 1.3913541723126002 
edu 	 541.3256404703911 1.3913541723126002 
film 	 613.3070554003505 1.3913541723126002 
flm 	 663.0749638651798 1.3913541723126002 
gen 	 118.44800925260928 1.8390978705635035 
healthcare 	 326.823053677343 1.6410602981803237 
med 	 324.49909294075786 1.6410602981803237 
history 	 545.0615072599057 1.3913541723126002 
law 	 207.01934645875002 1.6410602981803237 
linguistics 	 653.646107354686 1.3913541723126002 
lin 	 648.9981858815157 1.3913541723126002 
literature 	 621.9914886775507 1.3913541723126002 
lit 	 658.3380856121852 1.3913541723126002 
mass 	 560.2934782999487 1.3913541723126002 
media 	 428.6415217938655 1.3913541723126002 
mda 	 663.0749638651798 1.3913541723126002 
medicine 	 203.00710478083627 1.7454806842355775 
music 	 635.3106778729132 1.3913541723126002 
mus 	 658.3380856121852 1.3913541723126002 
philosophy 	 635.3106778729132 1.3913541723126002 
phi 	 663.0749638651798 1.3913541723126002 
political 	 468.7569207454128 1.3913541723126002 
science 	 180.44188015679703 1.7454806842355775 
psi 	 658.3380856121852 1.3913541723126002 
psychology 	 653.646107354686 1.3913541723126002 
psy 	 653.646107354686 1.3913541723126002 
religion 	 630.8310092905538 1.3913541723126002 
rel 	 658.3380856121852 1.3913541723126002 
sci 	 639.8312572367332 1.3913541723126002 
shakespeare 	 663.0749638651798 1.3913541723126002 
sha 	 326.823053677343 1.6410602981803237 
sociology 	 658.3380856121852 1.3913541723126002 
soc 	 658.3380856121852 1.3913541723126002 
sports 	 626.3915176490875 1.3913541723126002 
recreation 	 639.8312572367332 1.3913541723126002 
spt 	 644.3935015136706 1.3913541723126002 
urban 	 630.8310092905538 1.3913541723126002 
urb 	 663.0749638651798 1.3913541723126002 
women's 	 630.8310092905538 1.3913541723126002 
wom 	 663.0749638651798 1.3913541723126002 
home 	 221.06799676598368 1.3913541723126002 
page 	 121.49152224329389 1.6410602981803237 
topic 	 653.646107354686 1.3913541723126002 
search 	 300.2797849148276 1.6410602981803237 
custom 	 322.1967507568353 1.6410602981803237 
cancer 	 77.21731473307455 1.9591883779864583 
specific 	 533.9374436131367 1.3913541723126002 
paper 	 142.0222287497944 1.8028378151281583 
click 	 304.51065717125437 1.6410602981803237 
catalog 	 648.9981858815157 1.3913541723126002 
button 	 592.2400462630465 1.3913541723126002 
title 	 286.0165794877601 1.6410602981803237 
description 	 604.7723612152699 1.3913541723126002 
written 	 545.0615072599057 1.3913541723126002 
pgs 	 32.91690428060926 1.9571914740203122 
pages 	 576.0090839656659 1.3913541723126002 
footnotes 	 658.3380856121852 1.3913541723126002 
sources 	 576.0090839656659 1.3913541723126002 
price 	 568.0889149991776 1.3913541723126002 
medical 	 471.8337121034141 1.6410602981803237 
aspects 	 467.67395032010967 1.6410602981803237 
nuclear 	 410.42573867141715 1.7454806842355775 
physics 	 1655.7150807806063 1.3913541723126002 
discusses 	 133.57152195329792 1.8390978705635035 
developments 	 656.3036132017166 1.6410602981803237 
ray 	 2275.8327501858134 1.3913541723126002 
brain 	 1775.090298904966 1.3913541723126002 
scans 	 2618.9406045629867 1.3913541723126002 
isotope 	 2962.0484589401594 1.3913541723126002 
utilization 	 1692.3985269966986 1.3913541723126002 
afflicted 	 2618.9406045629867 1.3913541723126002 
wilm's 	 2618.9406045629867 1.3913541723126002 
tumor 	 1209.1176880247224 1.6410602981803237 
occurrences 	 2165.3766922852797 1.3913541723126002 
treatment 	 270.6215917075286 1.7454806842355775 
nicotine 	 2962.0484589401594 1.3913541723126002 
notes 	 873.3921448779863 1.3913541723126002 
evidence 	 1123.830285921527 1.3913541723126002 
linking 	 1932.7248958086404 1.3913541723126002 
smoking 	 483.1812239521601 1.8028378151281583 
statistical 	 1531.3144387815578 1.3913541723126002 
data 	 831.5362378040953 1.3913541723126002 
advocates 	 1732.0196672950992 1.3913541723126002 
foresaken 	 2962.0484589401594 1.3913541723126002 
physical 	 935.3479006402193 1.3913541723126002 
health 	 792.9452747765879 1.3913541723126002 
research 	 284.0444574995888 1.6410602981803237 
brief 	 480.3690406810285 1.6410602981803237 
overview 	 429.52165706286326 1.6410602981803237 
hope 	 1312.6072264034333 1.3913541723126002 
eliminate 	 1874.4222931587308 1.3913541723126002 
soon 	 1295.2370230968547 1.3913541723126002 
breast 	 399.76458703155583 1.8390978705635035 
prevalence 	 1998.8229351577793 1.3913541723126002 
necessity 	 1655.7150807806063 1.3913541723126002 
detection 	 2165.3766922852797 1.3913541723126002 
self 	 895.7267603418188 1.3913541723126002 
examination 	 378.57327364733646 1.6410602981803237 
methods 	 824.8918427396856 1.3913541723126002 
currently 	 1045.8039585407532 1.3913541723126002 
care 	 489.20926612504303 1.6410602981803237 
middle 	 1161.4433098755983 1.3913541723126002 
aged 	 2075.127521672272 1.3913541723126002 
patients 	 1531.3144387815578 1.3913541723126002 
hodgkins 	 1481.0242294700797 1.6410602981803237 
disease 	 323.8092557742137 1.8028378151281583 
traces 	 1136.0531291537607 1.3913541723126002 
levels 	 1136.0531291537607 1.3913541723126002 
papagranuloma 	 2962.0484589401594 1.3913541723126002 
granuloma 	 2962.0484589401594 1.3913541723126002 
sarcoma 	 2962.0484589401594 1.3913541723126002 
basis 	 978.4185322500861 1.3913541723126002 
rehab 	 2275.8327501858134 1.3913541723126002 
programs 	 805.4775897288113 1.3913541723126002 
suggestions 	 1409.97882205523 1.3913541723126002 
role 	 129.79963717630315 1.8390978705635035 
nurse 	 911.1344189540533 1.6410602981803237 
hodgkin's 	 1481.0242294700797 1.6410602981803237 
delineation 	 2962.0484589401594 1.3913541723126002 
current 	 697.5665245809847 1.3913541723126002 
information 	 205.58455983187932 1.6410602981803237 
regarding 	 471.8337121034141 1.6410602981803237 
emphasis 	 1056.2253960936803 1.3913541723126002 
origins 	 1111.901997889892 1.3913541723126002 
assess 	 1732.0196672950992 1.3913541723126002 
available 	 774.7223580808433 1.3913541723126002 
moment 	 1732.0196672950992 1.3913541723126002 
chalones 	 2962.0484589401594 1.3913541723126002 
analysis 	 609.0213143425087 1.3913541723126002 
usage 	 1504.5511642527713 1.3913541723126002 
chalone 	 2962.0484589401594 1.3913541723126002 
substance 	 1692.3985269966986 1.3913541723126002 
produced 	 1312.6072264034333 1.3913541723126002 
tissue 	 1137.9163750929067 1.6410602981803237 
control 	 697.5665245809847 1.3913541723126002 
mitotic 	 2962.0484589401594 1.3913541723126002 
activity 	 996.753961731859 1.3913541723126002 
inducing 	 2618.9406045629867 1.3913541723126002 
agent 	 1349.2906726195258 1.3913541723126002 
cancerous 	 1309.4703022814933 1.6410602981803237 
tumors 	 1309.4703022814933 1.6410602981803237 
afn 	 179.6029274573244 1.8028378151281583 
viral 	 872.9802015209955 1.7454806842355775 
theory 	 480.3690406810285 1.6410602981803237 
various 	 201.59078707175664 1.7454806842355775 
viruses 	 2418.2353760494448 1.3913541723126002 
induce 	 1998.8229351577793 1.3913541723126002 
malignant 	 2618.9406045629867 1.3913541723126002 
size 	 1368.7049256303999 1.3913541723126002 
grapefruits 	 2618.9406045629867 1.3913541723126002 
healthy 	 1874.4222931587308 1.3913541723126002 
person 	 952.1291687196817 1.3913541723126002 
tobacco 	 644.2416319362135 1.7454806842355775 
industry 	 390.361215772177 1.6410602981803237 
anti 	 960.738081362057 1.3913541723126002 
arguments 	 1409.97882205523 1.3913541723126002 
advanced 	 1246.5091870542947 1.3913541723126002 
american 	 548.8257839555893 1.3913541723126002 
society 	 751.4239402061403 1.3913541723126002 
concerning 	 969.4993720262603 1.3913541723126002 
rights 	 228.03195879590535 1.6410602981803237 
individual 	 831.5362378040953 1.3913541723126002 
smoke 	 2418.2353760494448 1.3913541723126002 
public 	 533.9374436131367 1.3913541723126002 
epidemiology 	 2418.2353760494448 1.3913541723126002 
lung 	 2275.8327501858134 1.3913541723126002 
diseases 	 1621.5636093945652 1.3913541723126002 
attributed 	 1692.3985269966986 1.3913541723126002 
speculates 	 2618.9406045629867 1.3913541723126002 
government 	 584.0580417971972 1.3913541723126002 
contributes 	 2165.3766922852797 1.3913541723126002 
increase 	 1035.5974113753991 1.3913541723126002 
related 	 786.796127377302 1.3913541723126002 
carcinogens 	 2618.9406045629867 1.3913541723126002 
air 	 601.0755842514498 1.6410602981803237 
breathe 	 2418.2353760494448 1.3913541723126002 
explanation 	 1295.2370230968547 1.3913541723126002 
nature 	 838.2710355717056 1.3913541723126002 
effect 	 780.722431544354 1.3913541723126002 
causing 	 810.7818046972826 1.6410602981803237 
agents 	 1504.5511642527713 1.3913541723126002 
affected 	 1246.5091870542947 1.3913541723126002 
environment 	 903.4013326771217 1.3913541723126002 
genetics 	 1137.9163750929067 1.6410602981803237 
examines 	 663.0749638651798 1.3913541723126002 
looks 	 859.0433141257265 1.3913541723126002 
hereditary 	 2618.9406045629867 1.3913541723126002 
