term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 567.5207266482448 1.4551711218138539 
logo_asm 	 1702.5621799447345 0.9419626616007053 
gif 	 73.2057046717047 1.6846298727455626 
subject 	 561.8263914944314 1.2807268751510106 
index 	 276.35365442579734 1.2807268751510106 
anthropology 	 1690.3994077032069 0.9419626616007053 
ant 	 1702.5621799447345 0.9419626616007053 
idx 	 89.60853578656497 1.8883651769582532 
html 	 16.64795201747067 1.9278206960389836 
architecture 	 1631.272467831258 0.9419626616007053 
arc 	 804.185473668677 1.2807268751510106 
art 	 719.3262736557928 1.2807268751510106 
black 	 1468.7962526421943 0.9419626616007053 
studies 	 340.39966324572424 1.5615159979960955 
blk 	 1702.5621799447345 0.9419626616007053 
stu 	 1702.5621799447345 0.9419626616007053 
business 	 577.5185467956126 1.2807268751510106 
bus 	 1619.770126885442 0.9419626616007053 
ecology 	 1690.3994077032069 0.9419626616007053 
eco 	 1690.3994077032069 0.9419626616007053 
economics 	 1608.370947337354 0.9419626616007053 
ecn 	 1690.3994077032069 0.9419626616007053 
education 	 1380.4286270158107 0.9419626616007053 
edu 	 1389.94927078357 0.9419626616007053 
film 	 1574.7742776037283 0.9419626616007053 
flm 	 1702.5621799447345 0.9419626616007053 
gen 	 304.13620153548766 1.6331259586067297 
healthcare 	 1678.3519241369818 0.9419626616007053 
med 	 833.2087820761682 1.2807268751510106 
history 	 174.94272114326773 1.7537655300435997 
law 	 265.7793831808801 1.5615159979960955 
linguistics 	 1678.3519241369818 0.9419626616007053 
lin 	 1666.4175641523364 0.9419626616007053 
literature 	 1597.0730951700343 0.9419626616007053 
lit 	 1690.3994077032069 0.9419626616007053 
mass 	 1438.6525473115855 0.9419626616007053 
media 	 1100.6128771717233 0.9419626616007053 
mda 	 1702.5621799447345 0.9419626616007053 
medicine 	 1563.7698798572296 0.9419626616007053 
music 	 1631.272467831258 0.9419626616007053 
mus 	 1690.3994077032069 0.9419626616007053 
philosophy 	 815.636233915629 1.2807268751510106 
phi 	 1702.5621799447345 0.9419626616007053 
political 	 200.6027091809494 1.6846298727455626 
science 	 694.974635391785 1.2807268751510106 
psi 	 1690.3994077032069 0.9419626616007053 
psychology 	 1678.3519241369818 0.9419626616007053 
psy 	 1678.3519241369818 0.9419626616007053 
religion 	 539.9233756284807 1.4551711218138539 
rel 	 1690.3994077032069 0.9419626616007053 
sci 	 1642.8798544401775 0.9419626616007053 
shakespeare 	 1702.5621799447345 0.9419626616007053 
sha 	 839.1759620684909 1.2807268751510106 
sociology 	 1690.3994077032069 0.9419626616007053 
soc 	 1690.3994077032069 0.9419626616007053 
sports 	 1608.370947337354 0.9419626616007053 
recreation 	 1642.8798544401775 0.9419626616007053 
spt 	 1654.5942230785358 0.9419626616007053 
urban 	 809.885063442721 1.2807268751510106 
urb 	 1702.5621799447345 0.9419626616007053 
women's 	 809.885063442721 1.2807268751510106 
wom 	 1702.5621799447345 0.9419626616007053 
