term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 2610.1618617132417 0.9867288126658348 
eeeeeee 	 2696.2753253558662 0.9867288126658348 
zzzzzzz 	 5392.5506507117325 0.654922010878677 
tttttttnn 	 10785.101301423465 0.3915735376027572 
eeee 	 5392.5506507117325 0.654922010878677 
olimpiai 	 6049.363848968727 0.8441671108750352 
hirado 	 21369.83964214881 0.3915735376027572 
country 	 7563.353206180838 0.3915735376027572 
gold 	 15546.99736458234 0.3915735376027572 
silver 	 8800.317998587658 0.654922010878677 
bronze 	 10166.334207820182 0.654922010878677 
total 	 10667.424129912484 0.3915735376027572 
united 	 3204.2524040807066 0.654922010878677 
russia 	 842.9579985639376 1.456220956429155 
germany 	 5276.32643329622 0.654922010878677 
france 	 6081.072407428465 0.654922010878677 
china 	 11288.078042831266 0.3915735376027572 
italy 	 6002.285201334181 0.654922010878677 
cuba 	 15891.451219152837 0.3915735376027572 
australia 	 18768.745459824964 0.3915735376027572 
poland 	 4629.724075051703 0.8441671108750352 
hungary 	 2465.0498538679426 1.0979844092715314 
positionkorea 	 27813.335832634064 0.3915735376027572 
japan 	 1481.5204132733875 1.3214843054801753 
romania 	 6162.624634669856 0.654922010878677 
bulgaria 	 6256.248486608321 0.8441671108750352 
belgium 	 18148.091546906184 0.3915735376027572 
belarus 	 4166.979651166809 0.9867288126658348 
brazil 	 19485.23781966206 0.3915735376027572 
netherlands 	 21369.83964214881 0.3915735376027572 
turkey 	 5555.972868222411 0.8441671108750352 
ukraine 	 4975.447817221186 0.8441671108750352 
canada 	 12162.14481485693 0.3915735376027572 
ireland 	 15226.318497910988 0.3915735376027572 
zealand 	 19485.23781966206 0.3915735376027572 
south 	 8269.92453770485 0.3915735376027572 
africa 	 12669.703123910214 0.3915735376027572 
kazakhstan 	 20332.668415640364 0.3915735376027572 
yugoslavia 	 7189.443950966344 0.654922010878677 
greece 	 14378.887901932689 0.3915735376027572 
finland 	 22706.985914904686 0.3915735376027572 
spain 	 14926.343451663557 0.3915735376027572 
sweden 	 18148.091546906184 0.3915735376027572 
north 	 2733.688006325172 0.8441671108750352 
korea 	 16667.918604667237 0.3915735376027572 
armenia 	 21369.83964214881 0.3915735376027572 
costa 	 22706.985914904686 0.3915735376027572 
rica 	 24591.587737391437 0.3915735376027572 
britain 	 7063.791728734223 0.654922010878677 
uzbekistan 	 21369.83964214881 0.3915735376027572 
austria 	 18148.091546906184 0.3915735376027572 
