term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 536.2646677455091 1.4773358209732381 
logo_asm 	 1608.7940032365273 0.9702308895960916 
gif 	 69.1739192059145 1.6993881488958529 
subject 	 1061.7678932884535 0.9702308895960916 
index 	 261.1335475730784 1.3066066924218527 
anthropology 	 1597.3010925661301 0.9702308895960916 
ant 	 1608.7940032365273 0.9702308895960916 
idx 	 84.67336859139617 1.8941881569660217 
html 	 15.731070317059224 1.9316601184617954 
architecture 	 1541.4305537886237 0.9702308895960916 
arc 	 759.8951643399536 1.3066066924218527 
art 	 679.7095630689277 1.3066066924218527 
black 	 1387.902674605252 0.9702308895960916 
studies 	 214.4348258893862 1.6993881488958529 
blk 	 1608.7940032365273 0.9702308895960916 
stu 	 1608.7940032365273 0.9702308895960916 
business 	 545.7118605047449 1.3066066924218527 
bus 	 1530.5617013292022 0.9702308895960916 
ecology 	 1597.3010925661301 0.9702308895960916 
eco 	 1597.3010925661301 0.9702308895960916 
economics 	 506.5967762266357 1.4773358209732381 
ecn 	 1597.3010925661301 0.9702308895960916 
education 	 1304.401873364271 0.9702308895960916 
edu 	 1313.3981701109894 0.9702308895960916 
film 	 1488.0439869410523 0.9702308895960916 
flm 	 1608.7940032365273 0.9702308895960916 
gen 	 287.3859780048156 1.6497934039847268 
healthcare 	 1585.917121076723 0.9702308895960916 
med 	 787.3200214582832 1.3066066924218527 
history 	 146.94026267545385 1.7890216681154556 
law 	 502.2833032261793 1.3066066924218527 
linguistics 	 1585.917121076723 0.9702308895960916 
lin 	 1574.6400429165665 0.9702308895960916 
literature 	 1509.1147028317948 0.9702308895960916 
lit 	 1597.3010925661301 0.9702308895960916 
mass 	 679.7095630689277 1.3066066924218527 
media 	 1039.9969043927929 0.9702308895960916 
mda 	 1608.7940032365273 0.9702308895960916 
medicine 	 1477.6456535865718 0.9702308895960916 
music 	 513.8101845962079 1.4773358209732381 
mus 	 1597.3010925661301 0.9702308895960916 
philosophy 	 513.8101845962079 1.4773358209732381 
phi 	 1608.7940032365273 0.9702308895960916 
political 	 162.47534251522103 1.7366785892886385 
science 	 656.6990850554947 1.3066066924218527 
psi 	 1597.3010925661301 0.9702308895960916 
psychology 	 528.6390403589077 1.4773358209732381 
psy 	 1585.917121076723 0.9702308895960916 
religion 	 1530.5617013292022 0.9702308895960916 
rel 	 1597.3010925661301 0.9702308895960916 
sci 	 1552.3986665481143 0.9702308895960916 
shakespeare 	 1608.7940032365273 0.9702308895960916 
