term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 293.3604385585341 1.6756904954184562 
logo_asm 	 880.0813156756024 1.2653314724551057 
gif 	 37.84118644320219 1.8235381869143892 
subject 	 290.41694666549284 1.5500190202788087 
index 	 142.85157431766237 1.5500190202788087 
anthropology 	 873.7941863579912 1.2653314724551057 
ant 	 880.0813156756024 1.2653314724551057 
idx 	 46.32006924608434 1.9406950661302684 
html 	 8.605589673861706 1.962027348188336 
architecture 	 843.2305360858667 1.2653314724551057 
arc 	 415.69618898530354 1.5500190202788087 
art 	 185.9155632540739 1.746490947146615 
black 	 759.2440110038722 1.2653314724551057 
studies 	 140.76637529657958 1.7919176825972614 
blk 	 880.0813156756024 1.2653314724551057 
stu 	 880.0813156756024 1.2653314724551057 
business 	 597.0569398028599 1.2653314724551057 
bus 	 837.2847941492805 1.2653314724551057 
ecology 	 873.7941863579912 1.2653314724551057 
eco 	 873.7941863579912 1.2653314724551057 
economics 	 831.3923779706071 1.2653314724551057 
ecn 	 873.7941863579912 1.2653314724551057 
education 	 713.5653878437353 1.2653314724551057 
edu 	 718.4867591697919 1.2653314724551057 
film 	 814.0257280768288 1.2653314724551057 
flm 	 880.0813156756024 1.2653314724551057 
gen 	 157.21281228073596 1.7919176825972614 
healthcare 	 433.783325789928 1.5500190202788087 
med 	 430.6987960850059 1.5500190202788087 
history 	 723.4452732722385 1.2653314724551057 
law 	 274.77113257252273 1.5500190202788087 
linguistics 	 867.566651579856 1.2653314724551057 
lin 	 861.3975921700118 1.2653314724551057 
literature 	 825.5523395174764 1.2653314724551057 
lit 	 873.7941863579912 1.2653314724551057 
mass 	 743.6622530162956 1.2653314724551057 
media 	 568.924201653676 1.2653314724551057 
mda 	 880.0813156756024 1.2653314724551057 
medicine 	 404.16869042730127 1.5500190202788087 
music 	 843.2305360858667 1.2653314724551057 
mus 	 873.7941863579912 1.2653314724551057 
philosophy 	 843.2305360858667 1.2653314724551057 
phi 	 880.0813156756024 1.2653314724551057 
political 	 311.08413831286487 1.5500190202788087 
science 	 239.49558638993062 1.6756904954184562 
psi 	 873.7941863579912 1.2653314724551057 
psychology 	 867.566651579856 1.2653314724551057 
psy 	 867.566651579856 1.2653314724551057 
religion 	 837.2847941492805 1.2653314724551057 
rel 	 873.7941863579912 1.2653314724551057 
sci 	 849.2305777869368 1.2653314724551057 
shakespeare 	 880.0813156756024 1.2653314724551057 
sha 	 433.783325789928 1.5500190202788087 
sociology 	 873.7941863579912 1.2653314724551057 
