term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1327.4894731119055 1.066222674231627 
logo_asm 	 3982.4684193357166 0.5513678643470341 
gif 	 171.23568842563185 1.390926605809951 
subject 	 2628.3396725616753 0.5513678643470341 
index 	 646.4196810447644 0.8644270738875117 
anthropology 	 3954.0184414647 0.5513678643470341 
ant 	 3982.4684193357166 0.5513678643470341 
idx 	 209.6036010176693 1.7570351178732129 
html 	 38.94127564747466 1.838948430806715 
architecture 	 3815.7144349821638 0.5513678643470341 
arc 	 1881.0727090613507 0.8644270738875117 
art 	 1682.5782939249975 0.8644270738875117 
black 	 3435.6658214832755 0.5513678643470341 
studies 	 1061.639862396578 1.066222674231627 
blk 	 3982.4684193357166 0.5513678643470341 
stu 	 3982.4684193357166 0.5513678643470341 
business 	 675.4377024482125 1.2071203791749365 
bus 	 1894.4046369907237 0.8644270738875117 
ecology 	 3954.0184414647 0.5513678643470341 
eco 	 3954.0184414647 0.5513678643470341 
economics 	 1254.048472707567 1.066222674231627 
ecn 	 3954.0184414647 0.5513678643470341 
education 	 3228.9648372289575 0.5513678643470341 
edu 	 3251.234604279743 0.5513678643470341 
film 	 1841.7796724295374 0.8644270738875117 
flm 	 3982.4684193357166 0.5513678643470341 
gen 	 711.4059222383988 1.3110726584017014 
healthcare 	 3925.8381356878417 0.5513678643470341 
med 	 1948.9612188138851 0.8644270738875117 
history 	 136.40301860973904 1.8026583120719029 
law 	 1243.3707414583107 0.8644270738875117 
linguistics 	 3925.8381356878417 0.5513678643470341 
lin 	 3897.9224376277703 0.5513678643470341 
literature 	 3735.7185774512286 0.5513678643470341 
lit 	 3954.0184414647 0.5513678643470341 
mass 	 1121.718862616665 1.066222674231627 
media 	 1287.223479084002 0.8644270738875117 
mda 	 3982.4684193357166 0.5513678643470341 
medicine 	 3657.8189243237953 0.5513678643470341 
music 	 3815.7144349821638 0.5513678643470341 
mus 	 3954.0184414647 0.5513678643470341 
philosophy 	 3815.7144349821638 0.5513678643470341 
phi 	 3982.4684193357166 0.5513678643470341 
political 	 122.4079337177086 1.7949578769155907 
science 	 1625.6173021398715 0.8644270738875117 
psi 	 3954.0184414647 0.5513678643470341 
psychology 	 3925.8381356878417 0.5513678643470341 
psy 	 3925.8381356878417 0.5513678643470341 
religion 	 1894.4046369907237 0.8644270738875117 
rel 	 3954.0184414647 0.5513678643470341 
sci 	 3842.8653086157733 0.5513678643470341 
shakespeare 	 3982.4684193357166 0.5513678643470341 
sha 	 1962.9190678439209 0.8644270738875117 
sociology 	 3954.0184414647 0.5513678643470341 
soc 	 3954.0184414647 0.5513678643470341 
sports 	 3762.1454181227014 0.5513678643470341 
recreation 	 3842.8653086157733 0.5513678643470341 
