term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 702.8148101843724 1.3664319810521108 
logo_asm 	 2108.4444305531174 0.836470820438913 
gif 	 90.65757604505364 1.623596720495817 
subject 	 463.84198280211643 1.3664319810521108 
index 	 342.2349740882809 1.1795937605442783 
anthropology 	 2093.3821146536957 0.836470820438913 
ant 	 2108.4444305531174 0.836470820438913 
idx 	 110.97075950279564 1.8635674492655656 
html 	 20.61673994925164 1.9113759981188188 
architecture 	 2020.1596100443746 0.836470820438913 
arc 	 995.8992411915794 1.1795937605442783 
art 	 593.8733567973867 1.3664319810521108 
black 	 1818.9498832878157 0.836470820438913 
studies 	 337.23938313061836 1.564700866727876 
blk 	 2108.4444305531174 0.836470820438913 
stu 	 2108.4444305531174 0.836470820438913 
business 	 1430.3921206235943 0.836470820438913 
bus 	 2005.9151689360235 0.836470820438913 
ecology 	 2093.3821146536957 0.836470820438913 
eco 	 2093.3821146536957 0.836470820438913 
economics 	 1991.798482383159 0.836470820438913 
ecn 	 2093.3821146536957 0.836470820438913 
education 	 213.68948258486287 1.703759293700124 
edu 	 1721.306177980597 0.836470820438913 
film 	 975.096267878941 1.1795937605442783 
flm 	 2108.4444305531174 0.836470820438913 
gen 	 376.64074053253944 1.564700866727876 
healthcare 	 1039.2312858346222 1.1795937605442783 
med 	 1031.8415601792988 1.1795937605442783 
history 	 216.64818495633628 1.703759293700124 
law 	 658.2796996486313 1.1795937605442783 
linguistics 	 2078.4625716692444 0.836470820438913 
lin 	 2063.6831203585975 0.836470820438913 
literature 	 395.56145582968276 1.564700866727876 
lit 	 2093.3821146536957 0.836470820438913 
mass 	 1781.6200703921602 0.836470820438913 
media 	 681.4967225288326 1.1795937605442783 
mda 	 2108.4444305531174 0.836470820438913 
medicine 	 645.5215816667398 1.3664319810521108 
music 	 2020.1596100443746 0.836470820438913 
mus 	 2093.3821146536957 0.836470820438913 
philosophy 	 2020.1596100443746 0.836470820438913 
phi 	 2108.4444305531174 0.836470820438913 
political 	 1490.5523096025854 0.836470820438913 
science 	 860.6530889902986 1.1795937605442783 
psi 	 2093.3821146536957 0.836470820438913 
psychology 	 2078.4625716692444 0.836470820438913 
psy 	 2078.4625716692444 0.836470820438913 
religion 	 2005.9151689360235 0.836470820438913 
rel 	 2093.3821146536957 0.836470820438913 
sci 	 2034.5341391729658 0.836470820438913 
shakespeare 	 2108.4444305531174 0.836470820438913 
sha 	 1039.2312858346222 1.1795937605442783 
sociology 	 2093.3821146536957 0.836470820438913 
soc 	 2093.3821146536957 0.836470820438913 
sports 	 1991.798482383159 0.836470820438913 
recreation 	 2034.5341391729658 0.836470820438913 
spt 	 2049.041154308116 0.836470820438913 
urban 	 1002.9575844680118 1.1795937605442783 
urb 	 2108.4444305531174 0.836470820438913 
women's 	 2005.9151689360235 0.836470820438913 
wom 	 2108.4444305531174 0.836470820438913 
home 	 54.073197654958555 1.806684993413632 
page 	 386.3184969918072 1.1795937605442783 
topic 	 2078.4625716692444 0.836470820438913 
search 	 954.8290534463407 1.1795937605442783 
custom 	 1024.520577154058 1.1795937605442783 
nursing 	 48.99409486695475 1.9714347740682616 
specific 	 1697.8132045395496 0.836470820438913 
paper 	 451.6019960650028 1.4839553092371867 
click 	 968.2823725001099 1.1795937605442783 
catalog 	 2063.6831203585975 0.836470820438913 
button 	 1883.203702662697 0.836470820438913 
title 	 909.4749416439079 1.1795937605442783 
description 	 1923.0539324299696 0.836470820438913 
written 	 1733.1854796506902 0.836470820438913 
pgs 	 24.628024878278776 1.9677976186611152 
pages 	 1831.5925215393095 0.836470820438913 
footnotes 	 2093.3821146536957 0.836470820438913 
sources 	 1831.5925215393095 0.836470820438913 
price 	 1806.4079842600113 0.836470820438913 
patient 	 401.4962706212701 1.7754825014623434 
report 	 827.5132035359011 1.3664319810521108 
discusses 	 424.7304556656382 1.564700866727876 
care 	 91.50509624252142 1.921392556799305 
double 	 5156.2446892667585 0.836470820438913 
leg 	 5644.4285464170025 0.836470820438913 
amputee 	 8327.702043600284 0.836470820438913 
suffering 	 4483.447809929156 0.836470820438913 
severe 	 4869.270558873074 0.836470820438913 
burns 	 6355.8531311885745 0.836470820438913 
psychological 	 1806.2097225131508 1.1795937605442783 
variables 	 4553.414884215649 0.836470820438913 
rehabilitation 	 4869.270558873074 0.836470820438913 
maternal 	 3442.730215815182 1.1795937605442783 
child 	 1713.5144734515773 1.1795937605442783 
field 	 1097.6635188585037 1.3664319810521108 
health 	 148.31798722499695 1.8487305653449349 
childbirth 	 8327.702043600284 0.836470820438913 
services 	 221.8120625637313 1.7557724198767368 
available 	 1231.7302945648962 1.1795937605442783 
experiences 	 3963.647394794868 0.836470820438913 
volunteer 	 6355.8531311885745 0.836470820438913 
subjective 	 2897.223384714505 1.1795937605442783 
feelings 	 5381.485417157179 0.836470820438913 
aging 	 3072.837359598788 1.1795937605442783 
personalities 	 5960.284221074428 0.836470820438913 
instructional 	 6145.674719197576 0.836470820438913 
notes 	 2777.2105778544455 0.836470820438913 
audio 	 3072.837359598788 1.1795937605442783 
visuals 	 8327.702043600284 0.836470820438913 
television 	 3963.647394794868 0.836470820438913 
graphics 	 4784.16875259366 0.836470820438913 
professional 	 452.7823191243712 1.668454707907281 
programs 	 853.7520041974067 1.3664319810521108 
discussion 	 778.6717615672669 1.3664319810521108 
administrative 	 4483.447809929156 0.836470820438913 
processes 	 4065.2310270654048 0.836470820438913 
legal 	 671.8108086175918 1.4839553092371867 
aspects 	 1487.1086824320255 1.1795937605442783 
expanded 	 1653.0793007523844 1.3664319810521108 
educational 	 3261.191495257736 0.836470820438913 
economic 	 1176.8010299216246 1.1795937605442783 
security 	 2731.584194815947 0.836470820438913 
nurse 	 193.14822564763367 1.9113759981188188 
person 	 1009.1928024005246 1.3664319810521108 
communication 	 483.528030006975 1.703759293700124 
nurses 	 235.18452276737509 1.890433772344258 
patients 	 442.66095989755223 1.7754825014623434 
shift 	 5264.839468987221 0.836470820438913 
purely 	 8327.702043600284 0.836470820438913 
physical 	 1487.1086824320255 1.1795937605442783 
depth 	 3868.2242400558 0.836470820438913 
include 	 1343.6216172351835 1.1795937605442783 
origins 	 3535.623726623616 0.836470820438913 
acupuncture 	 6145.674719197576 0.836470820438913 
relevance 	 5644.4285464170025 0.836470820438913 
supports 	 5264.839468987221 0.836470820438913 
exploration 	 1653.0793007523844 1.3664319810521108 
valuable 	 5794.44676942901 0.836470820438913 
method 	 3392.4341477278017 0.836470820438913 
treating 	 5960.284221074428 0.836470820438913 
ills 	 8327.702043600284 0.836470820438913 
alternative 	 1749.293361849985 1.1795937605442783 
drug 	 823.7184138805857 1.564700866727876 
therapy 	 1138.3537210539123 1.4839553092371867 
florence 	 6598.486301236679 0.836470820438913 
nightingale 	 7689.499963438033 0.836470820438913 
smith 	 4553.414884215649 0.836470820438913 
women 	 1615.0110799467743 1.1795937605442783 
gain 	 4553.414884215649 0.836470820438913 
emergence 	 5054.661056996222 0.836470820438913 
modern 	 2644.117249098275 0.836470820438913 
reviews 	 1119.5277935700017 1.3664319810521108 
focusing 	 1599.7290463772356 1.1795937605442783 
standards 	 3392.4341477278017 0.836470820438913 
traditions 	 5960.284221074428 0.836470820438913 
conclusion 	 3735.130911299628 0.836470820438913 
aides 	 5960.284221074428 0.836470820438913 
responsibilities 	 1175.858276806914 1.4839553092371867 
record 	 3573.5532728090575 0.836470820438913 
keeping 	 5264.839468987221 0.836470820438913 
duties 	 1263.6652642490556 1.4839553092371867 
specifity 	 9418.715705801638 0.836470820438913 
practice 	 322.35202000464994 1.792248802205186 
act 	 2872.633732593514 0.836470820438913 
pennsylvania 	 4703.433107227656 0.836470820438913 
functions 	 1957.6064020266988 1.1795937605442783 
suggesting 	 5156.2446892667585 0.836470820438913 
divisions 	 5794.44676942901 0.836470820438913 
labor 	 1130.811382575934 1.3664319810521108 
mental 	 2115.534239355412 1.1795937605442783 
role 	 137.57887469057317 1.8302729418002293 
analyzes 	 847.068262006182 1.3664319810521108 
defines 	 2145.2358774779127 1.1795937605442783 
therapeutic 	 1986.7614070248094 1.3664319810521108 
agent 	 4290.471754955825 0.836470820438913 
helping 	 4703.433107227656 0.836470820438913 
stress 	 1542.2124629416564 1.3664319810521108 
situations 	 4416.458976833972 0.836470820438913 
degrees 	 4416.458976833972 0.836470820438913 
personal 	 750.3044928074621 1.3664319810521108 
involvement 	 1867.565455649814 1.1795937605442783 
required 	 3261.191495257736 0.836470820438913 
promote 	 4626.63738882497 0.836470820438913 
social 	 1010.0798050221873 1.1795937605442783 
intercourse 	 7689.499963438033 0.836470820438913 
viewpoint 	 2897.223384714505 1.1795937605442783 
design 	 2948.2002435928457 0.836470820438913 
involve 	 5794.44676942901 0.836470820438913 
socially 	 6885.460431630364 0.836470820438913 
actively 	 6885.460431630364 0.836470820438913 
plan 	 712.0575357464762 1.4839553092371867 
intervention 	 630.9227109762817 1.668454707907281 
abuse 	 1003.4049614855044 1.4839553092371867 
methadone 	 8327.702043600284 0.836470820438913 
maintenance 	 4013.6198459420175 0.836470820438913 
center 	 814.8700214740873 1.3664319810521108 
develops 	 6885.460431630364 0.836470820438913 
multi 	 4703.433107227656 0.836470820438913 
lateral 	 8327.702043600284 0.836470820438913 
medical 	 428.6673955848622 1.668454707907281 
lives 	 3822.5978570173006 0.836470820438913 
community 	 485.19652561717595 1.564700866727876 
proposed 	 1911.2989285086503 1.1795937605442783 
offer 	 3822.5978570173006 0.836470820438913 
emotional 	 1981.823697397434 1.1795937605442783 
support 	 2185.997061689793 0.836470820438913 
guidance 	 5264.839468987221 0.836470820438913 
families 	 2351.716553613828 1.1795937605442783 
considering 	 4703.433107227656 0.836470820438913 
behavior 	 3427.0289469031545 0.836470820438913 
differences 	 3140.0548165094697 0.836470820438913 
various 	 641.0179774766565 1.3664319810521108 
socio 	 5960.284221074428 0.836470820438913 
levels 	 1806.2097225131508 1.1795937605442783 
nature 	 1332.766272717035 1.1795937605442783 
study 	 127.3105404595121 1.8302729418002293 
married 	 5794.44676942901 0.836470820438913 
separated 	 7236.68838139893 0.836470820438913 
couple 	 5381.485417157179 0.836470820438913 
rehab 	 7236.68838139893 0.836470820438913 
program 	 619.0621937971639 1.3664319810521108 
assessing 	 6145.674719197576 0.836470820438913 
plans 	 910.5280649386488 1.3664319810521108 
employed 	 4416.458976833972 0.836470820438913 
article 	 1713.5144734515773 1.1795937605442783 
concerning 	 1027.6040481948376 1.3664319810521108 
diploma 	 6598.486301236679 0.836470820438913 
degreed 	 9418.715705801638 0.836470820438913 
accredited 	 8327.702043600284 0.836470820438913 
colleges 	 6885.460431630364 0.836470820438913 
reactions 	 4784.16875259366 0.836470820438913 
comparison 	 1280.62800629611 1.1795937605442783 
settings 	 2822.2142732085013 1.1795937605442783 
assesses 	 2690.7427085785894 1.1795937605442783 
quality 	 856.7572367257886 1.4839553092371867 
metropolitan 	 6145.674719197576 0.836470820438913 
psychiatric 	 1158.889353885802 1.564700866727876 
clinics 	 3177.9265655942872 1.1795937605442783 
communications 	 843.0984578265459 1.1795937605442783 
basic 	 3261.191495257736 0.836470820438913 
