term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1269.8890217054352 1.088269423173358 
logo_asm 	 3809.667065116306 0.5692587838291628 
gif 	 163.80568378153276 1.4095524373713542 
subject 	 1257.1473307711747 0.8862614967586144 
index 	 618.3711984161823 0.8862614967586144 
anthropology 	 3782.451546426373 0.5692587838291628 
ant 	 3809.667065116306 0.5692587838291628 
idx 	 200.5087929008582 1.7663458547718969 
html 	 37.25159365671643 1.8453963475751831 
architecture 	 3650.1486219607377 0.5692587838291628 
arc 	 1799.4519961555604 0.8862614967586144 
art 	 402.3925889608723 1.521875928982737 
black 	 1095.530171128875 1.088269423173358 
studies 	 1015.5747624136792 1.088269423173358 
blk 	 3809.667065116306 0.5692587838291628 
stu 	 3809.667065116306 0.5692587838291628 
business 	 1292.260225874683 0.8862614967586144 
bus 	 3624.410889742091 0.5692587838291628 
ecology 	 3782.451546426373 0.5692587838291628 
eco 	 3782.451546426373 0.5692587838291628 
economics 	 3598.903992311121 0.5692587838291628 
ecn 	 3782.451546426373 0.5692587838291628 
education 	 1544.4291956069887 0.8862614967586144 
edu 	 3110.1618616117016 0.5692587838291628 
film 	 1761.8639046046433 0.8862614967586144 
flm 	 3809.667065116306 0.5692587838291628 
gen 	 680.537653160446 1.3309658813149254 
healthcare 	 3755.493998619651 0.5692587838291628 
med 	 1864.3947885323544 0.8862614967586144 
history 	 782.9065286096828 1.228248372857305 
law 	 792.9468300723031 1.088269423173358 
linguistics 	 3755.493998619651 0.5692587838291628 
lin 	 3728.7895770647087 0.5692587838291628 
literature 	 223.35148911602957 1.7284832965962178 
lit 	 3782.451546426373 0.5692587838291628 
mass 	 3219.140711686978 0.5692587838291628 
media 	 2462.740379761118 0.5692587838291628 
mda 	 3809.667065116306 0.5692587838291628 
medicine 	 3499.1042787678684 0.5692587838291628 
music 	 1216.716207320246 1.088269423173358 
mus 	 3782.451546426373 0.5692587838291628 
philosophy 	 1216.716207320246 1.088269423173358 
phi 	 3809.667065116306 0.5692587838291628 
political 	 448.87026350166803 1.4095524373713542 
science 	 1555.0809308058508 0.8862614967586144 
psi 	 3782.451546426373 0.5692587838291628 
psychology 	 3755.493998619651 0.5692587838291628 
psy 	 3755.493998619651 0.5692587838291628 
religion 	 906.1027224355228 1.228248372857305 
rel 	 3782.451546426373 0.5692587838291628 
sci 	 3676.121405214685 0.5692587838291628 
shakespeare 	 634.9445108527176 1.4095524373713542 
sha 	 1877.7469993098255 0.8862614967586144 
sociology 	 3782.451546426373 0.5692587838291628 
soc 	 3782.451546426373 0.5692587838291628 
sports 	 3598.903992311121 0.5692587838291628 
recreation 	 3676.121405214685 0.5692587838291628 
spt 	 3702.3335723330893 0.5692587838291628 
urban 	 3624.410889742091 0.5692587838291628 
urb 	 3809.667065116306 0.5692587838291628 
women's 	 1812.2054448710455 0.8862614967586144 
wom 	 3809.667065116306 0.5692587838291628 
home 	 1270.1361268736516 0.5692587838291628 
page 	 698.0240187069248 0.8862614967586144 
topic 	 3755.493998619651 0.5692587838291628 
search 	 1725.2438551470095 0.8862614967586144 
custom 	 1851.1667861665446 0.8862614967586144 
british 	 998.4779214665724 1.4716176557990566 
irish 	 4861.799404826879 0.8862614967586144 
specific 	 3067.713312395476 0.5692587838291628 
paper 	 815.9822597260915 1.228248372857305 
click 	 1749.5521393839342 0.8862614967586144 
catalog 	 3728.7895770647087 0.5692587838291628 
button 	 3402.6882658022305 0.5692587838291628 
title 	 1643.2952566933125 0.8862614967586144 
description 	 1737.3460558547754 0.8862614967586144 
written 	 3131.6261144387313 0.5692587838291628 
pgs 	 20.119423119289216 1.9736150697158175 
pages 	 3309.4340096936444 0.5692587838291628 
footnotes 	 3782.451546426373 0.5692587838291628 
sources 	 3309.4340096936444 0.5692587838291628 
price 	 3263.929038904366 0.5692587838291628 
nostromo 	 15047.004200761885 0.5692587838291628 
joseph 	 896.065603177849 1.5982942230432167 
conrad 	 993.545904315815 1.6536509858849038 
examines 	 126.98890217054353 1.8453963475751831 
mythical 	 12441.07335931179 0.5692587838291628 
belief 	 3931.915968174603 0.8862614967586144 
reality 	 3672.6547144135993 0.8862614967586144 
focusing 	 2890.488823314395 0.8862614967586144 
characters 	 432.401624402208 1.794940995963723 
events 	 5235.239620416851 0.5692587838291628 
time 	 542.3498667668566 1.3309658813149254 
theme 	 411.63477740595295 1.7862200316617656 
basis 	 1873.8197344910739 1.088269423173358 
discussion 	 422.08560798550957 1.5982942230432167 
dead 	 3170.9452456161916 1.088269423173358 
james 	 596.8134895593289 1.6536509858849038 
joyce 	 1382.3414843679766 1.56340376068852 
focuses 	 2836.8220769227864 0.8862614967586144 
dubliners' 	 17018.31478227437 0.5692587838291628 
death 	 514.6357386691177 1.5982942230432167 
style 	 1747.3363625665017 1.228248372857305 
images 	 1807.2660972688345 1.088269423173358 
afraid 	 12441.07335931179 0.5692587838291628 
virginia 	 3170.9452456161916 1.088269423173358 
woolf 	 4147.02445310393 1.088269423173358 
motives 	 10769.408084330162 0.5692587838291628 
sex 	 4113.695022461659 0.8862614967586144 
weapon 	 10469.762777799304 0.5692587838291628 
confrontation 	 5552.191518868458 0.8862614967586144 
failure 	 3128.0397317054176 0.8862614967586144 
middle 	 2224.339914670843 1.088269423173358 
age 	 1103.9753953105817 1.3309658813149254 
lighthouse 	 13075.693619249401 0.5692587838291628 
examination 	 725.0251786215656 1.4095524373713542 
including 	 832.3352848337062 1.088269423173358 
listing 	 11484.14631836106 0.5692587838291628 
published 	 6748.864238714195 0.5692587838291628 
author 	 1836.3273572067997 1.228248372857305 
novels 	 951.7966161635732 1.6280208308967257 
short 	 936.9098672455369 1.4095524373713542 
stories 	 1028.4237556154148 1.521875928982737 
essays 	 4658.310005169842 0.8862614967586144 
biographies 	 13893.861433302265 0.5692587838291628 
diaries 	 13893.861433302265 0.5692587838291628 
letters 	 4861.799404826879 0.8862614967586144 
loneliness 	 6946.930716651133 0.8862614967586144 
fear 	 3672.6547144135993 0.8862614967586144 
strange 	 11104.383037736916 0.5692587838291628 
portrait 	 829.2700225231081 1.6536509858849038 
artist 	 810.2999008044799 1.6536509858849038 
notes 	 716.862124107646 1.4716176557990566 
structural 	 8100.969232171868 0.5692587838291628 
value 	 2686.9994236573575 0.8862614967586144 
influences 	 1668.2549360031321 1.228248372857305 
writers 	 1645.4780089846638 1.3309658813149254 
artists 	 4861.799404826879 0.8862614967586144 
relationship 	 598.4900493914926 1.4716176557990566 
childlike 	 17018.31478227437 0.5692587838291628 
innocence 	 11104.383037736916 0.5692587838291628 
adult 	 9133.072456224432 0.5692587838291628 
logic 	 11104.383037736916 0.5692587838291628 
review 	 1918.5727698746427 0.8862614967586144 
brave 	 2315.6435722170445 1.4095524373713542 
world 	 350.3615105655883 1.56340376068852 
huxley 	 3473.4653583255663 1.228248372857305 
discusses 	 239.82159623433034 1.7284832965962178 
constituents 	 11922.550851789782 0.5692587838291628 
utopian 	 11922.550851789782 0.5692587838291628 
society 	 431.72720928207326 1.5982942230432167 
huxley's 	 6946.930716651133 0.8862614967586144 
scientific 	 7644.954735358057 0.5692587838291628 
industrialist 	 17018.31478227437 0.5692587838291628 
opposition 	 6388.382387876471 0.5692587838291628 
lord 	 1850.7305062894861 1.4095524373713542 
jim 	 1863.3240020679366 1.3309658813149254 
personal 	 1016.7722256406079 1.228248372857305 
growth 	 5235.239620416851 0.5692587838291628 
character 	 449.7032197269445 1.74239771078595 
sons 	 2980.6377129474454 1.228248372857305 
lovers 	 3268.9234048123503 1.228248372857305 
lawrence 	 652.3623183017451 1.695598768880367 
analysis 	 139.96417115071475 1.8173002223819155 
interpretations 	 1826.6144912448863 1.3309658813149254 
modern 	 530.8392952446345 1.56340376068852 
novel 	 354.10217484528414 1.8104093601424212 
traces 	 3263.5708073871674 0.8862614967586144 
analyzes 	 459.160508985816 1.5982942230432167 
various 	 434.33651396369385 1.521875928982737 
aspects 	 1343.4997118286788 1.228248372857305 
development 	 330.9434009693644 1.5982942230432167 
conrad's 	 2149.5720286802693 1.4716176557990566 
heart 	 822.7390044923319 1.5982942230432167 
