term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 450.5337633265767 1.5417474373134934 
logo_asm 	 1351.6012899797302 1.0572567995170645 
gif 	 58.11530764260428 1.7412279837581512 
subject 	 892.026481538759 1.0572567995170645 
index 	 219.3869687770492 1.3832750977072945 
anthropology 	 1341.9457139044341 1.0572567995170645 
ant 	 1351.6012899797302 1.0572567995170645 
idx 	 71.13690999893318 1.9103456680509265 
html 	 13.216194795930688 1.9422700372034591 
architecture 	 1295.0070181288272 1.0572567995170645 
arc 	 638.4131730383124 1.3832750977072945 
art 	 571.0465854592406 1.3832750977072945 
black 	 106.0021042068503 1.8500317197178715 
studies 	 360.3076425018995 1.5417474373134934 
blk 	 1351.6012899797302 1.0572567995170645 
stu 	 1351.6012899797302 1.0572567995170645 
business 	 916.9413276424439 1.0572567995170645 
bus 	 642.9378670446149 1.3832750977072945 
ecology 	 1341.9457139044341 1.0572567995170645 
eco 	 1341.9457139044341 1.0572567995170645 
economics 	 1276.8263460766248 1.0572567995170645 
ecn 	 1341.9457139044341 1.0572567995170645 
education 	 365.29044968763515 1.5417474373134934 
edu 	 1103.4294368376254 1.0572567995170645 
film 	 1250.1551896948558 1.0572567995170645 
flm 	 1351.6012899797302 1.0572567995170645 
gen 	 241.44250774925814 1.697306442721811 
healthcare 	 1332.3816612542994 1.0572567995170645 
med 	 661.4537066206559 1.3832750977072945 
history 	 138.88057091546588 1.7994333585435458 
law 	 210.99244502715027 1.635427280086899 
linguistics 	 1332.3816612542994 1.0572567995170645 
lin 	 1322.9074132413118 1.0572567995170645 
literature 	 1267.8573981326235 1.0572567995170645 
lit 	 1341.9457139044341 1.0572567995170645 
mass 	 1142.0931709184813 1.0572567995170645 
media 	 436.8679752424346 1.3832750977072945 
mda 	 1351.6012899797302 1.0572567995170645 
medicine 	 1241.4192043870532 1.0572567995170645 
music 	 1295.0070181288272 1.0572567995170645 
mus 	 1341.9457139044341 1.0572567995170645 
philosophy 	 647.5035090644136 1.3832750977072945 
phi 	 1351.6012899797302 1.0572567995170645 
political 	 119.43831642225291 1.7994333585435458 
science 	 551.7147184188127 1.3832750977072945 
psi 	 1341.9457139044341 1.0572567995170645 
psychology 	 1332.3816612542994 1.0572567995170645 
psy 	 1332.3816612542994 1.0572567995170645 
religion 	 642.9378670446149 1.3832750977072945 
rel 	 1341.9457139044341 1.0572567995170645 
sci 	 1304.2216940441692 1.0572567995170645 
shakespeare 	 1351.6012899797302 1.0572567995170645 
sha 	 666.1908306271497 1.3832750977072945 
sociology 	 1341.9457139044341 1.0572567995170645 
soc 	 1341.9457139044341 1.0572567995170645 
