term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1081.203020170373 1.4031436397880641 
eeeeeee 	 2512.9657292258203 1.0219283628740838 
zzzzzzz 	 5025.9314584516405 0.6863020688517277 
tttttttnn 	 10051.862916903281 0.41422126163075357 
eeee 	 5025.9314584516405 0.6863020688517277 
gyorshirek 	 25922.41196793691 0.41422126163075357 
usa 	 3112.2458127820496 0.8786912052639712 
kongresszusrol 	 25922.41196793691 0.41422126163075357 
egyenesben 	 22919.698381751226 0.41422126163075357 
kozvetito 	 25922.41196793691 0.41422126163075357 
span 	 19916.984795565542 0.41422126163075357 
televizioadas 	 25922.41196793691 0.41422126163075357 
mutatta 	 21163.22353342666 0.41422126163075357 
hogy 	 207.0388762028374 1.8493620852134929 
kongresszus 	 5830.909734076431 0.8786912052639712 
alsohaza 	 22919.698381751226 0.41422126163075357 
percekkel 	 22919.698381751226 0.41422126163075357 
ezelott 	 14191.138496762134 0.41422126163075357 
washingtoni 	 6053.503315746992 0.8786912052639712 
ido 	 4051.6942582898696 0.8786912052639712 
szerint 	 512.1487990280715 1.6645977922948942 
szerdan 	 16404.035098916407 0.41422126163075357 
orakor 	 18160.509947240975 0.41422126163075357 
aranyban 	 9080.254973620487 0.6863020688517277 
megszavazta 	 11459.849190875613 0.6863020688517277 
romanianak 	 16914.27120937986 0.41422126163075357 
permanens 	 25922.41196793691 0.41422126163075357 
mfn 	 18950.326931272386 0.41422126163075357 
legnagyobb 	 3591.847070554705 0.8786912052639712 
vamkedvezmeny 	 25922.41196793691 0.41422126163075357 
statuszt 	 25922.41196793691 0.41422126163075357 
h3161 	 22919.698381751226 0.41422126163075357 
szamu 	 7245.0078080218045 0.6863020688517277 
crane 	 14811.051351413531 0.41422126163075357 
lantos 	 8457.13560468993 0.6863020688517277 
torvenytervezetet 	 19916.984795565542 0.41422126163075357 
kedvezmenyre 	 25922.41196793691 0.41422126163075357 
demokratak 	 15947.613345086704 0.41422126163075357 
elsopro 	 21163.22353342666 0.41422126163075357 
tobbsege 	 6824.46588074269 0.6863020688517277 
szavazott 	 8202.017549458204 0.6863020688517277 
mig 	 5323.109087649849 0.6863020688517277 
republikanusoknal 	 25922.41196793691 0.41422126163075357 
ellenszavazo 	 25922.41196793691 0.41422126163075357 
kepviselo 	 5454.422018504247 0.6863020688517277 
akadt 	 18950.326931272386 0.41422126163075357 
egy 	 884.6206528666689 1.4836457682500233 
fuggetlen 	 12339.451024531832 0.41422126163075357 
szinten 	 5523.189699053627 0.6863020688517277 
ellene 	 7767.364823087184 0.6863020688517277 
magyar 	 442.31032643333447 1.7035552601495632 
kulugyi 	 3547.7846241905336 1.0219283628740838 
politika 	 12944.89975890102 0.41422126163075357 
ujabb 	 3729.4749701921505 0.8786912052639712 
veresege 	 19916.984795565542 0.41422126163075357 
minden 	 3243.6090605111194 0.8786912052639712 
kuzdelme 	 25922.41196793691 0.41422126163075357 
ellenere 	 5523.189699053627 0.6863020688517277 
liptak 	 18950.326931272386 0.41422126163075357 
bela 	 11487.302029857925 0.41422126163075357 
ugyanugy 	 14191.138496762134 0.41422126163075357 
vesztett 	 18160.509947240975 0.41422126163075357 
tom 	 13648.93176148538 0.41422126163075357 
ellen 	 1988.4372345430672 1.1327161131974803 
mint 	 1216.35339769167 1.3526837703090384 
