term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 382.21694886774 1.5972413989269472 
logo_asm 	 1146.65084660322 1.138643097754042 
gif 	 49.30297655309143 1.7760736317594947 
subject 	 756.7637940507211 1.138643097754042 
index 	 186.12016379896343 1.4511278438365103 
anthropology 	 1138.459396533395 1.138643097754042 
ant 	 1146.65084660322 1.138643097754042 
idx 	 60.35004455806421 1.9234198838516579 
html 	 11.212153365031389 1.9508086282631814 
architecture 	 1098.6382631499266 1.138643097754042 
arc 	 541.607211219817 1.4511278438365103 
art 	 484.45577517652134 1.4511278438365103 
black 	 329.73763237915506 1.5972413989269472 
studies 	 305.67229135939147 1.5972413989269472 
blk 	 1146.65084660322 1.138643097754042 
stu 	 1146.65084660322 1.138643097754042 
business 	 777.9006704280793 1.138643097754042 
bus 	 1090.8916039448768 1.138643097754042 
ecology 	 1138.459396533395 1.138643097754042 
eco 	 1138.459396533395 1.138643097754042 
economics 	 1083.214422439634 1.138643097754042 
ecn 	 1138.459396533395 1.138643097754042 
education 	 929.6985875102548 1.138643097754042 
edu 	 936.1106025104137 1.138643097754042 
film 	 1060.587554389293 1.138643097754042 
flm 	 1146.65084660322 1.138643097754042 
gen 	 204.8313048893607 1.7371737312943398 
healthcare 	 1130.3455917083056 1.138643097754042 
med 	 561.1539869844216 1.4511278438365103 
history 	 471.2855052671508 1.4511278438365103 
law 	 47.732945607727956 1.90397895986625 
linguistics 	 1130.3455917083056 1.138643097754042 
lin 	 1122.3079739688433 1.138643097754042 
literature 	 1075.6054834504716 1.138643097754042 
lit 	 1138.459396533395 1.138643097754042 
mass 	 968.9115503530427 1.138643097754042 
media 	 247.08225094649754 1.5972413989269472 
mda 	 1146.65084660322 1.138643097754042 
medicine 	 1053.176252681187 1.138643097754042 
music 	 1098.6382631499266 1.138643097754042 
mus 	 1138.459396533395 1.138643097754042 
philosophy 	 1098.6382631499266 1.138643097754042 
phi 	 1146.65084660322 1.138643097754042 
political 	 810.6180286021684 1.138643097754042 
science 	 468.05530125520687 1.4511278438365103 
psi 	 1138.459396533395 1.138643097754042 
psychology 	 1130.3455917083056 1.138643097754042 
psy 	 1130.3455917083056 1.138643097754042 
religion 	 1090.8916039448768 1.138643097754042 
rel 	 1138.459396533395 1.138643097754042 
sci 	 1106.455669080088 1.138643097754042 
shakespeare 	 1146.65084660322 1.138643097754042 
sha 	 565.1727958541528 1.4511278438365103 
sociology 	 1138.459396533395 1.138643097754042 
soc 	 1138.459396533395 1.138643097754042 
sports 	 541.607211219817 1.4511278438365103 
recreation 	 1106.455669080088 1.138643097754042 
spt 	 1114.345125849903 1.138643097754042 
urban 	 545.4458019724384 1.4511278438365103 
urb 	 1146.65084660322 1.138643097754042 
women's 	 1090.8916039448768 1.138643097754042 
wom 	 1146.65084660322 1.138643097754042 
home 	 382.29132370036774 1.138643097754042 
page 	 210.09443038436277 1.4511278438365103 
topic 	 1130.3455917083056 1.138643097754042 
search 	 259.63585443140647 1.6819172276427024 
custom 	 557.1725629249515 1.4511278438365103 
police 	 28.04913129595735 1.9800287270111772 
enforcement 	 343.1193396414848 1.8049432305086437 
specific 	 923.3342459249393 1.138643097754042 
paper 	 163.73202398629496 1.7760736317594947 
click 	 526.5881263405935 1.4511278438365103 
catalog 	 1122.3079739688433 1.138643097754042 
button 	 1024.1565244468036 1.138643097754042 
title 	 494.6064485687326 1.4511278438365103 
description 	 1045.8285680813558 1.138643097754042 
written 	 942.5710105343016 1.138643097754042 
pgs 	 27.76730235447305 1.963767218945977 
pages 	 996.0884361103234 1.138643097754042 
footnotes 	 1138.459396533395 1.138643097754042 
sources 	 996.0884361103234 1.138643097754042 
price 	 982.3921439177698 1.138643097754042 
behavior 	 931.8731825124206 1.4511278438365103 
traditional 	 904.2506954655403 1.4511278438365103 
organization 	 312.8996085785641 1.6819172276427024 
discusses 	 577.4607211718334 1.4511278438365103 
modern 	 287.59394729709317 1.7371737312943398 
public 	 230.83356148123482 1.6819172276427024 
administrative 	 2438.2664074328827 1.138643097754042 
goals 	 2401.8353774903935 1.138643097754042 
principals 	 3744.5706032246453 1.138643097754042 
community 	 164.91749758906553 1.8272189445383344 
relations 	 304.6065148139136 1.7371737312943398 
peace 	 993.1203435906289 1.4511278438365103 
keeping 	 2863.2163821175736 1.138643097754042 
activities 	 511.96833236453824 1.5972413989269472 
centralization 	 4181.837337168333 1.138643097754042 
administration 	 292.2846516780983 1.7371737312943398 
essays 	 2804.158484124743 1.138643097754042 
discreationary 	 5122.249456268235 1.138643097754042 
expectations 	 1620.7126090342156 1.4511278438365103 
policy 	 680.3004899343136 1.4511278438365103 
initiative 	 2697.018833756114 1.138643097754042 
position 	 310.586072532262 1.6819172276427024 
constitutional 	 2239.8442257998136 1.138643097754042 
issues 	 396.27562151767535 1.5972413989269472 
authoritarianism 	 2561.1247281341175 1.4511278438365103 
