term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 853.7369231718679 1.2793994932488557 
logo_asm 	 2561.2107695156037 0.7435773081716865 
gif 	 110.1253401512977 1.560528988167126 
subject 	 845.1707793370203 1.0840989331074542 
index 	 415.72634717712396 1.0840989331074542 
anthropology 	 2542.9139791727234 0.7435773081716865 
ant 	 2561.2107695156037 0.7435773081716865 
idx 	 134.8005668166107 1.8366626735958318 
html 	 25.043968731238333 1.893359662893219 
architecture 	 2453.9677092788083 0.7435773081716865 
arc 	 1209.7581633788436 1.0840989331074542 
art 	 1082.1021520298 1.0840989331074542 
black 	 1104.775151475954 1.0840989331074542 
studies 	 512.0725067866441 1.4060494901376535 
blk 	 2561.2107695156037 0.7435773081716865 
stu 	 2561.2107695156037 0.7435773081716865 
business 	 579.1846113156105 1.2793994932488557 
bus 	 2436.664423764725 0.7435773081716865 
ecology 	 2542.9139791727234 0.7435773081716865 
eco 	 2542.9139791727234 0.7435773081716865 
economics 	 604.8790816894218 1.4060494901376535 
ecn 	 2542.9139791727234 0.7435773081716865 
education 	 692.2054903892551 1.2793994932488557 
edu 	 2090.938635513915 0.7435773081716865 
film 	 2368.975939243374 0.7435773081716865 
flm 	 2561.2107695156037 0.7435773081716865 
gen 	 457.52039129492715 1.4948353095653089 
healthcare 	 1262.395310365818 1.0840989331074542 
med 	 1253.4187185913718 1.0840989331074542 
history 	 161.9514532837513 1.7699476318878433 
law 	 799.638364503293 1.0840989331074542 
linguistics 	 2524.790620731636 0.7435773081716865 
lin 	 2506.8374371827435 0.7435773081716865 
literature 	 2402.520659295913 0.7435773081716865 
lit 	 2542.9139791727234 0.7435773081716865 
mass 	 2164.2043040596 0.7435773081716865 
media 	 413.9204998332681 1.4060494901376535 
mda 	 2561.2107695156037 0.7435773081716865 
medicine 	 2352.421723278539 0.7435773081716865 
music 	 2453.9677092788083 0.7435773081716865 
mus 	 2542.9139791727234 0.7435773081716865 
philosophy 	 2453.9677092788083 0.7435773081716865 
phi 	 2561.2107695156037 0.7435773081716865 
political 	 64.66545688782318 1.8861760041459033 
science 	 522.7346588784787 1.4060494901376535 
psi 	 2542.9139791727234 0.7435773081716865 
psychology 	 2524.790620731636 0.7435773081716865 
psy 	 2524.790620731636 0.7435773081716865 
religion 	 2436.664423764725 0.7435773081716865 
rel 	 2542.9139791727234 0.7435773081716865 
sci 	 2471.4290178517854 0.7435773081716865 
shakespeare 	 2561.2107695156037 0.7435773081716865 
