term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 560.8229997405158 1.4598645306723312 
logo_asm 	 1682.4689992215472 0.9478805986525465 
gif 	 72.34175064332109 1.6877707409990945 
subject 	 555.195867597959 1.2861858775227402 
index 	 273.0922029573576 1.2861858775227402 
anthropology 	 1670.4497687452617 0.9478805986525465 
ant 	 1682.4689992215472 0.9478805986525465 
idx 	 88.5509999590288 1.8896099425260255 
html 	 16.451477367382502 1.9286421439985255 
architecture 	 1612.0206291078364 0.9478805986525465 
arc 	 794.6946930982363 1.2861858775227402 
art 	 710.8369785300359 1.2861858775227402 
black 	 1451.4619144914209 0.9478805986525465 
studies 	 192.21849029408997 1.7262701736530264 
blk 	 1682.4689992215472 0.9478805986525465 
stu 	 1682.4689992215472 0.9478805986525465 
business 	 380.4685522031416 1.4598645306723312 
bus 	 1600.6540356948194 0.9478805986525465 
ecology 	 1670.4497687452617 0.9478805986525465 
eco 	 1670.4497687452617 0.9478805986525465 
economics 	 529.7964620654908 1.4598645306723312 
ecn 	 1670.4497687452617 0.9478805986525465 
education 	 682.0685899023832 1.2861858775227402 
edu 	 1373.5454634965884 0.9478805986525465 
film 	 1556.1892153188692 0.9478805986525465 
flm 	 1682.4689992215472 0.9478805986525465 
gen 	 300.5468679217722 1.6366691416658956 
healthcare 	 829.2722331691775 1.2861858775227402 
med 	 823.3754762294785 1.2861858775227402 
history 	 276.6049507549259 1.6366691416658956 
law 	 350.1903018884714 1.4598645306723312 
linguistics 	 1658.544466338355 0.9478805986525465 
lin 	 1646.750952458957 0.9478805986525465 
literature 	 789.1124341202058 1.2861858775227402 
lit 	 1670.4497687452617 0.9478805986525465 
mass 	 1421.6739570600719 0.9478805986525465 
media 	 1087.6237401476667 0.9478805986525465 
mda 	 1682.4689992215472 0.9478805986525465 
medicine 	 772.6573442567586 1.2861858775227402 
music 	 1612.0206291078364 0.9478805986525465 
mus 	 1670.4497687452617 0.9478805986525465 
philosophy 	 1612.0206291078364 0.9478805986525465 
phi 	 1682.4689992215472 0.9478805986525465 
political 	 1189.411499911593 0.9478805986525465 
science 	 686.7727317482942 1.2861858775227402 
psi 	 1670.4497687452617 0.9478805986525465 
psychology 	 1658.544466338355 0.9478805986525465 
psy 	 1658.544466338355 0.9478805986525465 
religion 	 1600.6540356948194 0.9478805986525465 
rel 	 1670.4497687452617 0.9478805986525465 
sci 	 1623.4910284633067 0.9478805986525465 
shakespeare 	 1682.4689992215472 0.9478805986525465 
sha 	 829.2722331691775 1.2861858775227402 
sociology 	 1670.4497687452617 0.9478805986525465 
soc 	 1670.4497687452617 0.9478805986525465 
sports 	 1589.3893861964725 0.9478805986525465 
recreation 	 1623.4910284633067 0.9478805986525465 
spt 	 1635.0671472750914 0.9478805986525465 
urban 	 1600.6540356948194 0.9478805986525465 
urb 	 1682.4689992215472 0.9478805986525465 
women's 	 1600.6540356948194 0.9478805986525465 
wom 	 1682.4689992215472 0.9478805986525465 
home 	 560.9321291678293 0.9478805986525465 
page 	 308.26939785369115 1.2861858775227402 
topic 	 1658.544466338355 0.9478805986525465 
search 	 761.922040107118 1.2861858775227402 
custom 	 817.5335736375457 1.2861858775227402 
drug 	 91.29167794666944 1.940179397503868 
dependency 	 4904.045392193238 0.9478805986525465 
abuse 	 133.44733498790697 1.9115912622454025 
specific 	 677.3994234122218 1.2861858775227402 
paper 	 360.36347335301366 1.5655668004906882 
click 	 772.6573442567586 1.2861858775227402 
catalog 	 1646.750952458957 0.9478805986525465 
button 	 1502.734339608861 0.9478805986525465 
title 	 725.7309572457104 1.2861858775227402 
description 	 1534.5335064371293 0.9478805986525465 
written 	 691.5123768873148 1.2861858775227402 
pgs 	 26.100777636644715 1.9659047489325576 
pages 	 1461.5503221431848 0.9478805986525465 
footnotes 	 1670.4497687452617 0.9478805986525465 
sources 	 1461.5503221431848 0.9478805986525465 
price 	 1441.4538934120546 0.9478805986525465 
college 	 3162.8596746266544 0.9478805986525465 
scene 	 3633.4746471250664 0.9478805986525465 
analytically 	 7515.823968543112 0.9478805986525465 
deviant 	 7515.823968543112 0.9478805986525465 
behavior 	 2734.6558813915894 0.9478805986525465 
patient 	 1762.0941788130458 1.2861858775227402 
discrimination 	 3423.65471678813 0.9478805986525465 
methadone 	 1329.046221951964 1.6366691416658956 
maintained 	 4394.781216409383 0.9478805986525465 
patients 	 1942.7585203127642 1.2861858775227402 
discusses 	 847.3021796633443 1.2861858775227402 
society's 	 4904.045392193238 0.9478805986525465 
attempt 	 2602.32307372536 0.9478805986525465 
curb 	 5265.374075192674 0.9478805986525465 
addiction 	 681.7741037751072 1.7804206440669157 
relative 	 3050.3068033124077 0.9478805986525465 
lack 	 2734.6558813915894 0.9478805986525465 
success 	 3086.7151496252127 0.9478805986525465 
programs 	 408.7595364441967 1.6366691416658956 
solution 	 3472.915932508651 0.9478805986525465 
heroin 	 1073.6891383633015 1.7262701736530264 
suggests 	 4033.4525334099458 0.9478805986525465 
noting 	 1241.3067439455638 1.2861858775227402 
considerable 	 4756.10989940882 0.9478805986525465 
side 	 1381.4408941708875 1.2861858775227402 
effects 	 85.46783326741671 1.907924366919086 
marijuana 	 610.4855500584312 1.7804206440669157 
essay 	 3472.915932508651 0.9478805986525465 
evils 	 5494.369950525881 0.9478805986525465 
weed 	 7515.823968543112 0.9478805986525465 
society 	 476.6608428782385 1.5655668004906882 
continues 	 4114.512915958735 0.9478805986525465 
indulge 	 7515.823968543112 0.9478805986525465 
prohibition 	 5774.638250976529 0.9478805986525465 
paternalism 	 6645.23110975982 0.9478805986525465 
laws 	 2482.6134878911275 0.9478805986525465 
interfering 	 5494.369950525881 0.9478805986525465 
mans 	 4394.781216409383 0.9478805986525465 
individual 	 527.4795528696685 1.5655668004906882 
rights 	 578.6023035306205 1.2861858775227402 
stating 	 4201.167962546347 0.9478805986525465 
little 	 2914.3905410042753 0.9478805986525465 
sound 	 3330.5751037630553 0.9478805986525465 
basis 	 2482.6134878911275 0.9478805986525465 
father 	 3885.5170406255284 0.9478805986525465 
image 	 2272.793557554191 0.9478805986525465 
freedom 	 1207.9537736484044 1.2861858775227402 
choice 	 2914.3905410042753 0.9478805986525465 
drugs 	 232.7828240240296 1.8774188615829162 
