term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 180.39211138150344 1.7872948216206321 
logo_asm 	 541.1763341445104 1.473808188078436 
gif 	 23.26916183113194 1.887674348896689 
subject 	 357.1642205566488 1.473808188078436 
index 	 87.84175954997808 1.6970518903563117 
anthropology 	 537.3102759339855 1.473808188078436 
ant 	 541.1763341445104 1.473808188078436 
idx 	 28.482964954974232 1.9631112089365874 
html 	 5.291717242374627 1.976478021143207 
architecture 	 518.5161896174887 1.473808188078436 
arc 	 255.61835669720338 1.6970518903563117 
art 	 228.6450153870498 1.6970518903563117 
black 	 466.8715075274952 1.473808188078436 
studies 	 144.26589452008662 1.7872948216206321 
blk 	 541.1763341445104 1.473808188078436 
stu 	 541.1763341445104 1.473808188078436 
business 	 367.1400360431589 1.473808188078436 
bus 	 514.8600560674419 1.473808188078436 
ecology 	 537.3102759339855 1.473808188078436 
eco 	 537.3102759339855 1.473808188078436 
economics 	 511.23671339440676 1.473808188078436 
ecn 	 537.3102759339855 1.473808188078436 
education 	 146.26099273915221 1.7872948216206321 
edu 	 441.8092095960364 1.473808188078436 
film 	 500.55767753887187 1.473808188078436 
flm 	 541.1763341445104 1.473808188078436 
gen 	 96.67271866273565 1.8667064471867885 
healthcare 	 533.4808633763498 1.473808188078436 
med 	 264.8437041375074 1.6970518903563117 
history 	 148.28609355757703 1.7872948216206321 
law 	 30.72022625136272 1.9371263905064724 
linguistics 	 533.4808633763498 1.473808188078436 
lin 	 529.6874082750148 1.473808188078436 
literature 	 253.8227893189197 1.6970518903563117 
lit 	 537.3102759339855 1.473808188078436 
mass 	 457.2900307740996 1.473808188078436 
media 	 349.84075718125587 1.473808188078436 
mda 	 541.1763341445104 1.473808188078436 
medicine 	 497.0598201906536 1.473808188078436 
music 	 518.5161896174887 1.473808188078436 
mus 	 537.3102759339855 1.473808188078436 
philosophy 	 518.5161896174887 1.473808188078436 
phi 	 541.1763341445104 1.473808188078436 
