term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 178.6060508727757 1.789178819640356 
logo_asm 	 535.8181526183271 1.4776573524332681 
gif 	 23.038774090229648 1.8887246074178923 
subject 	 176.8139705725984 1.6996008550403872 
index 	 86.97203915839413 1.6996008550403872 
anthropology 	 531.9903722118668 1.4776573524332681 
ant 	 535.8181526183271 1.4776573524332681 
idx 	 28.200955400964588 1.9634697734228799 
html 	 5.239324002351116 1.9767081997990568 
architecture 	 513.3823659579097 1.4776573524332681 
arc 	 253.0874818784192 1.6996008550403872 
art 	 113.19060167675732 1.8376045650706645 
black 	 462.2490173539557 1.4776573524332681 
studies 	 71.41875966340923 1.8887246074178923 
blk 	 535.8181526183271 1.4776573524332681 
stu 	 535.8181526183271 1.4776573524332681 
business 	 363.50498618134543 1.4776573524332681 
bus 	 509.7624317499425 1.4776573524332681 
ecology 	 531.9903722118668 1.4776573524332681 
eco 	 531.9903722118668 1.4776573524332681 
economics 	 506.1749637568384 1.4776573524332681 
ecn 	 531.9903722118668 1.4776573524332681 
education 	 434.4385922945116 1.4776573524332681 
edu 	 437.4348609861746 1.4776573524332681 
film 	 495.60166092957616 1.4776573524332681 
flm 	 535.8181526183271 1.4776573524332681 
gen 	 95.71556303241154 1.8679390423917337 
healthcare 	 264.09943731502466 1.6996008550403872 
med 	 262.2214892450569 1.6996008550403872 
history 	 440.45374324032787 1.4776573524332681 
law 	 167.2883607747475 1.6996008550403872 
linguistics 	 528.1988746300493 1.4776573524332681 
lin 	 524.4429784901138 1.4776573524332681 
literature 	 502.61938478994 1.4776573524332681 
lit 	 531.9903722118668 1.4776573524332681 
mass 	 452.7624067070293 1.4776573524332681 
media 	 346.37698730817414 1.4776573524332681 
mda 	 535.8181526183271 1.4776573524332681 
medicine 	 164.04614527744346 1.789178819640356 
music 	 513.3823659579097 1.4776573524332681 
mus 	 531.9903722118668 1.4776573524332681 
philosophy 	 513.3823659579097 1.4776573524332681 
phi 	 535.8181526183271 1.4776573524332681 
political 	 378.7934713094245 1.4776573524332681 
science 	 218.7174304930873 1.6996008550403872 
psi 	 531.9903722118668 1.4776573524332681 
psychology 	 264.09943731502466 1.6996008550403872 
psy 	 528.1988746300493 1.4776573524332681 
religion 	 509.7624317499425 1.4776573524332681 
rel 	 531.9903722118668 1.4776573524332681 
sci 	 517.0353593832187 1.4776573524332681 
shakespeare 	 535.8181526183271 1.4776573524332681 
sha 	 264.09943731502466 1.6996008550403872 
sociology 	 531.9903722118668 1.4776573524332681 
soc 	 531.9903722118668 1.4776573524332681 
sports 	 506.1749637568384 1.4776573524332681 
recreation 	 517.0353593832187 1.4776573524332681 
spt 	 520.7220214251884 1.4776573524332681 
urban 	 509.7624317499425 1.4776573524332681 
urb 	 535.8181526183271 1.4776573524332681 
women's 	 509.7624317499425 1.4776573524332681 
wom 	 535.8181526183271 1.4776573524332681 
home 	 178.64080546746155 1.4776573524332681 
page 	 98.1749674693284 1.6996008550403872 
topic 	 528.1988746300493 1.4776573524332681 
search 	 242.65033124430514 1.6996008550403872 
custom 	 260.3610107125942 1.6996008550403872 
mid 	 1215.7989206083 1.4776573524332681 
life 	 247.80083046478808 1.6996008550403872 
geriatric 	 2393.5745122748763 1.4776573524332681 
specific 	 431.4646008995044 1.4776573524332681 
paper 	 114.76543737357123 1.8376045650706645 
click 	 246.06921791616517 1.6996008550403872 
catalog 	 524.4429784901138 1.4776573524332681 
button 	 478.57781516205773 1.4776573524332681 
title 	 231.12450867697785 1.6996008550403872 
description 	 488.70493835577366 1.4776573524332681 
written 	 440.45374324032787 1.4776573524332681 
pgs 	 33.24939826324167 1.956768411538587 
pages 	 465.4618860328614 1.4776573524332681 
footnotes 	 531.9903722118668 1.4776573524332681 
sources 	 465.4618860328614 1.4776573524332681 
price 	 229.53087474714246 1.6996008550403872 
viewpoints 	 1195.2816028532798 1.4776573524332681 
euthanasia 	 1676.8707245836542 1.4776573524332681 
views 	 711.6974645184897 1.4776573524332681 
discussed 	 790.6412381818877 1.4776573524332681 
including 	 175.59816135732197 1.6996008550403872 
living 	 879.8986587075717 1.4776573524332681 
die 	 1237.4258091164104 1.4776573524332681 
god 	 1215.7989206083 1.4776573524332681 
doctor's 	 1954.1295968076322 1.4776573524332681 
responsibility 	 723.8196043166213 1.4776573524332681 
aged 	 239.55296065480775 1.9038569236031857 
research 	 229.53087474714246 1.6996008550403872 
study 	 242.65033124430514 1.6996008550403872 
focusing 	 813.0770248423053 1.4776573524332681 
elderly's 	 2393.5745122748763 1.4776573524332681 
perception 	 1090.3358970662835 1.4776573524332681 
death 	 65.80178221060194 1.9377295194624662 
response 	 870.9095163667482 1.4776573524332681 
approaching 	 1954.1295968076322 1.4776573524332681 
impact 	 749.2249666055517 1.4776573524332681 
chronic 	 1514.6846813403886 1.4776573524332681 
disease 	 261.66404507007167 1.8376045650706645 
focuses 	 797.9808936491664 1.4776573524332681 
arteriosclerosis 	 2393.5745122748763 1.4776573524332681 
stroke 	 1954.1295968076322 1.4776573524332681 
victims 	 569.6884129516081 1.6996008550403872 
especially 	 694.1764154551325 1.4776573524332681 
resultant 	 1195.2816028532798 1.4776573524332681 
implications 	 449.25333248076447 1.6996008550403872 
care 	 790.6412381818877 1.4776573524332681 
effect 	 630.886813369175 1.4776573524332681 
stagflation 	 977.0647984038161 1.6996008550403872 
elderly 	 137.49175656849002 1.924414605877859 
examines 	 178.6060508727757 1.789178819640356 
effects 	 626.038269156237 1.4776573524332681 
stagnation 	 1749.7993473012361 1.4776573524332681 
inflation 	 1337.9515804287728 1.4776573524332681 
surviving 	 1367.5947692902614 1.4776573524332681 
grow 	 1310.354431833992 1.4776573524332681 
dying 	 757.3423406701943 1.6996008550403872 
various 	 488.70493835577366 1.4776573524332681 
expenses 	 1157.15753093155 1.4776573524332681 
involved 	 749.2249666055517 1.4776573524332681 
medical 	 381.2797673562942 1.6996008550403872 
bills 	 1284.5390233789637 1.4776573524332681 
assorted 	 2393.5745122748763 1.4776573524332681 
services 	 281.8450604367615 1.6996008550403872 
suicide 	 504.8948937801295 1.789178819640356 
incidence 	 1367.5947692902614 1.4776573524332681 
increase 	 836.8463930306256 1.4776573524332681 
rate 	 862.1179536792381 1.4776573524332681 
reasons 	 879.8986587075717 1.4776573524332681 
progressive 	 1367.5947692902614 1.4776573524332681 
debilitation 	 2393.5745122748763 1.4776573524332681 
patients 	 618.7129045582052 1.6996008550403872 
discusses 	 269.84145849151093 1.6996008550403872 
psychological 	 459.0113653146508 1.6996008550403872 
terminally 	 1676.8707245836542 1.4776573524332681 
ill 	 1284.5390233789637 1.4776573524332681 
pain 	 405.2663068694334 1.789178819640356 
middle 	 938.5400483843218 1.4776573524332681 
client 	 1260.2891746523896 1.4776573524332681 
concepts 	 983.0303024284117 1.4776573524332681 
physical 	 755.8366873860359 1.4776573524332681 
stressors 	 2393.5745122748763 1.4776573524332681 
adaptations 	 1954.1295968076322 1.4776573524332681 
nursing 	 597.6408014266399 1.6996008550403872 
strategies 	 1033.0955596100139 1.4776573524332681 
age 	 388.17700257052803 1.6996008550403872 
alienation 	 668.9757902143864 1.6996008550403872 
isolation 	 1310.354431833992 1.4776573524332681 
depression 	 262.0708863667984 1.8679390423917337 
changing 	 820.8442591851458 1.4776573524332681 
family 	 682.9080646684541 1.4776573524332681 
societal 	 1561.797895602942 1.4776573524332681 
structure 	 699.9319104359724 1.4776573524332681 
affects 	 1060.6927082047946 1.4776573524332681 
cites 	 1434.416403155528 1.4776573524332681 
afn 	 290.2673575067869 1.6996008550403872 
staphylococcus 	 1058.1578200254492 1.6996008550403872 
relationship 	 589.2307096681361 1.4776573524332681 
carries 	 1514.6846813403886 1.4776573524332681 
cells 	 1676.8707245836542 1.4776573524332681 
causes 	 879.8986587075717 1.4776573524332681 
stages 	 1434.416403155528 1.4776573524332681 
final 	 949.2073472171863 1.4776573524332681 
stage 	 1367.5947692902614 1.4776573524332681 
growth 	 736.320621718263 1.4776573524332681 
treating 	 1514.6846813403886 1.4776573524332681 
openly 	 1615.210452652751 1.4776573524332681 
kubler 	 2393.5745122748763 1.4776573524332681 
ross' 	 2393.5745122748763 1.4776573524332681 
children 	 377.91834369301796 1.6996008550403872 
illness 	 1260.2891746523896 1.4776573524332681 
account 	 769.3973080563085 1.4776573524332681 
patient 	 1122.352980135698 1.4776573524332681 
dealing 	 805.4577468540275 1.4776573524332681 
suggestions 	 1139.3768259032163 1.4776573524332681 
alleviating 	 1954.1295968076322 1.4776573524332681 
public 	 143.82153363316812 1.789178819640356 
policy 	 635.7948504059007 1.4776573524332681 
regarding 	 762.5595347125884 1.4776573524332681 
connection 	 1175.765537185507 1.4776573524332681 
delivery 	 1337.9515804287728 1.4776573524332681 
social 	 513.3823659579097 1.4776573524332681 
explains 	 1195.2816028532798 1.4776573524332681 
decisions 	 327.67676747613723 1.789178819640356 
regard 	 938.5400483843218 1.4776573524332681 
issue 	 567.8352356877417 1.4776573524332681 
process 	 626.038269156237 1.4776573524332681 
identified 	 1260.2891746523896 1.4776573524332681 
defined 	 1090.3358970662835 1.4776573524332681 
concerning 	 783.4338359808164 1.4776573524332681 
shall 	 1676.8707245836542 1.4776573524332681 
comparison 	 650.8909815990395 1.4776573524332681 
analyzes 	 645.7953712880676 1.4776573524332681 
clients 	 1075.2397658731445 1.4776573524332681 
near 	 971.4352876791107 1.4776573524332681 
sense 	 480.0834684462161 1.6996008550403872 
therapy 	 578.578765465775 1.6996008550403872 
bereaved 	 2116.3156400508983 1.4776573524332681 
overcoming 	 1676.8707245836542 1.4776573524332681 
experiences 	 1007.2801511549856 1.4776573524332681 
confusion 	 1434.416403155528 1.4776573524332681 
loss 	 949.2073472171863 1.4776573524332681 
result 	 717.7126154643059 1.4776573524332681 
parent 	 1195.2816028532798 1.4776573524332681 
understanding 	 983.0303024284117 1.4776573524332681 
alzheimer's 	 1954.1295968076322 1.4776573524332681 
top 	 373.6321093750613 1.4776573524332681 
experienced 	 485.30066248861027 1.4776573524332681 
microsoft 	 258.5176796916094 1.6996008550403872 
internet 	 414.0705561236088 1.4776573524332681 
explorer 	 535.8181526183271 1.4776573524332681 
msie30 	 535.8181526183271 1.4776573524332681 
http 	 175.50353448305117 1.4776573524332681 
www 	 173.94407831678825 1.4776573524332681 
com 	 64.35707601899512 1.789178819640356 
htm 	 262.42404475904374 1.4776573524332681 
start 	 431.4646008995044 1.4776573524332681 
send 	 422.67303821199425 1.4776573524332681 
comments 	 150.92080223567643 1.789178819640356 
mailto 	 290.5763634637636 1.4776573524332681 
updated 	 428.51255798045537 1.4776573524332681 
copyright 	 311.971837444158 1.4776573524332681 
asm 	 535.8181526183271 1.4776573524332681 
communications 	 428.51255798045537 1.4776573524332681 
rights 	 368.53649906408947 1.4776573524332681 
reserved 	 443.49558299441554 1.4776573524332681 
