term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1525.7421895806865 0.9967240321584001 
logo_asm 	 4577.2265687420595 0.4975470420245224 
gif 	 196.80872766578673 1.330418178600859 
subject 	 755.2166718082109 1.1396465289495472 
index 	 742.9586445105818 0.7968571300602347 
anthropology 	 4544.527754619872 0.4975470420245224 
ant 	 4577.2265687420595 0.4975470420245224 
idx 	 240.90666151273996 1.7257258172049328 
html 	 44.75692529008441 1.8170959430945561 
architecture 	 4385.568861195444 0.4975470420245224 
arc 	 2161.999813946396 0.7968571300602347 
art 	 1933.8614296473988 0.7968571300602347 
black 	 564.1088901065953 1.397244576341338 
studies 	 732.1137053096079 1.2469262627824307 
blk 	 4577.2265687420595 0.4975470420245224 
stu 	 4577.2265687420595 0.4975470420245224 
business 	 3105.2413444541435 0.4975470420245224 
bus 	 4354.645573223884 0.4975470420245224 
ecology 	 4544.527754619872 0.4975470420245224 
eco 	 4544.527754619872 0.4975470420245224 
economics 	 4323.999627892792 0.4975470420245224 
ecn 	 4544.527754619872 0.4975470420245224 
education 	 371.1191674675865 1.5361312969440655 
edu 	 3736.787299974397 0.4975470420245224 
film 	 4233.677188490904 0.4975470420245224 
flm 	 4577.2265687420595 0.4975470420245224 
gen 	 817.6501972043756 1.2469262627824307 
healthcare 	 4512.1388865271965 0.4975470420245224 
med 	 2240.0270718758984 0.7968571300602347 
history 	 289.42893089465394 1.6229996113409515 
law 	 42.65853199756061 1.9137465733145604 
linguistics 	 4512.1388865271965 0.4975470420245224 
lin 	 4480.054143751797 0.4975470420245224 
literature 	 2146.813047284031 0.7968571300602347 
lit 	 4544.527754619872 0.4975470420245224 
mass 	 3867.7228592947977 0.4975470420245224 
media 	 422.70363058286824 1.397244576341338 
mda 	 4577.2265687420595 0.4975470420245224 
medicine 	 4204.092588097682 0.4975470420245224 
music 	 4385.568861195444 0.4975470420245224 
mus 	 4544.527754619872 0.4975470420245224 
philosophy 	 730.9281435325739 1.330418178600859 
phi 	 4577.2265687420595 0.4975470420245224 
political 	 248.91101758928914 1.6229996113409515 
science 	 1245.5957666581323 0.9967240321584001 
psi 	 4544.527754619872 0.4975470420245224 
psychology 	 1504.0462955090654 0.9967240321584001 
psy 	 4512.1388865271965 0.4975470420245224 
religion 	 2177.322786611942 0.7968571300602347 
rel 	 4544.527754619872 0.4975470420245224 
sci 	 4416.7745575311465 0.4975470420245224 
shakespeare 	 4577.2265687420595 0.4975470420245224 
sha 	 2256.0694432635983 0.7968571300602347 
sociology 	 1514.8425848732907 0.9967240321584001 
soc 	 4544.527754619872 0.4975470420245224 
sports 	 2161.999813946396 0.7968571300602347 
recreation 	 4416.7745575311465 0.4975470420245224 
spt 	 4448.267868024671 0.4975470420245224 
urban 	 2177.322786611942 0.7968571300602347 
urb 	 4577.2265687420595 0.4975470420245224 
women's 	 870.9291146447766 1.2469262627824307 
wom 	 4577.2265687420595 0.4975470420245224 
home 	 763.0195403528951 0.7968571300602347 
page 	 559.1064397378252 0.9967240321584001 
topic 	 4512.1388865271965 0.4975470420245224 
search 	 592.240129901279 1.397244576341338 
custom 	 2224.1339340123354 0.7968571300602347 
specific 	 614.2977255306694 1.330418178600859 
paper 	 490.1918743818661 1.4519424635114535 
click 	 2102.046294048841 0.7968571300602347 
catalog 	 4480.054143751797 0.4975470420245224 
button 	 4088.250986021878 0.4975470420245224 
title 	 1974.3811153730833 0.7968571300602347 
description 	 4174.761935904196 0.4975470420245224 
written 	 1881.2880508152505 0.7968571300602347 
pgs 	 23.42540079700965 1.969346008570221 
pages 	 3976.2081614357185 0.4975470420245224 
footnotes 	 4544.527754619872 0.4975470420245224 
sources 	 3976.2081614357185 0.4975470420245224 
price 	 3921.534995054929 0.4975470420245224 
kidnapping 	 7473.830462160405 0.7968571300602347 
includes 	 519.6937183401718 1.4975389930289527 
definition 	 2406.4054722786223 0.9967240321584001 
types 	 1350.810555433755 1.2469262627824307 
historical 	 813.4647695935082 1.397244576341338 
contemporary 	 2382.920104154706 0.9967240321584001 
occurrences 	 14947.66092432081 0.4975470420245224 
punishment 	 1142.9451375812791 1.5361312969440655 
related 	 1357.8193773981016 1.1396465289495472 
variables 	 9885.018207982765 0.4975470420245224 
felix 	 7473.830462160405 0.7968571300602347 
frankfurter 	 6026.2087850449325 0.9967240321584001 
labor 	 2454.8808731016306 0.9967240321584001 
