term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 532.2460316008716 1.4802346513893572 
logo_asm 	 1596.7380948026148 0.9739889468743157 
gif 	 68.65554678888434 1.7013044230203584 
subject 	 526.9056323063433 1.3100101772711499 
index 	 259.1766766920145 1.3100101772711499 
anthropology 	 1585.331309191363 0.9739889468743157 
ant 	 798.3690474013074 1.3100101772711499 
idx 	 84.03884709487447 1.8949394322798876 
html 	 15.613185527006324 1.9321548683008123 
architecture 	 1529.879450554571 0.9739889468743157 
arc 	 754.2006959976892 1.3100101772711499 
art 	 449.74399066231575 1.4802346513893572 
black 	 1377.502071714788 0.9739889468743157 
studies 	 425.65580759391895 1.4802346513893572 
blk 	 1596.7380948026148 0.9739889468743157 
stu 	 1596.7380948026148 0.9739889468743157 
business 	 541.6224294102047 1.3100101772711499 
bus 	 1519.0920466148286 0.9739889468743157 
ecology 	 1585.331309191363 0.9739889468743157 
eco 	 1585.331309191363 0.9739889468743157 
economics 	 1508.4013919953784 0.9739889468743157 
ecn 	 1585.331309191363 0.9739889468743157 
education 	 1294.6270050376445 0.9739889468743157 
edu 	 1303.5558857388005 0.9739889468743157 
film 	 738.4464747850684 1.3100101772711499 
flm 	 1596.7380948026148 0.9739889468743157 
gen 	 285.2323778365864 1.651961076335951 
healthcare 	 1574.032646397547 0.9739889468743157 
med 	 781.4200379502695 1.3100101772711499 
history 	 262.51043097123545 1.651961076335951 
law 	 332.3462100724983 1.4802346513893572 
linguistics 	 1574.032646397547 0.9739889468743157 
lin 	 1562.840075900539 0.9739889468743157 
literature 	 1497.805766674021 0.9739889468743157 
lit 	 1585.331309191363 0.9739889468743157 
mass 	 74.95733177705263 1.8894254292725488 
media 	 16.648442293199338 1.9665866962767522 
mda 	 1596.7380948026148 0.9739889468743157 
medicine 	 1466.5725387803443 0.9739889468743157 
music 	 509.95981685152356 1.4802346513893572 
mus 	 1585.331309191363 0.9739889468743157 
philosophy 	 764.9397252772854 1.3100101772711499 
phi 	 1596.7380948026148 0.9739889468743157 
political 	 225.760908900417 1.651961076335951 
science 	 651.7779428694002 1.3100101772711499 
psi 	 1585.331309191363 0.9739889468743157 
psychology 	 1574.032646397547 0.9739889468743157 
psy 	 1574.032646397547 0.9739889468743157 
religion 	 759.5460233074143 1.3100101772711499 
rel 	 1585.331309191363 0.9739889468743157 
sci 	 1540.765370961992 0.9739889468743157 
shakespeare 	 1596.7380948026148 0.9739889468743157 
sha 	 787.0163231987735 1.3100101772711499 
sociology 	 1585.331309191363 0.9739889468743157 
soc 	 1585.331309191363 0.9739889468743157 
sports 	 1508.4013919953784 0.9739889468743157 
recreation 	 1540.765370961992 0.9739889468743157 
spt 	 1551.7516238470612 0.9739889468743157 
urban 	 1519.0920466148286 0.9739889468743157 
urb 	 1596.7380948026148 0.9739889468743157 
women's 	 1519.0920466148286 0.9739889468743157 
wom 	 1596.7380948026148 0.9739889468743157 
home 	 266.1748001465177 1.3100101772711499 
page 	 292.5614030585986 1.3100101772711499 
topic 	 1574.032646397547 0.9739889468743157 
search 	 482.0653247386862 1.4802346513893572 
custom 	 775.8758119235306 1.3100101772711499 
specific 	 1285.764510680523 0.9739889468743157 
paper 	 342.00100337324227 1.5830890022835555 
click 	 733.2862693901722 1.3100101772711499 
catalog 	 1562.840075900539 0.9739889468743157 
button 	 1426.1618891829319 0.9739889468743157 
title 	 688.751035857394 1.3100101772711499 
description 	 1456.3407163002055 0.9739889468743157 
written 	 1312.5521548561771 0.9739889468743157 
pgs 	 24.770801706115048 1.9676139538181432 
pages 	 1387.076420377927 0.9739889468743157 
footnotes 	 1585.331309191363 0.9739889468743157 
sources 	 1387.076420377927 0.9739889468743157 
price 	 1368.004013492969 0.9739889468743157 
media's 	 1455.8265496216861 1.5830890022835555 
treatment 	 977.5179918647698 1.3100101772711499 
skylab 	 6306.620607351677 0.9739889468743157 
iii 	 3295.952063336236 0.9739889468743157 
mission 	 3119.035417235254 0.9739889468743157 
modes 	 4513.760350394357 0.9739889468743157 
variables 	 3448.329442176019 0.9739889468743157 
control 	 419.94914005077464 1.5830890022835555 
coverage 	 260.11795199449523 1.82520941856269 
major 	 798.3690474013074 1.3100101772711499 
news 	 362.57723520240035 1.7013044230203584 
occurrences 	 5214.4020549576835 0.9739889468743157 
politics 	 314.7975551971156 1.7672896221942904 
examines 	 99.79613092516342 1.8764573998055583 
press's 	 7132.852046579132 0.9739889468743157 
handling 	 1993.5478548388714 1.3100101772711499 
white 	 1259.1902207884625 1.3100101772711499 
house 	 2138.7835940836317 0.9739889468743157 
family 	 1017.5330163559966 1.3100101772711499 
affairs 	 2828.6378947072153 0.9739889468743157 
sex 	 1724.1647210880094 1.3100101772711499 
roles 	 2861.297471939448 0.9739889468743157 
childrens 	 5214.4020549576835 0.9739889468743157 
programs 	 1939.6551251651376 0.9739889468743157 
discussion 	 1769.0789195454552 0.9739889468743157 
public 	 91.84032219146593 1.8600434990663137 
relations 	 1060.4292221325497 1.3100101772711499 
depicts 	 3904.8562068652964 0.9739889468743157 
role 	 195.35500948756737 1.7672896221942904 
persons 	 2894.87715728375 0.9739889468743157 
practices 	 2569.1115019641297 0.9739889468743157 
involved 	 1116.345200242272 1.3100101772711499 
free 	 377.1003479988446 1.5830890022835555 
press 	 161.63792709709477 1.838599832468847 
democratic 	 2493.802251231264 0.9739889468743157 
government 	 468.819653752363 1.4802346513893572 
questions 	 481.11755160961036 1.5830890022835555 
independent 	 2252.393328410387 0.9739889468743157 
reports 	 3039.5392988328363 0.9739889468743157 
standards 	 2569.1115019641297 0.9739889468743157 
ussr 	 4388.170615730229 0.9739889468743157 
notes 	 701.0662873364039 1.4802346513893572 
soviet 	 2735.707737275319 0.9739889468743157 
establishment 	 3448.329442176019 0.9739889468743157 
communist 	 1271.7380526703705 1.3100101772711499 
era 	 2861.297471939448 0.9739889468743157 
seeking 	 3119.035417235254 0.9739889468743157 
unify 	 6306.620607351677 0.9739889468743157 
people 	 698.3641474876046 1.3100101772711499 
party 	 1087.731705607201 1.3100101772711499 
compared 	 2518.380441576925 0.9739889468743157 
reporting 	 836.1529702010951 1.5830890022835555 
divisive 	 5823.3061984867445 0.9739889468743157 
communication 	 488.23838353944444 1.7013044230203584 
words 	 3204.2145023019707 0.9739889468743157 
based 	 488.85751292678145 1.4802346513893572 
mehrabian's 	 7132.852046579132 0.9739889468743157 
article 	 1297.6551793864548 1.3100101772711499 
dividing 	 6306.620607351677 0.9739889468743157 
verbal 	 4274.560881403473 0.9739889468743157 
vocal 	 5480.389168124221 0.9739889468743157 
facial 	 6306.620607351677 0.9739889468743157 
tate 	 6306.620607351677 0.9739889468743157 
labianco 	 7132.852046579132 0.9739889468743157 
murders 	 4654.1577288967665 0.9739889468743157 
touches 	 5823.3061984867445 0.9739889468743157 
helter 	 6306.620607351677 0.9739889468743157 
skelter 	 6306.620607351677 0.9739889468743157 
local 	 1865.5940420855864 0.9739889468743157 
pornographer 	 7132.852046579132 0.9739889468743157 
deals 	 2595.3103587729097 0.9739889468743157 
student 	 2796.8493441852793 0.9739889468743157 
leader 	 2649.5015086724043 0.9739889468743157 
sale 	 3623.080783412734 0.9739889468743157 
distribution 	 2861.297471939448 0.9739889468743157 
materials 	 2828.6378947072153 0.9739889468743157 
college 	 1500.8474252209285 1.3100101772711499 
campus 	 4075.432412484979 0.9739889468743157 
judge 	 3249.2009732575248 0.9739889468743157 
actions 	 1284.5557509820649 1.3100101772711499 
matter 	 3001.694850441857 0.9739889468743157 
legality 	 5214.4020549576835 0.9739889468743157 
morality 	 3503.7813008128105 0.9739889468743157 
imposing 	 5214.4020549576835 0.9739889468743157 
personal 	 1704.6307917912864 0.9739889468743157 
values 	 892.516620528452 1.4802346513893572 
amendment 	 1672.3059404021901 1.3100101772711499 
rights 	 219.6477534421973 1.651961076335951 
affecting 	 3344.6118808043802 0.9739889468743157 
freedoms 	 4654.1577288967665 0.9739889468743157 
governing 	 3448.329442176019 0.9739889468743157 
freedom 	 573.2009945019498 1.5830890022835555 
expression 	 3249.2009732575248 0.9739889468743157 
belief 	 3295.952063336236 0.9739889468743157 
gathering 	 2137.2804407017366 1.3100101772711499 
information 	 247.53211648444457 1.5830890022835555 
social 	 509.95981685152356 1.4802346513893572 
changes 	 985.3089524789123 1.3100101772711499 
calling 	 3687.5289111669026 0.9739889468743157 
