term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 179.05256599995764 1.7887074478710083 
logo_asm 	 537.157697999873 1.4766931776531942 
gif 	 23.096371025455216 1.8884619332391455 
subject 	 354.5120109980598 1.4766931776531942 
index 	 87.18946925629012 1.6989628962886834 
anthropology 	 533.3203481423965 1.4766931776531942 
ant 	 537.157697999873 1.4766931776531942 
idx 	 28.271457789466997 1.9633801200220782 
html 	 5.252422312356994 1.9766506501090453 
architecture 	 514.6658218728045 1.4766931776531942 
arc 	 253.72020058311523 1.6989628962886834 
art 	 226.94715636189844 1.6989628962886834 
black 	 463.4046398973406 1.4766931776531942 
studies 	 143.19461312513548 1.7887074478710083 
blk 	 537.157697999873 1.4766931776531942 
stu 	 537.157697999873 1.4766931776531942 
business 	 364.4137486467988 1.4766931776531942 
bus 	 511.03683782931734 1.4766931776531942 
ecology 	 533.3203481423965 1.4766931776531942 
eco 	 533.3203481423965 1.4766931776531942 
economics 	 507.44040116623046 1.4766931776531942 
ecn 	 533.3203481423965 1.4766931776531942 
education 	 435.52468877524785 1.4766931776531942 
edu 	 438.52844813864004 1.4766931776531942 
film 	 496.84066508190006 1.4766931776531942 
flm 	 537.157697999873 1.4766931776531942 
gen 	 95.95485193999258 1.867630741011588 
healthcare 	 529.5193718166245 1.4766931776531942 
med 	 262.8770429681695 1.6989628962886834 
history 	 441.55487759842873 1.4766931776531942 
law 	 55.90219389222812 1.8884619332391455 
linguistics 	 529.5193718166245 1.4766931776531942 
lin 	 525.754085936339 1.4766931776531942 
literature 	 251.93796662595742 1.6989628962886834 
lit 	 533.3203481423965 1.4766931776531942 
mass 	 453.8943127237969 1.4766931776531942 
media 	 347.24292977644456 1.4766931776531942 
mda 	 537.157697999873 1.4766931776531942 
medicine 	 493.36878192191114 1.4766931776531942 
music 	 514.6658218728045 1.4766931776531942 
mus 	 533.3203481423965 1.4766931776531942 
philosophy 	 514.6658218728045 1.4766931776531942 
phi 	 537.157697999873 1.4766931776531942 
political 	 379.74045498769806 1.4766931776531942 
science 	 146.17614937954667 1.7887074478710083 
psi 	 533.3203481423965 1.4766931776531942 
psychology 	 529.5193718166245 1.4766931776531942 
psy 	 529.5193718166245 1.4766931776531942 
religion 	 511.03683782931734 1.4766931776531942 
rel 	 533.3203481423965 1.4766931776531942 
sci 	 518.3279477816768 1.4766931776531942 
shakespeare 	 537.157697999873 1.4766931776531942 
sha 	 264.75968590831224 1.6989628962886834 
sociology 	 533.3203481423965 1.4766931776531942 
soc 	 533.3203481423965 1.4766931776531942 
sports 	 507.44040116623046 1.4766931776531942 
recreation 	 518.3279477816768 1.4766931776531942 
spt 	 522.0238264787513 1.4766931776531942 
urban 	 511.03683782931734 1.4766931776531942 
urb 	 537.157697999873 1.4766931776531942 
women's 	 511.03683782931734 1.4766931776531942 
wom 	 537.157697999873 1.4766931776531942 
home 	 179.0874074811302 1.4766931776531942 
page 	 98.42040488800171 1.6989628962886834 
topic 	 529.5193718166245 1.4766931776531942 
search 	 243.2569570724159 1.6989628962886834 
custom 	 261.01191323937564 1.6989628962886834 
juvenile 	 73.60220358110831 1.9682945776034213 
specific 	 432.5432624017531 1.4766931776531942 
paper 	 115.05235096700517 1.8372316175361698 
click 	 246.68439096095557 1.6989628962886834 
catalog 	 525.754085936339 1.4766931776531942 
button 	 479.77425969996284 1.4766931776531942 
title 	 231.7023199486703 1.6989628962886834 
description 	 489.9267007016631 1.4766931776531942 
written 	 441.55487759842873 1.4766931776531942 
pgs 	 35.55468987615976 1.9538402008684992 
pages 	 466.62554074794355 1.4766931776531942 
footnotes 	 533.3203481423965 1.4766931776531942 
sources 	 466.62554074794355 1.4766931776531942 
price 	 460.2094038680207 1.4766931776531942 
delinquency 	 424.3212858302051 1.867630741011588 
overview 	 695.9118564937704 1.4766931776531942 
entire 	 1077.9278652878274 1.4766931776531942 
discussing 	 1263.4398975890206 1.4766931776531942 
courts 	 290.0126061897197 1.8372316175361698 
theory 	 259.4316300513029 1.7887074478710083 
