term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 833.6437424486807 1.2903414207265202 
logo_asm 	 2500.931227346042 0.7547363177476355 
gif 	 107.53347806614687 1.5686413727139694 
subject 	 1650.558415295206 0.7547363177476355 
index 	 405.9419927718046 1.0959107960862593 
anthropology 	 2483.0650622988883 0.7547363177476355 
ant 	 2500.931227346042 0.7547363177476355 
idx 	 131.62795933400218 1.8401997548878255 
html 	 24.454544780973833 1.8957386637974598 
architecture 	 2396.2121931085435 0.7547363177476355 
arc 	 1181.2858216675215 1.0959107960862593 
art 	 1056.6342666525295 1.0959107960862593 
black 	 2157.5472884995884 0.7547363177476355 
studies 	 666.6941214579251 1.2903414207265202 
blk 	 2500.931227346042 0.7547363177476355 
stu 	 2500.931227346042 0.7547363177476355 
business 	 1696.6595230014298 0.7547363177476355 
bus 	 2379.3161501928566 0.7547363177476355 
ecology 	 2483.0650622988883 0.7547363177476355 
eco 	 2483.0650622988883 0.7547363177476355 
economics 	 1181.2858216675215 1.0959107960862593 
ecn 	 2483.0650622988883 0.7547363177476355 
education 	 405.5484259069265 1.5037747514602413 
edu 	 2041.72721365297 0.7547363177476355 
film 	 1156.6103761943982 1.0959107960862593 
flm 	 2500.931227346042 0.7547363177476355 
gen 	 446.75239045378083 1.5037747514602413 
healthcare 	 2465.3682473357553 0.7547363177476355 
med 	 1223.9188010513028 1.0959107960862593 
history 	 93.4462657533741 1.8604704572808326 
law 	 520.5456159440893 1.2903414207265202 
linguistics 	 2465.3682473357553 0.7547363177476355 
lin 	 2447.8376021026056 0.7547363177476355 
literature 	 781.9919928356817 1.2903414207265202 
lit 	 2483.0650622988883 0.7547363177476355 
mass 	 2113.268533305059 0.7547363177476355 
media 	 1616.7145882609027 0.7547363177476355 
mda 	 2500.931227346042 0.7547363177476355 
medicine 	 765.6853830824673 1.2903414207265202 
music 	 2396.2121931085435 0.7547363177476355 
mus 	 2483.0650622988883 0.7547363177476355 
philosophy 	 798.7373977028478 1.2903414207265202 
phi 	 2500.931227346042 0.7547363177476355 
political 	 110.50115795854617 1.8130381356557466 
science 	 1020.863606826485 1.0959107960862593 
psi 	 2483.0650622988883 0.7547363177476355 
psychology 	 2465.3682473357553 0.7547363177476355 
psy 	 2465.3682473357553 0.7547363177476355 
religion 	 594.8290375482142 1.4159462184397187 
rel 	 2483.0650622988883 0.7547363177476355 
sci 	 2413.2625399211734 0.7547363177476355 
shakespeare 	 2500.931227346042 0.7547363177476355 
sha 	 1232.6841236678777 1.0959107960862593 
sociology 	 2483.0650622988883 0.7547363177476355 
soc 	 2483.0650622988883 0.7547363177476355 
sports 	 2362.571643335043 0.7547363177476355 
recreation 	 2413.2625399211734 0.7547363177476355 
spt 	 2430.4700350020667 0.7547363177476355 
urban 	 2379.3161501928566 0.7547363177476355 
urb 	 2500.931227346042 0.7547363177476355 
women's 	 2379.3161501928566 0.7547363177476355 
wom 	 2500.931227346042 0.7547363177476355 
home 	 416.9029797596884 1.0959107960862593 
page 	 458.2316606630903 1.0959107960862593 
topic 	 2465.3682473357553 0.7547363177476355 
search 	 1132.5704210827942 1.0959107960862593 
custom 	 1215.2350175010333 1.0959107960862593 
united 	 286.0173665336909 1.690151619819036 
specific 	 1006.9305123492182 1.0959107960862593 
paper 	 535.6676789411438 1.4159462184397187 
click 	 1148.5280746237008 1.0959107960862593 
catalog 	 2447.8376021026056 0.7547363177476355 
button 	 2233.761952268904 0.7547363177476355 
title 	 1078.7736442497942 1.0959107960862593 
description 	 1140.515149887787 1.0959107960862593 
written 	 685.2726155247435 1.2903414207265202 
pgs 	 22.3699555162062 1.970706913440571 
pages 	 2172.5433530583805 0.7547363177476355 
footnotes 	 2483.0650622988883 0.7547363177476355 
sources 	 2172.5433530583805 0.7547363177476355 
price 	 2142.670715764575 0.7547363177476355 
changes 	 1028.843296576135 1.2903414207265202 
role 	 163.18917347350705 1.801809149065685 
women 	 1915.6452898733341 1.0959107960862593 
following 	 2750.2343373760255 0.7547363177476355 
american 	 41.4003126725287 1.9361109670905097 
revolution 	 153.0311105432952 1.8887058425532404 
examines 	 147.1136016085907 1.8230629369944937 
manner 	 4588.293936584611 0.7547363177476355 
changed 	 5238.582534783371 0.7547363177476355 
noting 	 1845.1589896069804 1.0959107960862593 
change 	 1495.382654553424 1.0959107960862593 
limited 	 3944.4767486779524 0.7547363177476355 
meaningless 	 9877.903249937566 0.7547363177476355 
worst 	 3644.8458388633653 1.0959107960862593 
afn 	 541.9291564651711 1.5037747514602413 
native 	 1115.7953762635366 1.5037747514602413 
trading 	 2997.7929458106564 1.0959107960862593 
posts 	 7069.790750156263 0.7547363177476355 
relationship 	 1375.1171686880127 1.0959107960862593 
developed 	 3724.575821107484 0.7547363177476355 
various 	 1140.515149887787 1.0959107960862593 
colonization 	 4083.59422676426 1.0959107960862593 
north 	 823.5470376197983 1.4159462184397187 
america 	 365.66774294404604 1.716748202302131 
development 	 434.50867061167605 1.5037747514602413 
permanent 	 2442.633860729119 1.0959107960862593 
settlements 	 4291.898731916074 1.0959107960862593 
set 	 2770.86438153638 0.7547363177476355 
europeans 	 9877.903249937566 0.7547363177476355 
arrived 	 6873.082667423101 0.7547363177476355 
world 	 2070.0156336264345 0.7547363177476355 
life 	 210.29279567170877 1.7391397689384802 
sitting 	 3644.8458388633653 1.0959107960862593 
bull 	 4291.898731916074 1.0959107960862593 
sioux 	 9120.899893099624 0.7547363177476355 
indian 	 1925.228321350282 1.2903414207265202 
provides 	 3321.847915640051 0.7547363177476355 
biography 	 1720.789290338018 1.2903414207265202 
era 	 4481.579177945427 0.7547363177476355 
lived 	 5995.585891621313 0.7547363177476355 
events 	 429.5970627337491 1.6580427534792652 
involved 	 874.2518829078531 1.4159462184397187 
reference 	 4481.579177945427 0.7547363177476355 
modern 	 1045.4398356769334 1.2903414207265202 
portrayals 	 9120.899893099624 0.7547363177476355 
hero 	 6383.248585662295 0.7547363177476355 
southern 	 655.4705623692303 1.6185098135291776 
cotton 	 1718.2706668557753 1.4159462184397187 
mill 	 3191.6242928311476 1.0959107960862593 
industry 	 2944.6642014006243 0.7547363177476355 
transition 	 2789.4884406588417 1.0959107960862593 
modernity 	 9120.899893099624 0.7547363177476355 
century 	 1241.5252737024948 1.2903414207265202 
observes 	 579.9348145205036 1.5037747514602413 
outgrowth 	 8167.18845352852 0.7547363177476355 
antebellum 	 8583.797463832148 0.7547363177476355 
south 	 369.0942128488946 1.690151619819036 
civil 	 144.88515417454587 1.8604704572808326 
war 	 102.88432965761349 1.8957386637974598 
mechanizing 	 9877.903249937566 0.7547363177476355 
production 	 4106.926989517591 0.7547363177476355 
economic 	 310.1916593058977 1.690151619819036 
efficiency 	 5162.367871014054 0.7547363177476355 
industrial 	 1845.1589896069804 1.0959107960862593 
christopher 	 6532.688320888788 0.7547363177476355 
columbus 	 3913.3970534971027 1.0959107960862593 
brief 	 905.9080797489698 1.4159462184397187 
overview 	 3240.0684191368314 0.7547363177476355 
columbus's 	 9877.903249937566 0.7547363177476355 
voyages 	 9877.903249937566 0.7547363177476355 
service 	 2834.1585785148764 0.7547363177476355 
spain 	 5995.585891621313 0.7547363177476355 
efforts 	 3527.8677383743225 0.7547363177476355 
elemental 	 9877.903249937566 0.7547363177476355 
opening 	 5882.399722690028 0.7547363177476355 
america's 	 1800.3442585410032 1.2903414207265202 
european 	 1763.9338691871612 1.0959107960862593 
discussion 	 554.1728763072759 1.5037747514602413 
will's 	 11172.009036042986 0.7547363177476355 
lincoln 	 763.6758519359003 1.690151619819036 
gettysburg 	 3292.6344166458557 1.2903414207265202 
garry 	 9120.899893099624 0.7547363177476355 
wills 	 7538.994787756715 0.7547363177476355 
concerning 	 1828.3387147202304 1.0959107960862593 
abraham 	 2145.949365958037 1.4159462184397187 
lincoln's 	 1520.1499821832708 1.5686413727139694 
words 	 5018.681607212902 0.7547363177476355 
address 	 3983.7834636503053 0.7547363177476355 
effects 	 974.0112070955788 1.2903414207265202 
people 	 729.2202815208936 1.2903414207265202 
georgia 	 1115.856426954738 1.5686413727139694 
georgia's 	 11172.009036042986 0.7547363177476355 
position 	 1354.8228911629278 1.0959107960862593 
secession 	 9120.899893099624 0.7547363177476355 
carolina 	 2041.79711338213 1.4159462184397187 
election 	 4481.579177945427 0.7547363177476355 
alternative 	 4149.848420043103 0.7547363177476355 
hand 	 4534.17420524225 0.7547363177476355 
social 	 798.7373977028478 1.2903414207265202 
daniel 	 3534.8953750781316 1.0959107960862593 
boone 	 4560.449946549812 1.0959107960862593 
king 	 1628.4225738194127 1.2903414207265202 
eastern 	 4193.779858707936 0.7547363177476355 
frontier 	 4291.898731916074 1.0959107960862593 
scout 	 9877.903249937566 0.7547363177476355 
trailblazer 	 11172.009036042986 0.7547363177476355 
credited 	 8583.797463832148 0.7547363177476355 
forging 	 11172.009036042986 0.7547363177476355 
cumberland 	 9120.899893099624 0.7547363177476355 
gap 	 7538.994787756715 0.7547363177476355 
name 	 3656.677429440461 0.7547363177476355 
synomous 	 11172.009036042986 0.7547363177476355 
personality 	 5487.885644813354 0.7547363177476355 
values 	 4193.779858707936 0.7547363177476355 
rehabilitation 	 5775.684964050845 0.7547363177476355 
george 	 1696.3809331856262 1.2903414207265202 
iii 	 5162.367871014054 0.7547363177476355 
notes 	 1647.0940752395966 1.0959107960862593 
monarch 	 9120.899893099624 0.7547363177476355 
biographical 	 3122.4445008256484 1.0959107960862593 
sketch 	 3122.4445008256484 1.0959107960862593 
rebellion 	 6695.138561728427 0.7547363177476355 
local 	 2922.033621286736 0.7547363177476355 
regional 	 2294.1469682923057 1.0959107960862593 
transformation 	 2700.5163878115045 1.0959107960862593 
industrialization 	 3347.5692808642134 1.0959107960862593 
consideration 	 5487.885644813354 0.7547363177476355 
processes 	 4821.97352447974 0.7547363177476355 
described 	 4588.293936584611 0.7547363177476355 
derek 	 9120.899893099624 0.7547363177476355 
gregory's 	 9877.903249937566 0.7547363177476355 
issues 	 1296.4601379208525 1.0959107960862593 
discusses 	 279.88555722425053 1.690151619819036 
impact 	 699.4015063262824 1.5037747514602413 
government 	 275.3627181907493 1.6580427534792652 
policy 	 593.5144928539082 1.5037747514602413 
period 	 1795.58096767641 1.0959107960862593 
western 	 3294.188150479193 0.7547363177476355 
