term 	 tf-idf weight 	 BM25 ranking 
 law 	 93.7860372593428 1.8196893175076438 
defendants 	 7847.850072646044 0.7735688554287408 
permitted 	 3502.331780889597 1.1156295671760588 
engage 	 6604.344030721501 0.7735688554287408 
held 	 677.9855085852741 1.518506149336391 
activity 	 3612.477994640313 0.7735688554287408 
claims 	 446.2447122281954 1.7263077964184195 
commonly 	 3302.1720153607507 1.1156295671760588 
extremely 	 5761.157519854652 0.7735688554287408 
blasting 	 10735.18168755282 0.7735688554287408 
excavating 	 10735.18168755282 0.7735688554287408 
demolishing 	 10735.18168755282 0.7735688554287408 
building 	 3546.0259532457667 0.7735688554287408 
attempts 	 3753.2560727423556 0.7735688554287408 
compensate 	 8764.27124168223 0.7735688554287408 
victims 	 5110.105064175925 0.7735688554287408 
caused 	 551.1687175265853 1.7004522123581158 
blame 	 4382.135620841115 1.1156295671760588 
easy 	 2480.2592288696337 1.1156295671760588 
victim's 	 3163.8918818760926 1.3084953308594365 
help 	 1543.96699407035 1.1156295671760588 
worse 	 7244.218880147588 0.7735688554287408 
instance 	 5876.939626775455 0.7735688554287408 
injure 	 2147.036337510564 1.518506149336391 
negligently 	 1581.9459409380463 1.5819823817246048 
walking 	 6604.344030721501 0.7735688554287408 
street 	 1914.0084450424872 1.1156295671760588 
sidewalk 	 10735.18168755282 0.7735688554287408 
prudent 	 9491.675645628278 0.7735688554287408 
normally 	 7004.663561779194 0.7735688554287408 
walks 	 8764.27124168223 0.7735688554287408 
injured 	 471.7388593372501 1.7965509371074913 
chain 	 3138.629578916574 1.1156295671760588 
suffered 	 2044.554180088941 1.3084953308594365 
severe 	 5549.8547538871 0.7735688554287408 
wear 	 7004.663561779194 0.7735688554287408 
goggles 	 10735.18168755282 0.7735688554287408 
calculate 	 8248.169603703736 0.7735688554287408 
party 	 818.536359001392 1.4323006546471337 
calculating 	 7244.218880147588 0.7735688554287408 
recovered 	 8764.27124168223 0.7735688554287408 
partially 	 4382.135620841115 1.1156295671760588 
rule 	 1876.6280363711778 1.1156295671760588 
reduces 	 3622.109440073794 1.1156295671760588 
amount 	 1419.0649840896936 1.3084953308594365 
damage 	 1884.1323161053226 1.3084953308594365 
award 	 1817.6193863094086 1.3084953308594365 
percent 	 992.1036915478536 1.518506149336391 
contributed 	 6433.3575681525435 0.7735688554287408 
reduction 	 5360.8379887969595 0.7735688554287408 
collects 	 8764.27124168223 0.7735688554287408 
known 	 1637.072718002784 1.1156295671760588 
parent 	 1340.2094971992399 1.4323006546471337 
responsible 	 797.5177359997138 1.518506149336391 
child 	 781.2058361809733 1.518506149336391 
knows 	 2201.4480102405005 1.3084953308594365 
ability 	 1914.0084450424872 1.1156295671760588 
control 	 842.7167307059169 1.3084953308594365 
exercise 	 908.8096931547043 1.5819823817246048 
vehicle 	 1607.483449980351 1.3084953308594365 
drives 	 9491.675645628278 0.7735688554287408 
entrusts 	 10735.18168755282 0.7735688554287408 
common 	 804.7352700893531 1.4323006546471337 
form 	 2765.065333409192 0.7735688554287408 
respondeat 	 3578.39389585094 1.3084953308594365 
superior 	 2615.950024215348 1.3084953308594365 
employer 	 523.7415927140593 1.748054564865643 
committed 	 1884.1323161053226 1.3084953308594365 
employees 	 2231.223561140977 1.1156295671760588 
scope 	 6000.712838223046 0.7735688554287408 
employment 	 4574.608642706467 0.7735688554287408 
business 	 407.57996575583354 1.4323006546471337 
usually 	 1129.4128694825274 1.4323006546471337 
independent 	 3389.9275429263707 0.7735688554287408 
contractors 	 7847.850072646044 0.7735688554287408 
struck 	 7244.218880147588 0.7735688554287408 
claim 	 1089.221816310203 1.4323006546471337 
hit 	 6604.344030721501 0.7735688554287408 
delivery 	 6000.712838223046 0.7735688554287408 
van 	 3420.079513185959 0.7735688554287408 
practical 	 4356.887265240812 0.7735688554287408 
matter 	 4517.65147793011 0.7735688554287408 
plaintiffs 	 8764.27124168223 0.7735688554287408 
focus 	 2153.174355981279 1.1156295671760588 
recovery 	 5876.939626775455 0.7735688554287408 
efforts 	 3389.9275429263707 0.7735688554287408 
employers 	 1413.0992370789918 1.4323006546471337 
money 	 847.4818857315927 1.4323006546471337 
insurance 	 832.5504188792468 1.518506149336391 
required 	 929.2531039536814 1.4323006546471337 
guilt 	 6793.360795811643 0.7735688554287408 
doubt 	 6793.360795811643 0.7735688554287408 
meet 	 1858.5062079073628 1.1156295671760588 
standard 	 1276.005630028325 1.3084953308594365 
defendant's 	 2921.4237472274103 1.3084953308594365 
liberty 	 3396.6803979058213 1.1156295671760588 
possibly 	 7004.663561779194 0.7735688554287408 
life 	 1111.3867246345744 1.1156295671760588 
stake 	 3923.925036323022 1.1156295671760588 
probable 	 9491.675645628278 0.7735688554287408 
evidence 	 814.6066799770583 1.518506149336391 
slightly 	 6000.712838223046 0.7735688554287408 
favors 	 7847.850072646044 0.7735688554287408 
lower 	 4029.8023923524574 0.7735688554287408 
people 	 262.7653692518378 1.66920185468937 
allowed 	 2204.445453195713 1.1156295671760588 
privileged 	 8764.27124168223 0.7735688554287408 
constitute 	 7004.663561779194 0.7735688554287408 
defense 	 1239.0041386049086 1.3084953308594365 
self 	 1623.1654626800232 1.1156295671760588 
land 	 4073.0333998852916 0.7735688554287408 
force 	 1315.4484947678197 1.3084953308594365 
justified 	 3760.3825998788443 1.1156295671760588 
samaritan 	 10735.18168755282 0.7735688554287408 
civilian 	 7520.765199757689 0.7735688554287408 
duty 	 2411.2251749705265 1.1156295671760588 
provide 	 1012.699150044202 1.3084953308594365 
aid 	 4029.8023923524574 0.7735688554287408 
voluntarily 	 7847.850072646044 0.7735688554287408 
assists 	 7004.663561779194 0.7735688554287408 
results 	 3113.3812233162694 0.7735688554287408 
failure 	 3946.345484303459 0.7735688554287408 
due 	 3450.7469266325434 0.7735688554287408 
enforcement 	 5033.753115908606 0.7735688554287408 
officials 	 4209.352117003684 0.7735688554287408 
firefighters 	 9491.675645628278 0.7735688554287408 
providing 	 3681.486502445379 0.7735688554287408 
faith 	 5273.308434276999 0.7735688554287408 
emergency 	 5033.753115908606 0.7735688554287408 
firefighter 	 5367.59084377641 1.1156295671760588 
responds 	 8248.169603703736 0.7735688554287408 
call 	 3389.9275429263707 0.7735688554287408 
trying 	 5189.851526228002 0.7735688554287408 
accidentally 	 8764.27124168223 0.7735688554287408 
worsens 	 10735.18168755282 0.7735688554287408 
charges 	 4574.608642706467 0.7735688554287408 
collect 	 1440.289379963663 1.4323006546471337 
depend 	 7847.850072646044 0.7735688554287408 
type 	 2204.445453195713 1.1156295671760588 
alleged 	 5876.939626775455 0.7735688554287408 
body 	 3828.0168900849744 0.7735688554287408 
lost 	 2347.1264842785426 1.1156295671760588 
wages 	 2726.429079464113 1.1156295671760588 
diminished 	 4124.084801851868 1.1156295671760588 
earning 	 8248.169603703736 0.7735688554287408 
capacity 	 4960.518457739267 0.7735688554287408 
costs 	 1276.005630028325 1.3084953308594365 
pain 	 1363.2145397320564 1.4323006546471337 
suffering 	 1277.5262660439812 1.4323006546471337 
value 	 3389.9275429263707 0.7735688554287408 
replacement 	 7847.850072646044 0.7735688554287408 
cost 	 3646.6504564177394 0.7735688554287408 
alleging 	 4382.135620841115 1.1156295671760588 
able 	 3681.486502445379 0.7735688554287408 
punitive 	 1961.962518161511 1.4323006546471337 
addition 	 3987.5886799985683 0.7735688554287408 
awards 	 5652.396948315967 0.7735688554287408 
designed 	 3389.9275429263707 0.7735688554287408 
organizations 	 3866.599022251383 0.7735688554287408 
unlawful 	 6604.344030721501 0.7735688554287408 
sums 	 8764.27124168223 0.7735688554287408 
limits 	 1849.9515846290335 1.3084953308594365 
federal 	 1063.987709455142 1.3084953308594365 
legislatures 	 8248.169603703736 0.7735688554287408 
passed 	 4822.450349941053 0.7735688554287408 
capping 	 10735.18168755282 0.7735688554287408 
types 	 3546.0259532457667 0.7735688554287408 
plaintiff's 	 4382.135620841115 1.1156295671760588 
advantage 	 4633.433584850913 0.7735688554287408 
convince 	 7847.850072646044 0.7735688554287408 
mere 	 7004.663561779194 0.7735688554287408 
death 	 3246.3309253600464 0.7735688554287408 
filed 	 5652.396948315967 0.7735688554287408 
surviving 	 2044.554180088941 1.3084953308594365 
relatives 	 3302.1720153607507 1.1156295671760588 
dependent 	 5360.8379887969595 0.7735688554287408 
heirs 	 8248.169603703736 0.7735688554287408 
sons 	 7520.765199757689 0.7735688554287408 
daughters 	 8248.169603703736 0.7735688554287408 
killed 	 2594.925763114001 1.1156295671760588 
sue 	 1358.6721591623284 1.518506149336391 
manufacturer 	 279.711198615328 1.8710276637039875 
future 	 2723.342522686496 0.7735688554287408 
income 	 4306.348711962558 0.7735688554287408 
wrongfully 	 9491.675645628278 0.7735688554287408 
manufacturer's 	 2372.9189114070696 1.4323006546471337 
estate 	 5452.858158928226 0.7735688554287408 
deceased 	 7847.850072646044 0.7735688554287408 
pay 	 976.5072952262165 1.4323006546471337 
bills 	 5761.157519854652 0.7735688554287408 
treatment 	 2942.3947607473106 0.7735688554287408 
died 	 6604.344030721501 0.7735688554287408 
spouse 	 6433.3575681525435 0.7735688554287408 
advice 	 5652.396948315967 0.7735688554287408 
comfort 	 6604.344030721501 0.7735688554287408 
assistance 	 4356.887265240812 0.7735688554287408 
protection 	 3612.477994640313 0.7735688554287408 
recognizes 	 6433.3575681525435 0.7735688554287408 
viable 	 2774.92737694355 1.1156295671760588 
fetus 	 4745.837822814139 1.1156295671760588 
brought 	 1564.7509895190285 1.3084953308594365 
born 	 5876.939626775455 0.7735688554287408 
behalf 	 5761.157519854652 0.7735688554287408 
unborn 	 7847.850072646044 0.7735688554287408 
time 	 1710.5760565747905 0.7735688554287408 
citizens 	 4517.65147793011 0.7735688554287408 
governments 	 2258.825738965055 1.1156295671760588 
enjoyed 	 7244.218880147588 0.7735688554287408 
immunity 	 4382.135620841115 1.1156295671760588 
waived 	 7004.663561779194 0.7735688554287408 
permit 	 7244.218880147588 0.7735688554287408 
suits 	 7244.218880147588 0.7735688554287408 
employee 	 1258.4382789771514 1.4323006546471337 
condition 	 2128.5974761345406 1.1156295671760588 
collected 	 6000.712838223046 0.7735688554287408 
suit 	 3216.6787840762718 1.1156295671760588 
initiated 	 6000.712838223046 0.7735688554287408 
typically 	 2826.1984741579836 1.1156295671760588 
sued 	 1751.1658904447986 1.4323006546471337 
court 	 471.7711412009157 1.6306716296396935 
contract 	 5033.753115908606 0.7735688554287408 
agent 	 4890.156498342281 0.7735688554287408 
escaped 	 8248.169603703736 0.7735688554287408 
inmate 	 10735.18168755282 0.7735688554287408 
lawyers 	 5761.157519854652 0.7735688554287408 
practicing 	 7004.663561779194 0.7735688554287408 
basis 	 3546.0259532457667 0.7735688554287408 
frequently 	 4633.433584850913 0.7735688554287408 
receive 	 4073.0333998852916 0.7735688554287408 
attention 	 3828.0168900849744 0.7735688554287408 
media 	 1553.500788077161 0.7735688554287408 
stories 	 5189.851526228002 0.7735688554287408 
recovering 	 9491.675645628278 0.7735688554287408 
faulty 	 3578.39389585094 1.3084953308594365 
breast 	 7244.218880147588 0.7735688554287408 
implants 	 9491.675645628278 0.7735688554287408 
exploding 	 7847.850072646044 0.7735688554287408 
gas 	 5549.8547538871 0.7735688554287408 
tanks 	 7847.850072646044 0.7735688554287408 
flammable 	 10735.18168755282 0.7735688554287408 
children's 	 5761.157519854652 0.7735688554287408 
clothing 	 6604.344030721501 0.7735688554287408 
headlines 	 8248.169603703736 0.7735688554287408 
line 	 2919.246052471692 0.7735688554287408 
class 	 1823.3252282088697 1.1156295671760588 
bring 	 2153.174355981279 1.1156295671760588 
united 	 2473.506373890184 0.7735688554287408 
share 	 4408.890906391426 0.7735688554287408 
split 	 6000.712838223046 0.7735688554287408 
rely 	 6604.344030721501 0.7735688554287408 
theories 	 1840.7432512226894 1.1156295671760588 
standards 	 3866.599022251383 0.7735688554287408 
potential 	 3681.486502445379 0.7735688554287408 
single 	 3866.599022251383 0.7735688554287408 
leads 	 6604.344030721501 0.7735688554287408 
microwave 	 7520.765199757689 0.7735688554287408 
oven 	 3578.39389585094 1.3084953308594365 
explodes 	 10735.18168755282 0.7735688554287408 
allege 	 9491.675645628278 0.7735688554287408 
oven's 	 10735.18168755282 0.7735688554287408 
breached 	 9491.675645628278 0.7735688554287408 
manufactured 	 4124.084801851868 1.1156295671760588 
unreasonably 	 4745.837822814139 1.1156295671760588 
theory 	 870.4869282644091 1.4323006546471337 
focuses 	 1789.4721540082558 1.1156295671760588 
intended 	 1849.9515846290335 1.3084953308594365 
purpose 	 847.4818857315927 1.4323006546471337 
defect 	 3622.109440073794 1.1156295671760588 
existed 	 6604.344030721501 0.7735688554287408 
left 	 1953.014590452433 1.1156295671760588 
chair 	 1651.0860076803754 1.4323006546471337 
leg 	 2144.4525227175145 1.3084953308594365 
sit 	 7244.218880147588 0.7735688554287408 
weak 	 7004.663561779194 0.7735688554287408 
fell 	 6604.344030721501 0.7735688554287408 
sitting 	 7004.663561779194 0.7735688554287408 
manufacturers 	 1286.6715136305086 1.518506149336391 
designs 	 8248.169603703736 0.7735688554287408 
manufactures 	 10735.18168755282 0.7735688554287408 
hurt 	 2334.887853926398 1.3084953308594365 
designing 	 9491.675645628278 0.7735688554287408 
manufacturing 	 2726.429079464113 1.1156295671760588 
specifications 	 8248.169603703736 0.7735688554287408 
company 	 1665.5513003909628 1.1156295671760588 
conduct 	 5110.105064175925 0.7735688554287408 
inspections 	 8764.27124168223 0.7735688554287408 
ensure 	 2411.2251749705265 1.1156295671760588 
checked 	 7847.850072646044 0.7735688554287408 
defects 	 7520.765199757689 0.7735688554287408 
sold 	 5652.396948315967 0.7735688554287408 
consumers 	 1920.3858399515507 1.3084953308594365 
note 	 4890.156498342281 0.7735688554287408 
merely 	 5876.939626775455 0.7735688554287408 
produce 	 5273.308434276999 0.7735688554287408 
perfectly 	 4124.084801851868 1.1156295671760588 
courts 	 5189.851526228002 0.7735688554287408 
balancing 	 8764.27124168223 0.7735688554287408 
test 	 4356.887265240812 0.7735688554287408 
jurors 	 10735.18168755282 0.7735688554287408 
balance 	 4517.65147793011 0.7735688554287408 
likelihood 	 4382.135620841115 1.1156295671760588 
seriousness 	 7520.765199757689 0.7735688554287408 
feasibility 	 6433.3575681525435 0.7735688554287408 
precautions 	 5367.59084377641 1.1156295671760588 
avoided 	 7004.663561779194 0.7735688554287408 
install 	 8248.169603703736 0.7735688554287408 
feature 	 5876.939626775455 0.7735688554287408 
doing 	 4462.447122281954 0.7735688554287408 
prohibitively 	 8764.27124168223 0.7735688554287408 
expensive 	 6000.712838223046 0.7735688554287408 
impossible 	 6000.712838223046 0.7735688554287408 
warn 	 3760.3825998788443 1.1156295671760588 
users 	 2680.4189943984798 1.1156295671760588 
risks 	 5549.8547538871 0.7735688554287408 
associated 	 4408.890906391426 0.7735688554287408 
protect 	 2014.9011961762287 1.1156295671760588 
ladders 	 10735.18168755282 0.7735688554287408 
warnings 	 3923.925036323022 1.1156295671760588 
ladder 	 9491.675645628278 0.7735688554287408 
dangers 	 6133.662540266822 0.7735688554287408 
convincing 	 7520.765199757689 0.7735688554287408 
industry 	 1414.7636789803748 1.1156295671760588 
strong 	 2178.443632620406 1.1156295671760588 
involve 	 6604.344030721501 0.7735688554287408 
uniform 	 6604.344030721501 0.7735688554287408 
commercial 	 2058.665973436209 1.1156295671760588 
code 	 4029.8023923524574 0.7735688554287408 
ucc 	 5367.59084377641 1.1156295671760588 
bundle 	 10735.18168755282 0.7735688554287408 
statutes 	 7520.765199757689 0.7735688554287408 
adopted 	 6000.712838223046 0.7735688554287408 
transactions 	 6277.259157833148 0.7735688554287408 
fit 	 2774.92737694355 1.1156295671760588 
consumer 	 2153.174355981279 1.1156295671760588 
buys 	 8764.27124168223 0.7735688554287408 
particular 	 3389.9275429263707 0.7735688554287408 
seller 	 8764.27124168223 0.7735688554287408 
buyer 	 8248.169603703736 0.7735688554287408 
purchasing 	 6604.344030721501 0.7735688554287408 
item 	 7004.663561779194 0.7735688554287408 
additional 	 4462.447122281954 0.7735688554287408 
warranties 	 2191.0678104205576 1.4323006546471337 
disclaim 	 10735.18168755282 0.7735688554287408 
check 	 4757.206796298504 0.7735688554287408 
determine 	 4162.752094396234 0.7735688554287408 
apply 	 4757.206796298504 0.7735688554287408 
broad 	 4633.433584850913 0.7735688554287408 
variety 	 1876.6280363711778 1.1156295671760588 
discussed 	 1773.0129766228833 1.1156295671760588 
libel 	 8248.169603703736 0.7735688554287408 
slander 	 8248.169603703736 0.7735688554287408 
arts 	 5452.858158928226 0.7735688554287408 
entertainment 	 6277.259157833148 0.7735688554287408 
intellectual 	 5110.105064175925 0.7735688554287408 
c09 	 9491.675645628278 0.7735688554287408 
believe 	 4633.433584850913 0.7735688554287408 
closely 	 5273.308434276999 0.7735688554287408 
distinct 	 6133.662540266822 0.7735688554287408 
attempt 	 1858.5062079073628 1.1156295671760588 
threat 	 1277.5262660439812 1.4323006546471337 
inflict 	 9491.675645628278 0.7735688554287408 
coupled 	 6433.3575681525435 0.7735688554287408 
apparent 	 6133.662540266822 0.7735688554287408 
carry 	 2594.925763114001 1.1156295671760588 
actual 	 2258.825738965055 1.1156295671760588 
physical 	 847.4818857315927 1.4323006546471337 
contact 	 965.4640800756611 1.3084953308594365 
threatens 	 7520.765199757689 0.7735688554287408 
strike 	 5761.157519854652 0.7735688554287408 
neighbor 	 4745.837822814139 1.1156295671760588 
appears 	 6000.712838223046 0.7735688554287408 
capable 	 5652.396948315967 0.7735688554287408 
carrying 	 6604.344030721501 0.7735688554287408 
touches 	 8764.27124168223 0.7735688554287408 
unwelcome 	 4745.837822814139 1.1156295671760588 
touching 	 8764.27124168223 0.7735688554287408 
sexual 	 4960.518457739267 0.7735688554287408 
manner 	 4408.890906391426 0.7735688554287408 
false 	 6277.259157833148 0.7735688554287408 
imprisonment 	 6000.712838223046 0.7735688554287408 
threats 	 5876.939626775455 0.7735688554287408 
barriers 	 6793.360795811643 0.7735688554287408 
merchants 	 7847.850072646044 0.7735688554287408 
suspected 	 6433.3575681525435 0.7735688554287408 
shoplifting 	 8764.27124168223 0.7735688554287408 
wait 	 7244.218880147588 0.7735688554287408 
wishes 	 3138.629578916574 1.1156295671760588 
police 	 4408.890906391426 0.7735688554287408 
arrive 	 8764.27124168223 0.7735688554287408 
merchant 	 4382.135620841115 1.1156295671760588 
keeps 	 7244.218880147588 0.7735688554287408 
suspect 	 7520.765199757689 0.7735688554287408 
circumstances 	 3866.599022251383 0.7735688554287408 
landowner's 	 10735.18168755282 0.7735688554287408 
owners 	 2774.92737694355 1.1156295671760588 
home 	 400.6020062607825 1.1156295671760588 
wrong 	 5876.939626775455 0.7735688554287408 
committing 	 7847.850072646044 0.7735688554287408 
appropriate 	 4306.348711962558 0.7735688554287408 
measures 	 2258.825738965055 1.1156295671760588 
customers 	 6133.662540266822 0.7735688554287408 
attacked 	 7004.663561779194 0.7735688554287408 
parking 	 8764.27124168223 0.7735688554287408 
lot 	 6000.712838223046 0.7735688554287408 
sues 	 9491.675645628278 0.7735688554287408 
lot's 	 10735.18168755282 0.7735688554287408 
security 	 3113.3812233162694 0.7735688554287408 
prevented 	 7244.218880147588 0.7735688554287408 
attack 	 5273.308434276999 0.7735688554287408 
trespasser 	 10735.18168755282 0.7735688554287408 
legitimate 	 6133.662540266822 0.7735688554287408 
