term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1428.06403062323 1.280545706364282 
eeeeeee 	 2950.3563478399174 0.9417666694094593 
zzzzzzz 	 5900.712695679835 0.6158893502266587 
tttttttnn 	 11801.42539135967 0.3639888963251892 
eeee 	 5900.712695679835 0.6158893502266587 
kleptokratak 	 6241.117380202445 0.8005686057397577 
leleplezese 	 13454.476681623584 0.6158893502266587 
aligha 	 4449.016175688321 0.9417666694094593 
lesz 	 2856.12806124646 0.9417666694094593 
egyhamar 	 30434.29992357505 0.3639888963251892 
osszeferhetetlensegi 	 5562.174675233804 0.9417666694094593 
torveny 	 1764.5428118342704 1.2179554711380407 
magyar 	 601.2901181571494 1.6173879000753424 
hirlap 	 4166.410098459085 0.8005686057397577 
hetfo 	 13454.476681623584 0.6158893502266587 
junius 	 5152.961091844844 0.8005686057397577 
szerkeszto 	 24846.757823409043 0.3639888963251892 
megjegyzese 	 23383.606802919287 0.3639888963251892 
hirlapbol 	 30434.29992357505 0.3639888963251892 
szdsz 	 437.0898293096174 1.7145756622396728 
agyafurt 	 26908.95336324717 0.3639888963251892 
szocsovebol 	 30434.29992357505 0.3639888963251892 
ritkan 	 24846.757823409043 0.3639888963251892 
tartjuk 	 22248.698700935216 0.3639888963251892 
erdemesnek 	 24846.757823409043 0.3639888963251892 
cikk 	 5066.001860093151 0.8005686057397577 
kozleset 	 21321.41126308116 0.3639888963251892 
hetfoiben 	 30434.29992357505 0.3639888963251892 
azonban 	 1966.904231893278 1.143437234994343 
egy 	 816.03658892756 1.51394944033493 
meglehetosen 	 21321.41126308116 0.3639888963251892 
parjat 	 30434.29992357505 0.3639888963251892 
ritkito 	 26908.95336324717 0.3639888963251892 
talalhato 	 20537.400905479728 0.3639888963251892 
kleptokratizmus 	 13454.476681623584 0.6158893502266587 
egyfajta 	 19259.21572324304 0.3639888963251892 
vezerbikainak 	 30434.29992357505 0.3639888963251892 
kozli 	 18238.60456612254 0.3639888963251892 
orszaggyulesi 	 14949.858805313721 0.3639888963251892 
kepviselokrol 	 26908.95336324717 0.3639888963251892 
kimutathato 	 24846.757823409043 0.3639888963251892 
politikai 	 2309.4144784633886 1.0532221475106511 
gazdasagi 	 745.8460447004157 1.5613813322338588 
osszeferhetetlenseget 	 15217.149961787525 0.6158893502266587 
napnal 	 24846.757823409043 0.3639888963251892 
nyilvanvalobban 	 24846.757823409043 0.3639888963251892 
bizonyitja 	 8330.578300384605 0.6158893502266587 
hogy 	 152.32682993314452 1.8869188857157961 
jelenleg 	 13486.707784823964 0.3639888963251892 
orszaggyulest 	 30434.29992357505 0.3639888963251892 
amely 	 3849.0241307723136 0.8005686057397577 
magatol 	 23383.606802919287 0.3639888963251892 
valtozni 	 30434.29992357505 0.3639888963251892 
nem 	 196.97434905148 1.856158200888622 
fog 	 2812.6194956590766 1.0532221475106511 
eppen 	 2470.359936567979 1.0532221475106511 
mert 	 544.0243926183733 1.6474029623053301 
kleptokrataknak 	 30434.29992357505 0.3639888963251892 
erdekuk 	 15217.149961787525 0.6158893502266587 
osszefonodas 	 26908.95336324717 0.3639888963251892 
nep 	 13308.233332263844 0.3639888963251892 
kozvetlen 	 19259.21572324304 0.3639888963251892 
hatalomgyakorlasanak 	 30434.29992357505 0.3639888963251892 
kell 	 393.94869810296 1.7316186312422859 
elsopornie 	 30434.29992357505 0.3639888963251892 
nemzetkozi 	 6175.899841419947 0.6158893502266587 
kozvelemeny 	 15458.883275534534 0.3639888963251892 
jol 	 1876.5442914916182 1.2179554711380407 
tudja 	 1621.1301251954494 1.280545706364282 
demokracia 	 13135.810040441327 0.3639888963251892 
hanem 	 3890.8863399838565 0.8005686057397577 
kleptokracia 	 11691.803401459643 0.6158893502266587 
van 	 745.8418833746586 1.4861666657335697 
ennek 	 1924.5120653861568 1.143437234994343 
elsoprese 	 30434.29992357505 0.3639888963251892 
jogos 	 19259.21572324304 0.3639888963251892 
stepan 	 30434.29992357505 0.3639888963251892 
balazs 	 23383.606802919287 0.3639888963251892 
koalicios 	 7135.3590712127 0.6158893502266587 
tobbseg 	 17012.054345151846 0.3639888963251892 
kenyelmesen 	 26908.95336324717 0.3639888963251892 
elfogadhatna 	 30434.29992357505 0.3639888963251892 
torvenyt 	 5444.304560754507 0.8005686057397577 
csakhogy 	 8012.288427852567 0.6158893502266587 
ket 	 1443.3840490396178 1.280545706364282 
leglenyegesebb 	 24846.757823409043 0.3639888963251892 
kerdesben 	 10660.70563154058 0.6158893502266587 
hatalybalepes 	 30434.29992357505 0.3639888963251892 
idopontjaban 	 30434.29992357505 0.3639888963251892 
illetve 	 6325.5312329782655 0.6158893502266587 
osszeferhetetlenseg 	 2484.675782340905 1.379817250925371 
korenek 	 26908.95336324717 0.3639888963251892 
meghatarozasaban 	 30434.29992357505 0.3639888963251892 
ert 	 14063.097478295382 0.3639888963251892 
egyet 	 14949.858805313721 0.3639888963251892 
raadasul 	 8012.288427852567 0.6158893502266587 
uzletember 	 4484.825560541195 1.143437234994343 
kepviselok 	 3621.7940853398486 0.9417666694094593 
konnyen 	 18238.60456612254 0.3639888963251892 
osszekuszalhatjak 	 30434.29992357505 0.3639888963251892 
szalakat 	 30434.29992357505 0.3639888963251892 
bar 	 3260.9622573119873 0.8005686057397577 
company 	 1888.738888247143 1.0532221475106511 
data 	 2135.9562148846608 0.9417666694094593 
ceginformacios 	 15217.149961787525 0.6158893502266587 
rendszer 	 4378.603346813776 0.8005686057397577 
nyilvantartasa 	 15217.149961787525 0.6158893502266587 
szerint 	 3808.170748328613 0.8005686057397577 
marcius 	 3621.7940853398486 0.9417666694094593 
vegen 	 14063.097478295382 0.3639888963251892 
volt 	 878.80863422968 1.4861666657335697 
parlament 	 4323.013667187865 0.8005686057397577 
tagja 	 4687.699159431793 0.8005686057397577 
pedig 	 714.032015311615 1.5613813322338588 
meg 	 380.81707483286135 1.7393990026614539 
egyuttesen 	 8282.252607803015 0.8005686057397577 
sem 	 439.40431711484 1.7052158525195995 
tudnak 	 7474.9294026568605 0.6158893502266587 
megakadalyozni 	 11691.803401459643 0.6158893502266587 
megalkotasat 	 24846.757823409043 0.3639888963251892 
partok 	 4756.906047475133 0.8005686057397577 
kozotti 	 14487.176341359394 0.3639888963251892 
nezetelteresek 	 26908.95336324717 0.3639888963251892 
kovetkezteben 	 7866.934581457578 0.6158893502266587 
szabalyai 	 24846.757823409043 0.3639888963251892 
szulethetnek 	 30434.29992357505 0.3639888963251892 
kozeljovoben 	 19259.21572324304 0.3639888963251892 
fidesz 	 1067.2972601613033 1.4550151945329373 
hetvegen 	 23383.606802919287 0.3639888963251892 
bejelentette 	 14713.258005794656 0.3639888963251892 
orszaggyules 	 14063.097478295382 0.3639888963251892 
ele 	 7135.3590712127 0.6158893502266587 
terjeszti 	 20537.400905479728 0.3639888963251892 
sajat 	 2413.834283973305 1.0532221475106511 
javaslatat 	 9929.130121295702 0.6158893502266587 
mult 	 13308.233332263844 0.3639888963251892 
heten 	 8166.456841131761 0.6158893502266587 
terjesztette 	 30434.29992357505 0.3639888963251892 
maga 	 7031.548739147691 0.6158893502266587 
torvenytervezetet 	 23383.606802919287 0.3639888963251892 
otparti 	 13454.476681623584 0.6158893502266587 
