term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 908.2117686880645 1.2506472753189048 
logo_asm 	 2724.6353060641936 0.7149200145138805 
gif 	 117.15216624881775 1.5389516848716969 
subject 	 1798.1980807233258 0.7149200145138805 
index 	 442.25281912043414 1.0533201872496274 
anthropology 	 2705.1710426973427 0.7149200145138805 
ant 	 2724.6353060641936 0.7149200145138805 
idx 	 143.40185821390492 1.8271413017929827 
html 	 26.641962551955423 1.8869398626389435 
architecture 	 2610.549330895971 0.7149200145138805 
arc 	 1286.9498453517615 1.0533201872496274 
art 	 255.81075978947155 1.6670501269129716 
black 	 2350.536253244865 0.7149200145138805 
studies 	 726.3287857768719 1.2506472753189048 
blk 	 2724.6353060641936 0.7149200145138805 
stu 	 2724.6353060641936 0.7149200145138805 
business 	 1848.4228547321416 0.7149200145138805 
bus 	 2592.1419654484575 0.7149200145138805 
ecology 	 2705.1710426973427 0.7149200145138805 
eco 	 2705.1710426973427 0.7149200145138805 
economics 	 2573.899690703523 0.7149200145138805 
ecn 	 2705.1710426973427 0.7149200145138805 
education 	 100.41455644625415 1.8489324879019413 
edu 	 2224.356268114698 0.7149200145138805 
film 	 2520.1344458268945 0.7149200145138805 
flm 	 2724.6353060641936 0.7149200145138805 
gen 	 486.7136380198127 1.4711256831173731 
healthcare 	 2685.8912774938008 0.7149200145138805 
med 	 1333.3962728111142 1.0533201872496274 
history 	 2239.7072843770675 0.7149200145138805 
law 	 850.661314539591 1.0533201872496274 
linguistics 	 2685.8912774938008 0.7149200145138805 
lin 	 2666.7925456222283 0.7149200145138805 
literature 	 851.9398572189483 1.2506472753189048 
lit 	 2705.1710426973427 0.7149200145138805 
mass 	 2302.2968381052438 0.7149200145138805 
media 	 1761.3269804620654 0.7149200145138805 
mda 	 2724.6353060641936 0.7149200145138805 
medicine 	 2502.5239462073996 0.7149200145138805 
music 	 1305.2746654479854 1.0533201872496274 
mus 	 2705.1710426973427 0.7149200145138805 
philosophy 	 153.5617253468218 1.808749648287956 
phi 	 2724.6353060641936 0.7149200145138805 
political 	 160.51373346736864 1.7394435662407082 
science 	 741.452089371566 1.2506472753189048 
psi 	 2705.1710426973427 0.7149200145138805 
psychology 	 2685.8912774938008 0.7149200145138805 
psy 	 2685.8912774938008 0.7149200145138805 
religion 	 648.0354913621144 1.379901382957728 
rel 	 2705.1710426973427 0.7149200145138805 
sci 	 2629.1248024636675 0.7149200145138805 
shakespeare 	 2724.6353060641936 0.7149200145138805 
sha 	 1342.9456387469004 1.0533201872496274 
sociology 	 2705.1710426973427 0.7149200145138805 
soc 	 2705.1710426973427 0.7149200145138805 
sports 	 2573.899690703523 0.7149200145138805 
recreation 	 2629.1248024636675 0.7149200145138805 
spt 	 2647.871478947083 0.7149200145138805 
urban 	 2592.1419654484575 0.7149200145138805 
urb 	 2724.6353060641936 0.7149200145138805 
women's 	 2592.1419654484575 0.7149200145138805 
wom 	 2724.6353060641936 0.7149200145138805 
home 	 908.388495802042 0.7149200145138805 
page 	 499.21970958153486 1.0533201872496274 
topic 	 2685.8912774938008 0.7149200145138805 
search 	 1233.8769343772915 1.0533201872496274 
custom 	 1323.9357394735414 1.0533201872496274 
ancient 	 887.0411127875429 1.5389516848716969 
greek 	 772.7921889116507 1.6330670355241972 
specific 	 548.4993738934949 1.379901382957728 
paper 	 583.5822490446097 1.379901382957728 
click 	 1251.2619731036998 1.0533201872496274 
catalog 	 2666.7925456222283 0.7149200145138805 
button 	 2433.5681900990635 0.7149200145138805 
title 	 1175.2681266224324 1.0533201872496274 
description 	 1242.5323057695546 1.0533201872496274 
written 	 746.5690947923558 1.2506472753189048 
pgs 	 21.64136834157874 1.9716474610949537 
pages 	 2366.8736904771004 0.7149200145138805 
footnotes 	 2705.1710426973427 0.7149200145138805 
sources 	 1183.4368452385502 1.0533201872496274 
price 	 2334.328996178439 0.7149200145138805 
views 	 172.33245747983432 1.8423059978159084 
plato 	 178.55098155954866 1.9247862270246967 
socrates 	 234.15078107965226 1.909666936976675 
evil 	 1700.8709466200773 1.379901382957728 
discusses 	 182.9525088572444 1.7859783820402686 
view 	 417.003270858419 1.6330670355241972 
skinner 	 10761.465029658817 0.7149200145138805 
aristotle 	 655.9144334236831 1.7570516862911223 
essay 	 1874.710989045275 1.2506472753189048 
life 	 252.01344458268946 1.6952721594294724 
looks 	 1764.9435362946745 1.0533201872496274 
socrates' 	 1521.4157993647182 1.6330670355241972 
philosophical 	 1448.4327899294638 1.379901382957728 
ideals 	 1306.376186776406 1.4711256831173731 
attention 	 4340.126173039486 0.7149200145138805 
retaliation 	 8526.88763450788 0.7149200145138805 
rendering 	 9936.74899976681 0.7149200145138805 
suffered 	 6954.219401840979 0.7149200145138805 
analysis 	 192.5018420159538 1.7570516862911223 
plotinus' 	 12171.326394917745 0.7149200145138805 
aesthetic 	 4106.672575869619 1.0533201872496274 
theories 	 463.7770064396074 1.6670501269129716 
