term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 215.66680642887667 1.7508823007832064 
logo_asm 	 647.00041928663 1.4016952140547068 
gif 	 27.819319713952297 1.8671684797122128 
subject 	 427.0057389328251 1.4016952140547068 
index 	 105.01873728376091 1.6482313974083915 
anthropology 	 642.3783744458292 1.4016952140547068 
ant 	 647.00041928663 1.4016952140547068 
idx 	 34.05265364666474 1.95605629852044 
html 	 6.326483732838972 1.9719429517953162 
architecture 	 619.9092068941759 1.4016952140547068 
arc 	 305.60313436819115 1.6482313974083915 
art 	 273.3553030493689 1.6482313974083915 
black 	 558.1656884549016 1.4016952140547068 
studies 	 86.23815229356664 1.8671684797122128 
blk 	 647.00041928663 1.4016952140547068 
stu 	 647.00041928663 1.4016952140547068 
business 	 438.93227081397464 1.4016952140547068 
bus 	 615.5381363380556 1.4016952140547068 
ecology 	 642.3783744458292 1.4016952140547068 
eco 	 642.3783744458292 1.4016952140547068 
economics 	 611.2062687363823 1.4016952140547068 
ecn 	 642.3783744458292 1.4016952140547068 
education 	 524.5846001956228 1.4016952140547068 
edu 	 528.2025946408058 1.4016952140547068 
film 	 598.4390055724632 1.4016952140547068 
flm 	 647.00041928663 1.4016952140547068 
gen 	 115.57654236163692 1.8426917253817938 
healthcare 	 318.9000705578923 1.6482313974083915 
med 	 316.63244826340616 1.6482313974083915 
history 	 177.28263165423198 1.7508823007832064 
law 	 202.00069563550758 1.6482313974083915 
linguistics 	 637.8001411157846 1.4016952140547068 
lin 	 633.2648965268123 1.4016952140547068 
literature 	 606.9129071338525 1.4016952140547068 
lit 	 642.3783744458292 1.4016952140547068 
mass 	 546.7106060987378 1.4016952140547068 
media 	 418.25021217462023 1.4016952140547068 
mda 	 647.00041928663 1.4016952140547068 
medicine 	 297.12858063376945 1.6482313974083915 
music 	 619.9092068941759 1.4016952140547068 
mus 	 642.3783744458292 1.4016952140547068 
philosophy 	 619.9092068941759 1.4016952140547068 
phi 	 647.00041928663 1.4016952140547068 
political 	 457.3931166061301 1.4016952140547068 
science 	 264.1012973204029 1.6482313974083915 
psi 	 642.3783744458292 1.4016952140547068 
psychology 	 637.8001411157846 1.4016952140547068 
psy 	 637.8001411157846 1.4016952140547068 
religion 	 615.5381363380556 1.4016952140547068 
rel 	 642.3783744458292 1.4016952140547068 
sci 	 624.3201964552367 1.4016952140547068 
shakespeare 	 647.00041928663 1.4016952140547068 
sha 	 318.9000705578923 1.6482313974083915 
sociology 	 642.3783744458292 1.4016952140547068 
soc 	 642.3783744458292 1.4016952140547068 
sports 	 611.2062687363823 1.4016952140547068 
recreation 	 624.3201964552367 1.4016952140547068 
spt 	 628.771840870915 1.4016952140547068 
urban 	 615.5381363380556 1.4016952140547068 
urb 	 647.00041928663 1.4016952140547068 
women's 	 615.5381363380556 1.4016952140547068 
wom 	 647.00041928663 1.4016952140547068 
home 	 215.70877260195982 1.4016952140547068 
page 	 118.54627321921403 1.6482313974083915 
topic 	 637.8001411157846 1.4016952140547068 
search 	 293.00027497749846 1.6482313974083915 
custom 	 314.3859204354575 1.6482313974083915 
cardiac 	 471.92229762904316 1.8426917253817938 
specific 	 520.9935055861515 1.4016952140547068 
paper 	 138.57926562858725 1.8071566387803715 
click 	 297.12858063376945 1.6482313974083915 
catalog 	 633.2648965268123 1.4016952140547068 
button 	 577.8827118081847 1.4016952140547068 
title 	 279.0828442274508 1.6482313974083915 
description 	 590.1112130645968 1.4016952140547068 
written 	 531.8478949626959 1.4016952140547068 
